attempt_name,extra_cost_per_trade,trade_count,net_profit,profit_factor,expectancy,closed_balance_max_drawdown,recovery_factor_closed,survives_positive_net,claim_boundary
u42_bal_rf,0.25,333,-78.36,0.910265219184,-0.235315315315,190.52,-0.411295402058,false,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,0.5,333,-161.61,0.823488935975,-0.485315315315,228.75,-0.706491803279,false,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,1,333,-328.11,0.673684733963,-0.985315315315,362.55,-0.905006206041,false,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,2,333,-661.11,0.451547606209,-1.98531531532,667.17,-0.990916857772,false,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,5,333,-1660.11,0.142930158599,-4.98531531532,1660.11,-1,false,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,0.25,336,32.14,1.04270528833,0.0956547619048,107.69,0.298449252484,true,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,0.5,336,-51.86,0.934506971105,-0.154345238095,126.98,-0.40841077335,false,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,1,336,-219.86,0.749287294456,-0.654345238095,250.38,-0.878105279974,false,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,2,336,-555.86,0.481449694482,-1.6543452381,555.89,-0.999946032488,false,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,5,336,-1563.86,0.134065715013,-4.6543452381,1563.86,-1,false,research_development_only_stage336O_repaired_forward_attribution_cost_stress_same_onnx_same_feature_order_same_threshold_same_risk_same_lot_no_training_no_threshold_retuning_no_lot_optimization_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
