run_id,pair_id,membership_status,open_time,open_type,close_time_left,close_time_right,source_bucket_left,source_bucket_right,net_profit_left,net_profit_right,net_profit_diff_left_minus_right,gross_profit_diff_left_minus_right,swap_diff_left_minus_right,open_price_diff_left_minus_right,close_price_diff_left_minus_right,claim_boundary
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,left_only,2026-01-08T17:05:00,sell,2026-01-08T17:20:00,,synthetic_short_overlay,,-7.56,,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,left_only,2026-02-26T17:05:00,sell,2026-02-26T17:35:00,,synthetic_short_overlay,,30.22,,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,left_only,2026-02-26T17:40:00,sell,2026-02-26T18:10:00,,synthetic_short_overlay,,-5.06,,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,right_only,2025-01-07T17:40:00,sell,,2025-01-07T18:05:00,,native_short_threshold,,-11.51,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,right_only,2025-02-25T18:05:00,sell,,2025-02-25T18:35:00,,native_short_threshold,,1.81,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,right_only,2025-05-29T17:15:00,sell,,2025-05-29T17:45:00,,native_short_threshold,,-2.15,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,right_only,2025-08-20T17:15:00,sell,,2025-08-20T17:45:00,,native_short_threshold,,3.96,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,right_only,2025-08-29T17:15:00,sell,,2025-08-29T17:45:00,,native_short_threshold,,-1.4,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,right_only,2025-12-12T18:00:00,sell,,2025-12-12T18:30:00,,native_short_threshold,,1.69,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_vs_cd03_source_overlay_value,right_only,2026-02-26T17:10:00,sell,,2026-02-26T17:40:00,,native_short_threshold,,17.04,,,,,,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
