run_id,candidate_id,source_variant_id,parameter,cd_value,source_value,difference_category,functional_drift_flag,cd_set_path,source_set_path,claim_boundary
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,InpSplitLabel,validation_oos_cd02_ca01_clone_current_session,validation_oos_ca01_bx03_semantics_control,run_identity_expected(실행 정체성 차이),False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd02_ca01_clone_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca01_OPv2_run364BX_bx03_semantics_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,InpSummaryCsvPath,Project_Obsidian_Prime_v2/stage364/run364CD_swap_stable_source_guard_runtime_probe/telemetry/run364CD_cd02_ca01_clone_current_session_summary.csv,Project_Obsidian_Prime_v2/stage364/run364CA_bx03_guard_stack_runtime_probe/telemetry/run364CA_ca01_bx03_semantics_control_summary.csv,output_path_expected(출력 경로 차이),False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd02_ca01_clone_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca01_OPv2_run364BX_bx03_semantics_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,InpTelemetryCsvPath,Project_Obsidian_Prime_v2/stage364/run364CD_swap_stable_source_guard_runtime_probe/telemetry/run364CD_cd02_ca01_clone_current_session_telemetry.csv,Project_Obsidian_Prime_v2/stage364/run364CA_bx03_guard_stack_runtime_probe/telemetry/run364CA_ca01_bx03_semantics_control_telemetry.csv,output_path_expected(출력 경로 차이),False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd02_ca01_clone_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca01_OPv2_run364BX_bx03_semantics_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd03_native_short_same_calendar_current_session,ca06_native_short_same_calendar_control,InpExplorationLabel,stage364_SwapStableSourceGuard__RuntimeProbe,stage364_BX3GuardStack__RuntimeProbe,run_identity_expected(실행 정체성 차이),False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd03_native_short_same_calendar_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca06_native_short_same_calendar_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd03_native_short_same_calendar_current_session,ca06_native_short_same_calendar_control,InpFeatureCsvPath,Project_Obsidian_Prime_v2/stage364/run364CD_swap_stable_source_guard_runtime_probe/features/density_lift_trade_shape_features.csv,Project_Obsidian_Prime_v2/stage364/run364CA_bx03_guard_stack_runtime_probe/features/density_lift_trade_shape_features.csv,"input_path_same_source_hash_expected(입력 경로 차이, 원천 해시 확인 필요)",False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd03_native_short_same_calendar_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca06_native_short_same_calendar_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd03_native_short_same_calendar_current_session,ca06_native_short_same_calendar_control,InpMagic,36428003,36427004,run_identity_expected(실행 정체성 차이),False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd03_native_short_same_calendar_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca06_native_short_same_calendar_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd03_native_short_same_calendar_current_session,ca06_native_short_same_calendar_control,InpModelPath,Project_Obsidian_Prime_v2/stage364/run364CD_swap_stable_source_guard_runtime_probe/models/h12_move5__rf5_l80_n64.onnx,Project_Obsidian_Prime_v2/stage364/run364CA_bx03_guard_stack_runtime_probe/models/h12_move5__rf5_l80_n64.onnx,"input_path_same_source_hash_expected(입력 경로 차이, 원천 해시 확인 필요)",False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd03_native_short_same_calendar_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca06_native_short_same_calendar_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd03_native_short_same_calendar_current_session,ca06_native_short_same_calendar_control,InpRunId,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1_run364CD_cd03_native_short_same_calendar_current_session,run364CA_execute_bx03_guard_stack_runtime_probe_without_db_v1_run364CA_ca06_native_short_same_calendar_control,run_identity_expected(실행 정체성 차이),False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd03_native_short_same_calendar_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca06_native_short_same_calendar_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd03_native_short_same_calendar_current_session,ca06_native_short_same_calendar_control,InpSplitLabel,validation_oos_cd03_native_short_same_calendar_current_session,validation_oos_ca06_native_short_same_calendar_control,run_identity_expected(실행 정체성 차이),False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd03_native_short_same_calendar_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca06_native_short_same_calendar_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd03_native_short_same_calendar_current_session,ca06_native_short_same_calendar_control,InpSummaryCsvPath,Project_Obsidian_Prime_v2/stage364/run364CD_swap_stable_source_guard_runtime_probe/telemetry/run364CD_cd03_native_short_same_calendar_current_session_summary.csv,Project_Obsidian_Prime_v2/stage364/run364CA_bx03_guard_stack_runtime_probe/telemetry/run364CA_ca06_native_short_same_calendar_control_summary.csv,output_path_expected(출력 경로 차이),False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd03_native_short_same_calendar_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca06_native_short_same_calendar_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd03_native_short_same_calendar_current_session,ca06_native_short_same_calendar_control,InpTelemetryCsvPath,Project_Obsidian_Prime_v2/stage364/run364CD_swap_stable_source_guard_runtime_probe/telemetry/run364CD_cd03_native_short_same_calendar_current_session_telemetry.csv,Project_Obsidian_Prime_v2/stage364/run364CA_bx03_guard_stack_runtime_probe/telemetry/run364CA_ca06_native_short_same_calendar_control_telemetry.csv,output_path_expected(출력 경로 차이),False,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CD/mt5/sets/cd03_native_short_same_calendar_current_session.set,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364CA/mt5/sets/ca06_native_short_same_calendar_control.set,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
