candidate_id,label_name,side,hold_bars,tp_points,sl_points,utility_quantile,feature_set,feature_count,model,prob_quantile,prob_threshold,session,risk_filter,raw_signal_total,lifecycle_trade_total,overall_signal_to_trade_ratio,scout_clue,meaningful_signal,final_like_reference,dual_positive,rank_score,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_avg_hold_bars,val_avg_mae,val_max_consecutive_loss,val_time_under_water_trades,val_smooth_equity_proxy,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_avg_hold_bars,oos_avg_mae,oos_max_consecutive_loss,oos_time_under_water_trades,oos_smooth_equity_proxy
f77b_09163,short_h18_tp26_sl16_uq60,short,18,26.0,16.0,0.6,volatility_session,13,extra_trees_d7_l80,0.93,0.51139555056754,cash_mid,trend_aligned,190,86,0.45263157894736844,1,0,0,1,127150.67928562085,148,61,0.41216216216216217,42,25,0.5952380952380952,31.060000000002038,623.680000000001,-592.6199999999991,1.052411325976177,1.263199999999979,61,2.3461538461538463,0.4262295081967213,23.987692307692345,-16.931999999999974,1.4167075541986998,0.5091803278688859,0.24588347055100188,3.721311475409836,38.0295081967216,6,39,0,116.00000000000004,322.40000000000003,-206.39999999999995,1.5620155038759695,0.6879999999999927,25,1.9230769230769231,0.52,24.800000000000004,-17.199999999999996,1.4418604651162796,4.6400000000000015,1.6860465116279255,2.4,40.73,4,8,1
f77b_09155,short_h18_tp26_sl16_uq60,short,18,26.0,16.0,0.6,volatility_session,13,extra_trees_d7_l80,0.93,0.51139555056754,all,trend_aligned,203,97,0.47783251231527096,1,0,0,1,127011.20052645075,158,69,0.43670886075949367,45,28,0.6222222222222222,19.460000000002086,698.0800000000008,-678.619999999999,1.0286758421502489,1.2631999999999972,69,2.3,0.42028985507246375,24.071724137931064,-16.965499999999974,1.4188632305520674,0.2820289855072766,0.15405319822674265,3.449275362318841,41.374057971014615,6,47,0,106.40000000000002,347.20000000000005,-240.79999999999993,1.4418604651162796,0.86,28,1.8666666666666667,0.5,24.800000000000004,-17.199999999999996,1.4418604651162796,3.8000000000000007,1.2372093023255817,2.2857142857142856,42.035714285714285,5,10,1
f77b_08027,short_h12_tp18_sl12_uq70,short,12,18.0,12.0,0.7,price_action_core,11,hist_gbm_d4_l2,0.8,0.339525234867522,cash_mid,trend_aligned,274,187,0.6824817518248175,1,0,0,1,126571.24995215311,203,133,0.6551724137931034,71,54,0.7605633802816901,134.40000000000006,1058.3999999999996,-924.0000000000003,1.1454545454545446,0.9240000000000146,133,3.2439024390243905,0.47368421052631576,16.799999999999994,-13.200000000000005,1.2727272727272718,1.0105263157894742,1.4545454545454324,2.142857142857143,31.31037593984959,7,35,0,127.19999999999999,470.4000000000001,-343.19999999999993,1.370629370629371,1.128000000000011,54,2.8421052631578947,0.5185185185185185,16.800000000000004,-13.199999999999998,1.2727272727272734,2.355555555555555,1.1276595744680742,1.8888888888888888,24.262407407407377,5,37,0
f77b_04916,long_h18_tp26_sl16_uq70,long,18,26.0,16.0,0.7,mega_cap_removed,48,logistic_l2_balanced,0.87,0.5764175838900297,all,mean_revert,163,82,0.5030674846625767,1,0,0,1,126568.92779069768,121,61,0.5041322314049587,42,21,0.5,20.3,622.3,-602.0000000000001,1.0337209302325578,1.3330000000000108,61,1.525,0.4262295081967213,23.934615384615384,-17.200000000000003,1.3915474060822894,0.33278688524590166,0.15228807201800326,5.852459016393443,35.66213114754091,6,29,0,86.55,258.55,-171.99999999999997,1.5031976744186049,0.6880000000000109,21,1.5,0.5238095238095238,23.504545454545454,-17.199999999999996,1.36654334038055,4.121428571428571,1.2579941860464916,5.571428571428571,29.33523809523779,4,7,1
f77b_04924,long_h18_tp26_sl16_uq70,long,18,26.0,16.0,0.7,mega_cap_removed,48,logistic_l2_balanced,0.87,0.5764175838900297,cash_mid,mean_revert,163,82,0.5030674846625767,1,0,0,1,126568.92779069768,121,61,0.5041322314049587,42,21,0.5,20.3,622.3,-602.0000000000001,1.0337209302325578,1.3330000000000108,61,1.525,0.4262295081967213,23.934615384615384,-17.200000000000003,1.3915474060822894,0.33278688524590166,0.15228807201800326,5.852459016393443,35.66213114754091,6,29,0,86.55,258.55,-171.99999999999997,1.5031976744186049,0.6880000000000109,21,1.5,0.5238095238095238,23.504545454545454,-17.199999999999996,1.36654334038055,4.121428571428571,1.2579941860464916,5.571428571428571,29.33523809523779,4,7,1
f77b_07995,short_h12_tp18_sl12_uq70,short,12,18.0,12.0,0.7,price_action_core,11,extra_trees_d7_l80,0.87,0.520639503291877,cash_mid,trend_aligned,202,111,0.5495049504950495,1,0,0,1,126538.30885780885,159,86,0.5408805031446541,43,25,0.5813953488372093,154.80000000000007,722.3999999999999,-567.6000000000001,1.2727272727272723,1.2839999999999965,86,3.44,0.5,16.799999999999997,-13.200000000000003,1.2727272727272723,1.8000000000000007,1.205607476635518,2.5232558139534884,24.9468604651162,6,59,0,30.000000000000032,201.60000000000005,-171.59999999999997,1.1748251748251755,0.8519999999999891,25,2.7777777777777777,0.48,16.800000000000004,-13.199999999999998,1.2727272727272734,1.2000000000000013,0.3521126760563429,2.36,20.132000000000115,5,17,0
f77b_09555,short_h18_tp26_sl16_uq70,short,18,26.0,16.0,0.7,full58,58,extra_trees_d7_l80,0.8,0.5184852371887212,all,trend_aligned,242,103,0.4256198347107438,1,0,0,1,126508.47612765958,195,77,0.39487179487179486,47,26,0.5531914893617021,20.480000000001045,772.480000000001,-752.0000000000002,1.0272340425531925,2.097000000000007,77,1.9743589743589745,0.4155844155844156,24.140000000000033,-16.711111111111116,1.444547872340427,0.2659740259740395,0.09766332856462076,4.428571428571429,35.70090909090915,5,57,0,56.80000000000004,297.6,-240.79999999999993,1.235880398671097,0.86,26,1.625,0.46153846153846156,24.8,-17.199999999999996,1.4418604651162794,2.184615384615386,0.6604651162790702,4.038461538461538,36.53038461538465,5,8,1
f77b_09563,short_h18_tp26_sl16_uq70,short,18,26.0,16.0,0.7,full58,58,extra_trees_d7_l80,0.8,0.5184852371887212,cash_mid,trend_aligned,242,103,0.4256198347107438,1,0,0,1,126508.47612765958,195,77,0.39487179487179486,47,26,0.5531914893617021,20.480000000001045,772.480000000001,-752.0000000000002,1.0272340425531925,2.097000000000007,77,1.9743589743589745,0.4155844155844156,24.140000000000033,-16.711111111111116,1.444547872340427,0.2659740259740395,0.09766332856462076,4.428571428571429,35.70090909090915,5,57,0,56.80000000000004,297.6,-240.79999999999993,1.235880398671097,0.86,26,1.625,0.46153846153846156,24.8,-17.199999999999996,1.4418604651162794,2.184615384615386,0.6604651162790702,4.038461538461538,36.53038461538465,5,8,1
f77b_07987,short_h12_tp18_sl12_uq70,short,12,18.0,12.0,0.7,price_action_core,11,extra_trees_d7_l80,0.87,0.520639503291877,all,trend_aligned,204,113,0.553921568627451,1,0,0,1,126505.30885780885,161,88,0.546583850931677,43,25,0.5813953488372093,128.40000000000003,722.3999999999999,-594.0000000000002,1.2161616161616156,1.4160000000000037,88,3.259259259259259,0.48863636363636365,16.799999999999997,-13.200000000000005,1.272727272727272,1.4590909090909094,0.9067796610169471,2.4886363636363638,25.89409090909079,6,60,0,30.000000000000032,201.60000000000005,-171.59999999999997,1.1748251748251755,0.8519999999999891,25,2.7777777777777777,0.48,16.800000000000004,-13.199999999999998,1.2727272727272734,1.2000000000000013,0.3521126760563429,2.36,20.132000000000115,5,17,0
f77b_08019,short_h12_tp18_sl12_uq70,short,12,18.0,12.0,0.7,price_action_core,11,hist_gbm_d4_l2,0.8,0.339525234867522,all,trend_aligned,282,195,0.6914893617021277,1,0,0,1,126419.56835380835,209,139,0.6650717703349283,73,56,0.7671232876712328,115.20000000000005,1092.0,-976.8000000000002,1.1179361179361178,1.2,139,3.2325581395348837,0.4676258992805755,16.8,-13.200000000000003,1.2727272727272725,0.8287769784172665,0.9600000000000004,2.093525179856115,31.762014388489145,7,74,0,160.80000000000004,504.0000000000001,-343.19999999999993,1.4685314685314692,0.9960000000000037,56,2.8,0.5357142857142857,16.800000000000004,-13.199999999999998,1.2727272727272734,2.8714285714285723,1.6144578313252957,1.8571428571428572,23.737321428571445,5,37,0
f77b_09723,short_h18_tp26_sl16_uq70,short,18,26.0,16.0,0.7,price_action_core,11,extra_trees_d7_l80,0.87,0.5128946059857777,cash_mid,trend_aligned,265,122,0.46037735849056605,1,0,0,1,126263.33973889545,204,94,0.46078431372549017,61,28,0.45901639344262296,336.0800000000011,1144.4800000000007,-808.4000000000003,1.4157347847600201,2.2952000000000043,94,3.032258064516129,0.5,24.350638297872354,-17.200000000000006,1.4157347847600201,3.575319148936182,1.4642732659463251,4.0,32.25446808510652,8,41,0,106.40000000000003,347.20000000000005,-240.79999999999993,1.4418604651162796,0.6120000000000072,28,2.1538461538461537,0.5,24.800000000000004,-17.199999999999996,1.4418604651162796,3.800000000000001,1.7385620915032478,4.107142857142857,34.457857142857264,3,11,0
f77b_09707,short_h18_tp26_sl16_uq70,short,18,26.0,16.0,0.7,price_action_core,11,extra_trees_d7_l80,0.8,0.5117775807607206,cash_mid,trend_aligned,360,159,0.44166666666666665,1,0,0,1,126147.15454256836,274,118,0.4306569343065693,86,41,0.47674418604651164,103.9,1243.680000000001,-1139.780000000001,1.0911579427608835,2.583199999999997,118,3.189189189189189,0.4322033898305085,24.385882352941195,-17.01164179104479,1.4334820032348863,0.8805084745762712,0.4022143078352436,3.7457627118644066,33.81627118644086,9,90,0,165.05,509.05000000000007,-343.99999999999994,1.4797965116279075,0.6879999999999927,41,2.9285714285714284,0.5121951219512195,24.240476190476194,-17.199999999999996,1.4093300110741978,4.025609756097562,2.3989825581395605,3.3658536585365852,35.706585365853776,4,20,0
f77b_08035,short_h12_tp18_sl12_uq70,short,12,18.0,12.0,0.7,price_action_core,11,hist_gbm_d4_l2,0.87,0.3477992127274824,all,trend_aligned,210,145,0.6904761904761905,1,0,0,1,126093.58078763341,149,100,0.6711409395973155,61,45,0.7377049180327869,120.00000000000001,806.4,-686.4000000000002,1.1748251748251743,1.1159999999999854,100,3.125,0.48,16.8,-13.200000000000005,1.2727272727272723,1.2000000000000002,1.0752688172043152,2.16,29.411899999999914,7,51,0,126.0,403.20000000000005,-277.19999999999993,1.454545454545455,0.8520000000000073,45,2.3684210526315788,0.5333333333333333,16.8,-13.199999999999998,1.272727272727273,2.8,1.478873239436607,2.022222222222222,22.839333333333425,4,28,0
f77b_09715,short_h18_tp26_sl16_uq70,short,18,26.0,16.0,0.7,price_action_core,11,extra_trees_d7_l80,0.87,0.5128946059857777,all,trend_aligned,267,124,0.46441947565543074,1,0,0,1,126022.98445912893,206,96,0.46601941747572817,61,28,0.45901639344262296,301.68000000000103,1144.4800000000007,-842.8000000000001,1.3579496915045095,2.563199999999997,96,2.909090909090909,0.4895833333333333,24.350638297872354,-17.200000000000003,1.4157347847600203,3.1425000000000107,1.1769662921348367,3.9375,32.97052083333343,9,55,0,106.40000000000003,347.20000000000005,-240.79999999999993,1.4418604651162796,0.6120000000000072,28,2.1538461538461537,0.5,24.800000000000004,-17.199999999999996,1.4418604651162796,3.800000000000001,1.7385620915032478,4.107142857142857,34.457857142857264,3,11,0
f77b_07067,short_h12_tp18_sl12_uq60,short,12,18.0,12.0,0.6,price_action_core,11,logistic_l2_balanced,0.8,0.5181094959920878,cash_mid,trend_aligned,469,294,0.6268656716417911,1,0,0,1,126020.31042535446,336,195,0.5803571428571429,133,99,0.7443609022556391,6.000000000000057,1444.8,-1438.8,1.0041701417848208,2.82,195,3.979591836734694,0.441025641025641,16.8,-13.2,1.272727272727273,0.030769230769231062,0.021276595744681052,2.051282051282051,30.604358974359023,11,185,0,43.199999999999996,755.9999999999998,-712.8000000000003,1.0606060606060599,0.8280000000000108,99,3.09375,0.45454545454545453,16.799999999999994,-13.200000000000005,1.2727272727272718,0.43636363636363634,0.5217391304347757,1.6666666666666667,31.418585858585807,6,46,0
f77b_09699,short_h18_tp26_sl16_uq70,short,18,26.0,16.0,0.7,price_action_core,11,extra_trees_d7_l80,0.8,0.5117775807607206,all,trend_aligned,362,161,0.4447513812154696,1,0,0,1,126006.53144449744,276,120,0.43478260869565216,86,41,0.47674418604651164,69.50000000000003,1243.680000000001,-1174.1800000000012,1.059190243403907,2.755199999999986,120,3.1578947368421053,0.425,24.385882352941195,-17.01710144927538,1.4330220940170508,0.5791666666666669,0.2522502903600478,3.7,34.363083333333485,10,91,0,165.05,509.05000000000007,-343.99999999999994,1.4797965116279075,0.6879999999999927,41,2.9285714285714284,0.5121951219512195,24.240476190476194,-17.199999999999996,1.4093300110741978,4.025609756097562,2.3989825581395605,3.3658536585365852,35.706585365853776,4,20,0
f77b_07131,short_h12_tp18_sl12_uq60,short,12,18.0,12.0,0.6,price_action_core,11,extra_trees_d7_l80,0.87,0.506087492947762,cash_mid,trend_aligned,293,260,0.8873720136518771,1,0,0,1,125987.93927807487,219,189,0.863013698630137,74,71,0.9594594594594594,101.70000000000014,1448.0999999999997,-1346.4,1.0755347593582885,2.6070000000000073,189,3.2586206896551726,0.4603174603174603,16.644827586206894,-13.200000000000001,1.2609717868338555,0.5380952380952388,0.39010356731875667,1.8941798941798942,30.945714285714295,7,154,0,112.80000000000004,587.9999999999999,-475.19999999999993,1.2373737373737372,1.26,71,2.84,0.49295774647887325,16.799999999999997,-13.199999999999998,1.2727272727272727,1.5887323943661977,0.8952380952380955,2.028169014084507,25.583380281690015,6,39,0
f77b_09675,short_h18_tp26_sl16_uq70,short,18,26.0,16.0,0.7,price_action_core,11,logistic_l2_balanced,0.87,0.5471673089867088,cash_mid,trend_aligned,212,82,0.3867924528301887,1,0,0,1,125962.36632457026,174,65,0.3735632183908046,38,17,0.4473684210526316,9.630000000001065,648.4800000000009,-638.8500000000003,1.0150739610237156,1.8276999999999863,65,2.8260869565217392,0.4153846153846154,24.017777777777813,-16.811842105263164,1.4286226118111554,0.14815384615386254,0.05268917218362498,4.138461538461539,31.441384615384877,5,55,0,1.600000000000012,173.60000000000002,-171.99999999999997,1.0093023255813955,0.9560000000000037,17,2.8333333333333335,0.4117647058823529,24.800000000000004,-17.199999999999996,1.4418604651162796,0.09411764705882424,0.01673640167364023,4.235294117647059,33.143529411764845,5,13,0
f77b_07139,short_h12_tp18_sl12_uq60,short,12,18.0,12.0,0.6,price_action_core,11,extra_trees_d7_l80,0.93,0.5072588402943565,all,trend_aligned,175,167,0.9542857142857143,1,0,0,1,125937.42486631016,133,127,0.9548872180451128,42,40,0.9523809523809523,140.10000000000008,1011.2999999999997,-871.2000000000002,1.1608126721763081,1.3710000000000035,127,2.6458333333333335,0.48031496062992124,16.57868852459016,-13.200000000000003,1.2559612518628906,1.1031496062992132,1.0218818380743964,1.905511811023622,30.215905511810895,7,59,0,42.00000000000001,319.20000000000005,-277.19999999999993,1.151515151515152,1.0079999999999927,40,2.3529411764705883,0.475,16.8,-13.199999999999998,1.272727272727273,1.0500000000000003,0.41666666666666974,2.125,23.41474999999982,5,24,0
f77b_08843,short_h18_tp26_sl16_uq60,short,18,26.0,16.0,0.6,price_action_core,11,extra_trees_d7_l80,0.8,0.5033445850653951,cash_mid,trend_aligned,512,450,0.87890625,1,0,0,1,125857.25475602172,364,318,0.8736263736263736,148,132,0.8918918918918919,32.40000000000006,3248.8,-3216.3999999999996,1.010073373958463,4.151999999999989,318,4.297297297297297,0.4119496855345912,24.8,-17.2,1.4418604651162792,0.10188679245283039,0.07803468208092522,1.9056603773584906,53.12682389937112,13,148,0,291.6,1512.8,-1221.2000000000003,1.238781526367507,1.911999999999989,132,3.2195121951219514,0.4621212121212121,24.8,-17.200000000000003,1.441860465116279,2.2090909090909094,1.525104602510469,1.7878787878787878,47.30159090909089,10,37,0
f77b_07115,short_h12_tp18_sl12_uq60,short,12,18.0,12.0,0.6,price_action_core,11,extra_trees_d7_l80,0.8,0.5050662279547096,cash_mid,trend_aligned,430,371,0.8627906976744186,1,0,0,1,125815.18431354359,315,267,0.8476190476190476,115,104,0.9043478260869565,62.10000000000005,2002.5000000000005,-1940.4000000000003,1.0320037105751392,4.262999999999993,267,3.926470588235294,0.449438202247191,16.687500000000004,-13.200000000000003,1.2642045454545454,0.23258426966292153,0.14567206192821994,1.8426966292134832,32.190224719101124,8,231,0,97.20000000000006,823.1999999999999,-726.0000000000003,1.1338842975206604,1.548000000000011,104,3.1515151515151514,0.47115384615384615,16.799999999999997,-13.200000000000006,1.2727272727272718,0.9346153846153852,0.627906976744182,1.7692307692307692,27.50067307692304,7,50,0
f77b_07099,short_h12_tp18_sl12_uq60,short,12,18.0,12.0,0.6,price_action_core,11,logistic_l2_balanced,0.93,0.5259074988485499,cash_mid,trend_aligned,163,102,0.6257668711656442,1,0,0,1,125724.96545454545,113,63,0.5575221238938053,50,39,0.78,8.400000000000027,470.4000000000001,-461.99999999999994,1.0181818181818185,0.96,63,2.8636363636363638,0.4444444444444444,16.800000000000004,-13.199999999999998,1.2727272727272734,0.13333333333333378,0.0875000000000003,2.4761904761904763,28.709206349206468,5,39,0,85.20000000000002,336.00000000000006,-250.79999999999995,1.3397129186602876,1.02,39,2.4375,0.5128205128205128,16.800000000000004,-13.199999999999998,1.2727272727272734,2.184615384615385,0.8352941176470589,1.7435897435897436,24.797948717948692,5,28,0
f77b_07083,short_h12_tp18_sl12_uq60,short,12,18.0,12.0,0.6,price_action_core,11,logistic_l2_balanced,0.87,0.5219712605296062,cash_mid,trend_aligned,285,172,0.6035087719298246,1,0,0,1,125578.50254499598,200,110,0.55,85,62,0.7294117647058823,17.999999999999993,823.1999999999999,-805.2000000000003,1.0223546944858415,1.4039999999999964,110,3.3333333333333335,0.44545454545454544,16.799999999999997,-13.200000000000005,1.272727272727272,0.16363636363636358,0.1282051282051285,2.227272727272727,27.498454545454695,7,70,0,51.60000000000005,487.2000000000001,-435.59999999999997,1.1184573002754825,1.0080000000000109,62,2.3846153846153846,0.46774193548387094,16.800000000000004,-13.2,1.2727272727272732,0.8322580645161298,0.5119047619047569,1.7419354838709677,26.155161290322564,5,51,0
f77b_08619,short_h12_tp18_sl12_uq70,short,12,18.0,12.0,0.7,compact_lifecycle,42,hist_gbm_d4_l2,0.87,0.35871397084318707,cash_mid,trend_aligned,149,99,0.6644295302013423,1,0,0,1,125445.27272727272,115,74,0.6434782608695652,34,25,0.7352941176470589,13.200000000000031,554.4,-541.2,1.0243902439024388,1.128000000000011,74,2.96,0.44594594594594594,16.8,-13.200000000000001,1.2727272727272727,0.1783783783783788,0.11702127659574382,2.3378378378378377,28.408918918918996,5,60,0,2.4868995751603507e-14,184.80000000000004,-184.79999999999995,1.0000000000000004,0.72,25,2.272727272727273,0.44,16.800000000000004,-13.199999999999998,1.2727272727272734,9.947598300641404e-16,3.4540271877227093e-16,1.92,24.09479999999996,4,18,0
