condition_id,feature,feature_family,operator,quantile_label,threshold_value,definition,train_coverage,entry_shape_proxy_score,entry_shape_contrast,ranking_metric_boundary
f43cond_0011,ema9_ema20_diff,trend_state,<=,q15,-18.307786750793458,ema9_ema20_diff <= q15,0.15002395455478748,2.7748458059060916,1.28309263668047,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0012,atr_14,volatility_shape,>=,q85,31.65899038314819,atr_14 >= q85,0.15002395455478748,2.766605390666298,1.4748522214406767,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0013,ema50_ema200_diff,trend_state,<=,q15,-56.47375755310059,ema50_ema200_diff <= q15,0.15002395455478748,2.7589210077491764,1.267167838523555,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0014,ema20_ema50_diff,trend_state,<=,q15,-30.813455390930176,ema20_ema50_diff <= q15,0.15002395455478748,2.7518127919105297,1.2600596226849081,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0015,gap_percent,price_momentum,<=,q15,-2.1152918634470552e-05,gap_percent <= q15,0.15005817534734103,2.7515165743646914,1.4596398300548485,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0016,atr_50,volatility_shape,>=,q85,24.599665546417235,atr_50 >= q85,0.15002395455478748,2.7500913767814397,1.4583382075558184,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0017,close_ema50_ratio,trend_state,<=,q15,0.9957864224910736,close_ema50_ratio <= q15,0.15002395455478748,2.7424462165011807,1.2506930472755593,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0018,usdx_change_1,macro_breadth,>=,q85,0.00028220911481184884,usdx_change_1 >= q85,0.15002395455478748,2.7386628083462328,1.446909639120611,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0019,usdx_change_1,macro_breadth,<=,q15,-0.00027064819005317986,usdx_change_1 <= q15,0.15005817534734103,2.727798977788029,1.4359222334781865,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0020,sma50_sma200_ratio,trend_state,>=,q85,1.003888911008835,sma50_sma200_ratio >= q85,0.15002395455478748,2.7146095225180633,1.222856353292442,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0021,mega8_dispersion_5,macro_breadth,>=,q75,0.003868781728670001,mega8_dispersion_5 >= q75,0.2500171103962768,2.668046836891195,1.5208864022110835,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0022,ema20_ema50_diff,trend_state,>=,q85,27.385520553588865,ema20_ema50_diff >= q85,0.15002395455478748,2.666701252507193,1.1749480832815715,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0023,trix_15,price_momentum,<=,q15,-0.00018583421551738867,trix_15 <= q15,0.15002395455478748,2.6405204788107413,1.3487673095851196,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0024,ema50_ema200_diff,trend_state,>=,q85,50.24086780548095,ema50_ema200_diff >= q85,0.15002395455478748,2.638779947888475,1.1470267786628534,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0025,close_ema50_ratio,trend_state,>=,q85,1.0036214232444762,close_ema50_ratio >= q85,0.15002395455478748,2.6328319432813925,1.1410787740557713,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0026,ema9_ema20_diff,trend_state,>=,q85,15.95000238418578,ema9_ema20_diff >= q85,0.15002395455478748,2.6273300829589377,1.1355769137333163,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0027,log_return_3,price_momentum,<=,q15,-0.0018701210559811444,log_return_3 <= q15,0.15002395455478748,2.6204844207006994,1.328731251475078,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0028,us100_minus_mega8_equal_return_1,macro_breadth,>=,q85,0.0005686374119250101,us100_minus_mega8_equal_return_1 >= q85,0.15002395455478748,2.61819379244973,1.3264406232241088,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0029,close_ema20_ratio,trend_state,>=,q85,1.0021935105323792,close_ema20_ratio >= q85,0.15002395455478748,2.614197748293502,1.122444579067881,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0030,nvda_xnas_log_return_1,macro_breadth,<=,q15,-0.0024742281530052423,nvda_xnas_log_return_1 <= q15,0.15005817534734103,2.5880669940511334,1.296190249741291,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0031,mega8_equal_return_1,macro_breadth,<=,q15,-0.001498126261867583,mega8_equal_return_1 <= q15,0.15002395455478748,2.587820895130412,1.2960677259047906,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0032,roc_12,price_momentum,<=,q15,-0.00397852745372802,roc_12 <= q15,0.15002395455478748,2.5865025965679567,1.2947494273423352,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0033,us100_minus_top3_weighted_return_1,macro_breadth,<=,q15,-0.0004913269134704023,us100_minus_top3_weighted_return_1 <= q15,0.15002395455478748,2.5859930777783107,1.294239908552689,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0034,stoch_kd_diff,oscillator,<=,q15,-7.8590645551681515,stoch_kd_diff <= q15,0.15002395455478748,2.5845413049276558,1.2927881357020345,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0035,log_return_1,price_momentum,<=,q15,-0.001034604897722602,log_return_1 <= q15,0.15002395455478748,2.5807462055931896,1.2889930363675681,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0036,close_prev_close_ratio,price_momentum,<=,q15,0.9989659279584885,close_prev_close_ratio <= q15,0.15002395455478748,2.5797522242693254,1.2879990550437042,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0037,di_spread_14,trend_state,<=,q15,-16.748241329193117,di_spread_14 <= q15,0.15002395455478748,2.578904234277281,1.0871510650516598,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0038,close_open_ratio,price_shape,<=,q15,0.998964148759842,close_open_ratio <= q15,0.15002395455478748,2.5760116740728827,1.284258504847261,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0039,amzn_xnas_log_return_1,macro_breadth,<=,q15,-0.0016907945391722023,amzn_xnas_log_return_1 <= q15,0.15002395455478748,2.5757730626464794,1.2840198934208582,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0040,di_spread_14,trend_state,>=,q85,13.115872716903684,di_spread_14 >= q85,0.15002395455478748,2.571654482912138,1.0799013136865163,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0041,aapl_xnas_log_return_1,macro_breadth,<=,q15,-0.0012315917236264795,aapl_xnas_log_return_1 <= q15,0.15002395455478748,2.571530333360092,1.2797771641344706,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0042,msft_xnas_log_return_1,macro_breadth,<=,q15,-0.001256413629744202,msft_xnas_log_return_1 <= q15,0.15002395455478748,2.567665305333629,1.2759121361080077,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0043,stochrsi_kd_diff,oscillator,<=,q15,-10.920997095108033,stochrsi_kd_diff <= q15,0.15002395455478748,2.5664280878197965,1.274674918594175,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0044,top3_weighted_return_1,macro_breadth,<=,q15,-0.0012110675394069405,top3_weighted_return_1 <= q15,0.15002395455478748,2.5651116478941742,1.2733584786685528,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0045,us100_minus_top3_weighted_return_1,macro_breadth,>=,q85,0.0004860593049670569,us100_minus_top3_weighted_return_1 >= q85,0.15002395455478748,2.553940353424754,1.2621871841991321,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0046,us100_minus_mega8_equal_return_1,macro_breadth,<=,q15,-0.0005633773311274126,us100_minus_mega8_equal_return_1 <= q15,0.15002395455478748,2.5474813512850827,1.2557281820594615,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0047,vortex_indicator,trend_state,>=,q85,0.36759872287511797,vortex_indicator >= q85,0.15002395455478748,2.547317125018688,1.0555639557930663,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0048,historical_vol_5_over_20,volatility_shape,>=,q85,1.2585908532142638,historical_vol_5_over_20 >= q85,0.15002395455478748,2.546311920221562,1.2545587509959404,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0049,nvda_xnas_log_return_1,macro_breadth,>=,q85,0.002459104976151135,nvda_xnas_log_return_1 >= q85,0.15002395455478748,2.5432662811231332,1.2515131118975118,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0050,ppo_hist_12_26_9,oscillator,<=,q15,-0.03762535937130451,ppo_hist_12_26_9 <= q15,0.15002395455478748,2.538011044316137,1.2462578750905153,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0051,amzn_xnas_log_return_1,macro_breadth,>=,q85,0.0016624693409539755,amzn_xnas_log_return_1 >= q85,0.15002395455478748,2.53418726677066,1.2424340975450383,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0052,aapl_xnas_log_return_1,macro_breadth,>=,q85,0.0012228686187881973,aapl_xnas_log_return_1 >= q85,0.15002395455478748,2.533901491360187,1.2421483221345653,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0053,us10yr_change_1,macro_breadth,<=,q15,-0.0002722323115449399,us10yr_change_1 <= q15,0.15005817534734103,2.5314594830702797,1.2395827387604368,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0054,msft_xnas_log_return_1,macro_breadth,>=,q85,0.0012390499759931115,msft_xnas_log_return_1 >= q85,0.15002395455478748,2.530976639253699,1.2392234700280778,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0055,stochrsi_kd_diff,oscillator,>=,q85,10.963002967834468,stochrsi_kd_diff >= q85,0.15002395455478748,2.527471986745087,1.2357188175194658,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0056,stoch_kd_diff,oscillator,>=,q85,7.832155609130856,stoch_kd_diff >= q85,0.15002395455478748,2.527133791960373,1.2353806227347512,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0057,vortex_indicator,trend_state,<=,q15,-0.36746749281883245,vortex_indicator <= q15,0.15002395455478748,2.5261548835062033,1.0344017142805817,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0058,us10yr_change_1,macro_breadth,>=,q85,0.000271051685558632,us10yr_change_1 >= q85,0.15022927931010882,2.5194480836691255,1.2269534639381772,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0059,top3_weighted_return_1,macro_breadth,>=,q85,0.0011926451465114952,top3_weighted_return_1 >= q85,0.15002395455478748,2.5048723345960955,1.213119165370474,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0060,trix_15,price_momentum,>=,q85,0.00016025821460061704,trix_15 >= q85,0.15002395455478748,2.4976707501577367,1.205917580932115,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0061,log_return_3,price_momentum,>=,q85,0.0017677318654023104,log_return_3 >= q85,0.15002395455478748,2.4856188650562148,1.193865695830593,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0062,overnight_return,session_clock,>=,q85,0.007530542090535164,overnight_return >= q85,0.1500923961398946,2.4777789842267612,1.1857786648326976,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0063,mega8_equal_return_1,macro_breadth,>=,q85,0.0014647803909610953,mega8_equal_return_1 >= q85,0.15002395455478748,2.475053514231684,1.1833003450060624,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0064,close_prev_close_ratio,price_momentum,>=,q85,1.001009464263916,close_prev_close_ratio >= q85,0.15005817534734103,2.4696702713592167,1.177793527049374,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0065,log_return_1,price_momentum,>=,q85,0.0010089310701005161,log_return_1 >= q85,0.15002395455478748,2.4688232555300527,1.1770700863044312,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0066,close_open_ratio,price_shape,>=,q85,1.0010079145431519,close_open_ratio >= q85,0.15005817534734103,2.4674999214208517,1.1756231771110088,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0067,rsi_50,oscillator,>=,q85,58.771661567687985,rsi_50 >= q85,0.15002395455478748,2.458652578476765,1.1668994092511433,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0068,overnight_return,session_clock,<=,q15,-0.006870908197015524,overnight_return <= q15,0.15159811101225104,2.4574661501586075,1.1600285270588122,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0069,rsi_14_slope_3,oscillator,<=,q15,-2.7279884576797486,rsi_14_slope_3 <= q15,0.15002395455478748,2.4569469052045836,1.165193735978962,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0070,ppo_hist_12_26_9,oscillator,>=,q85,0.03638611659407615,ppo_hist_12_26_9 >= q85,0.15002395455478748,2.4533271340119795,1.161573964786358,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0071,adx_14,trend_state,>=,q75,33.933913230895996,adx_14 >= q75,0.2500171103962768,2.4512770564536437,1.1041166217735319,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0072,return_1_over_atr_14,price_momentum,<=,q15,-0.675377270579338,return_1_over_atr_14 <= q15,0.15002395455478748,2.4347583447149668,1.143005175489345,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0073,roc_12,price_momentum,>=,q85,0.0035630721016786985,roc_12 >= q85,0.15002395455478748,2.4329247112629457,1.141171542037324,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0074,return_zscore_20,price_momentum,<=,q15,-1.058787351846695,return_zscore_20 <= q15,0.15002395455478748,2.425552136857815,1.1337989676321933,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0075,rsi_50,oscillator,<=,q15,40.95401096343994,rsi_50 <= q15,0.15002395455478748,2.4058638391160847,1.114110669890463,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0076,ema20_ema50_spread_zscore_50,trend_state,<=,q15,-1.8928597450256348,ema20_ema50_spread_zscore_50 <= q15,0.15002395455478748,2.4047110463491013,0.91295787712348,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0077,sma50_sma200_ratio,trend_state,<=,q25,0.9973675608634949,sma50_sma200_ratio <= q25,0.2500171103962768,2.380502378845872,1.0333419441657605,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0078,hl_range,volatility_shape,>=,q75,0.0020724580390378833,hl_range >= q75,0.2500171103962768,2.377878572273315,1.2307181375932033,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0079,rsi_14_slope_3,oscillator,>=,q85,2.6627209901809685,rsi_14_slope_3 >= q85,0.15002395455478748,2.3678488537903366,1.0760956845647152,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0080,rsi_14,oscillator,<=,q15,35.789367294311525,rsi_14 <= q15,0.15002395455478748,2.3641217189748858,1.0723685497492643,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0081,rsi_14_minus_50,oscillator,<=,q15,-14.210632991790773,rsi_14_minus_50 <= q15,0.15002395455478748,2.3641216867077297,1.0723685174821083,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0082,rsi_14_minus_50,oscillator,>=,q85,13.868753004074094,rsi_14_minus_50 >= q85,0.15002395455478748,2.3542165900183623,1.0624634207927408,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0083,rsi_14,oscillator,>=,q85,63.86875286102295,rsi_14 >= q85,0.15002395455478748,2.354216585741383,1.0624634165157614,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0084,vix_change_1,volatility_shape,>=,q85,0.0035688793286681175,vix_change_1 >= q85,0.1511532407090548,2.3526989557163276,1.0568678087114076,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0085,return_zscore_20,price_momentum,>=,q85,1.0291435837745664,return_zscore_20 >= q85,0.15002395455478748,2.3508564045041473,1.0591032352785257,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0086,return_1_over_atr_14,price_momentum,>=,q85,0.6707072883844375,return_1_over_atr_14 >= q85,0.15002395455478748,2.34708986374873,1.0553366945231084,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0087,ema20_ema50_spread_zscore_50,trend_state,>=,q85,1.760149055719375,ema20_ema50_spread_zscore_50 >= q85,0.15002395455478748,2.337051841562631,0.8452986723370094,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0088,close_ema20_ratio,trend_state,<=,q25,0.9984750151634216,close_ema20_ratio <= q25,0.2500171103962768,2.332867532871936,0.9857070981918247,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0089,ema9_ema20_diff,trend_state,<=,q25,-11.29203724861145,ema9_ema20_diff <= q25,0.2500171103962768,2.3303657622221965,0.9832053275420849,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0090,bollinger_width_20,volatility_shape,>=,q75,0.009307213593274355,bollinger_width_20 >= q75,0.2500171103962768,2.3302127890834985,1.1830523544033866,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0091,ema50_ema200_diff,trend_state,<=,q25,-34.633660316467285,ema50_ema200_diff <= q25,0.2500171103962768,2.323434954328323,0.9762745196482109,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0092,vix_change_1,volatility_shape,<=,q15,-0.0035688793286681175,vix_change_1 <= q15,0.15152966942714394,2.321666198572391,1.0244757256410377,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0093,close_ema50_ratio,trend_state,<=,q25,0.9974113553762436,close_ema50_ratio <= q25,0.2500171103962768,2.3071228540563844,0.9599624193762729,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0094,ema20_ema50_diff,trend_state,<=,q25,-19.22121238708496,ema20_ema50_diff <= q25,0.2500171103962768,2.300483807905856,0.953323373225744,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0095,hl_zscore_50,volatility_shape,>=,q75,0.8360745161771774,hl_zscore_50 >= q75,0.2500171103962768,2.2938581537936593,1.1466977191135477,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0096,historical_vol_20,volatility_shape,>=,q75,0.3439039885997772,historical_vol_20 >= q75,0.2500171103962768,2.2733512150332227,1.126190780353111,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0097,ema20_ema50_diff,trend_state,>=,q75,16.249351978302002,ema20_ema50_diff >= q75,0.2500171103962768,2.264691099244355,0.917530664564243,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0098,vix_zscore_20,volatility_shape,>=,q85,1.508225965499878,vix_zscore_20 >= q85,0.15002395455478748,2.257423944061067,0.9656707748354452,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0099,sma50_sma200_ratio,trend_state,>=,q75,1.0023283660411835,sma50_sma200_ratio >= q75,0.2500171103962768,2.2560858628687726,0.9089254281886613,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0100,adx_14,trend_state,<=,q15,16.406884956359864,adx_14 <= q15,0.15002395455478748,2.2358098264458026,0.7440566572201813,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0101,atr_14_over_atr_50,volatility_shape,>=,q85,1.5519133448600768,atr_14_over_atr_50 >= q85,0.15002395455478748,2.2199942569733753,0.9282410877477539,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0102,atr_50,volatility_shape,>=,q75,21.978567123413086,atr_50 >= q75,0.2500171103962768,2.2183870720678565,1.0712266373877448,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0103,ema9_ema20_diff,trend_state,>=,q75,9.87583327293396,ema9_ema20_diff >= q75,0.2500171103962768,2.2130625705547198,0.8659021358746084,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0104,close_ema50_ratio,trend_state,>=,q75,1.002232939004898,close_ema50_ratio >= q75,0.2500171103962768,2.2112922635522914,0.8641318288721795,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0105,atr_14,volatility_shape,>=,q75,28.081305503845215,atr_14 >= q75,0.2500171103962768,2.210426836758881,1.063266402078769,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0106,di_spread_14,trend_state,<=,q25,-11.482649803161621,di_spread_14 <= q25,0.2500171103962768,2.2093639226243997,0.8622034879442878,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0107,di_spread_14,trend_state,>=,q75,7.783300876617432,di_spread_14 >= q75,0.2500171103962768,2.2064604642294388,0.8593000295493274,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0108,ema50_ema200_diff,trend_state,>=,q75,30.759942054748535,ema50_ema200_diff >= q75,0.2500171103962768,2.1997100616045744,0.8525496269244631,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0109,vortex_indicator,trend_state,>=,q75,0.2426021695137024,vortex_indicator >= q75,0.2500171103962768,2.1989353602174098,0.8517749255372982,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0110,us10yr_zscore_20,macro_breadth,>=,q85,1.3778444290161131,us10yr_zscore_20 >= q85,0.15002395455478748,2.1956142626018513,0.9038610933762297,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0111,close_ema20_ratio,trend_state,>=,q75,1.0013774931430817,close_ema20_ratio >= q75,0.2500171103962768,2.1904827129193736,0.8433222782392623,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0112,vortex_indicator,trend_state,<=,q25,-0.2397593930363655,vortex_indicator <= q25,0.2500171103962768,2.1855062451971197,0.8383458105170082,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0113,historical_vol_5_over_20,volatility_shape,<=,q15,0.5289796739816666,historical_vol_5_over_20 <= q15,0.15002395455478748,2.1777179666861315,0.8859647974605102,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0114,mega8_pos_breadth_1,macro_breadth,>=,q85,0.875,mega8_pos_breadth_1 >= q85,0.24180412018342345,2.1768184548931933,1.0,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0115,usdx_zscore_20,macro_breadth,<=,q15,-1.4241070866584777,usdx_zscore_20 <= q15,0.15002395455478748,2.1681096592692293,0.8763564900436076,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0116,bb_position_20,volatility_shape,<=,q15,0.1120947778224945,bb_position_20 <= q15,0.15002395455478748,2.16780020547849,0.8760470362528684,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0117,us10yr_zscore_20,macro_breadth,<=,q15,-1.4444444179534912,us10yr_zscore_20 <= q15,0.15005817534734103,2.1675884275199913,0.8757116832101489,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0118,usdx_change_1,macro_breadth,>=,q75,0.00014867309073451906,usdx_change_1 >= q75,0.2500171103962768,2.1531818303468424,1.0060213956667308,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0119,atr_50,volatility_shape,<=,q15,13.250036525726317,atr_50 <= q15,0.15002395455478748,2.1506330060001475,0.8588798367745262,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0120,trix_15,price_momentum,<=,q25,-0.00010949371971946675,trix_15 <= q25,0.2500171103962768,2.14764605873932,1.0004856240592082,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0121,mega8_pos_breadth_1,macro_breadth,<=,q15,0.125,mega8_pos_breadth_1 <= q15,0.24998288960372322,2.147284009764333,1.0,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0122,gap_percent,price_momentum,>=,q75,1.2538893997771083e-05,gap_percent >= q75,0.2500171103962768,2.146882330203745,0.9997218955236333,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0123,usdx_change_1,macro_breadth,<=,q25,-0.00014787066902499646,usdx_change_1 <= q25,0.25005133118883033,2.144429187878696,0.9973923282828054,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0124,atr_14,volatility_shape,<=,q15,16.434976291656493,atr_14 <= q15,0.15002395455478748,2.128362824632946,0.8366096554073245,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0125,log_return_3,price_momentum,<=,q25,-0.001112455385737121,log_return_3 <= q25,0.2500171103962768,2.127202985470706,0.9800425507905943,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0126,usdx_zscore_20,macro_breadth,>=,q85,1.4708238303661345,usdx_zscore_20 >= q85,0.15002395455478748,2.125134943760465,0.8333817745348436,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0127,roc_12,price_momentum,<=,q25,-0.002376801276113838,roc_12 <= q25,0.2500171103962768,2.120921081651514,0.9737606469714021,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
f43cond_0128,bb_position_20,volatility_shape,>=,q85,0.8791095048189163,bb_position_20 >= q85,0.15002395455478748,2.1203304535384735,0.8285772843128518,entry_known_closed_bar_shape_proxy_only_no_forward_outcome
