attempt_name,queue_id,candidate_id,candidate_alias,candidate_role,source_test_id,state_profile,state_feature,tier,split,attempt_role,record_view_prefix,set_path,set_sha256,ini_path,ini_sha256,common_telemetry_path,common_summary_path,execution_status,runtime_status,report_status
run267ao_s264_lc_volatility_regime_expansion_ta_2024,run267AO_s264_lc_volatility_regime_expansion,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_volatility_regime_expansion,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_volatility_regime_expansion_ta_2024.set,8978d9744303a57a05a751acb60c42cfeeb9954556f96f289b715d8c6e08336e,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_volatility_regime_expansion_ta_2024.ini,98c0cd46450ea3b5a6350c5b660e0aa9aa8650e52a56762a344b327c71bbc28d,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_volatility_regime_expansion/telemetry/run267ao_s264_lc_volatility_regime_expansion_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_volatility_regime_expansion/telemetry/run267ao_s264_lc_volatility_regime_expansion_ta_2024_summary.csv,completed,completed,completed
run267ao_s264_lc_volatility_regime_expansion_rt_2024,run267AO_s264_lc_volatility_regime_expansion,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s264_lc_volatility_regime_expansion,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_volatility_regime_expansion_rt_2024.set,6565cdf0725f7b8ffbbb26e5ef936a3344ca6f887563be0972c2eec792860fa5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_volatility_regime_expansion_rt_2024.ini,c5d09e27bc27e08548028954a275be106cdc6ec2fd0a82025cd7936e48046c6c,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_volatility_regime_expansion/telemetry/run267ao_s264_lc_volatility_regime_expansion_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_volatility_regime_expansion/telemetry/run267ao_s264_lc_volatility_regime_expansion_rt_2024_summary.csv,completed,completed,completed
run267ao_s264_lc_range_expansion_pressure_ta_2024,run267AO_s264_lc_range_expansion_pressure,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_range_expansion_pressure,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_range_expansion_pressure_ta_2024.set,b6838682b73e6990372716d2946551d60b7014a4dd9422c44e89d7e8afb2e4ba,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_range_expansion_pressure_ta_2024.ini,9e5ae9cdc1a02ac95c938ac1bf9b3b9571e34deada6dcd25d865320a88953703,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_range_expansion_pressure/telemetry/run267ao_s264_lc_range_expansion_pressure_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_range_expansion_pressure/telemetry/run267ao_s264_lc_range_expansion_pressure_ta_2024_summary.csv,completed,completed,completed
run267ao_s264_lc_range_expansion_pressure_rt_2024,run267AO_s264_lc_range_expansion_pressure,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s264_lc_range_expansion_pressure,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_range_expansion_pressure_rt_2024.set,78b4788c371579a8e488c199a9a5ec25c465e1c54b2151c2a9041401ab529002,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_range_expansion_pressure_rt_2024.ini,2cadd2ff6a251eab4ae60690f029884d89e47bbea2d96546bf925deb66fdc7b0,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_range_expansion_pressure/telemetry/run267ao_s264_lc_range_expansion_pressure_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_range_expansion_pressure/telemetry/run267ao_s264_lc_range_expansion_pressure_rt_2024_summary.csv,completed,completed,completed
run267ao_s264_lc_trend_strength_disagreement_ta_2024,run267AO_s264_lc_trend_strength_disagreement,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_trend_strength_disagreement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_trend_strength_disagreement_ta_2024.set,81d8c263628958e4a48111823ae007a0f31f79463f642b7f95f40aa119562556,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_trend_strength_disagreement_ta_2024.ini,38a34d170a0233de8fc497c7b5bd585e4834e65a324395062459cdff4529b597,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_trend_strength_disagreement/telemetry/run267ao_s264_lc_trend_strength_disagreement_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_trend_strength_disagreement/telemetry/run267ao_s264_lc_trend_strength_disagreement_ta_2024_summary.csv,completed,completed,completed
run267ao_s264_lc_trend_strength_disagreement_rt_2024,run267AO_s264_lc_trend_strength_disagreement,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s264_lc_trend_strength_disagreement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_trend_strength_disagreement_rt_2024.set,80953dd106b4d2b019dd1f734e870075a92e215bf6e6aa41550d696243ef829d,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s264_lc_trend_strength_disagreement_rt_2024.ini,d9756e769afe713ff3ec0ae067d7794f0d569b29ec2f8bf14b480f80ad8262c3,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_trend_strength_disagreement/telemetry/run267ao_s264_lc_trend_strength_disagreement_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s264_lc/run267ao_s264_lc_trend_strength_disagreement/telemetry/run267ao_s264_lc_trend_strength_disagreement_rt_2024_summary.csv,completed,completed,completed
run267ao_s262_lih_return_shock_absorption_ta_2024,run267AO_s262_lih_return_shock_absorption,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_return_shock_absorption,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_return_shock_absorption_ta_2024.set,64bd1cb430dc9705e5c99f4c93ab08c12f3cb3c1c044ebb47e2e25315807fa8c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_return_shock_absorption_ta_2024.ini,994e2e49ad7a3a65e60e2e3fb7dd388092b7758d70e88cb2eeeee7c6360b301e,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_return_shock_absorption/telemetry/run267ao_s262_lih_return_shock_absorption_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_return_shock_absorption/telemetry/run267ao_s262_lih_return_shock_absorption_ta_2024_summary.csv,completed,completed,completed
run267ao_s262_lih_return_shock_absorption_rt_2024,run267AO_s262_lih_return_shock_absorption,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s262_lih_return_shock_absorption,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_return_shock_absorption_rt_2024.set,5d65bf9478a2a55681d7b691f6207473e01e271b6a4d5ed51951ddba666fc954,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_return_shock_absorption_rt_2024.ini,901d27c1a1ecaf4824ff36db090392a77bf597a919fdd4ca1ad0908c5541a864,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_return_shock_absorption/telemetry/run267ao_s262_lih_return_shock_absorption_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_return_shock_absorption/telemetry/run267ao_s262_lih_return_shock_absorption_rt_2024_summary.csv,completed,completed,completed
run267ao_s262_lih_volatility_regime_expansion_ta_2024,run267AO_s262_lih_volatility_regime_expansion,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_volatility_regime_expansion,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_volatility_regime_expansion_ta_2024.set,b083189252de11f69a6d86bc7e6be00f9cfb878b490ce40b48b58ef070fe09c5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_volatility_regime_expansion_ta_2024.ini,a8cb4b709932fdac7fd0f5510ffb96ea714a439fb81dbeb56e7135163bd4d3de,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_volatility_regime_expansion/telemetry/run267ao_s262_lih_volatility_regime_expansion_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_volatility_regime_expansion/telemetry/run267ao_s262_lih_volatility_regime_expansion_ta_2024_summary.csv,completed,completed,completed
run267ao_s262_lih_volatility_regime_expansion_rt_2024,run267AO_s262_lih_volatility_regime_expansion,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total_duplicate_boundary,mt5_rt_s262_lih_volatility_regime_expansion,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_volatility_regime_expansion_rt_2024.set,1e017a6ee403d4ebc5d6de083766ce8d63105dcdc62be20899c2403f25349e03,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_volatility_regime_expansion_rt_2024.ini,3afcc3155d9f3dc545f966795c43e3ce810c7abc81def1f1a70a163792b001cf,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_volatility_regime_expansion/telemetry/run267ao_s262_lih_volatility_regime_expansion_rt_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_volatility_regime_expansion/telemetry/run267ao_s262_lih_volatility_regime_expansion_rt_2024_summary.csv,completed,completed,completed
run267ao_s262_lih_range_expansion_pressure_ta_2024,run267AO_s262_lih_range_expansion_pressure,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_range_expansion_pressure,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_range_expansion_pressure_ta_2024.set,21b01c135443dabc4ad76d60a5ab30ea7a293f3f92bc0717d4a456ebdc16a92b,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AO/pool_wide_state_feature_engineering_materialization/mt5/run267ao_s262_lih_range_expansion_pressure_ta_2024.ini,d61af118d717ea35f2f103b7677c2f06483b7561864ca844a6b0b8c3e62b3d68,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_range_expansion_pressure/telemetry/run267ao_s262_lih_range_expansion_pressure_ta_2024_telemetry.csv,OPV2/s267ao/run267AO_pool_wide_state_feature_engineering/s262_lih/run267ao_s262_lih_range_expansion_pressure/telemetry/run267ao_s262_lih_range_expansion_pressure_ta_2024_summary.csv,completed,completed,completed
