candidate_id,artifact_slug,feature_set_id,model_id,view_id,slice_type,slice_value,rows,signal_rows,signal_rate,signal_long,signal_short,signal_long_share,mean_max_probability,mean_probability_margin
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,16,145,82,0.5655172414,56,26,0.6829268293,0.4463802303,0.0970108725
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,17,345,119,0.3449275362,104,15,0.8739495798,0.4201720708,0.0829085702
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,18,342,95,0.2777777778,55,40,0.5789473684,0.4228630314,0.0923715144
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,19,326,49,0.1503067485,23,26,0.4693877551,0.4240684471,0.1047861705
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,20,308,37,0.1201298701,14,23,0.3783783784,0.4349253886,0.1258548607
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,21,295,34,0.1152542373,6,28,0.1764705882,0.4666260313,0.1690148942
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,22,28,5,0.1785714286,1,4,0.2,0.4819647627,0.1907832516
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,2026-04,799,111,0.1389236546,57,54,0.5135135135,0.4263584761,0.1074935111
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,2026-05,990,310,0.3131313131,202,108,0.6516129032,0.4414103618,0.1176754437
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,cash_open,1789,421,0.2353269983,259,162,0.6152019002,0.4346879154,0.1131280071
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,high_vol,597,293,0.4907872697,191,102,0.6518771331,0.4296220914,0.0882698261
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,low_vol,596,36,0.0604026846,22,14,0.6111111111,0.4594971167,0.1627495101
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,mid_vol,596,92,0.1543624161,46,46,0.5,0.4149530377,0.0884063934
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,high_adx,802,202,0.2518703242,123,79,0.6089108911,0.4336876256,0.1083413344
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,low_adx,559,119,0.2128801431,68,51,0.5714285714,0.4357414447,0.1209701956
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,mid_adx,428,100,0.2336448598,68,32,0.68,0.435186302,0.1118549418
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,high_vix,464,107,0.2306034483,30,77,0.2803738318,0.4407020028,0.1255225412
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,low_vix,491,128,0.2606924644,116,12,0.90625,0.4321823769,0.1050025485
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,neutral_vix,834,186,0.2230215827,113,73,0.6075268817,0.4328170315,0.1110159403
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,neutral_usd,912,181,0.1984649123,128,53,0.7071823204,0.4333709409,0.110570645
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,strong_usd,505,116,0.2297029703,29,87,0.25,0.4397159212,0.1237648637
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,weak_usd,372,124,0.3333333333,102,22,0.8225806452,0.4310909737,0.1049578499
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,high_rate,331,83,0.250755287,71,12,0.8554216867,0.4473857195,0.1334269483
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,low_rate,554,159,0.2870036101,61,98,0.3836477987,0.4288876801,0.1034029427
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,,neutral_rate,904,179,0.1980088496,127,52,0.7094972067,0.4335931777,0.11165537
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,16,145,93,0.6413793103,79,14,0.8494623656,0.4572402814,0.1161438302
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,17,345,143,0.4144927536,141,2,0.986013986,0.4330039761,0.0951695394
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,18,342,96,0.2807017544,81,15,0.84375,0.4282060198,0.0916194406
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,19,326,61,0.1871165644,46,15,0.7540983607,0.4259543513,0.1013380143
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,20,308,38,0.1233766234,26,12,0.6842105263,0.4341713721,0.1166629523
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,21,295,37,0.1254237288,17,20,0.4594594595,0.4636114168,0.1566937388
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,22,280,17,0.0607142857,6,11,0.3529411765,0.4875943314,0.1934975494
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,23,29,1,0.0344827586,1,0,1.0,0.5150788663,0.2470618486
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,2026-04,920,118,0.1282608696,99,19,0.8389830508,0.4391267024,0.1183228815
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,2026-05,1150,368,0.32,298,70,0.8097826087,0.4512618036,0.1292941622
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,cash_open,2070,486,0.2347826087,397,89,0.816872428,0.4458684253,0.1244180374
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,high_vol,690,335,0.4855072464,282,53,0.8417910448,0.4367788286,0.0976192906
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,low_vol,690,31,0.0449275362,29,2,0.935483871,0.4776063186,0.1807510198
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,mid_vol,690,120,0.1739130435,86,34,0.7166666667,0.4232201286,0.094883802
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,high_adx,885,219,0.2474576271,185,34,0.8447488584,0.4455624526,0.1187523237
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,low_adx,688,150,0.2180232558,116,34,0.7733333333,0.4485810297,0.1358549013
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,mid_adx,497,117,0.2354124748,96,21,0.8205128205,0.442658192,0.1186747665
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,high_vix,531,105,0.197740113,50,55,0.4761904762,0.447764813,0.1330303182
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,low_vix,589,175,0.2971137521,171,4,0.9771428571,0.45088841,0.1289847703
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,neutral_vix,950,206,0.2168421053,176,30,0.854368932,0.4416960539,0.1167728514
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,neutral_usd,1048,236,0.2251908397,214,22,0.906779661,0.4458276775,0.1230562387
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,strong_usd,585,106,0.1811965812,50,56,0.4716981132,0.4456772169,0.1286644238
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,weak_usd,437,144,0.3295194508,133,11,0.9236111111,0.4462221108,0.1219993397
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,high_rate,401,95,0.2369077307,91,4,0.9578947368,0.4627741299,0.1489907822
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,low_rate,617,159,0.2576985413,99,60,0.6226415094,0.4363283083,0.1113251684
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,,neutral_rate,1052,232,0.2205323194,207,25,0.8922413793,0.4450196275,0.122730423
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,16,145,93,0.6413793103,79,14,0.8494623656,0.4572402814,0.1161438302
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,17,345,143,0.4144927536,141,2,0.986013986,0.4330039761,0.0951695394
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,18,342,96,0.2807017544,81,15,0.84375,0.4282060198,0.0916194406
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,19,326,61,0.1871165644,46,15,0.7540983607,0.4259543513,0.1013380143
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,20,308,38,0.1233766234,26,12,0.6842105263,0.4341713721,0.1166629523
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,21,295,37,0.1254237288,17,20,0.4594594595,0.4636114168,0.1566937388
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,22,28,4,0.1428571429,2,2,0.5,0.4763077466,0.1769510699
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,2026-04,799,114,0.1426783479,97,17,0.850877193,0.4278598356,0.1007520802
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,2026-05,990,358,0.3616161616,295,63,0.8240223464,0.4474348977,0.1218736848
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,cash_open,1789,472,0.2638345444,392,80,0.8305084746,0.4386923183,0.1124403913
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,high_vol,597,313,0.5242881072,268,45,0.8562300319,0.4405422712,0.1014628364
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,low_vol,596,38,0.0637583893,34,4,0.8947368421,0.4571420664,0.1494483377
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,mid_vol,596,121,0.2030201342,90,31,0.7438016529,0.4183895132,0.0864284185
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,high_adx,802,216,0.2693266833,182,34,0.8425925926,0.438462222,0.1075855963
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,low_adx,559,144,0.2576028623,114,30,0.7916666667,0.4386636227,0.1196261593
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,mid_adx,428,112,0.261682243,96,16,0.8571428571,0.4391609585,0.1121523102
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,high_vix,464,101,0.2176724138,50,51,0.495049505,0.4385949328,0.1178967815
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,low_vix,491,171,0.3482688391,167,4,0.9766081871,0.4420140307,0.113724921
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,neutral_vix,834,200,0.2398081535,175,25,0.875,0.4367909106,0.1086484619
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,neutral_usd,912,231,0.2532894737,211,20,0.9134199134,0.4390710342,0.1116433811
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,strong_usd,505,99,0.196039604,50,49,0.5050505051,0.4370742502,0.1144233373
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,weak_usd,372,142,0.3817204301,131,11,0.9225352113,0.4399604243,0.1117024493
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,high_rate,331,93,0.2809667674,89,4,0.9569892473,0.453252887,0.1329096241
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,low_rate,554,153,0.2761732852,99,54,0.6470588235,0.4294792716,0.0993426501
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,,neutral_rate,904,226,0.25,204,22,0.9026548673,0.4390070081,0.1129722857
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,00,15,0,0.0,0,0,0.0,0.5530644019,0.2989453912
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,03,192,0,0.0,0,0,0.0,0.6815628833,0.4948375496
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,04,188,0,0.0,0,0,0.0,0.7282559501,0.5678504505
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,05,145,0,0.0,0,0,0.0,0.7341829004,0.5748389981
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,06,115,0,0.0,0,0,0.0,0.7510845381,0.6051035834
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,07,142,134,0.9436619718,132,2,0.9850746269,0.5719373065,0.2626014336
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,08,177,150,0.8474576271,136,14,0.9066666667,0.5356044,0.2133409977
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,09,270,245,0.9074074074,239,6,0.9755102041,0.5194945494,0.2123885189
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,10,303,274,0.904290429,269,5,0.9817518248,0.4911486214,0.1854919569
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,11,298,241,0.8087248322,228,13,0.9460580913,0.4713233916,0.1597447253
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,12,270,231,0.8555555556,203,28,0.8787878788,0.4598908852,0.1504723733
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,13,301,233,0.7740863787,210,23,0.9012875536,0.4438150424,0.1274421659
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,14,304,207,0.6809210526,184,23,0.8888888889,0.4234322634,0.0989012145
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,15,333,140,0.4204204204,117,23,0.8357142857,0.4110757919,0.0811822847
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,16,341,129,0.3782991202,91,38,0.7054263566,0.4149154205,0.0758374366
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,17,345,116,0.3362318841,99,17,0.8534482759,0.4194181305,0.0818104079
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,18,342,93,0.2719298246,53,40,0.5698924731,0.4237064934,0.0938351339
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,19,326,50,0.1533742331,23,27,0.46,0.4235820528,0.1042951324
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,20,308,35,0.1136363636,13,22,0.3714285714,0.4346364129,0.1253954572
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,21,295,34,0.1152542373,6,28,0.1764705882,0.467918148,0.1708606699
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,22,280,22,0.0785714286,1,21,0.0454545455,0.4951120605,0.2100753586
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,23,194,7,0.0360824742,1,6,0.1428571429,0.5109784497,0.2376812
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,2026-04,2426,924,0.3808738664,835,89,0.9036796537,0.4853278923,0.193585391
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,2026-05,3058,1417,0.4633747547,1170,247,0.8256880734,0.4902757696,0.188349959
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,cash_open,2070,430,0.2077294686,245,185,0.5697674419,0.4430904529,0.1270878753
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,outside_cash,3414,1911,0.5597539543,1760,151,0.9209837781,0.5153695175,0.2292151234
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,high_vol,1828,672,0.3676148796,435,237,0.6473214286,0.4473101171,0.1192746848
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,low_vol,1828,1054,0.5765864333,1047,7,0.9933586338,0.528581425,0.2582703086
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,mid_vol,1828,615,0.3364332604,523,92,0.8504065041,0.4883692731,0.1944530007
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,high_adx,2492,1056,0.4237560193,887,169,0.8399621212,0.5013830526,0.2067194209
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,low_adx,1716,716,0.4172494172,621,95,0.8673184358,0.4754345586,0.1773449919
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,mid_adx,1276,569,0.4459247649,497,72,0.8734622144,0.4791351885,0.177228472
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,high_vix,1317,421,0.3196659074,245,176,0.5819477435,0.4831269145,0.1785796429
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,low_vix,1521,728,0.4786324786,705,23,0.9684065934,0.4910864902,0.1965958457
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,,neutral_vix,2646,1192,0.4504913076,1055,137,0.8850671141,0.488831471,0.193273115
