candidate_id,artifact_slug,feature_set_id,model_id,view_id,slice_type,slice_value,rows,signal_rows,signal_rate,signal_long,signal_short,signal_long_share,mean_max_probability,mean_probability_margin
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,,missing_column,7649,3099,0.4051510001,2732,367,0.8815747015,0.5208021362,0.2420172834
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,16,145,82,0.5655172414,55,27,0.6707317073,0.4401832653,0.0923446832
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,17,348,109,0.3132183908,89,20,0.8165137615,0.4166691121,0.0757779595
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,18,348,91,0.2614942529,49,42,0.5384615385,0.4214724619,0.0887236264
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,19,348,52,0.1494252874,19,33,0.3653846154,0.4218174016,0.1007949737
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,20,348,30,0.0862068966,6,24,0.2,0.4349846204,0.1251807125
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,21,348,33,0.0948275862,6,27,0.1818181818,0.4679444457,0.1737456549
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,22,29,4,0.1379310345,0,4,0.0,0.4809675011,0.1897769262
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,2026-04,858,97,0.1130536131,38,59,0.3917525773,0.4276914342,0.1099843235
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,2026-05,1056,304,0.2878787879,186,118,0.6118421053,0.4389208513,0.1144664195
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,cash_open,1914,401,0.2095088819,224,177,0.5586034913,0.4338869747,0.112457204
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,high_vol,638,287,0.4498432602,171,116,0.5958188153,0.4239384073,0.0802961043
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,low_vol,638,27,0.0423197492,12,15,0.4444444444,0.4622544695,0.1659349503
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,mid_vol,638,87,0.1363636364,41,46,0.4712643678,0.4154680472,0.0911405575
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,high_adx,852,206,0.2417840376,108,98,0.5242718447,0.4332049036,0.1068453313
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,low_adx,609,98,0.1609195402,50,48,0.5102040816,0.4350699041,0.1206977386
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,mid_adx,453,97,0.2141280353,66,31,0.6804123711,0.4335795144,0.1119336501
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,missing_column,1914,401,0.2095088819,224,177,0.5586034913,0.4338869747,0.112457204
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,missing_column,1914,401,0.2095088819,224,177,0.5586034913,0.4338869747,0.112457204
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,,missing_column,1914,401,0.2095088819,224,177,0.5586034913,0.4338869747,0.112457204
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,00,29,0,0.0,0,0,0.0,0.5474853413,0.2906076836
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,01,264,1,0.0037878788,1,0,1.0,0.6123396969,0.3899046314
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,02,288,0,0.0,0,0,0.0,0.6581435928,0.4607857584
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,03,288,0,0.0,0,0,0.0,0.6887029473,0.5126813068
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,04,288,0,0.0,0,0,0.0,0.7362966763,0.5871014175
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,05,288,0,0.0,0,0,0.0,0.7491378453,0.6077597578
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,06,288,0,0.0,0,0,0.0,0.7661374249,0.6354538673
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,07,348,336,0.9655172414,336,0,1.0,0.6127214266,0.3449102539
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,08,348,332,0.9540229885,329,3,0.9909638554,0.5780882153,0.2984571757
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,09,348,340,0.9770114943,333,7,0.9794117647,0.5495149272,0.2696240266
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,10,348,332,0.9540229885,331,1,0.9969879518,0.5205383266,0.2386188061
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,11,348,322,0.9252873563,319,3,0.9906832298,0.4966056717,0.2043444558
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,12,348,314,0.9022988506,301,13,0.9585987261,0.4813209364,0.1866141398
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,13,348,308,0.8850574713,298,10,0.9675324675,0.4640516813,0.1599875706
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,14,348,262,0.7528735632,255,7,0.9732824427,0.4412533226,0.1230004859
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,15,348,184,0.5287356322,170,14,0.9239130435,0.423160088,0.0957615877
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,16,348,171,0.4913793103,153,18,0.8947368421,0.426562405,0.091300076
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,17,348,143,0.4109195402,137,6,0.958041958,0.4279354716,0.0847824949
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,18,348,105,0.3017241379,83,22,0.7904761905,0.4250116573,0.0824577395
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,19,348,53,0.1522988506,36,17,0.679245283,0.4201882212,0.0899026976
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,20,348,33,0.0948275862,21,12,0.6363636364,0.4327617941,0.1135618101
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,21,348,26,0.0747126437,9,17,0.3461538462,0.4637784799,0.1589901503
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,22,348,20,0.0574712644,5,15,0.25,0.4944828678,0.2045893509
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,23,348,9,0.025862069,1,8,0.1111111111,0.522128633,0.2499336334
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,2026-04,3445,1379,0.4002902758,1337,42,0.9695431472,0.533941224,0.2659588463
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,2026-05,4204,1912,0.4548049477,1781,131,0.9314853556,0.5283368216,0.2486970869
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,cash_open,2262,480,0.2122015915,378,102,0.7875,0.4456052048,0.1235230044
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,outside_cash,5387,2811,0.5218117691,2740,71,0.9747420847,0.5666598369,0.3122965923
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,high_vol,2550,908,0.3560784314,758,150,0.8348017621,0.4643307088,0.1445916117
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,low_vol,2550,1477,0.5792156863,1477,0,1.0,0.5941240526,0.3596702336
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,mid_vol,2549,906,0.3554335033,883,23,0.9746136865,0.5341294127,0.2651561684
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,high_adx,3373,1424,0.4221761044,1340,84,0.941011236,0.5404825846,0.2676686318
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,low_adx,2559,1051,0.4107073075,1002,49,0.9533777355,0.5266873479,0.2545487315
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,mid_adx,1717,816,0.4752475248,776,40,0.9509803922,0.518179868,0.2373408736
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,missing_column,7649,3291,0.4302523206,3118,173,0.9474323914,0.5308609641,0.256471536
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,missing_column,7649,3291,0.4302523206,3118,173,0.9474323914,0.5308609641,0.256471536
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,,missing_column,7649,3291,0.4302523206,3118,173,0.9474323914,0.5308609641,0.256471536
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,16,145,99,0.6827586207,87,12,0.8787878788,0.4538076181,0.1156786248
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,17,348,143,0.4109195402,137,6,0.958041958,0.4279354706,0.0847824942
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,18,348,105,0.3017241379,83,22,0.7904761905,0.4250116568,0.082457739
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,19,348,53,0.1522988506,36,17,0.679245283,0.4201882223,0.0899026987
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,20,348,33,0.0948275862,21,12,0.6363636364,0.4327617939,0.1135618114
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,21,348,26,0.0747126437,9,17,0.3461538462,0.4637784781,0.1589901496
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,22,29,4,0.1379310345,2,2,0.5,0.4755521756,0.1781550975
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,2026-04,858,127,0.148018648,95,32,0.7480314961,0.4277881621,0.0994789495
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,2026-05,1056,336,0.3181818182,280,56,0.8333333333,0.4428011278,0.1145083168
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,cash_open,1914,463,0.2419017764,375,88,0.8099352052,0.4360711777,0.1077710142
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,high_vol,638,325,0.5094043887,268,57,0.8246153846,0.4331164634,0.0902813188
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,low_vol,638,27,0.0423197492,25,2,0.9259259259,0.4584369457,0.1487134625
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,mid_vol,638,111,0.1739811912,82,29,0.7387387387,0.416660124,0.0843182613
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,high_adx,852,230,0.2699530516,181,49,0.7869565217,0.436065896,0.1026326874
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,low_adx,609,127,0.2085385878,100,27,0.7874015748,0.4361856816,0.11440216
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,mid_adx,453,106,0.233995585,94,12,0.8867924528,0.4359271757,0.1085204328
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,missing_column,1914,463,0.2419017764,375,88,0.8099352052,0.4360711777,0.1077710142
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,missing_column,1914,463,0.2419017764,375,88,0.8099352052,0.4360711777,0.1077710142
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,,missing_column,1914,463,0.2419017764,375,88,0.8099352052,0.4360711777,0.1077710142
