row_id,attempt_name,axis,bucket,net_profit,profit_factor,trade_count,schema_use,forbidden_use,claim_boundary
regime_slice_0045,m48_bal_rf,vix_level_bucket,vix_level_mid,6.97,1.02344906473,109,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0046,m48_bal_rf,vix_level_bucket,vix_level_low,40.27,1.23297656928,74,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0047,m48_bal_rf,vix_change_bucket,vix_change_flat,-52.89,0.759459705294,99,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0048,m48_bal_rf,vix_change_bucket,vix_change_up,35.77,1.12157982394,101,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0049,m48_bal_rf,vix_change_bucket,vix_change_down,67.08,1.31623609278,82,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0050,m48_bal_rf,usdx_level_bucket,usdx_level_low,-28.86,0.829422542703,73,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0051,m48_bal_rf,usdx_level_bucket,usdx_level_high,-2.62,0.992540925267,107,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0052,m48_bal_rf,usdx_level_bucket,usdx_level_mid,81.44,1.39578169801,102,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0053,m48_bal_rf,usdx_change_bucket,usdx_change_flat,-26.11,0.656266456029,19,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0054,m48_bal_rf,usdx_change_bucket,usdx_change_down,-0.08,0.999702392024,113,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0055,m48_bal_rf,usdx_change_bucket,usdx_change_up,76.15,1.19963821309,150,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0056,m48_bal_rf,us10yr_level_bucket,us10yr_level_high,-30.05,0.817391832766,81,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0057,m48_bal_rf,us10yr_level_bucket,us10yr_level_mid,22.06,1.0862898494,102,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0058,m48_bal_rf,us10yr_level_bucket,us10yr_level_low,57.95,1.18937908497,99,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0059,m48_bal_rf,us10yr_change_bucket,us10yr_change_flat,-27.29,0.886528066528,94,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0060,m48_bal_rf,us10yr_change_bucket,us10yr_change_down,-25.85,0.916982465155,99,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0061,m48_bal_rf,us10yr_change_bucket,us10yr_change_up,103.1,1.59140710147,89,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0062,m48_plain_rf,direction,sell,40.34,1.47581976881,31,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0063,m48_plain_rf,direction,buy,228.17,1.4824094042,243,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0064,m48_plain_rf,session_bucket,cash_open_0_30,-16.91,0.826901422868,21,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0065,m48_plain_rf,session_bucket,cash_close_30,-16.09,0.0863145939807,2,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0066,m48_plain_rf,session_bucket,outside_cash_session,19.27,1.08301025243,129,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0067,m48_plain_rf,session_bucket,cash_late,30.09,2.03937823834,18,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0068,m48_plain_rf,session_bucket,cash_or_overlap_unknown,98.69,1.70027673313,77,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
regime_slice_0069,m48_plain_rf,session_bucket,cash_mid,153.46,4.79475766568,27,"regime attribution only, not post-hoc filter",direct exclusion rule selected from failed forward slice,research_development_only_stage337B_input_materialization_no_model_training_no_threshold_retuning_no_lot_optimization_no_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
