run_id,model_id,base_model_id,label_id,feature_set_id,label_horizon_m5,policy_id,threshold_id,validation_density_target,score_threshold,max_hold_m5,exit_mode,cost_per_trade,trade_shape,proxy_boundary,validation_trade_count,validation_trade_density,validation_net,validation_profit_factor,validation_expectancy,validation_win_rate,validation_max_drawdown,validation_recovery_factor,validation_long_trade_count,validation_short_trade_count,validation_long_short_balance,oos_trade_count,oos_trade_density,oos_net,oos_profit_factor,oos_expectancy,oos_win_rate,oos_max_drawdown,oos_recovery_factor,oos_long_trade_count,oos_short_trade_count,oos_long_short_balance,claim_boundary,strict_cross_split_success,selection_score
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_12_0__maxhold_6__flat_or_opp,12.0,-0.004631719483,6,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,675,3.6885245902,-81.474,0.9511699869,-0.1207022222,0.5125925926,-369.676,-0.2203929928,675,0,0.0,528,4.0305343511,51.369,1.041410149,0.0972897727,0.5265151515,-203.686,0.2521970091,528,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,39.6980126888
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_12_0__maxhold_6__weak_or_opp,12.0,-0.004631719483,6,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1003,5.4808743169,19.774,1.0130135598,0.0197148554,0.4476570289,-277.452,0.0712699854,1003,0,0.0,783,5.9770992366,21.502,1.018357412,0.0274610473,0.4533844189,-154.727,0.1389673425,783,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,67.0531233328
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_12_0__maxhold_8__flat_or_opp,12.0,-0.004631719483,8,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,601,3.2841530055,-53.206,0.9656542926,-0.0885291181,0.5074875208,-367.885,-0.1446267176,601,0,0.0,464,3.5419847328,2.436,1.0020296854,0.00525,0.5150862069,-157.655,0.0154514605,464,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-2.8793598896
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_12_0__maxhold_8__weak_or_opp,12.0,-0.004631719483,8,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,981,5.3606557377,12.743,1.0083501684,0.0129898063,0.4444444444,-274.114,0.0464879576,981,0,0.0,754,5.7557251908,33.997,1.0294542682,0.0450888594,0.4522546419,-135.65,0.2506229266,754,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,77.8225137104
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_12_0__maxhold_12__flat_or_opp,12.0,-0.004631719483,12,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,515,2.8142076503,-102.143,0.9346010229,-0.1983359223,0.5223300971,-379.62,-0.2690664349,515,0,0.0,390,2.9770992366,-25.318,0.9777137737,-0.0649179487,0.5230769231,-227.866,-0.1111091606,390,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-60.5876861072
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_12_0__maxhold_12__weak_or_opp,12.0,-0.004631719483,12,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,961,5.2513661202,22.374,1.0148708422,0.0232819979,0.4401664932,-265.838,0.0841640398,961,0,0.0,735,5.6106870229,32.2,1.028544252,0.0438095238,0.4448979592,-132.152,0.2436588171,735,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,78.8882464232
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_16_0__maxhold_4__flat_or_opp,16.0,-0.007619737006,4,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1006,5.4972677596,-51.842,0.9757976907,-0.0515328032,0.4940357853,-242.352,-0.2139119958,1006,0,0.0,772,5.893129771,-150.523,0.908553359,-0.1949779793,0.4844559585,-290.399,-0.5183316747,772,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-147.346681832
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_16_0__maxhold_4__weak_or_opp,16.0,-0.007619737006,4,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1402,7.6612021858,-172.286,0.9222492945,-0.1228858773,0.4529243937,-308.443,-0.5585667368,1402,0,0.0,1037,7.9160305344,-160.485,0.9027821444,-0.15475892,0.4397299904,-282.436,-0.5682172244,1037,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-188.6660357248
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_16_0__maxhold_6__flat_or_opp,16.0,-0.007619737006,6,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,832,4.5464480874,-9.224,0.9953179495,-0.0110865385,0.5120192308,-297.692,-0.0309850449,832,0,0.0,636,4.8549618321,-70.998,0.9538951273,-0.1116320755,0.5031446541,-181.201,-0.3918190297,636,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-50.3439853432
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_16_0__maxhold_6__weak_or_opp,16.0,-0.007619737006,6,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1347,7.3606557377,-97.923,0.952484515,-0.0726971047,0.4461766889,-336.397,-0.2910935591,1347,0,0.0,990,7.5572519084,-159.233,0.8991411035,-0.1608414141,0.4343434343,-305.684,-0.5209072114,990,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-162.3989047328
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_16_0__maxhold_8__flat_or_opp,16.0,-0.007619737006,8,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,750,4.0983606557,57.128,1.0317183063,0.0761706667,0.5186666667,-240.936,0.2371086098,750,0,0.0,556,4.2442748092,-178.641,0.8834633578,-0.3212967626,0.4748201439,-264.546,-0.6752738654,556,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-142.9992815264
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_16_0__maxhold_8__weak_or_opp,16.0,-0.007619737006,8,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1323,7.2295081967,-102.677,0.9502443757,-0.0776092215,0.4429327286,-331.458,-0.3097737873,1323,0,0.0,956,7.2977099237,-150.67,0.9025773329,-0.1576046025,0.4309623431,-283.935,-0.5306496205,956,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-156.0739206104
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_16_0__maxhold_12__flat_or_opp,16.0,-0.007619737006,12,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,632,3.4535519126,171.216,1.1027623812,0.2709113924,0.5237341772,-210.238,0.8143913089,632,0,0.0,474,3.6183206107,-53.612,0.9604666837,-0.1131054852,0.5063291139,-209.181,-0.2562947878,474,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,27.0864848856
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_16_0__maxhold_12__weak_or_opp,16.0,-0.007619737006,12,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1302,7.1147540984,-93.074,0.9542938016,-0.0714854071,0.4377880184,-316.784,-0.2938090308,1302,0,0.0,935,7.1374045802,-154.756,0.8981453631,-0.1655144385,0.4245989305,-279.446,-0.5537957244,935,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-157.2420433584
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_20_0__maxhold_4__flat_or_opp,20.0,-0.010380174761,4,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1200,6.5573770492,-279.992,0.8913420417,-0.2333266667,0.4925,-394.446,-0.7098360739,1200,0,0.0,908,6.9312977099,105.853,1.0584312818,0.1165781938,0.4834801762,-190.86,0.5546107094,908,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,41.0495354952
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_20_0__maxhold_4__weak_or_opp,20.0,-0.010380174761,4,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1746,9.5409836066,-396.783,0.8545798321,-0.2272525773,0.4490263459,-462.051,-0.858742866,1746,0,0.0,1265,9.6564885496,-249.831,0.8729654364,-0.1974948617,0.423715415,-322.318,-0.7751071923,1265,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-370.32964
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_20_0__maxhold_6__flat_or_opp,20.0,-0.010380174761,6,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,981,5.3606557377,76.802,1.0348937744,0.0782895005,0.5066258919,-312.146,0.2460451199,981,0,0.0,748,5.7099236641,13.526,1.0076488301,0.0180828877,0.493315508,-188.29,0.0718359977,748,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,75.7808489248
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_20_0__maxhold_6__weak_or_opp,20.0,-0.010380174761,6,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1689,9.2295081967,-311.487,0.8812963211,-0.1844209591,0.4416814683,-490.491,-0.6350514077,1689,0,0.0,1212,9.2519083969,-227.111,0.8787028942,-0.1873853135,0.4240924092,-366.656,-0.6194116556,1212,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-317.03828
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_20_0__maxhold_8__flat_or_opp,20.0,-0.010380174761,8,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,880,4.8087431694,-165.108,0.9240623698,-0.1876227273,0.5079545455,-368.767,-0.4477298674,880,0,0.0,648,4.9465648855,2.023,1.0011743323,0.0031219136,0.4706790123,-204.695,0.0098829967,648,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-40.68236104
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_20_0__maxhold_8__weak_or_opp,20.0,-0.010380174761,8,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1667,9.1092896175,-340.196,0.8701624744,-0.2040767846,0.4397120576,-461.387,-0.7373333015,1667,0,0.0,1176,8.9770992366,-215.565,0.8829021303,-0.1833035714,0.4226190476,-336.321,-0.6409501637,1176,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-314.54908
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_20_0__maxhold_12__flat_or_opp,20.0,-0.010380174761,12,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,748,4.087431694,-40.536,0.98041213,-0.0541925134,0.5040106952,-303.458,-0.1335802648,748,0,0.0,552,4.213740458,167.039,1.1121851657,0.3026068841,0.4891304348,-130.868,1.2763930067,552,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,187.527303548
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_20_0__maxhold_12__weak_or_opp,20.0,-0.010380174761,12,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1640,8.9617486339,-358.247,0.8614196932,-0.2184432927,0.4335365854,-452.889,-0.7910260572,1640,0,0.0,1155,8.8167938931,-228.172,0.8749485511,-0.1975515152,0.4138528139,-323.798,-0.7046739016,1155,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-333.37464
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_28_0__maxhold_4__flat_or_opp,28.0,-0.01730337142,4,flat_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,1514,8.2732240437,-320.468,0.9046215971,-0.211669749,0.4815059445,-575.007,-0.5573288673,1514,0,0.0,1180,9.0076335878,-109.414,0.955970115,-0.0927237288,0.4737288136,-276.518,-0.3956849102,1180,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-195.72264
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,h6_move3__rf4_l120_n64,rf4_l120_n64,h6_move3,all58,6,long_only_margin,long_only_margin__density_28_0__maxhold_4__weak_or_opp,28.0,-0.01730337142,4,weak_or_opp,0.3,single_position_dynamic_exit_skip_overlap,raw_m5_open_to_dynamic_exit_open_single_position_skip_overlap_not_mt5_strategy_tester,2344,12.8087431694,-639.229,0.8275181358,-0.2727086177,0.4530716724,-694.013,-0.9210619974,2344,0,0.0,1771,13.5190839695,-363.117,0.8670426597,-0.2050350085,0.4229249012,-453.487,-0.8007219612,1771,0,0.0,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,-591.08756
