candidate_id,candidate_alias,candidate_role,record_view,tier_scope,route_role,axis,bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,max_losing_streak,slice_read
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-03,22,-3.85,0.974285,-0.175,0.454545,48.46,9.467617,3,minor_negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-04,36,-77.1,0.730061,-2.141667,0.416667,167.09,28.320819,6,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-05,20,108.94,2.020993,5.447,0.65,46.05,7.953643,2,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-06,18,-70.46,0.613579,-3.914444,0.388889,87.91,17.482003,4,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-07,41,-180.63,0.452769,-4.40561,0.390244,196.92,38.680783,6,negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-08,46,-4.46,0.981239,-0.096957,0.5,67.09,12.551918,3,minor_negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-09,44,47.97,1.292804,1.090227,0.590909,71.15,13.218765,4,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-10,37,-9.03,0.955568,-0.244054,0.432432,122.31,19.943582,4,minor_negative_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-11,29,21.77,1.137924,0.75069,0.517241,58.26,10.194582,3,measured_slice
s258_short_tight_control,s258_stc,stress_challenger,mt5_ta_s258_stc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-12,30,-47.96,0.742966,-1.598667,0.433333,103.26,20.652,6,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,3,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-02,26,178.11,2.369655,6.850385,0.576923,68.26,9.285054,5,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-03,21,-42.92,0.685959,-2.04381,0.428571,64.54,12.630631,3,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-04,31,-52.76,0.762267,-1.701935,0.419355,131.97,22.784482,6,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-05,19,50.48,1.531033,2.656842,0.631579,41.93,7.328242,2,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-06,16,-47.51,0.668666,-2.969375,0.4375,62.28,12.396003,3,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-07,37,-126.04,0.477468,-3.406486,0.405405,157.62,31.042225,6,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-08,44,3.74,1.017982,0.085,0.5,63.77,11.639835,3,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-09,41,52.61,1.381039,1.283171,0.585366,59.12,10.858266,4,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-10,36,-39.25,0.78427,-1.090278,0.416667,109.73,19.23468,4,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-11,28,31.71,1.250652,1.1325,0.535714,44.9,8.860909,3,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_rt_s262_lih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-12,29,-50.34,0.705131,-1.735862,0.413793,94.19,18.838,6,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,3,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-02,26,178.11,2.369655,6.850385,0.576923,68.26,9.285054,5,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-03,21,-42.92,0.685959,-2.04381,0.428571,64.54,12.630631,3,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-04,31,-52.76,0.762267,-1.701935,0.419355,131.97,22.784482,6,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-05,19,50.48,1.531033,2.656842,0.631579,41.93,7.328242,2,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-06,16,-47.51,0.668666,-2.969375,0.4375,62.28,12.396003,3,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-07,37,-126.04,0.477468,-3.406486,0.405405,157.62,31.042225,6,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-08,44,3.74,1.017982,0.085,0.5,63.77,11.639835,3,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-09,41,52.61,1.381039,1.283171,0.585366,59.12,10.858266,4,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-10,36,-39.25,0.78427,-1.090278,0.416667,109.73,19.23468,4,negative_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-11,28,31.71,1.250652,1.1325,0.535714,44.9,8.860909,3,measured_slice
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,mt5_ta_s262_lih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-12,29,-50.34,0.705131,-1.735862,0.413793,94.19,18.838,6,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-01,25,81.12,2.345051,3.2448,0.6,18.9,3.314169,3,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-02,27,191.19,2.453585,7.081111,0.592593,69.29,9.250631,5,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-03,21,-45.22,0.675307,-2.153333,0.428571,66.66,13.047563,3,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-04,32,-44.97,0.799679,-1.405313,0.4375,124.18,21.439547,6,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-05,19,51.32,1.528147,2.701053,0.631579,42.32,7.375906,2,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-06,16,-46.83,0.679203,-2.926875,0.4375,62.27,12.3913,3,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-07,36,-115.88,0.507439,-3.218889,0.416667,147.56,29.041527,5,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-08,44,3.73,1.017199,0.084773,0.5,66.23,12.044884,3,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-09,42,57.74,1.399972,1.374762,0.595238,61.32,11.220083,4,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-10,35,-26.92,0.847384,-0.769143,0.428571,99.63,17.396239,4,weak_pf_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-11,28,36.4,1.267215,1.3,0.535714,47.6,9.382453,3,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_rt_s264_aia_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-12,29,-54.61,0.704155,-1.883103,0.413793,102.92,20.584,6,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-01,25,81.12,2.345051,3.2448,0.6,18.9,3.314169,3,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-02,27,191.19,2.453585,7.081111,0.592593,69.29,9.250631,5,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-03,21,-45.22,0.675307,-2.153333,0.428571,66.66,13.047563,3,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-04,32,-44.97,0.799679,-1.405313,0.4375,124.18,21.439547,6,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-05,19,51.32,1.528147,2.701053,0.631579,42.32,7.375906,2,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-06,16,-46.83,0.679203,-2.926875,0.4375,62.27,12.3913,3,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-07,36,-115.88,0.507439,-3.218889,0.416667,147.56,29.041527,5,negative_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-08,44,3.73,1.017199,0.084773,0.5,66.23,12.044884,3,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-09,42,57.74,1.399972,1.374762,0.595238,61.32,11.220083,4,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-10,35,-26.92,0.847384,-0.769143,0.428571,99.63,17.396239,4,weak_pf_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-11,28,36.4,1.267215,1.3,0.535714,47.6,9.382453,3,measured_slice
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,mt5_ta_s264_aia_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-12,29,-54.61,0.704155,-1.883103,0.413793,102.92,20.584,6,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,3,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-02,27,194.35,2.470566,7.198148,0.592593,69.78,9.270872,5,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-03,21,-44.77,0.679528,-2.131905,0.428571,66.86,13.070081,3,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-04,32,-43.88,0.807721,-1.37125,0.4375,125.72,21.607315,6,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-05,19,51.68,1.524138,2.72,0.631579,42.89,7.468352,2,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-06,16,-48.3,0.673119,-3.01875,0.4375,63.74,12.68382,3,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-07,36,-117.25,0.508159,-3.256944,0.416667,150.14,29.549301,5,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-08,44,4.85,1.022201,0.110227,0.5,66.59,12.104192,3,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-09,42,57.88,1.398705,1.378095,0.595238,62.09,11.360351,4,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-10,35,-27.64,0.845353,-0.789714,0.428571,101.55,17.694412,4,weak_pf_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-11,28,37.16,1.269022,1.327143,0.535714,48.14,9.483098,3,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_rt_s264_aih_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-12,29,-55.18,0.704271,-1.902759,0.413793,103.26,20.652,6,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,3,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-02,27,194.35,2.470566,7.198148,0.592593,69.78,9.270872,5,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-03,21,-44.77,0.679528,-2.131905,0.428571,66.86,13.070081,3,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-04,32,-43.88,0.807721,-1.37125,0.4375,125.72,21.607315,6,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-05,19,51.68,1.524138,2.72,0.631579,42.89,7.468352,2,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-06,16,-48.3,0.673119,-3.01875,0.4375,63.74,12.68382,3,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-07,36,-117.25,0.508159,-3.256944,0.416667,150.14,29.549301,5,negative_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-08,44,4.85,1.022201,0.110227,0.5,66.59,12.104192,3,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-09,42,57.88,1.398705,1.378095,0.595238,62.09,11.360351,4,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-10,35,-27.64,0.845353,-0.789714,0.428571,101.55,17.694412,4,weak_pf_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-11,28,37.16,1.269022,1.327143,0.535714,48.14,9.483098,3,measured_slice
s264_allow_inner_high_quarter,s264_aih,core_challenger,mt5_ta_s264_aih_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-12,29,-55.18,0.704271,-1.902759,0.413793,103.26,20.652,6,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,3,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-02,26,178.11,2.369655,6.850385,0.576923,68.26,9.285054,5,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-03,21,-42.92,0.685959,-2.04381,0.428571,64.54,12.630631,3,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-04,31,-52.76,0.762267,-1.701935,0.419355,131.97,22.784482,6,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-05,19,50.48,1.531033,2.656842,0.631579,41.93,7.328242,2,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-06,16,-47.51,0.668666,-2.969375,0.4375,62.28,12.396003,3,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-07,36,-113.21,0.50868,-3.144722,0.416667,144.46,28.450449,5,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-08,44,3.36,1.015875,0.076364,0.5,64.56,11.778872,3,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-09,41,53.65,1.382531,1.308537,0.585366,59.89,10.981737,4,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-10,35,-25.42,0.851623,-0.726286,0.428571,96.18,16.851216,4,weak_pf_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-11,28,36.47,1.276204,1.3025,0.535714,46.33,9.132123,3,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_rt_s264_lc_historical_2024_tier_a_train_era_stress,Tier A+B,routed_total,month,2024-12,29,-55.57,0.690556,-1.916207,0.413793,99.54,19.908,6,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-01,24,86.66,2.568507,3.610833,0.625,19.11,3.282257,3,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-02,26,178.11,2.369655,6.850385,0.576923,68.26,9.285054,5,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-03,21,-42.92,0.685959,-2.04381,0.428571,64.54,12.630631,3,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-04,31,-52.76,0.762267,-1.701935,0.419355,131.97,22.784482,6,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-05,19,50.48,1.531033,2.656842,0.631579,41.93,7.328242,2,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-06,16,-47.51,0.668666,-2.969375,0.4375,62.28,12.396003,3,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-07,36,-113.21,0.50868,-3.144722,0.416667,144.46,28.450449,5,negative_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-08,44,3.36,1.015875,0.076364,0.5,64.56,11.778872,3,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-09,41,53.65,1.382531,1.308537,0.585366,59.89,10.981737,4,measured_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-10,35,-25.42,0.851623,-0.726286,0.428571,96.18,16.851216,4,weak_pf_slice
s264_lowrank_control,s264_lc,defensive_control,mt5_ta_s264_lc_historical_2024_tier_a_train_era_stress,Tier A,tier_only_total,month,2024-11,28,36.47,1.276204,1.3025,0.535714,46.33,9.132123,3,measured_slice
