bar_time_server,timestamp_utc,split,row_index,stage38_decision_signal,candidate_id,candidate_label,enabled_surfaces,tier_label,routing_source,entry_decision
2025.10.03 17:15:00,2025-10-03T17:15:00Z,oos,22,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.03 17:30:00,2025-10-03T17:30:00Z,oos,23,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.03 18:30:00,2025-10-03T18:30:00Z,oos,24,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.03 18:45:00,2025-10-03T18:45:00Z,oos,25,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.03 19:10:00,2025-10-03T19:10:00Z,oos,26,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.03 20:20:00,2025-10-03T20:20:00Z,oos,27,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.03 20:55:00,2025-10-03T20:55:00Z,oos,28,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.03 21:55:00,2025-10-03T21:55:00Z,oos,29,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.06 17:40:00,2025-10-06T17:40:00Z,oos,30,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.06 18:05:00,2025-10-06T18:05:00Z,oos,31,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.06 18:15:00,2025-10-06T18:15:00Z,oos,32,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.06 18:50:00,2025-10-06T18:50:00Z,oos,33,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.06 19:25:00,2025-10-06T19:25:00Z,oos,34,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.06 19:30:00,2025-10-06T19:30:00Z,oos,35,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.06 19:40:00,2025-10-06T19:40:00Z,oos,36,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.06 19:50:00,2025-10-06T19:50:00Z,oos,37,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.06 20:45:00,2025-10-06T20:45:00Z,oos,38,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.06 20:50:00,2025-10-06T20:50:00Z,oos,39,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.06 21:10:00,2025-10-06T21:10:00Z,oos,40,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.06 21:50:00,2025-10-06T21:50:00Z,oos,41,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.07 16:50:00,2025-10-07T16:50:00Z,oos,42,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.07 17:10:00,2025-10-07T17:10:00Z,oos,43,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.07 20:30:00,2025-10-07T20:30:00Z,oos,44,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.07 20:40:00,2025-10-07T20:40:00Z,oos,45,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.07 20:50:00,2025-10-07T20:50:00Z,oos,46,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.07 21:10:00,2025-10-07T21:10:00Z,oos,47,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.07 21:25:00,2025-10-07T21:25:00Z,oos,48,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.07 21:45:00,2025-10-07T21:45:00Z,oos,49,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.08 17:10:00,2025-10-08T17:10:00Z,oos,50,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.08 17:35:00,2025-10-08T17:35:00Z,oos,51,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.08 18:35:00,2025-10-08T18:35:00Z,oos,52,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.08 19:35:00,2025-10-08T19:35:00Z,oos,53,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.08 20:05:00,2025-10-08T20:05:00Z,oos,54,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.08 20:40:00,2025-10-08T20:40:00Z,oos,55,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.08 20:50:00,2025-10-08T20:50:00Z,oos,56,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.08 21:25:00,2025-10-08T21:25:00Z,oos,57,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.08 21:55:00,2025-10-08T21:55:00Z,oos,58,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.09 17:50:00,2025-10-09T17:50:00Z,oos,59,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.10.09 19:35:00,2025-10-09T19:35:00Z,oos,60,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.09 19:45:00,2025-10-09T19:45:00Z,oos,61,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.09 20:35:00,2025-10-09T20:35:00Z,oos,62,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.09 20:50:00,2025-10-09T20:50:00Z,oos,63,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.09 21:05:00,2025-10-09T21:05:00Z,oos,64,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.09 21:20:00,2025-10-09T21:20:00Z,oos,65,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.09 21:35:00,2025-10-09T21:35:00Z,oos,66,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.09 21:50:00,2025-10-09T21:50:00Z,oos,67,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.10 16:55:00,2025-10-10T16:55:00Z,oos,68,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.10 21:00:00,2025-10-10T21:00:00Z,oos,69,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 16:50:00,2025-10-13T16:50:00Z,oos,70,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.10.13 17:30:00,2025-10-13T17:30:00Z,oos,71,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 17:45:00,2025-10-13T17:45:00Z,oos,72,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 18:10:00,2025-10-13T18:10:00Z,oos,73,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 18:30:00,2025-10-13T18:30:00Z,oos,74,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 18:45:00,2025-10-13T18:45:00Z,oos,75,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 19:40:00,2025-10-13T19:40:00Z,oos,76,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 19:55:00,2025-10-13T19:55:00Z,oos,77,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 20:05:00,2025-10-13T20:05:00Z,oos,78,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 20:20:00,2025-10-13T20:20:00Z,oos,79,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 20:40:00,2025-10-13T20:40:00Z,oos,80,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 21:20:00,2025-10-13T21:20:00Z,oos,81,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.13 21:40:00,2025-10-13T21:40:00Z,oos,82,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.14 21:25:00,2025-10-14T21:25:00Z,oos,83,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.14 21:40:00,2025-10-14T21:40:00Z,oos,84,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.15 21:25:00,2025-10-15T21:25:00Z,oos,85,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.15 21:45:00,2025-10-15T21:45:00Z,oos,86,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.10.20 18:40:00,2025-10-20T18:40:00Z,oos,87,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.20 20:05:00,2025-10-20T20:05:00Z,oos,88,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.20 20:10:00,2025-10-20T20:10:00Z,oos,89,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.20 20:40:00,2025-10-20T20:40:00Z,oos,90,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.20 20:55:00,2025-10-20T20:55:00Z,oos,91,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.20 21:25:00,2025-10-20T21:25:00Z,oos,92,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.21 18:00:00,2025-10-21T18:00:00Z,oos,93,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.10.21 19:30:00,2025-10-21T19:30:00Z,oos,94,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.21 20:40:00,2025-10-21T20:40:00Z,oos,95,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.21 20:45:00,2025-10-21T20:45:00Z,oos,96,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.21 21:10:00,2025-10-21T21:10:00Z,oos,97,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.21 21:20:00,2025-10-21T21:20:00Z,oos,98,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.21 21:40:00,2025-10-21T21:40:00Z,oos,99,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.21 21:50:00,2025-10-21T21:50:00Z,oos,100,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.22 21:10:00,2025-10-22T21:10:00Z,oos,101,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.23 19:05:00,2025-10-23T19:05:00Z,oos,102,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.10.23 19:10:00,2025-10-23T19:10:00Z,oos,103,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.23 19:20:00,2025-10-23T19:20:00Z,oos,104,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.23 19:25:00,2025-10-23T19:25:00Z,oos,105,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.23 19:35:00,2025-10-23T19:35:00Z,oos,106,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.23 20:05:00,2025-10-23T20:05:00Z,oos,107,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.23 20:45:00,2025-10-23T20:45:00Z,oos,108,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.10.23 20:55:00,2025-10-23T20:55:00Z,oos,109,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.10.24 18:20:00,2025-10-24T18:20:00Z,oos,110,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.24 18:50:00,2025-10-24T18:50:00Z,oos,111,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.24 19:05:00,2025-10-24T19:05:00Z,oos,112,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.24 19:15:00,2025-10-24T19:15:00Z,oos,113,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.24 19:30:00,2025-10-24T19:30:00Z,oos,114,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.24 19:55:00,2025-10-24T19:55:00Z,oos,115,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.24 20:00:00,2025-10-24T20:00:00Z,oos,116,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.24 20:15:00,2025-10-24T20:15:00Z,oos,117,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.24 20:50:00,2025-10-24T20:50:00Z,oos,118,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.24 21:05:00,2025-10-24T21:05:00Z,oos,119,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.24 21:10:00,2025-10-24T21:10:00Z,oos,120,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.24 21:15:00,2025-10-24T21:15:00Z,oos,121,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.24 21:40:00,2025-10-24T21:40:00Z,oos,122,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 15:35:00,2025-10-27T15:35:00Z,oos,123,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.27 15:40:00,2025-10-27T15:40:00Z,oos,124,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 15:45:00,2025-10-27T15:45:00Z,oos,125,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.27 15:50:00,2025-10-27T15:50:00Z,oos,126,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 15:55:00,2025-10-27T15:55:00Z,oos,127,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 16:00:00,2025-10-27T16:00:00Z,oos,128,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 16:05:00,2025-10-27T16:05:00Z,oos,129,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 16:10:00,2025-10-27T16:10:00Z,oos,130,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 16:15:00,2025-10-27T16:15:00Z,oos,131,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 16:20:00,2025-10-27T16:20:00Z,oos,132,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.27 16:25:00,2025-10-27T16:25:00Z,oos,133,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.27 16:30:00,2025-10-27T16:30:00Z,oos,134,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.27 19:25:00,2025-10-27T19:25:00Z,oos,135,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 19:30:00,2025-10-27T19:30:00Z,oos,136,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 19:50:00,2025-10-27T19:50:00Z,oos,137,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 20:15:00,2025-10-27T20:15:00Z,oos,138,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.27 20:40:00,2025-10-27T20:40:00Z,oos,139,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.27 20:45:00,2025-10-27T20:45:00Z,oos,140,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 15:35:00,2025-10-28T15:35:00Z,oos,141,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 15:40:00,2025-10-28T15:40:00Z,oos,142,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 15:45:00,2025-10-28T15:45:00Z,oos,143,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 15:50:00,2025-10-28T15:50:00Z,oos,144,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.28 15:55:00,2025-10-28T15:55:00Z,oos,145,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.28 16:00:00,2025-10-28T16:00:00Z,oos,146,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 16:05:00,2025-10-28T16:05:00Z,oos,147,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 16:10:00,2025-10-28T16:10:00Z,oos,148,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 16:15:00,2025-10-28T16:15:00Z,oos,149,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 16:20:00,2025-10-28T16:20:00Z,oos,150,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 16:25:00,2025-10-28T16:25:00Z,oos,151,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 16:30:00,2025-10-28T16:30:00Z,oos,152,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.28 19:05:00,2025-10-28T19:05:00Z,oos,153,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 20:00:00,2025-10-28T20:00:00Z,oos,154,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 20:05:00,2025-10-28T20:05:00Z,oos,155,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 20:25:00,2025-10-28T20:25:00Z,oos,156,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 20:35:00,2025-10-28T20:35:00Z,oos,157,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 20:40:00,2025-10-28T20:40:00Z,oos,158,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 20:45:00,2025-10-28T20:45:00Z,oos,159,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.28 20:55:00,2025-10-28T20:55:00Z,oos,160,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 15:35:00,2025-10-29T15:35:00Z,oos,161,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.29 15:40:00,2025-10-29T15:40:00Z,oos,162,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.29 15:45:00,2025-10-29T15:45:00Z,oos,163,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.29 15:50:00,2025-10-29T15:50:00Z,oos,164,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 15:55:00,2025-10-29T15:55:00Z,oos,165,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 16:00:00,2025-10-29T16:00:00Z,oos,166,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 16:05:00,2025-10-29T16:05:00Z,oos,167,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 16:10:00,2025-10-29T16:10:00Z,oos,168,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.29 16:15:00,2025-10-29T16:15:00Z,oos,169,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.29 16:20:00,2025-10-29T16:20:00Z,oos,170,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.29 16:25:00,2025-10-29T16:25:00Z,oos,171,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 16:30:00,2025-10-29T16:30:00Z,oos,172,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 16:35:00,2025-10-29T16:35:00Z,oos,173,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 17:30:00,2025-10-29T17:30:00Z,oos,174,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 18:30:00,2025-10-29T18:30:00Z,oos,175,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 18:55:00,2025-10-29T18:55:00Z,oos,176,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 19:20:00,2025-10-29T19:20:00Z,oos,177,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 19:25:00,2025-10-29T19:25:00Z,oos,178,-1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,short
2025.10.29 19:30:00,2025-10-29T19:30:00Z,oos,179,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 19:35:00,2025-10-29T19:35:00Z,oos,180,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 19:40:00,2025-10-29T19:40:00Z,oos,181,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 20:00:00,2025-10-29T20:00:00Z,oos,182,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 20:05:00,2025-10-29T20:05:00Z,oos,183,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 20:10:00,2025-10-29T20:10:00Z,oos,184,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 20:15:00,2025-10-29T20:15:00Z,oos,185,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 20:25:00,2025-10-29T20:25:00Z,oos,186,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 20:40:00,2025-10-29T20:40:00Z,oos,187,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.29 20:45:00,2025-10-29T20:45:00Z,oos,188,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.30 15:35:00,2025-10-30T15:35:00Z,oos,189,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.30 15:40:00,2025-10-30T15:40:00Z,oos,190,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.30 15:45:00,2025-10-30T15:45:00Z,oos,191,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.30 15:50:00,2025-10-30T15:50:00Z,oos,192,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.30 15:55:00,2025-10-30T15:55:00Z,oos,193,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.30 16:00:00,2025-10-30T16:00:00Z,oos,194,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.30 16:05:00,2025-10-30T16:05:00Z,oos,195,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.30 16:10:00,2025-10-30T16:10:00Z,oos,196,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
2025.10.30 16:15:00,2025-10-30T16:15:00Z,oos,197,0,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,flat
2025.10.30 16:20:00,2025-10-30T16:20:00Z,oos,198,1,c03_abstention_only,abstention only,abstention,Tier B,tier_b_fallback,long
