month,source_timestamp,source_rule,bootstrap_month,weight_method,msft_xnas_close,msft_xnas_weight,nvda_xnas_close,nvda_xnas_weight,aapl_xnas_close,aapl_xnas_weight,weight_sum
2023-06,2023-05-31T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,330.0,0.6049052315137295,38.04,0.06972907577812809,177.5,0.3253656927081424,1.0
2023-07,2023-06-30T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,341.12,0.590418166712822,42.31,0.07323109941844365,194.33,0.33635073386873443,1.0
2023-08,2023-07-31T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,335.03,0.5799678016860838,46.63,0.08072082676960896,196.01,0.3393113715443073,1.0
2023-09,2023-08-31T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,327.92,0.5794868169930021,49.62,0.08768643528663321,188.34,0.33282674772036475,1.0
2023-10,2023-09-29T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,316.31,0.5953622315496245,43.55,0.0819702987069209,171.43,0.32266746974345467,1.0
2023-11,2023-10-31T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,337.85,0.6148988060570763,40.77,0.07420282469423413,170.82,0.3108983692486895,0.9999999999999999
2023-12,2023-11-30T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,378.81,0.6156809205714564,46.61,0.0757553594356949,189.85,0.30856371999284865,1.0
2024-01,2023-12-29T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,375.67,0.6083133622643955,49.47,0.08010557678606128,192.42,0.31158106094954335,1.0
2024-02,2024-01-31T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,397.75,0.6173749728370533,61.51,0.09547387700617763,185.0,0.287151150156769,1.0
2024-03,2024-02-29T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,411.8,0.6131352083736581,79.87,0.11891964325595938,179.96,0.2679451483703825,1.0
2024-04,2024-03-28T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,421.49,0.6167725130966666,90.32,0.1321665837455003,171.57,0.25106090315783314,1.0
2024-05,2024-04-30T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,391.98,0.6030832666625638,86.75,0.1334697519847375,171.23,0.2634469813526986,1.0
2024-06,2024-05-31T22:55:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,412.25,0.5770657484007335,109.9,0.153837539719201,192.24,0.2690967118800655,1.0
2024-07,2024-06-28T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,446.2,0.5719926161419341,123.39,0.1581760845041534,210.49,0.2698312993539124,1.0
2024-08,2024-07-31T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,418.7,0.5524840007917133,117.03,0.15442369862109917,222.12,0.29309230058718744,1.0
2024-09,2024-08-30T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,416.48,0.5446390040408532,119.34,0.15606324131347343,228.87,0.2992977546456734,1.0
2024-10,2024-09-30T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,429.37,0.5482182301043143,121.21,0.15476053676536305,232.63,0.29702123313032264,1.0
2024-11,2024-10-31T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,406.45,0.5314044400282405,132.98,0.17386188322045865,225.43,0.29473367675130097,1.0
2024-12,2024-11-29T20:05:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,423.43,0.529963203083932,138.24,0.17302060126661495,237.31,0.29701619564945303,1.0
2025-01,2024-12-31T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,421.57,0.522747845495691,134.46,0.16673073346146694,250.42,0.3105214210428421,1.0
2025-02,2025-01-31T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,414.99,0.5383607493124384,120.01,0.15568730216387316,235.84,0.30595194852368846,1.0
2025-03,2025-02-28T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,396.83,0.5200644789263996,124.68,0.16339903543719858,241.53,0.3165364856364018,1.0
2025-04,2025-03-31T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,374.86,0.5318294672625381,108.12,0.15339433922111087,221.87,0.314776193516351,1.0
2025-05,2025-04-30T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,395.19,0.5514715117009251,108.74,0.1517422307810385,212.68,0.29678625751803633,0.9999999999999999
2025-06,2025-05-30T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,460.0,0.5780419457394538,134.95,0.16957991429899844,200.84,0.2523781399615476,0.9999999999999998
2025-07,2025-06-30T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,497.68,0.5779986992474218,158.1,0.18361516305862677,205.26,0.2383861376939515,1.0
2025-08,2025-07-31T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,533.68,0.5803582109029221,178.01,0.19357960786019554,207.88,0.22606218123688246,1.0
2025-09,2025-08-29T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,506.17,0.5549257789374438,173.99,0.1907492270923323,231.98,0.25432499397022384,1.0
2025-10,2025-09-30T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,517.79,0.5398819702214622,186.55,0.19450932143304003,254.74,0.2656087083454978,1.0
2025-11,2025-10-31T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,518.24,0.5226090113347586,202.78,0.20448953249163004,270.62,0.2729014561736114,1.0
2025-12,2025-11-28T20:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,491.76,0.5191558544387319,176.76,0.18660726539488823,278.71,0.29423688016637983,1.0
2026-01,2025-12-31T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,483.67,0.513308428671492,186.61,0.1980451255492115,271.98,0.2886464457792966,1.0
2026-02,2026-01-30T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,430.11,0.4884227978333201,191.11,0.21702002021326128,259.39,0.2945571819534186,1.0
2026-03,2026-02-27T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,393.09,0.47097516264692135,177.32,0.21245342247462948,264.22,0.31657141487844914,1.0
2026-04,2026-03-31T23:00:00+00:00,last_common_closed_bar_before_month_start,False,mt5_price_proxy_close_share,370.22,0.4636791743900606,174.5,0.21855117479084213,253.72,0.3177696508190972,1.0
