feature_set_id,timestamp,alignment_ready,finite_ready
core56_no_top3_weight_features,2026-04-14T04:40:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T04:45:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T04:50:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T04:55:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:00:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:05:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:10:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:15:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:20:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:25:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:30:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:35:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:40:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:45:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:50:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T05:55:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:00:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:05:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:10:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:15:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:20:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:25:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:30:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:35:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:40:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:45:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:50:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T06:55:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T07:00:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T07:05:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T07:10:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T07:15:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T07:20:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T07:25:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T07:30:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T07:35:00+00:00,False,False
core56_no_top3_weight_features,2026-04-14T07:40:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:05:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:10:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:15:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:20:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:25:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:30:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:35:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:40:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:45:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:50:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T01:55:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:00:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:05:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:10:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:15:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:20:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:25:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:30:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:35:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:40:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:45:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:50:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T02:55:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T03:00:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T03:20:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T03:30:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T03:40:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T03:55:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T04:00:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T04:05:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T04:10:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T04:20:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T04:25:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T04:30:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T04:35:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T04:50:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T05:00:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T05:05:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T05:20:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T05:25:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T05:30:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T05:35:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T05:40:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T05:50:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T05:55:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:00:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:05:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:10:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:15:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:20:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:25:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:30:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:40:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:45:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T06:50:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T07:10:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T07:15:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T07:25:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T07:30:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T07:35:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T07:40:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T07:45:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T07:50:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T07:55:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:00:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:05:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:10:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:15:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:20:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:25:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:30:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:45:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:50:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T08:55:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T09:00:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T09:10:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T09:30:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T09:35:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T09:55:00+00:00,False,False
macro48_no_equity_breadth_or_top3,2026-04-14T11:50:00+00:00,False,False
us100_technical42_no_external,2026-04-20T01:05:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:10:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:15:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:20:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:25:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:30:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:35:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:40:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:45:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:50:00+00:00,True,False
us100_technical42_no_external,2026-04-20T01:55:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:00:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:05:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:10:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:15:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:20:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:25:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:30:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:35:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:40:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:45:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:50:00+00:00,True,False
us100_technical42_no_external,2026-04-20T02:55:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:00:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:05:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:10:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:15:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:20:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:25:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:30:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:35:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:40:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:45:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:50:00+00:00,True,False
us100_technical42_no_external,2026-04-20T03:55:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:00:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:05:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:10:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:15:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:20:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:25:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:30:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:35:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:40:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:45:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:50:00+00:00,True,False
us100_technical42_no_external,2026-04-20T04:55:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:00:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:05:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:10:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:15:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:20:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:25:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:30:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:35:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:40:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:45:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:50:00+00:00,True,False
us100_technical42_no_external,2026-04-20T05:55:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:00:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:05:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:10:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:15:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:20:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:25:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:30:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:35:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:40:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:45:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:50:00+00:00,True,False
us100_technical42_no_external,2026-04-20T06:55:00+00:00,True,False
us100_technical42_no_external,2026-04-27T01:05:00+00:00,True,False
us100_technical42_no_external,2026-04-27T01:10:00+00:00,True,False
us100_technical42_no_external,2026-04-27T01:15:00+00:00,True,False
us100_technical42_no_external,2026-04-27T01:20:00+00:00,True,False
us100_technical42_no_external,2026-04-27T01:25:00+00:00,True,False
us100_technical42_no_external,2026-04-27T01:30:00+00:00,True,False
us100_technical42_no_external,2026-04-27T01:35:00+00:00,True,False
us100_technical42_no_external,2026-04-27T01:40:00+00:00,True,False
us100_technical42_no_external,2026-04-27T01:45:00+00:00,True,False
