row_index,timestamp_utc,split,selection_split_role,best_model_id,best_score,best_score_decile,score__sequence_context__good_shape_logreg_l2_balanced,score__sequence_plus_scalar_context__good_shape_logreg_l2_balanced,score__sequence_context__shape_score_extra_trees_depth5,score__sequence_plus_scalar_context__shape_score_extra_trees_depth5
29257,2025-01-02 19:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.562696032488504,8,0.562696032488504,0.5802912798479126,0.00827522595328706,0.03926775288158536
29258,2025-01-02 19:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.568155136163142,8,0.568155136163142,0.5686381905343161,0.019059165638999082,0.04420541910573978
29260,2025-01-02 19:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6565905274503938,9,0.6565905274503938,0.6364590554640199,-0.007262313236650196,0.018391312219592736
29261,2025-01-02 19:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.42348054797711426,5,0.42348054797711426,0.40326072318634526,-0.12927571080365716,-0.11397203860163355
29262,2025-01-02 20:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5210464580348458,7,0.5210464580348458,0.4958322038738512,-0.26314608069429146,-0.19074023784373687
29263,2025-01-02 20:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.623679268419629,8,0.623679268419629,0.6086752846347734,0.053363271801227845,0.12667697732716296
29264,2025-01-02 20:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4742223929336426,6,0.4742223929336426,0.44907631906057005,-0.020856498933039324,-0.06946267559576284
29265,2025-01-02 20:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5124410611590581,7,0.5124410611590581,0.4691573728023319,0.014667730637379918,0.058884940752395705
29266,2025-01-02 20:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4541417722784075,6,0.4541417722784075,0.42065398354727374,-0.07649455403335828,-0.053661468220645096
29267,2025-01-02 20:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5168371084964475,7,0.5168371084964475,0.48938008969738006,-0.09185291895578634,-0.07865077692403874
29268,2025-01-02 20:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6094904144671741,8,0.6094904144671741,0.5588283750371862,-0.22301896564898296,-0.2504464141547835
29269,2025-01-02 20:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.647026491924267,9,0.647026491924267,0.6142488023549295,0.09598484305541424,0.11552833521113445
29270,2025-01-02 20:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5851941191733058,8,0.5851941191733058,0.5464626020602485,-0.14322434057344902,-0.18673061200292185
29271,2025-01-02 20:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5763417123918643,8,0.5763417123918643,0.524312523429585,-0.167374345452824,-0.13560360884776118
29272,2025-01-02 20:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6547696089828027,9,0.6547696089828027,0.6066103986497873,0.11639639516872889,0.1365779938141271
29273,2025-01-02 20:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7057736165719017,9,0.7057736165719017,0.665161279368794,0.05628320890983036,0.06346211009568352
29274,2025-01-02 21:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5701601473165123,8,0.5701601473165123,0.5235913913527404,-0.10051044226959355,-0.10356146888905386
29288,2025-01-03 16:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.3225601624596755,4,0.3225601624596755,0.35872250118710397,-0.1054618666216043,-0.046303682723241035
29289,2025-01-03 16:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.40339505698644607,5,0.40339505698644607,0.43126191408022396,-0.18919717535305886,-0.10363419027454764
29290,2025-01-03 16:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.48836258008912176,6,0.48836258008912176,0.5074334858001448,0.041822967058507056,0.04652960312442801
29291,2025-01-03 16:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.31599181028065226,4,0.31599181028065226,0.29287030765805117,0.06747538973216878,0.12285811388474215
29292,2025-01-03 17:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.3398754977602103,4,0.3398754977602103,0.3383856860365464,-0.0006825689970131819,-0.06661045904128393
29293,2025-01-03 17:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.49459702833291713,6,0.49459702833291713,0.5043589133387257,-0.17882589407929575,-0.14243881313297033
29294,2025-01-03 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.48404748673811654,6,0.48404748673811654,0.4695233272221392,0.08702805499974664,0.15799377919276641
29295,2025-01-03 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5900474282542104,8,0.5900474282542104,0.570080541810125,0.009499470184628808,0.0925616551499472
29296,2025-01-03 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.48549827674475077,6,0.48549827674475077,0.4700007976874311,0.05304681709063282,0.10505335580685506
29297,2025-01-03 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5140265215664432,7,0.5140265215664432,0.47764110457637265,0.10655484218559196,0.12310577013010363
29298,2025-01-03 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.532119958104635,7,0.532119958104635,0.49120964035551906,-0.12297016146602667,-0.12290996651683767
29299,2025-01-03 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.42221376506309294,5,0.42221376506309294,0.3669081690642616,-0.2767328815074092,-0.22600659600416
29300,2025-01-03 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5483638322460634,7,0.5483638322460634,0.4788454062303201,0.06240135373079607,0.014648063511151147
29301,2025-01-03 17:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.634507258472414,9,0.634507258472414,0.5545875663433258,-0.10387803048028449,-0.13201277746021076
29302,2025-01-03 17:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5800238354853825,8,0.5800238354853825,0.502722672780261,0.003296722208635343,0.004916184069873345
29314,2025-01-03 18:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7450900047228781,10,0.7450900047228781,0.7377665162971623,0.03615423718876564,0.04527897216005916
29357,2025-01-06 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.39130802072927884,5,0.39130802072927884,0.3876533453850319,-0.18273884533583365,-0.16919722557472613
29358,2025-01-06 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5333326200488359,7,0.5333326200488359,0.5080429773293873,-0.004474175204294887,0.005873803799725296
29359,2025-01-06 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5221219886049102,7,0.5221219886049102,0.5028554070308715,0.025559338469045588,0.01917168786248952
29360,2025-01-06 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6083270422474076,8,0.6083270422474076,0.585767432606354,-0.025513195982017497,-0.019747002521665072
29364,2025-01-06 17:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5458671120320673,7,0.5458671120320673,0.5569529213584267,-0.01488348028609062,-0.025488852400636045
29366,2025-01-06 18:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.755653248716245,10,0.755653248716245,0.8003262015300979,0.11091608075017483,0.12193846523230162
29414,2025-01-07 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4811072965394593,6,0.4811072965394593,0.5330555019377692,-0.003996813279782573,0.03674757999203595
29415,2025-01-07 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.38114973476975034,5,0.38114973476975034,0.40527051828979943,-0.1824307394076325,-0.1368774827830228
29416,2025-01-07 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4428238221144888,5,0.4428238221144888,0.45379055036843735,0.12057749110224104,0.15385026767938742
29417,2025-01-07 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.43657094704659055,5,0.43657094704659055,0.4439482562703189,-0.13158195241230702,-0.1305802035642592
29418,2025-01-07 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5399258005459039,7,0.5399258005459039,0.5358098920852858,0.09365347710437313,0.11218551859977703
29419,2025-01-07 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.512815826922255,7,0.512815826922255,0.5138497810995447,0.05313120833194168,0.07854845251982943
29420,2025-01-07 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5260423864785141,7,0.5260423864785141,0.5006905897009258,0.15938480950326267,0.14003322961577555
29421,2025-01-07 17:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4862903733186547,6,0.4862903733186547,0.45930107684577864,-0.17746577855101403,-0.2026735749491358
29422,2025-01-07 17:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5127363090576597,7,0.5127363090576597,0.4765962697576468,0.08824370231088603,0.06802921607348512
29423,2025-01-07 17:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.37703867815900927,5,0.37703867815900927,0.36196829392957414,-0.11224543400073411,-0.14597267708645062
29424,2025-01-07 18:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5453943667668555,7,0.5453943667668555,0.532216042176508,0.06852455874524284,0.008416949667972193
29425,2025-01-07 18:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.524002293798539,7,0.524002293798539,0.49356092250471995,0.015005928284583062,0.008661487188491942
29426,2025-01-07 18:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5777196159115964,8,0.5777196159115964,0.5471544490525984,0.03640202860622295,0.07662145524120904
29427,2025-01-07 18:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5825600088710636,8,0.5825600088710636,0.5599848267309099,0.020246545936471846,0.10041766447942367
29428,2025-01-07 18:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5467593049800171,7,0.5467593049800171,0.5227702286924779,-0.01714915795971408,0.04213125225071293
29429,2025-01-07 18:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6014181725135004,8,0.6014181725135004,0.5802794329956579,-0.18209249512119108,-0.10716845245645955
29430,2025-01-07 18:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5163799332322354,7,0.5163799332322354,0.49163549461208944,-0.17663241541409888,-0.11433445651887338
29431,2025-01-07 18:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5546308806225687,7,0.5546308806225687,0.5595330927843658,-0.015617263353774802,0.06810109847067428
29432,2025-01-07 18:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.47850594181909906,6,0.47850594181909906,0.4516954295771482,-0.2735195375171967,-0.22939615169233002
29507,2025-01-08 19:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6667381384787828,9,0.6667381384787828,0.701290546024672,0.012398267051177823,-0.020017875327434327
29508,2025-01-08 19:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.522724161677227,7,0.522724161677227,0.5445697026749482,-0.2809291139470381,-0.20041658252126401
29509,2025-01-08 19:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6915314791506023,9,0.6915314791506023,0.7123937170117085,0.05092304607715657,0.1239294915055396
29510,2025-01-08 19:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6094924338799914,8,0.6094924338799914,0.6155659780278752,0.023516691407191356,0.023532199823098246
29511,2025-01-08 19:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7487046930514256,10,0.7487046930514256,0.7574479316312023,0.1227648620170476,0.06352612288457164
29512,2025-01-08 19:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5779775039770986,8,0.5779775039770986,0.5783249379261038,-0.24201465316734722,-0.19173592501740563
29513,2025-01-08 20:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6846612645097462,9,0.6846612645097462,0.6729259042193776,-0.06589546098756673,-0.06482660755151856
29514,2025-01-08 20:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4871684634231056,6,0.4871684634231056,0.48009471067271065,-0.2457017043546436,-0.16083668986868935
29517,2025-01-08 20:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6681074026721967,9,0.6681074026721967,0.6484228258658004,0.0019087249283006092,-0.014412140942773917
29518,2025-01-08 20:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7233759672497944,10,0.7233759672497944,0.7120255635425544,0.05158909870801591,0.03261730499720799
29520,2025-01-08 20:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6386511721745183,9,0.6386511721745183,0.6453278712576692,0.07129989080788839,0.019552582567338883
29521,2025-01-08 20:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6960372247189726,9,0.6960372247189726,0.696776569763653,-0.0629317317717236,-0.08310094541160476
29522,2025-01-08 20:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7105735203988564,9,0.7105735203988564,0.719210707400272,-0.004746448027343387,-0.013748066070920368
29523,2025-01-08 20:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.757841275822732,10,0.757841275822732,0.7758910280985032,-0.03152179603628072,-0.05356525482026422
29524,2025-01-08 20:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6860060564075159,9,0.6860060564075159,0.7248765851649552,0.02886651539114346,-0.03906650740643743
29525,2025-01-08 21:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4419229028594614,5,0.4419229028594614,0.437012167639959,-0.10634060889305666,-0.08876492038329258
29527,2025-01-08 21:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4986178666360629,6,0.4986178666360629,0.5097689651391489,-0.12333472207681903,-0.08904912518752549
29528,2025-01-08 21:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6277664944779717,9,0.6277664944779717,0.6549386981944122,0.05791040657064655,0.11107460542506445
29538,2025-01-10 16:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.548785377866299,7,0.548785377866299,0.4934286367544216,0.06369809734162649,0.025912851856606852
29539,2025-01-10 16:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.46397853455031157,6,0.46397853455031157,0.43066246489876586,-0.07631685182526132,-0.027771452386023566
29540,2025-01-10 16:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4119154886590898,5,0.4119154886590898,0.3947978091359165,-0.2928534187595762,-0.29163071603674384
29541,2025-01-10 16:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.318869118562415,4,0.318869118562415,0.2755089163140041,0.12186260684974046,0.1143573376836849
29542,2025-01-10 16:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.27752703698520326,4,0.27752703698520326,0.23547931178524106,-0.04828870203107601,0.01154428798580083
29543,2025-01-10 17:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4020433000885246,5,0.4020433000885246,0.39150727596450324,-0.2632728363226692,-0.2895896231136548
29544,2025-01-10 17:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.27538402132794415,4,0.27538402132794415,0.3012735960640299,0.2058329468388555,0.2226055950869377
29545,2025-01-10 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4020207729129561,5,0.4020207729129561,0.39902756655225236,0.07731600436741347,0.07114834930572846
29546,2025-01-10 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.48382039403528837,6,0.48382039403528837,0.4634152255060322,-0.0038131394028307138,-0.005610880109841624
29547,2025-01-10 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5175045896900259,7,0.5175045896900259,0.4950027846343752,-0.06780625874161089,-0.12955162156348277
29548,2025-01-10 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4469138646270017,5,0.4469138646270017,0.4332016287624969,-0.13737176556143113,-0.16702717782268744
29549,2025-01-10 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.49122535581257876,6,0.49122535581257876,0.47089926511734387,-0.16853507086186342,-0.19678374425714446
29550,2025-01-10 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4789957333187115,6,0.4789957333187115,0.4225947887273914,0.035734030255721486,0.05473279073727321
29551,2025-01-10 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4604800551924986,6,0.4604800551924986,0.39500340800971845,-0.1724779512646952,-0.17930765469762153
29552,2025-01-10 17:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5348497406499413,7,0.5348497406499413,0.469442891966479,0.0895883445194308,0.03831181465314203
29553,2025-01-10 17:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.42744580138993216,5,0.42744580138993216,0.38244900166959117,0.06838156507801166,-0.01794047752774415
29554,2025-01-10 17:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5229883315378518,7,0.5229883315378518,0.5136923642611562,0.031349800064206776,0.04767962738542852
29555,2025-01-10 18:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5678435987779759,8,0.5678435987779759,0.5583943719222382,0.012506952844581264,0.040627328747957485
29556,2025-01-10 18:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4969298671073068,6,0.4969298671073068,0.46942692509707873,0.02581905064170316,0.07640999305469301
29557,2025-01-10 18:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6340290938229776,9,0.6340290938229776,0.5990500370066378,0.011994718414350515,0.04479376866985126
29558,2025-01-10 18:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6245196721640236,8,0.6245196721640236,0.589955261102301,0.05467263924379797,0.08173771641667707
29559,2025-01-10 18:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6601471179101748,9,0.6601471179101748,0.6363562168965272,0.07214348655559716,0.10890536906832432
29560,2025-01-10 18:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5538075863304783,7,0.5538075863304783,0.5280941380863757,-0.25881391090226963,-0.26935425045916184
29561,2025-01-10 18:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6004710849828946,8,0.6004710849828946,0.5908508026955804,0.07847699712165923,0.12903352551852965
29562,2025-01-10 18:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5164533649470934,7,0.5164533649470934,0.5026432536904013,0.0451087728592503,0.12596719085235128
29563,2025-01-10 18:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.617939908811553,8,0.617939908811553,0.5821767124273278,0.1650425683655665,0.11940577491377236
29564,2025-01-10 18:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.593567086559407,8,0.593567086559407,0.5807499278451893,0.1487563940901554,0.07265261217324782
29565,2025-01-10 18:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.612400569987343,8,0.612400569987343,0.5972631432987447,0.0170421985212103,0.1282291892935722
29566,2025-01-10 18:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6441472396413325,9,0.6441472396413325,0.6123831751331562,-0.2025776524206141,-0.23138664029943629
29567,2025-01-10 19:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.05028603436588096,3,0.05028603436588096,0.04991207867258044,-0.021413630995290586,0.12130316350913148
29568,2025-01-10 19:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7148523750620104,9,0.7148523750620104,0.737033154019713,0.13694878113174164,0.16233328410058137
29569,2025-01-10 19:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7220080210231196,10,0.7220080210231196,0.731018367534872,0.01106692766193697,0.04854881944175307
29570,2025-01-10 19:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7421748501804009,10,0.7421748501804009,0.7482758190277453,0.07027515859634856,0.09515375565561326
29571,2025-01-10 19:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6896309948470717,9,0.6896309948470717,0.7060686553491583,-0.1322650274684009,-0.08199824898550165
29582,2025-01-10 20:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6511661910676405,9,0.6511661910676405,0.7090541205498204,-0.05846707769478421,-0.031098724341027464
29583,2025-01-10 20:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6680704744578607,9,0.6680704744578607,0.7232689541896459,0.06084920124800118,-0.0038210742620163217
29584,2025-01-10 20:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7096321412990375,9,0.7096321412990375,0.7406756546832118,0.08366261142570196,0.032759640858946906
