record_view,tier_scope,candidate_id,candidate_alias,candidate_role,source_test_id,followup_profile,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-11,31,279.65,511.72,-232.07,2.205024,9.020968,0.612903,26.932632,-19.339167,1.392647,109.84,21.216101,15,0.83871,3,2.545976,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-12,23,-157.55,236.33,-393.88,0.600005,-6.85,0.434783,23.633,-30.298462,0.780007,206.38,41.276,23,1.0,4,-0.763398,deep_negative_or_dd_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-01,15,67.07,87.65,-20.58,4.258989,4.471333,0.666667,8.765,-4.116,2.129495,19.62,3.665371,4,0.4,3,3.418451,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-02,15,189.63,214.54,-24.91,8.612605,12.642,0.8,17.878333,-8.303333,2.153151,20.24,2.851226,2,0.2,2,9.369071,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-03,14,71.31,99.39,-28.08,3.53953,5.093571,0.571429,12.42375,-4.68,2.654647,11.85,2.104534,2,0.428571,2,6.017722,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-04,30,106.52,285.17,-178.65,1.59625,3.550667,0.533333,17.823125,-12.760714,1.396718,49.24,8.246939,13,0.733333,4,2.163282,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-05,11,87.27,129.09,-41.82,3.086801,7.933636,0.818182,14.343333,-20.91,0.685956,30.75,5.605381,4,0.545455,1,2.838049,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-06,10,-32.08,98.95,-131.03,0.755171,-3.208,0.3,32.983333,-18.718571,1.762065,61.55,11.624832,5,0.8,3,-0.521202,minor_negative_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-07,39,-28.01,205.02,-233.03,0.879801,-0.718205,0.564103,9.319091,-13.707647,0.679846,95.73,19.146,39,1.0,5,-0.292594,minor_negative_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-08,46,125.14,379.39,-254.25,1.492193,2.720435,0.565217,14.591923,-12.7125,1.147841,44.15,7.968292,10,0.717391,3,2.834428,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-09,38,155.61,349.51,-193.9,1.802527,4.095,0.631579,14.562917,-13.85,1.051474,75.82,13.205838,17,0.684211,5,2.052361,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-10,29,269.21,422.21,-153.0,2.759542,9.283103,0.551724,26.388125,-11.769231,2.242128,59.6,8.327279,9,0.655172,5,4.516946,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-11,31,279.65,511.72,-232.07,2.205024,9.020968,0.612903,26.932632,-19.339167,1.392647,109.84,21.216101,15,0.83871,3,2.545976,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-12,23,-157.55,236.33,-393.88,0.600005,-6.85,0.434783,23.633,-30.298462,0.780007,206.38,41.276,23,1.0,4,-0.763398,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-01,15,61.32,83.72,-22.4,3.7375,4.088,0.666667,8.372,-4.48,1.86875,18.99,3.553584,4,0.4,3,3.229068,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-02,15,178.62,195.51,-16.89,11.575488,11.908,0.8,16.2925,-5.63,2.893872,14.92,2.151282,2,0.2,2,11.97185,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-03,14,66.29,91.03,-24.74,3.679466,4.735,0.642857,10.114444,-4.948,2.044148,11.52,2.056519,2,0.428571,2,5.75434,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-04,29,83.67,216.34,-132.67,1.630663,2.885172,0.551724,13.52125,-10.205385,1.324913,42.04,6.812731,12,0.793103,3,1.990247,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-05,11,79.71,112.58,-32.87,3.425008,7.246364,0.818182,12.508889,-16.435,0.761113,22.82,4.200412,4,0.545455,1,3.492989,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-06,11,-0.24,98.62,-98.86,0.997572,-0.021818,0.363636,24.655,-14.122857,1.745752,54.9,9.897956,5,0.818182,3,-0.004372,minor_negative_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-07,39,-38.65,198.93,-237.58,0.837318,-0.991026,0.538462,9.472857,-13.198889,0.717701,83.88,16.776,39,1.0,5,-0.460777,minor_negative_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-08,46,112.17,340.67,-228.5,1.490897,2.438478,0.608696,12.166786,-12.694444,0.958434,42.46,7.747044,11,0.717391,3,2.64178,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-09,34,173.04,318.37,-145.33,2.19067,5.089412,0.647059,14.471364,-12.110833,1.194911,52.44,8.822045,12,0.617647,4,3.299771,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-10,29,238.65,392.78,-154.13,2.548368,8.22931,0.517241,26.185333,-11.009286,2.378477,56.13,8.009189,10,0.758621,5,4.251737,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-11,30,281.03,497.94,-216.91,2.295606,9.367667,0.566667,29.290588,-16.685385,1.755464,89.83,17.642438,9,0.766667,3,3.128465,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-12,23,-154.93,221.5,-376.43,0.588423,-6.736087,0.391304,24.611111,-26.887857,0.915324,187.46,37.31067,16,0.956522,4,-0.82647,deep_negative_or_dd_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-01,15,61.32,83.72,-22.4,3.7375,4.088,0.666667,8.372,-4.48,1.86875,18.99,3.553584,4,0.4,3,3.229068,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-02,15,178.62,195.51,-16.89,11.575488,11.908,0.8,16.2925,-5.63,2.893872,14.92,2.151282,2,0.2,2,11.97185,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-03,14,66.29,91.03,-24.74,3.679466,4.735,0.642857,10.114444,-4.948,2.044148,11.52,2.056519,2,0.428571,2,5.75434,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-04,29,83.67,216.34,-132.67,1.630663,2.885172,0.551724,13.52125,-10.205385,1.324913,42.04,6.812731,12,0.793103,3,1.990247,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-05,11,79.71,112.58,-32.87,3.425008,7.246364,0.818182,12.508889,-16.435,0.761113,22.82,4.200412,4,0.545455,1,3.492989,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-06,11,-0.24,98.62,-98.86,0.997572,-0.021818,0.363636,24.655,-14.122857,1.745752,54.9,9.897956,5,0.818182,3,-0.004372,minor_negative_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-07,39,-38.65,198.93,-237.58,0.837318,-0.991026,0.538462,9.472857,-13.198889,0.717701,83.88,16.776,39,1.0,5,-0.460777,minor_negative_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-08,46,112.17,340.67,-228.5,1.490897,2.438478,0.608696,12.166786,-12.694444,0.958434,42.46,7.747044,11,0.717391,3,2.64178,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-09,34,173.04,318.37,-145.33,2.19067,5.089412,0.647059,14.471364,-12.110833,1.194911,52.44,8.822045,12,0.617647,4,3.299771,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-10,29,238.65,392.78,-154.13,2.548368,8.22931,0.517241,26.185333,-11.009286,2.378477,56.13,8.009189,10,0.758621,5,4.251737,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-11,30,281.03,497.94,-216.91,2.295606,9.367667,0.566667,29.290588,-16.685385,1.755464,89.83,17.642438,9,0.766667,3,3.128465,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-12,23,-154.93,221.5,-376.43,0.588423,-6.736087,0.391304,24.611111,-26.887857,0.915324,187.46,37.31067,16,0.956522,4,-0.82647,deep_negative_or_dd_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-01,14,66.29,79.45,-13.16,6.037234,4.735,0.714286,7.945,-3.29,2.414894,13.07,2.434119,4,0.357143,3,5.07192,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-02,13,186.5,201.79,-15.29,13.197515,14.346154,0.769231,20.179,-5.096667,3.959254,11.1,1.59117,2,0.230769,2,16.801802,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-03,13,72.78,97.28,-24.5,3.970612,5.598462,0.615385,12.16,-4.9,2.481633,11.85,2.112563,2,0.384615,2,6.141772,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-04,26,-19.7,134.5,-154.2,0.872244,-0.757692,0.461538,11.208333,-11.014286,1.017618,84.15,15.09417,22,0.846154,3,-0.234106,minor_negative_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-05,9,74.83,100.94,-26.11,3.865952,8.314444,0.777778,14.42,-13.055,1.104558,26.11,5.01633,3,0.333333,2,2.865952,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-06,9,-3.92,76.36,-80.28,0.951171,-0.435556,0.333333,25.453333,-13.38,1.902342,38.15,7.63,3,0.777778,3,-0.102752,minor_negative_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-07,37,27.6,200.29,-172.69,1.159824,0.745946,0.594595,9.104091,-11.512667,0.790789,66.48,13.296,28,0.864865,5,0.415162,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-08,42,86.1,284.32,-198.22,1.434366,2.05,0.619048,10.935385,-12.38875,0.882687,40.09,7.549621,11,0.738095,3,2.147668,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-09,34,192.88,340.45,-147.57,2.307041,5.672941,0.647059,15.475,-12.2975,1.258386,50.52,8.269224,8,0.617647,2,3.817894,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-10,28,131.09,270.25,-139.16,1.942009,4.681786,0.5,19.303571,-9.94,1.942009,54.88,8.463128,10,0.75,5,2.388666,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-11,24,207.12,398.01,-190.89,2.085023,8.63,0.625,26.534,-21.21,1.251014,88.22,12.778913,7,0.625,2,2.347767,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,month,2024-12,23,-194.95,154.56,-349.51,0.442219,-8.476087,0.304348,22.08,-21.844375,1.010787,198.79,39.758,23,1.0,5,-0.980683,deep_negative_or_dd_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-01,14,66.29,79.45,-13.16,6.037234,4.735,0.714286,7.945,-3.29,2.414894,13.07,2.434119,4,0.357143,3,5.07192,measured_slice
