run_id,source_variant_id,fold_id,attempt_name,split,wfo_split_role,tier_scope,route_role,tester_status,runtime_status,report_status,net_profit,profit_factor,trade_count,report_path
run03K_et_v07_wfo_fold07_mt5_v1,v07_balanced_subsample_leaf20_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,163.7,1.34,154,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v07_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v07_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v08_wfo_fold07_mt5_v1,v08_depth12_leaf20_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,142.29,1.44,83,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v08_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v08_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v08_wfo_fold07_mt5_v1,v08_depth12_leaf20_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,41.16,1.21,21,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v08_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v08_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v08_wfo_fold07_mt5_v1,v08_depth12_leaf20_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,69.24,1.15,107,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v08_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v08_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v08_wfo_fold07_mt5_v1,v08_depth12_leaf20_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,100.17,1.24,105,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v08_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v08_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v08_wfo_fold07_mt5_v1,v08_depth12_leaf20_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-271.63,0.41,42,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v08_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v08_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v08_wfo_fold07_mt5_v1,v08_depth12_leaf20_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,41.13,1.08,147,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v08_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v08_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v09_wfo_fold07_mt5_v1,v09_depth8_leaf10_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,138.95,1.43,85,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v09_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v09_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v09_wfo_fold07_mt5_v1,v09_depth8_leaf10_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,65.94,1.33,22,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v09_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v09_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v09_wfo_fold07_mt5_v1,v09_depth8_leaf10_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,118.48,1.32,107,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v09_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v09_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v09_wfo_fold07_mt5_v1,v09_depth8_leaf10_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,207.68,1.63,94,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v09_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v09_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v09_wfo_fold07_mt5_v1,v09_depth8_leaf10_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-108.56,0.67,45,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v09_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v09_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v09_wfo_fold07_mt5_v1,v09_depth8_leaf10_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,176.87,1.37,143,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v09_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v09_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v10_wfo_fold07_mt5_v1,v10_bootstrap70_leaf20_q90,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,136.33,1.4,88,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v10_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v10_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v10_wfo_fold07_mt5_v1,v10_bootstrap70_leaf20_q90,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,15.4,1.07,20,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v10_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v10_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v10_wfo_fold07_mt5_v1,v10_bootstrap70_leaf20_q90,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,112.8,1.28,110,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v10_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v10_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v10_wfo_fold07_mt5_v1,v10_bootstrap70_leaf20_q90,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,256.16,1.54,131,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v10_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v10_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v10_wfo_fold07_mt5_v1,v10_bootstrap70_leaf20_q90,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,81.16,1.23,39,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v10_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v10_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v10_wfo_fold07_mt5_v1,v10_bootstrap70_leaf20_q90,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,320.64,1.63,166,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v10_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v10_wfo_fold07_mt5_v1_routed_oos.htm
run03K_et_v11_wfo_fold07_mt5_v1,v11_base_leaf20_q85,fold07,tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,96.85,1.18,134,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v11_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v11_wfo_fold07_mt5_v1_tier_a_only_validation_is.htm
run03K_et_v11_wfo_fold07_mt5_v1,v11_base_leaf20_q85,fold07,tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,36.7,1.12,33,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v11_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v11_wfo_fold07_mt5_v1_tier_b_fallback_only_validation_is.htm
run03K_et_v11_wfo_fold07_mt5_v1,v11_base_leaf20_q85,fold07,routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,120.08,1.19,172,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v11_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v11_wfo_fold07_mt5_v1_routed_validation_is.htm
run03K_et_v11_wfo_fold07_mt5_v1,v11_base_leaf20_q85,fold07,tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,312.61,1.56,177,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v11_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v11_wfo_fold07_mt5_v1_tier_a_only_oos.htm
run03K_et_v11_wfo_fold07_mt5_v1,v11_base_leaf20_q85,fold07,tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-123.91,0.8,59,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v11_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v11_wfo_fold07_mt5_v1_tier_b_fallback_only_oos.htm
run03K_et_v11_wfo_fold07_mt5_v1,v11_base_leaf20_q85,fold07,routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,214.06,1.3,245,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03K_et_v11_wfo_fold07_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03K_et_v11_wfo_fold07_mt5_v1_routed_oos.htm
