record_view,attempt_name,tier_scope,candidate_id,candidate_alias,candidate_role,variant_id,source_variant_id,profile_label,target_period,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_end,closed_balance_min,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,month,2025-11,32,91.07,195.21,-104.14,1.874496,2.845938,0.625,9.7605,-8.678333,1.124698,591.07,459.53,40.47,8.094,12,0.8125,3,2.250309,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,month,2025-12,21,157.98,272.52,-114.54,2.379256,7.522857,0.619048,20.963077,-14.3175,1.464158,657.98,467.35,32.65,6.53,6,0.761905,2,4.838591,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Tuesday,29,58.27,213.85,-155.58,1.374534,2.00931,0.482759,15.275,-10.372,1.472715,558.27,459.24,73.06,13.725343,12,0.793103,5,0.797564,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Wednesday,36,184.37,327.58,-143.21,2.28741,5.121389,0.666667,13.649167,-11.934167,1.143705,684.37,500.0,50.17,7.213827,7,0.555556,2,3.674905,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Monday,20,-16.99,106.65,-123.64,0.862585,-0.8495,0.55,9.695455,-13.737778,0.705751,483.01,465.18,66.39,12.489418,10,0.85,3,-0.255912,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Friday,31,101.89,199.05,-97.16,2.048683,3.286774,0.483871,13.27,-6.0725,2.185261,601.89,481.66,23.85,4.718008,8,0.677419,4,4.272117,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Thursday,35,87.57,208.13,-120.56,1.72636,2.502,0.6,9.910952,-8.611429,1.150907,587.57,491.0,29.25,4.812993,8,0.628571,3,2.993846,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Tuesday,30,59.76,220.04,-160.28,1.372848,1.992,0.466667,15.717143,-10.0175,1.568969,559.76,459.11,73.26,13.761106,13,0.8,5,0.815725,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Wednesday,33,197.61,320.36,-122.75,2.609857,5.988182,0.666667,14.561818,-11.159091,1.304929,697.61,500.0,46.99,7.536488,5,0.575758,3,4.205363,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Monday,20,-11.47,116.01,-127.48,0.910025,-0.5735,0.5,11.601,-12.748,0.910025,488.53,446.54,70.91,13.703739,18,0.95,3,-0.161754,minor_negative_slice(작은 음수 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Thursday,36,108.12,208.25,-100.13,2.079796,3.003333,0.638889,9.054348,-7.702308,1.175537,608.12,500.0,23.95,3.931443,8,0.611111,3,4.514405,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,weekday,Friday,30,40.49,163.19,-122.7,1.329992,1.349667,0.433333,12.553077,-7.217647,1.73922,540.49,462.61,60.41,11.550228,21,0.9,4,0.670253,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,16,49,214.85,543.91,-329.06,1.65292,4.384694,0.510204,21.7564,-13.710833,1.586804,714.85,480.13,74.01,9.87946,17,0.734694,4,2.902986,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,18,33,66.6,144.32,-77.72,1.856922,2.018182,0.545455,8.017778,-5.181333,1.547435,566.6,463.47,36.73,7.343063,27,0.848485,4,1.813232,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,17,50,23.4,199.63,-176.23,1.132781,0.468,0.58,6.883793,-8.391905,0.82029,523.4,489.04,79.29,13.951401,25,0.8,5,0.295119,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,22,3,-18.64,8.38,-27.02,0.310141,-6.213333,0.333333,8.38,-13.51,0.620281,481.36,481.36,27.02,5.314922,2,0.666667,2,-0.689859,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,01,2,45.31,45.31,0,inf,22.655,1.0,22.655,,,545.31,500.0,0.0,0.0,0,0.0,0,,thin_slice(얇은 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,21,6,3.56,16.15,-12.59,1.282764,0.593333,0.833333,3.23,-12.59,0.256553,503.56,499.28,12.59,2.459609,2,0.333333,1,0.282764,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,19,3,-3.88,2.98,-6.86,0.434402,-1.293333,0.333333,2.98,-3.43,0.868805,496.12,493.97,6.03,1.206,3,1.0,1,-0.643449,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,15,1,-10.67,0,-10.67,0.0,-10.67,0.0,,-10.67,,489.33,489.33,10.67,2.134,1,1.0,1,-1.0,thin_slice(얇은 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,10,1,22.25,22.25,0,inf,22.25,1.0,22.25,,,522.25,500.0,0.0,0.0,0,0.0,0,,thin_slice(얇은 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,02,1,22.14,22.14,0,inf,22.14,1.0,22.14,,,522.14,500.0,0.0,0.0,0,0.0,0,,thin_slice(얇은 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,03,1,22.26,22.26,0,inf,22.26,1.0,22.26,,,522.26,500.0,0.0,0.0,0,0.0,0,,thin_slice(얇은 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,07,1,27.93,27.93,0,inf,27.93,1.0,27.93,,,527.93,500.0,0.0,0.0,0,0.0,0,,thin_slice(얇은 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,16,60,296.19,685.53,-389.34,1.760749,4.9365,0.516667,22.113871,-13.425517,1.647152,796.19,482.58,67.53,10.327583,10,0.733333,4,4.386051,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,18,34,55.99,131.51,-75.52,1.741393,1.646765,0.558824,6.921579,-5.034667,1.374784,555.99,465.34,34.86,6.969212,28,0.852941,4,1.606139,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,17,51,44.05,205.55,-161.5,1.272755,0.863725,0.588235,6.851667,-7.690476,0.890929,544.05,500.0,53.72,9.471086,26,0.803922,5,0.819993,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,19,3,-3.86,3.12,-6.98,0.446991,-1.286667,0.333333,3.12,-3.49,0.893983,496.14,493.71,6.29,1.258,3,1.0,1,-0.613672,minor_negative_slice(작은 음수 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,close_hour_report,21,1,2.14,2.14,0,inf,2.14,1.0,2.14,,,502.14,500.0,0.0,0.0,0,0.0,0,,thin_slice(얇은 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,session_report,session_13_20_report_time,136,290.3,890.84,-600.54,1.483398,2.134559,0.536765,12.203288,-9.532381,1.280193,790.3,490.35,103.79,15.034185,27,0.852941,7,2.796994,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,session_report,session_21_23_report_time,9,-15.08,24.53,-39.61,0.619288,-1.675556,0.666667,4.088333,-13.203333,0.309644,484.92,484.92,35.33,6.790966,4,0.444444,2,-0.426833,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,session_report,session_00_06_report_time,4,89.71,89.71,0,inf,22.4275,1.0,22.4275,,,589.71,500.0,0.0,0.0,0,0.0,0,,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,session_report,session_07_12_report_time,2,50.18,50.18,0,inf,25.09,1.0,25.09,,,550.18,500.0,0.0,0.0,0,0.0,0,,thin_slice(얇은 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,session_report,session_13_20_report_time,148,392.37,1025.71,-633.34,1.619525,2.651149,0.547297,12.663086,-9.452836,1.339607,892.37,490.97,97.49,13.877975,30,0.824324,7,4.02472,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_02_s258_stc_2025h2_stress_ddcap,Tier A,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,session_report,session_21_23_report_time,1,2.14,2.14,0,inf,2.14,1.0,2.14,,,502.14,500.0,0.0,0.0,0,0.0,0,,thin_slice(얇은 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,direction,sell,86,389.64,822.01,-432.37,1.901173,4.530698,0.534884,17.869783,-10.80925,1.653194,889.64,480.33,66.2,9.386077,10,0.697674,5,5.885801,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267ca_01_s264_aih_2025h2_ddshape_guard,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,tier_only_total,direction,buy,65,25.47,233.25,-207.78,1.122582,0.391846,0.6,5.980769,-7.991538,0.748388,525.47,477.58,69.85,12.759622,34,0.846154,6,0.364639,measured_slice(측정 구간)
