split,trade_index,direction,open_time,close_time,hold_bars,net_profit,equity_after_trade,chronological_third,month,session_slice,volatility_regime,trend_regime,adx_bucket,spread_regime
validation_is,25,sell,2025-01-29T17:50:00,2025-01-29T18:05:00,3.0000000000,-2.9400000000,-1.8900000000,early,2025-01,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,26,buy,2025-01-30T18:30:00,2025-01-30T18:45:00,3.0000000000,0.0100000000,-1.8800000000,early,2025-01,mid,vol_high,downtrend,adx_20_25,spread_low
validation_is,27,sell,2025-01-31T21:50:00,2025-02-03T01:01:52,614.3733330000,93.6100000000,91.7300000000,early,2025-02,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,28,buy,2025-02-03T19:00:00,2025-02-03T19:10:00,2.0000000000,3.1800000000,94.9100000000,early,2025-02,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,29,buy,2025-02-03T21:15:00,2025-02-03T21:30:00,3.0000000000,-3.8700000000,91.0400000000,early,2025-02,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,30,buy,2025-02-04T17:10:00,2025-02-04T17:25:00,3.0000000000,0.7800000000,91.8200000000,early,2025-02,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,31,buy,2025-02-06T17:10:00,2025-02-06T17:25:00,3.0000000000,-8.5600000000,83.2600000000,early,2025-02,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,32,sell,2025-02-07T17:00:00,2025-02-07T17:00:09,0.0300000000,38.6500000000,121.9100000000,early,2025-02,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,33,sell,2025-02-07T17:50:00,2025-02-07T18:05:00,3.0000000000,21.3400000000,143.2500000000,early,2025-02,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,34,buy,2025-02-07T21:25:00,2025-02-07T21:40:00,3.0000000000,4.6900000000,147.9400000000,early,2025-02,late,vol_mid,downtrend,adx_gt25,spread_low
validation_is,35,sell,2025-02-11T16:50:00,2025-02-11T17:10:00,4.0000000000,-8.2300000000,139.7100000000,early,2025-02,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,36,buy,2025-02-11T17:15:00,2025-02-11T17:30:00,3.0000000000,13.7000000000,153.4100000000,early,2025-02,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,37,buy,2025-02-12T17:20:00,2025-02-12T17:35:00,3.0000000000,9.1100000000,162.5200000000,early,2025-02,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,38,sell,2025-02-14T16:40:00,2025-02-14T16:51:59,2.3966670000,-23.1300000000,139.3900000000,early,2025-02,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,39,sell,2025-02-18T17:50:00,2025-02-18T18:25:00,7.0000000000,-7.8800000000,131.5100000000,early,2025-02,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,40,sell,2025-02-19T16:35:00,2025-02-19T16:50:00,3.0000000000,19.2300000000,150.7400000000,early,2025-02,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,41,buy,2025-02-19T17:35:00,2025-02-19T17:50:00,3.0000000000,9.4700000000,160.2100000000,early,2025-02,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,42,sell,2025-02-20T16:35:00,2025-02-20T16:37:12,0.4400000000,-23.1600000000,137.0500000000,early,2025-02,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,43,sell,2025-02-20T17:50:00,2025-02-20T18:05:00,3.0000000000,1.3000000000,138.3500000000,early,2025-02,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,44,sell,2025-02-21T17:50:00,2025-02-21T18:05:00,3.0000000000,0.1600000000,138.5100000000,early,2025-02,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,45,sell,2025-02-21T21:50:00,2025-02-24T01:10:02,616.0066670000,-20.3800000000,118.1300000000,early,2025-02,late,vol_mid,downtrend,adx_gt25,spread_low
validation_is,46,sell,2025-02-24T17:50:00,2025-02-24T18:05:00,3.0000000000,-3.6300000000,114.5000000000,early,2025-02,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,47,sell,2025-02-25T16:35:00,2025-02-25T16:50:00,3.0000000000,24.0500000000,138.5500000000,early,2025-02,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,48,sell,2025-02-25T17:50:00,2025-02-25T18:05:00,3.0000000000,7.9300000000,146.4800000000,early,2025-02,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,49,sell,2025-02-25T21:50:00,2025-02-26T05:13:45,88.7500000000,-22.0800000000,124.4000000000,early,2025-02,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,50,sell,2025-02-26T16:35:00,2025-02-26T16:38:01,0.6033330000,-21.5900000000,102.8100000000,early,2025-02,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,51,buy,2025-02-26T17:15:00,2025-02-26T17:30:00,3.0000000000,-10.4400000000,92.3700000000,early,2025-02,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,52,buy,2025-02-26T19:00:00,2025-02-26T19:15:00,3.0000000000,13.4800000000,105.8500000000,early,2025-02,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,53,sell,2025-02-27T16:35:00,2025-02-27T16:43:22,1.6733330000,40.1800000000,146.0300000000,early,2025-02,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,54,sell,2025-02-27T21:50:00,2025-02-27T22:46:19,11.2633330000,43.3300000000,189.3600000000,early,2025-02,late,vol_mid,downtrend,adx_gt25,spread_low
validation_is,55,sell,2025-02-28T16:35:00,2025-02-28T16:35:35,0.1166670000,-23.9900000000,165.3700000000,early,2025-02,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,56,buy,2025-02-28T18:30:00,2025-02-28T18:45:00,3.0000000000,18.0100000000,183.3800000000,early,2025-02,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,57,sell,2025-02-28T21:50:00,2025-02-28T22:50:01,12.0033330000,-23.9600000000,159.4200000000,early,2025-02,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,58,sell,2025-03-03T16:35:00,2025-03-03T16:39:24,0.8800000000,44.8500000000,204.2700000000,early,2025-03,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,59,buy,2025-03-03T18:30:00,2025-03-03T18:45:00,3.0000000000,-7.8100000000,196.4600000000,early,2025-03,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,60,sell,2025-03-04T16:35:00,2025-03-04T16:36:41,0.3366670000,-24.8400000000,171.6200000000,early,2025-03,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,61,buy,2025-03-04T17:15:00,2025-03-04T17:30:00,3.0000000000,-6.8300000000,164.7900000000,early,2025-03,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,62,sell,2025-03-04T19:15:00,2025-03-04T19:28:30,2.7000000000,-23.8000000000,140.9900000000,early,2025-03,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,63,buy,2025-03-05T17:35:00,2025-03-05T17:50:00,3.0000000000,0.7100000000,141.7000000000,early,2025-03,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,64,buy,2025-03-05T18:30:00,2025-03-05T18:45:00,3.0000000000,-11.6400000000,130.0600000000,early,2025-03,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,65,sell,2025-03-06T16:35:00,2025-03-06T16:50:00,3.0000000000,-4.7500000000,125.3100000000,early,2025-03,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,66,sell,2025-03-06T21:50:00,2025-03-07T15:31:49,212.3633330000,-20.9000000000,104.4100000000,early,2025-03,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,67,sell,2025-03-07T19:15:00,2025-03-07T19:30:00,3.0000000000,-10.5400000000,93.8700000000,early,2025-03,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,68,buy,2025-03-07T21:15:00,2025-03-07T21:30:00,3.0000000000,14.7700000000,108.6400000000,early,2025-03,late,vol_high,downtrend,adx_20_25,spread_low
validation_is,69,sell,2025-03-10T18:15:00,2025-03-10T18:30:00,3.0000000000,8.7000000000,117.3400000000,early,2025-03,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,70,sell,2025-03-10T20:50:00,2025-03-10T22:59:46,25.9533330000,40.1700000000,157.5100000000,early,2025-03,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,71,buy,2025-03-12T17:50:00,2025-03-12T18:05:00,3.0000000000,-2.2500000000,155.2600000000,early,2025-03,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,72,sell,2025-03-12T18:10:00,2025-03-12T18:25:00,3.0000000000,16.4800000000,171.7400000000,early,2025-03,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,73,buy,2025-03-12T20:10:00,2025-03-12T20:25:00,3.0000000000,8.6500000000,180.3900000000,early,2025-03,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,74,sell,2025-03-13T18:10:00,2025-03-13T18:25:00,3.0000000000,-22.1700000000,158.2200000000,early,2025-03,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,75,buy,2025-03-13T20:25:00,2025-03-13T20:40:00,3.0000000000,18.2700000000,176.4900000000,early,2025-03,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,76,sell,2025-03-13T20:50:00,2025-03-13T23:01:53,26.3766670000,-23.3700000000,153.1200000000,early,2025-03,late,vol_high,downtrend,adx_20_25,spread_low
validation_is,77,buy,2025-03-17T17:30:00,2025-03-17T17:45:00,3.0000000000,6.4500000000,159.5700000000,early,2025-03,mid,vol_high,downtrend,adx_20_25,spread_low
validation_is,78,sell,2025-03-17T18:15:00,2025-03-17T18:30:00,3.0000000000,4.0400000000,163.6100000000,early,2025-03,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,79,buy,2025-03-17T20:10:00,2025-03-17T20:25:00,3.0000000000,8.8500000000,172.4600000000,early,2025-03,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,80,sell,2025-03-18T16:50:00,2025-03-18T17:05:00,3.0000000000,10.8200000000,183.2800000000,early,2025-03,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,81,sell,2025-03-18T20:50:00,2025-03-19T16:35:00,237.0000000000,-11.7600000000,171.5200000000,early,2025-03,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,82,sell,2025-03-19T20:50:00,2025-03-19T21:00:10,2.0333330000,-27.6400000000,143.8800000000,early,2025-03,late,vol_mid,downtrend,adx_20_25,spread_low
validation_is,83,sell,2025-03-20T20:50:00,2025-03-21T15:40:38,226.1266670000,43.6700000000,187.5500000000,early,2025-03,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,84,buy,2025-03-21T16:45:00,2025-03-21T17:00:00,3.0000000000,8.7600000000,196.3100000000,early,2025-03,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,85,buy,2025-03-24T16:35:00,2025-03-24T16:45:02,2.0066670000,47.1400000000,243.4500000000,early,2025-03,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,86,sell,2025-03-25T16:50:00,2025-03-25T16:56:24,1.2800000000,-26.0500000000,217.4000000000,early,2025-03,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,87,sell,2025-03-26T20:50:00,2025-03-27T16:33:28,236.6933330000,48.8300000000,266.2300000000,early,2025-03,late,vol_mid,downtrend,adx_gt25,spread_low
validation_is,88,sell,2025-03-27T16:50:00,2025-03-27T16:55:25,1.0833330000,-27.4000000000,238.8300000000,early,2025-03,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,89,buy,2025-03-28T16:40:00,2025-03-28T16:55:00,3.0000000000,-14.6700000000,224.1600000000,mid,2025-03,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,90,sell,2025-03-28T18:10:00,2025-03-28T18:25:00,3.0000000000,1.7500000000,225.9100000000,mid,2025-03,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,91,sell,2025-03-31T16:35:00,2025-03-31T16:50:00,3.0000000000,2.3600000000,228.2700000000,mid,2025-03,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,92,buy,2025-03-31T17:10:00,2025-03-31T17:25:00,3.0000000000,-16.7200000000,211.5500000000,mid,2025-03,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,93,buy,2025-04-01T17:25:00,2025-04-01T17:40:00,3.0000000000,15.3200000000,226.8700000000,mid,2025-04,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,94,buy,2025-04-03T18:30:00,2025-04-03T18:45:00,3.0000000000,18.6500000000,245.5200000000,mid,2025-04,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,95,sell,2025-04-03T19:15:00,2025-04-03T19:30:00,3.0000000000,-5.3700000000,240.1500000000,mid,2025-04,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,96,sell,2025-04-04T17:50:00,2025-04-04T18:01:28,2.2933330000,-26.0000000000,214.1500000000,mid,2025-04,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,97,sell,2025-04-04T21:50:00,2025-04-04T22:26:15,7.2500000000,-24.0200000000,190.1300000000,mid,2025-04,late,vol_high,downtrend,adx_20_25,spread_low
validation_is,98,sell,2025-04-07T16:35:00,2025-04-07T16:50:00,3.0000000000,-1.6100000000,188.5200000000,mid,2025-04,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,99,buy,2025-04-07T17:10:00,2025-04-07T17:12:47,0.5566670000,44.2800000000,232.8000000000,mid,2025-04,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,100,buy,2025-04-07T21:20:00,2025-04-07T21:35:00,3.0000000000,-12.3900000000,220.4100000000,mid,2025-04,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,101,buy,2025-04-08T17:10:00,2025-04-08T17:25:00,3.0000000000,-4.5800000000,215.8300000000,mid,2025-04,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,102,sell,2025-04-08T21:50:00,2025-04-08T22:36:17,9.2566670000,46.6100000000,262.4400000000,mid,2025-04,late,vol_high,downtrend,adx_20_25,spread_low
validation_is,103,buy,2025-04-09T17:20:00,2025-04-09T17:35:00,3.0000000000,9.4600000000,271.9000000000,mid,2025-04,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,104,buy,2025-04-09T18:30:00,2025-04-09T18:45:00,3.0000000000,-15.5900000000,256.3100000000,mid,2025-04,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,105,buy,2025-04-09T21:10:00,2025-04-09T21:25:00,3.0000000000,5.5500000000,261.8600000000,mid,2025-04,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,106,buy,2025-04-10T17:25:00,2025-04-10T17:40:00,3.0000000000,4.5700000000,266.4300000000,mid,2025-04,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,107,buy,2025-04-10T21:15:00,2025-04-10T21:30:00,3.0000000000,28.4200000000,294.8500000000,mid,2025-04,late,vol_high,downtrend,adx_20_25,spread_low
validation_is,108,buy,2025-04-11T17:10:00,2025-04-11T17:21:03,2.2100000000,-25.9000000000,268.9500000000,mid,2025-04,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,109,sell,2025-04-11T21:55:00,2025-04-14T01:01:00,613.2000000000,-64.9600000000,203.9900000000,mid,2025-04,late,vol_high,downtrend,adx_20_25,spread_low
validation_is,110,sell,2025-04-14T16:35:00,2025-04-14T16:40:15,1.0500000000,46.9600000000,250.9500000000,mid,2025-04,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,111,buy,2025-04-14T17:30:00,2025-04-14T17:45:00,3.0000000000,1.5400000000,252.4900000000,mid,2025-04,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,112,buy,2025-04-15T18:30:00,2025-04-15T18:45:00,3.0000000000,1.8700000000,254.3600000000,mid,2025-04,mid,vol_high,downtrend,adx_20_25,spread_low
validation_is,113,sell,2025-04-15T21:50:00,2025-04-16T01:01:00,38.2000000000,82.7000000000,337.0600000000,mid,2025-04,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,114,sell,2025-04-16T16:35:00,2025-04-16T16:50:00,3.0000000000,12.9000000000,349.9600000000,mid,2025-04,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,115,buy,2025-04-16T17:10:00,2025-04-16T17:25:00,3.0000000000,5.9400000000,355.9000000000,mid,2025-04,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,116,buy,2025-04-16T18:50:00,2025-04-16T19:05:00,3.0000000000,-10.8200000000,345.0800000000,mid,2025-04,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,117,sell,2025-04-16T21:50:00,2025-04-16T22:52:32,12.5066670000,-29.6600000000,315.4200000000,mid,2025-04,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,118,buy,2025-04-17T17:45:00,2025-04-17T17:50:00,1.0000000000,-1.0600000000,314.3600000000,mid,2025-04,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,119,sell,2025-04-17T19:10:00,2025-04-17T19:25:00,3.0000000000,-5.0800000000,309.2800000000,mid,2025-04,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,120,buy,2025-04-17T21:10:00,2025-04-17T21:25:00,3.0000000000,4.5800000000,313.8600000000,mid,2025-04,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,121,sell,2025-04-17T21:50:00,2025-04-21T01:05:25,903.0833330000,56.7700000000,370.6300000000,mid,2025-04,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,122,sell,2025-04-21T16:35:00,2025-04-21T16:37:03,0.4100000000,58.6800000000,429.3100000000,mid,2025-04,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,123,sell,2025-04-21T17:50:00,2025-04-21T18:05:00,3.0000000000,-1.1800000000,428.1300000000,mid,2025-04,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,124,sell,2025-04-21T19:10:00,2025-04-21T19:25:00,3.0000000000,-3.2100000000,424.9200000000,mid,2025-04,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,125,buy,2025-04-22T17:10:00,2025-04-22T17:25:00,3.0000000000,2.1500000000,427.0700000000,mid,2025-04,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,126,buy,2025-04-23T17:25:00,2025-04-23T17:40:00,3.0000000000,13.1000000000,440.1700000000,mid,2025-04,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,127,sell,2025-04-23T19:15:00,2025-04-23T19:30:00,3.0000000000,-1.8800000000,438.2900000000,mid,2025-04,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,128,buy,2025-04-23T21:15:00,2025-04-23T21:30:00,3.0000000000,-18.7000000000,419.5900000000,mid,2025-04,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,129,sell,2025-04-23T21:50:00,2025-04-24T08:57:39,133.5300000000,64.7600000000,484.3500000000,mid,2025-04,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,130,buy,2025-04-24T17:10:00,2025-04-24T17:25:00,3.0000000000,9.1600000000,493.5100000000,mid,2025-04,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,131,buy,2025-04-24T21:20:00,2025-04-24T21:35:00,3.0000000000,14.1300000000,507.6400000000,mid,2025-04,late,vol_mid,downtrend,adx_gt25,spread_low
validation_is,132,sell,2025-04-25T16:35:00,2025-04-25T16:50:00,3.0000000000,29.8800000000,537.5200000000,mid,2025-04,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,133,buy,2025-04-25T17:10:00,2025-04-25T17:22:33,2.5100000000,-36.3300000000,501.1900000000,mid,2025-04,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,134,buy,2025-04-25T18:40:00,2025-04-25T18:55:00,3.0000000000,10.4800000000,511.6700000000,mid,2025-04,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,135,sell,2025-04-28T16:35:00,2025-04-28T16:41:00,1.2000000000,-35.3200000000,476.3500000000,mid,2025-04,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,136,buy,2025-04-28T17:10:00,2025-04-28T17:25:00,3.0000000000,7.5300000000,483.8800000000,mid,2025-04,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,137,buy,2025-04-29T17:10:00,2025-04-29T17:25:00,3.0000000000,-24.9200000000,458.9600000000,mid,2025-04,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,138,buy,2025-04-29T18:35:00,2025-04-29T18:50:00,3.0000000000,16.0100000000,474.9700000000,mid,2025-04,mid,vol_high,downtrend,adx_20_25,spread_low
validation_is,139,buy,2025-04-29T21:15:00,2025-04-29T21:30:00,3.0000000000,4.4400000000,479.4100000000,mid,2025-04,late,vol_high,downtrend,adx_20_25,spread_low
validation_is,140,sell,2025-04-30T21:50:00,2025-04-30T22:50:05,12.0166670000,-34.5300000000,444.8800000000,mid,2025-04,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,141,sell,2025-05-01T17:50:00,2025-05-01T18:05:00,3.0000000000,-6.7100000000,438.1700000000,mid,2025-05,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,142,buy,2025-05-01T21:10:00,2025-05-01T21:25:00,3.0000000000,-12.9700000000,425.2000000000,mid,2025-05,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,143,sell,2025-05-02T16:50:00,2025-05-02T17:03:17,2.6566670000,-32.0700000000,393.1300000000,mid,2025-05,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,144,sell,2025-05-05T16:35:00,2025-05-05T16:50:00,3.0000000000,-13.1600000000,379.9700000000,mid,2025-05,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,145,buy,2025-05-05T17:20:00,2025-05-05T17:35:00,3.0000000000,-26.6300000000,353.3400000000,mid,2025-05,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,146,buy,2025-05-06T17:10:00,2025-05-06T17:25:00,3.0000000000,28.2600000000,381.6000000000,mid,2025-05,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,147,sell,2025-05-06T18:10:00,2025-05-06T18:25:00,3.0000000000,-19.6700000000,361.9300000000,mid,2025-05,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,148,sell,2025-05-06T19:15:00,2025-05-06T19:30:00,3.0000000000,39.6700000000,401.6000000000,mid,2025-05,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,149,sell,2025-05-07T16:35:00,2025-05-07T16:50:00,3.0000000000,11.6800000000,413.2800000000,mid,2025-05,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,150,buy,2025-05-07T17:25:00,2025-05-07T17:40:00,3.0000000000,0.0200000000,413.3000000000,mid,2025-05,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,151,sell,2025-05-08T16:35:00,2025-05-08T16:50:00,3.0000000000,19.5600000000,432.8600000000,mid,2025-05,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,152,sell,2025-05-08T17:50:00,2025-05-08T18:05:00,3.0000000000,16.5100000000,449.3700000000,mid,2025-05,early,vol_mid,downtrend,adx_gt25,spread_low
