artifact_slug,candidate_id,view_id,extra_cost_per_round_trip_account_ccy,net_profit_after_cost,profit_factor_after_cost,expectancy_after_cost,max_drawdown_after_cost,survives_pf_gt_1,stress_boundary
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,1.0,95.54,1.498786186,1.4698461538,49.275,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,2.0,30.54,1.1390425459,0.4698461538,61.16,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,3.0,-34.46,0.8627856972,-0.5301538462,83.3,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_bal,core56_no_top3_weight_features__l2_balanced_c025,old_session_parity,5.0,-164.46,0.4957071017,-2.5301538462,185.3,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,0.0,208.66,2.2885416988,2.7455263158,39.085,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,0.25,189.66,2.1216843599,2.4955263158,40.085,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,0.5,170.66,1.9678169393,2.2455263158,41.35,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,1.0,132.66,1.6947914212,1.7455263158,50.4,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,2.0,56.66,1.254909459,0.7455263158,69.4,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,3.0,-19.34,0.9247031341,-0.2544736842,88.4,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,raw_forward,5.0,-171.34,0.4975219215,-2.2544736842,175.905,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,0.0,202.4,2.3688624374,2.8507042254,39.085,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,0.25,184.65,2.1950682804,2.6007042254,40.085,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,0.5,166.9,2.0349745752,2.3507042254,41.085,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,1.0,131.4,1.7514583095,1.8507042254,43.085,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,2.0,60.4,1.2961364974,0.8507042254,55.71,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,3.0,-10.6,0.9549960728,-0.1492957746,72.71,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
c56_plain,core56_no_top3_weight_features__l2_plain_c025,old_session_parity,5.0,-152.6,0.5135092054,-2.1492957746,156.9,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,0.0,103.82,1.1662290252,0.3495622896,108.375,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,0.25,29.57,1.0448074432,0.0995622896,128.86,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,0.5,-44.68,0.9358861218,-0.1504377104,160.56,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,1.0,-193.18,0.7506244715,-0.6504377104,225.06,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,2.0,-490.18,0.4829624864,-1.6504377104,509.005,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,3.0,-787.18,0.314783623,-2.6504377104,801.455,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,raw_forward,5.0,-1381.18,0.1416097226,-4.6504377104,1388.155,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,0.0,143.065,1.7499344761,2.1038970588,43.05,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,0.25,126.065,1.6377548439,1.8538970588,44.05,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,0.5,109.065,1.5328822006,1.6038970588,45.535,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,1.0,75.065,1.3426530333,1.1038970588,54.535,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,2.0,7.065,1.0283456037,0.1038970588,72.535,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,3.0,-60.935,0.7848264416,-0.8961029412,112.95,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_bal,macro48_no_equity_breadth_or_top3__l2_balanced_c025,old_session_parity,5.0,-196.935,0.4560482813,-2.8961029412,223.425,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,0.0,123.41,1.1924507411,0.4127424749,99.275,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,0.25,48.66,1.0719913007,0.1627424749,121.875,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,0.5,-26.09,0.963383227,-0.0872575251,153.075,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,1.0,-175.59,0.7779337557,-0.5872575251,235.67,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,2.0,-474.59,0.5079546927,-1.5872575251,498.39,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,3.0,-773.59,0.3353181252,-2.5872575251,787.865,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,raw_forward,5.0,-1371.59,0.1520309119,-4.5872575251,1378.565,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,0.0,235.75,2.7395314518,3.3678571429,31.325,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,0.25,218.25,2.5374049028,3.1178571429,32.325,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,0.5,200.75,2.3499428418,2.8678571429,33.325,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,1.0,165.75,2.0215086898,2.3678571429,35.325,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,2.0,95.75,1.5009548225,1.3678571429,39.325,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,3.0,25.75,1.1158422746,0.3678571429,51.46,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
m48_plain,macro48_no_equity_breadth_or_top3__l2_plain_c025,old_session_parity,5.0,-114.25,0.6141180444,-1.6321428571,123.4,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,0.0,93.24,1.1326362957,0.3047058824,138.575,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,0.25,16.74,1.0226226916,0.0547058824,153.525,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,0.5,-59.76,0.9232754304,-0.1952941176,175.71,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,1.0,-212.76,0.752503926,-0.6952941176,277.36,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,2.0,-518.76,0.502324042,-1.6952941176,536.32,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,3.0,-824.76,0.3413459619,-2.6952941176,830.295,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,raw_forward,5.0,-1436.76,0.1648030972,-4.6952941176,1436.76,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,0.0,84.03,1.4258348959,1.3553225806,54.285,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,0.25,68.53,1.3363765768,1.1053225806,58.285,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,0.5,53.03,1.2521575807,0.8553225806,62.695,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,1.0,22.03,1.0982517171,0.3553225806,71.695,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,2.0,-39.97,0.8425106878,-0.6446774194,89.695,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,3.0,-101.97,0.6459928136,-1.6446774194,116.87,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_bal,us100_technical42_no_external__l2_balanced_c025,old_session_parity,5.0,-225.97,0.3804118341,-3.6446774194,236.87,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,0.0,125.275,1.1830903577,0.389052795,90.2,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,0.25,44.775,1.0620999563,0.139052795,105.45,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,0.5,-35.725,0.9529881631,-0.110947205,120.7,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,1.0,-196.725,0.7660848266,-0.610947205,234.255,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,2.0,-518.725,0.4936847859,-1.610947205,532.46,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,3.0,-840.725,0.3204258226,-2.610947205,846.26,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,raw_forward,5.0,-1484.725,0.1399454908,-4.610947205,1484.725,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,0.0,146.9,1.749508916,2.0690140845,51.26,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,0.25,129.15,1.6370070779,1.8190140845,54.01,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,0.5,111.4,1.5317549345,1.5690140845,56.76,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,1.0,75.9,1.340290076,1.0690140845,62.26,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,2.0,4.9,1.0194718751,0.0690140845,73.26,True,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,3.0,-66.1,0.7664682294,-0.9309859155,92.31,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
u42_plain,us100_technical42_no_external__l2_plain_c025,old_session_parity,5.0,-208.1,0.4161464544,-2.9309859155,219.15,False,score_proxy_synthetic_round_trip_cost_not_mt5_no_threshold_or_lot_repair
