candidate_id,rule_kind,rule_definition,features,side,train_rank_score,train_net_profit,train_profit_factor,train_expectancy,train_win_rate,train_max_drawdown_percent,train_max_monthly_drawdown_percent,train_underwater_ratio,train_max_loss_streak,train_equity_trend_r2,train_trade_count,train_days_in_scope,train_trades_per_day,train_dd_risk
f20b_pair_0032,pair(쌍),vortex_indicator >= q70 & rsi_50 >= q80,vortex_indicator|rsi_50,long(롱),1.1728245480303405,1.610489313133296,1.3285509593464866,0.00038100054722812777,0.5831559025313461,26.486567842970377,21.471026058684707,0.8646794416844098,43,0.8450859323687107,4227,573,7.37696335078534,26.486567842970377
f20b_pair_0072,pair(쌍),vortex_indicator >= q80 & roc_12 >= q80,vortex_indicator|roc_12,long(롱),1.1629486651494434,1.6916883520368038,1.3297679419737314,0.00042687064144254446,0.559929346454706,28.687054824725855,27.571528033544535,0.8879636638909917,19,0.9423309166829948,3963,573,6.9162303664921465,28.687054824725855
f20b_pair_0044,pair(쌍),vortex_indicator >= q70 & di_spread_14 >= q80,vortex_indicator|di_spread_14,long(롱),1.1602726541322306,1.6783980791413722,1.269585031695197,0.0003295499860870552,0.5676418613783625,26.730488664279285,26.730488664279285,0.8749263695268015,18,0.9511833524527994,5093,573,8.888307155322861,26.730488664279285
f20b_pair_0115,pair(쌍),roc_12 >= q80 & close_ema20_ratio >= q70,roc_12|close_ema20_ratio,long(롱),1.1597301975687433,2.061382668866794,1.288427722486068,0.0003949008944189261,0.5553639846743295,35.80276658809455,35.441204751413565,0.8952107279693486,28,0.9415569529356074,5220,573,9.109947643979057,35.80276658809455
f20b_pair_0384,pair(쌍),usdx_zscore_20 <= q30 & trix_15 >= q80,usdx_zscore_20|trix_15,long(롱),1.1562579628988792,1.0832280057433616,1.4047599319792496,0.00045552060796608985,0.5798990748528174,16.320688782130212,13.079947774354661,0.836417157275021,25,0.9388279119500664,2378,573,4.150087260034904,16.320688782130212
f20b_pair_0175,pair(쌍),rsi_50 >= q80 & close_ema50_ratio >= q80,rsi_50|close_ema50_ratio,long(롱),1.1549825656582478,1.6898716254865453,1.2966922593723407,0.00036760313802187196,0.5845116380247988,27.94418238430334,27.94418238430335,0.8673047639765065,45,0.8865707733077979,4597,573,8.022687609075044,27.94418238430335
f20b_pair_0643,pair(쌍),ema9_ema20_diff >= q80 & ema20_ema50_diff >= q90,ema9_ema20_diff|ema20_ema50_diff,long(롱),1.146678311336852,1.1695522490495422,1.4232095891239802,0.0004934819616242794,0.5843881856540084,19.031995449329674,14.065233610706207,0.8675105485232067,30,0.8663473041131408,2370,573,4.136125654450262,19.031995449329674
f20b_pair_0284,pair(쌍),close_ema20_ratio >= q70 & trix_15 >= q80,close_ema20_ratio|trix_15,long(롱),1.1437836703952915,1.5290281779359054,1.3164277043352248,0.0003938763982318149,0.5814013395157136,25.196429294158275,25.196429294158275,0.859866048428645,35,0.9650511802668952,3882,573,6.774869109947644,25.196429294158275
f20b_pair_0689,pair(쌍),rsi_14_minus_50 >= q70 & ema20_ema50_diff >= q90,rsi_14_minus_50|ema20_ema50_diff,long(롱),1.138290210043906,1.160661925606989,1.4321641361078827,0.0004874682593897476,0.5913481730365393,19.206231755891643,15.180840711372301,0.8492230155396892,29,0.8675639890511623,2381,573,4.155322862129145,19.206231755891643
f20b_pair_0710,pair(쌍),rsi_14 >= q70 & ema20_ema50_diff >= q90,rsi_14|ema20_ema50_diff,long(롱),1.138290210043906,1.160661925606989,1.4321641361078827,0.0004874682593897476,0.5913481730365393,19.206231755891643,15.180840711372301,0.8492230155396892,29,0.8675639890511623,2381,573,4.155322862129145,19.206231755891643
f20b_pair_0721,pair(쌍),close_ema50_ratio >= q90 & trix_15 >= q80,close_ema50_ratio|trix_15,long(롱),1.1294153212658515,1.3014744853724391,1.3902892415023533,0.0005099821651145921,0.5928683385579937,22.041817408233932,22.041817408233932,0.8307210031347962,22,0.9587547244581414,2552,573,4.453752181500873,22.041817408233932
f20b_pair_0680,pair(쌍),rsi_14_minus_50 >= q70 & trix_15 >= q80,rsi_14_minus_50|trix_15,long(롱),1.1282921848767138,1.5492957712616546,1.304446543179961,0.00036704472192884496,0.5754560530679934,25.82358435650114,25.82358435650114,0.8678038379530917,37,0.9336159034704281,4221,573,7.366492146596858,25.82358435650114
f20b_pair_0701,pair(쌍),rsi_14 >= q70 & trix_15 >= q80,rsi_14|trix_15,long(롱),1.1282921848767138,1.5492957712616546,1.304446543179961,0.00036704472192884496,0.5754560530679934,25.82358435650114,25.82358435650114,0.8678038379530917,37,0.9336159034704281,4221,573,7.366492146596858,25.82358435650114
f20b_pair_0325,pair(쌍),di_spread_14 >= q70 & trix_15 >= q90,di_spread_14|trix_15,long(롱),1.1277340246805525,1.2539336675112573,1.439296986749353,0.0005313278252166345,0.5838983050847457,22.007244788836612,22.007244788836612,0.8322033898305085,26,0.9220041011931264,2360,573,4.118673647469459,22.007244788836612
f20b_pair_0036,pair(쌍),vortex_indicator >= q70 & vix_zscore_20 <= q30,vortex_indicator|vix_zscore_20,long(롱),1.127715461611885,1.7504441864642226,1.2926726632176577,0.000366354999259988,0.5535789033068229,30.129827520433917,20.25284516239325,0.8850983675177899,28,0.9065422801603019,4778,573,8.338568935427574,30.129827520433917
f20b_pair_0155,pair(쌍),rsi_50 >= q80 & di_spread_14 >= q70,rsi_50|di_spread_14,long(롱),1.1187869795885341,1.6492159896623133,1.2858611455803384,0.00034258745111389975,0.5799750727046116,27.910036503222948,26.651193617085934,0.8757789779808891,48,0.8554651929696538,4814,573,8.401396160558464,27.910036503222948
f20b_pair_0167,pair(쌍),rsi_50 >= q80 & rsi_14_minus_50 >= q70,rsi_50|rsi_14_minus_50,long(롱),1.1170795820729182,1.6662442859805677,1.273225597781397,0.0003270993886887648,0.580290537887711,27.983057091253194,25.04357079552787,0.8828032979976443,48,0.8026194234615285,5094,573,8.890052356020943,27.983057091253194
f20b_pair_0168,pair(쌍),rsi_50 >= q80 & rsi_14 >= q70,rsi_50|rsi_14,long(롱),1.1170795820729182,1.6662442859805677,1.273225597781397,0.0003270993886887648,0.580290537887711,27.983057091253194,25.04357079552787,0.8828032979976443,48,0.8026194234615285,5094,573,8.890052356020943,27.983057091253194
f20b_pair_0417,pair(쌍),bb_position_20 >= q70 & trix_15 >= q80,bb_position_20|trix_15,long(롱),1.1158017493774472,1.3120225140538975,1.3713079378247621,0.0004289056927276553,0.5900621118012422,22.249221497111872,21.29679749653728,0.8391631252043151,26,0.9630393846251901,3059,573,5.338568935427574,22.249221497111872
f20b_pair_0056,pair(쌍),vortex_indicator >= q70 & close_ema50_ratio >= q80,vortex_indicator|close_ema50_ratio,long(롱),1.1076489778699796,1.6464786115377046,1.2799362707455209,0.0003553806629695024,0.5771638247355925,28.051544054441525,27.809219138926522,0.8676883229009281,24,0.9656913520635652,4633,573,8.085514834205934,28.051544054441525
f20b_pair_0059,pair(쌍),vortex_indicator >= q70 & ema9_ema20_diff >= q70,vortex_indicator|ema9_ema20_diff,long(롱),1.1057992701729737,1.9084913788267581,1.2276533406017511,0.00028061922935255964,0.5512424643434789,32.375969670513804,31.72789950764444,0.8978091457138656,25,0.9502559575891142,6801,573,11.86910994764398,32.375969670513804
f20b_pair_0309,pair(쌍),di_spread_14 >= q70 & ema9_ema20_diff >= q80,di_spread_14|ema9_ema20_diff,long(롱),1.1037473917032214,1.8230357396948298,1.2783420264352736,0.00034910680576308496,0.5654921486020682,32.22819857629232,32.22819857629232,0.8766756032171582,23,0.9213831400102925,5222,573,9.113438045375219,32.22819857629232
f20b_pair_0658,pair(쌍),close_ema20_ratio >= q80 & trix_15 >= q80,close_ema20_ratio|trix_15,long(롱),1.0986714097742183,1.3965848748889533,1.3655266975799478,0.0004561021799114805,0.5858915741345526,24.716001802379274,24.716001802379274,0.8383409536250817,26,0.9732139055163385,3062,573,5.343804537521815,24.716001802379274
f20b_pair_0073,pair(쌍),vortex_indicator >= q80 & rsi_50 >= q80,vortex_indicator|rsi_50,long(롱),1.090720084819081,1.295705990258653,1.3357585293570382,0.00039109749177743824,0.5840627829761545,21.735921105992738,19.613609364015826,0.8614548747358889,38,0.8744572361568043,3313,573,5.781849912739965,21.735921105992738
f20b_pair_0211,pair(쌍),roc_12 >= q70 & trix_15 >= q80,roc_12|trix_15,long(롱),1.0901816236598099,1.4331221762957238,1.3536282158917436,0.00043153332619564103,0.5865703101475459,25.588833503570818,25.588833503570818,0.8446251129177959,30,0.963280449466748,3321,573,5.795811518324608,25.588833503570818
f20b_pair_0192,pair(쌍),roc_12 >= q70 & close_ema20_ratio >= q70,roc_12|close_ema20_ratio,long(롱),1.0895157098529535,2.2091290156296237,1.2383973840642715,0.00031672100582503566,0.5548387096774193,40.220103652942086,40.220103652942086,0.9005017921146954,29,0.9306349840900819,6975,573,12.172774869109947,40.220103652942086
f20b_pair_0152,pair(쌍),rsi_50 >= q80 & roc_12 >= q70,rsi_50|roc_12,long(롱),1.0889323009579364,1.5710853429261897,1.330041009331287,0.0004036704375452697,0.5853031860226104,28.379023809155214,21.75493412095033,0.8602261048304214,45,0.8327900120783992,3892,573,6.792321116928447,28.379023809155214
f20b_pair_0084,pair(쌍),vortex_indicator >= q80 & di_spread_14 >= q90,vortex_indicator|di_spread_14,long(롱),1.08667581269217,1.0387969368153922,1.3346770079413395,0.0004094587847124132,0.5794245171462357,15.517424263866397,15.517424263866408,0.861647615293654,18,0.901331965955803,2537,573,4.4275741710296685,15.517424263866408
f20b_pair_0154,pair(쌍),rsi_50 >= q80 & close_ema20_ratio >= q70,rsi_50|close_ema20_ratio,long(롱),1.0805960098051481,1.5661279163248172,1.2805373855807587,0.00034710281833440096,0.581781914893617,27.11813349777683,24.632076053688223,0.8794326241134752,48,0.8426133133767301,4512,573,7.87434554973822,27.11813349777683
f20b_pair_0088,pair(쌍),vortex_indicator >= q80 & close_ema20_ratio >= q80,vortex_indicator|close_ema20_ratio,long(롱),1.0783939110713654,1.5674949075916498,1.3065302425835756,0.00039553240161283113,0.5644713600807469,27.982030143875825,26.47173737673436,0.8713096139288418,23,0.9655170747145765,3963,573,6.9162303664921465,27.982030143875825
f20b_pair_0233,pair(쌍),vortex_indicator >= q90 & bb_position_20 >= q70,vortex_indicator|bb_position_20,long(롱),1.0765696684964772,1.1337922815091726,1.3853133144641765,0.00042448232179302604,0.577311868214152,19.178929880217265,18.52202715199416,0.8614751029576937,18,0.843754714313784,2671,573,4.661431064572426,19.178929880217265
f20b_pair_0061,pair(쌍),vortex_indicator >= q70 & close_ema50_ratio >= q70,vortex_indicator|close_ema50_ratio,long(롱),1.0745885404337867,1.7618222463953876,1.2273460725249392,0.0002844860724035827,0.55788793799451,30.245462020794434,29.576974286940004,0.8973034070725012,25,0.955569911986963,6193,573,10.808027923211169,30.245462020794434
f20b_pair_0165,pair(쌍),rsi_50 >= q80 & ema9_ema20_diff >= q80,rsi_50|ema9_ema20_diff,long(롱),1.0703097276292923,1.4293279945335167,1.2971355028694118,0.0003601229515075628,0.581002771478962,24.644776910720843,22.11576001680413,0.872511967750063,43,0.8619195774108093,3969,573,6.9267015706806285,24.644776910720843
f20b_pair_0282,pair(쌍),close_ema20_ratio >= q70 & vix_zscore_20 <= q20,close_ema20_ratio|vix_zscore_20,long(롱),1.0685154915047197,1.386452139544308,1.2809843653527069,0.0003798499012450159,0.5556164383561644,23.2428219934371,23.24282199343711,0.8887671232876713,25,0.949478916187564,3650,573,6.369982547993019,23.24282199343711
f20b_pair_0512,pair(쌍),rsi_14 >= q80 & ema9_ema20_diff >= q70,rsi_14|ema9_ema20_diff,long(롱),1.0649473561623874,1.5971465332185524,1.245063199754245,0.000295057552783771,0.5680768520229078,27.34547743827195,26.99393604062128,0.8871235913541474,20,0.9313794218588282,5413,573,9.44677137870855,27.34547743827195
f20b_pair_0539,pair(쌍),rsi_14_minus_50 >= q80 & ema9_ema20_diff >= q70,rsi_14_minus_50|ema9_ema20_diff,long(롱),1.0649473561623874,1.5971465332185524,1.245063199754245,0.000295057552783771,0.5680768520229078,27.34547743827195,26.99393604062128,0.8871235913541474,20,0.9313794218588282,5413,573,9.44677137870855,27.34547743827195
f20b_pair_0040,pair(쌍),vortex_indicator >= q70 & rsi_50 >= q90,vortex_indicator|rsi_50,long(롱),1.0644196776773025,1.1012141966099125,1.423681618773749,0.0004533611348743979,0.5957184026348291,19.45789979131771,15.66050697858109,0.8534376286537669,19,0.8100966681949568,2429,573,4.239092495636998,19.45789979131771
f20b_pair_0055,pair(쌍),vortex_indicator >= q70 & ppo_hist_12_26_9 >= q80,vortex_indicator|ppo_hist_12_26_9,long(롱),1.063821939654833,1.609556315858226,1.2805029574623104,0.0003925747111849332,0.5485365853658537,28.747868338329685,28.62576873041932,0.9029268292682927,33,0.865814696868353,4100,573,7.155322862129145,28.747868338329685
f20b_pair_0119,pair(쌍),roc_12 >= q80 & bb_position_20 >= q70,roc_12|bb_position_20,long(롱),1.0635821340282152,1.809300882417621,1.2695897004516967,0.00036477840371323007,0.55625,33.19496711806632,33.03842871850422,0.898991935483871,26,0.9394058165761854,4960,573,8.656195462478186,33.19496711806632
f20b_pair_0230,pair(쌍),vortex_indicator >= q90 & di_spread_14 >= q70,vortex_indicator|di_spread_14,long(롱),1.058217944397282,1.2172394604833674,1.3929624660367201,0.0004376984755423831,0.5789284430061129,22.045740475471632,21.41213879607813,0.8590435095289464,23,0.8428935688630133,2781,573,4.853403141361256,22.045740475471632
f20b_pair_0176,pair(쌍),rsi_50 >= q80 & ema20_ema50_spread_zscore_50 >= q70,rsi_50|ema20_ema50_spread_zscore_50,long(롱),1.0524060476659838,1.4147786804484181,1.3006580580831315,0.00036576491221520634,0.5757497414684591,24.970215065002854,21.889979797694693,0.8779731127197518,42,0.8814729480206767,3868,573,6.7504363001745205,24.970215065002854
f20b_pair_0229,pair(쌍),vortex_indicator >= q90 & close_ema20_ratio >= q70,vortex_indicator|close_ema20_ratio,long(롱),1.0522761718979008,1.2113849099829495,1.3896733944200468,0.000435749967619766,0.5751798561151079,21.995961226965164,21.361954948571615,0.8593525179856115,22,0.8460963144386221,2780,573,4.851657940663176,21.995961226965164
f20b_pair_0085,pair(쌍),vortex_indicator >= q80 & di_spread_14 >= q80,vortex_indicator|di_spread_14,long(롱),1.052094947158309,1.3455597242406863,1.2655486398905602,0.00032407507809265084,0.5645472061657033,22.37105707053807,22.113039140597046,0.8771676300578035,28,0.9472077605224279,4152,573,7.2460732984293195,22.37105707053807
f20b_single_0006,single(단일),vortex_indicator >= q90,vortex_indicator,long(롱),1.048522402508773,1.232877289541682,1.380267597576993,0.00042178490918292233,0.5754361956893602,22.45902177142456,21.828779186515114,0.8679438932603489,23,0.842130157021572,2923,573,5.101221640488657,22.45902177142456
f20b_pair_0337,pair(쌍),vix_zscore_20 <= q30 & ppo_hist_12_26_9 >= q70,vix_zscore_20|ppo_hist_12_26_9,long(롱),1.0479147808316127,1.6041040812277085,1.2545484275071923,0.00034482030980819187,0.5505159071367154,28.40820435923337,27.793092293623445,0.8845657781599312,32,0.9437687753283129,4652,573,8.118673647469459,28.40820435923337
f20b_pair_0629,pair(쌍),ema9_ema20_diff >= q80 & close_ema20_ratio >= q80,ema9_ema20_diff|close_ema20_ratio,long(롱),1.0473690574769365,1.6630959922260524,1.2989199754356717,0.0003937253769474556,0.5757575757575758,31.25057141889065,31.127984787013908,0.8664772727272727,20,0.9669819696577254,4224,573,7.371727748691099,31.25057141889065
f20b_pair_0322,pair(쌍),di_spread_14 >= q70 & ema9_ema20_diff >= q70,di_spread_14|ema9_ema20_diff,long(롱),1.0456118418141622,2.0386740785411446,1.2328348783786056,0.000291197554426674,0.556634766461934,38.07421662920662,38.07421662920662,0.9092986716183402,31,0.9077112615830359,7001,573,12.218150087260035,38.07421662920662
f20b_pair_0113,pair(쌍),roc_12 >= q80 & rsi_50 >= q80,roc_12|rsi_50,long(롱),1.0427524931043712,1.3166922869696385,1.3526394902835293,0.0004538753143638878,0.58290244743192,24.159783758552976,19.91613422191456,0.8638400551533953,40,0.8348331023298503,2901,573,5.06282722513089,24.159783758552976
f20b_pair_0236,pair(쌍),vortex_indicator >= q90 & rsi_14 >= q80,vortex_indicator|rsi_14,long(롱),1.0421196221551838,1.147185525117651,1.3985229844785587,0.0004449905062519981,0.582622187742436,20.790425402799507,20.14662069225588,0.8549262994569433,22,0.8417377112734826,2578,573,4.49912739965096,20.790425402799507
f20b_pair_0237,pair(쌍),vortex_indicator >= q90 & rsi_14_minus_50 >= q80,vortex_indicator|rsi_14_minus_50,long(롱),1.0421196221551838,1.147185525117651,1.3985229844785587,0.0004449905062519981,0.582622187742436,20.790425402799507,20.14662069225588,0.8549262994569433,22,0.8417377112734826,2578,573,4.49912739965096,20.790425402799507
f20b_pair_0254,pair(쌍),vortex_indicator >= q90 & ema9_ema20_diff >= q70,vortex_indicator|ema9_ema20_diff,long(롱),1.0406207940781067,1.2223204999891335,1.3904768249673876,0.0004370112620626148,0.5763317840543439,22.665277065179833,22.03671089540541,0.8677154093671792,23,0.8412579304196716,2797,573,4.881326352530541,22.665277065179833
f20b_pair_0473,pair(쌍),rsi_50 >= q90 & rsi_14_minus_50 >= q70,rsi_50|rsi_14_minus_50,long(롱),1.0370727317038386,1.149349601348376,1.378966560676857,0.00040931253609272647,0.5943732193732194,20.565159382462628,18.5684347416771,0.8682336182336182,19,0.8493342830271767,2808,573,4.900523560209424,20.565159382462628
f20b_pair_0474,pair(쌍),rsi_50 >= q90 & rsi_14 >= q70,rsi_50|rsi_14,long(롱),1.0370727317038386,1.149349601348376,1.378966560676857,0.00040931253609272647,0.5943732193732194,20.565159382462628,18.5684347416771,0.8682336182336182,19,0.8493342830271767,2808,573,4.900523560209424,20.565159382462628
f20b_pair_0578,pair(쌍),di_spread_14 >= q80 & ema9_ema20_diff >= q80,di_spread_14|ema9_ema20_diff,long(롱),1.0347003899806486,1.5346326218525732,1.2859934658976524,0.0003553212831332654,0.5723547117388285,28.146840251847237,28.146840251847237,0.8675619356332485,19,0.9211235597956613,4319,573,7.537521815008726,28.146840251847237
f20b_pair_0132,pair(쌍),roc_12 >= q80 & vix_zscore_20 <= q20,roc_12|vix_zscore_20,long(롱),1.034080932813685,1.195926349399746,1.3355671870798465,0.0004745739481745024,0.5642857142857143,20.89197256691454,20.891972566914554,0.8690476190476191,21,0.9438944075659013,2520,573,4.397905759162303,20.891972566914554
f20b_pair_0277,pair(쌍),close_ema20_ratio >= q70 & ema9_ema20_diff >= q80,close_ema20_ratio|ema9_ema20_diff,long(롱),1.0333657066824213,1.6965327192813584,1.2558093922333773,0.00033051484887616566,0.5645821157218002,31.23461247702355,31.23461247702355,0.8827196571205922,21,0.9396464172825729,5133,573,8.958115183246074,31.23461247702355
f20b_pair_0089,pair(쌍),vortex_indicator >= q80 & rsi_14_minus_50 >= q70,vortex_indicator|rsi_14_minus_50,long(롱),1.0330540536258872,1.5771492696025717,1.260868513120022,0.0003096092009427899,0.558303886925795,28.49900878956856,26.999557609754767,0.883784844915587,31,0.9478753373478561,5094,573,8.890052356020943,28.49900878956856
