record_view,tier_scope,split,status,route_role,net_profit,profit_factor,trade_count,expectancy,max_drawdown_amount,max_drawdown_percent,recovery_factor,order_attempt_count,fill_count,reject_count,skip_count,feature_ready_count,model_ok_count,queue_id,candidate_id,candidate_alias,candidate_role,test_id,feature_family,model_materialization_type,materialization_boundary
mt5_ta_s264_lc_abl_gate_variant_rule_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1700.94,1.47,400,4.25,504.65,19.42,3.37,723,723,0,59283,11651,11651,run267W_06_s264_lc_abl_gate_variant_rule,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,source_feature_gate,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s264_lc_abl_gate_variant_rule_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1700.94,1.47,400,4.25,504.65,19.42,3.37,723,723,0,59283,11651,11651,run267W_06_s264_lc_abl_gate_variant_rule,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,source_feature_gate,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s264_lc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1166.55,1.51,330,3.53,363.52,18.28,3.21,598,598,0,59283,11651,11651,run267W_07_s264_lc_abl_trend_strength_direction,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,trend_strength_direction,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s264_lc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1166.55,1.51,330,3.53,363.52,18.28,3.21,598,598,0,59283,11651,11651,run267W_07_s264_lc_abl_trend_strength_direction,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,trend_strength_direction,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s264_lc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1108.83,1.46,343,3.23,318.85,16.92,3.48,618,618,0,59283,11651,11651,run267W_08_s264_lc_rep_trend_strength_adx,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength(추세 강도),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s264_lc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1108.83,1.46,343,3.23,318.85,16.92,3.48,618,618,0,59283,11651,11651,run267W_08_s264_lc_rep_trend_strength_adx,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength(추세 강도),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s264_lc_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1204.36,1.51,330,3.65,382.62,18.86,3.15,598,598,0,59283,11651,11651,run267W_09_s264_lc_rep_volatility_atr,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_risk(변동성 위험),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s264_lc_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1204.36,1.51,330,3.65,382.62,18.86,3.15,598,598,0,59283,11651,11651,run267W_09_s264_lc_rep_volatility_atr,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_risk(변동성 위험),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s262_lih_abl_gate_rank_bucket_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,34.85,1.06,167,0.21,138.22,22.36,0.25,311,311,0,59283,11651,11651,run267W_10_s262_lih_abl_gate_rank_bucket,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_gate_rank_bucket,source_feature_rank_bucket,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s262_lih_abl_gate_rank_bucket_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,34.85,1.06,167,0.21,138.22,22.36,0.25,311,311,0,59283,11651,11651,run267W_10_s262_lih_abl_gate_rank_bucket,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_gate_rank_bucket,source_feature_rank_bucket,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s262_lih_abl_ma_trend_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,834.52,1.41,309,2.7,302.56,19.05,2.76,566,566,0,59283,11651,11651,run267W_11_s262_lih_abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,moving_average_trend,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s262_lih_abl_ma_trend_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,834.52,1.41,309,2.7,302.56,19.05,2.76,566,566,0,59283,11651,11651,run267W_11_s262_lih_abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,moving_average_trend,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s262_lih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1111.75,1.46,343,3.24,400.75,20.34,2.77,616,616,0,59283,11651,11651,run267W_12_s262_lih_abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,trend_strength_direction,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s262_lih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1111.75,1.46,343,3.24,400.75,20.34,2.77,616,616,0,59283,11651,11651,run267W_12_s262_lih_abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,trend_strength_direction,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1116.28,1.52,331,3.37,331.03,17.88,3.37,596,596,0,59283,11651,11651,run267W_13_s262_lih_rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1116.28,1.52,331,3.37,331.03,17.88,3.37,596,596,0,59283,11651,11651,run267W_13_s262_lih_rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1259.93,1.53,325,3.88,343.94,16.85,3.66,586,586,0,59283,11651,11651,run267W_14_s262_lih_rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1259.93,1.53,325,3.88,343.94,16.85,3.66,586,586,0,59283,11651,11651,run267W_14_s262_lih_rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1093.77,1.53,290,3.77,349.69,18.4,3.13,523,523,0,59283,11651,11651,run267W_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1093.77,1.53,290,3.77,349.69,18.4,3.13,523,523,0,59283,11651,11651,run267W_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1237.02,1.5,329,3.76,446.9,20.98,2.77,596,596,0,59283,11651,11651,run267W_16_s264_aia_abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1237.02,1.5,329,3.76,446.9,20.98,2.77,596,596,0,59283,11651,11651,run267W_16_s264_aia_abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s264_aia_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1275.28,1.53,330,3.86,410.14,19.17,3.11,601,601,0,59283,11651,11651,run267W_17_s264_aia_abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,session_timing,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s264_aia_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1275.28,1.53,330,3.86,410.14,19.17,3.11,601,601,0,59283,11651,11651,run267W_17_s264_aia_abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,session_timing,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s264_aia_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1390.83,1.56,332,4.19,332.36,15.44,4.18,601,601,0,59283,11651,11651,run267W_18_s264_aia_rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength(추세 강도),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s264_aia_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1390.83,1.56,332,4.19,332.36,15.44,4.18,601,601,0,59283,11651,11651,run267W_18_s264_aia_rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength(추세 강도),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s264_aia_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1191.32,1.53,339,3.51,308.67,16.07,3.86,609,609,0,59283,11651,11651,run267W_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_risk(변동성 위험),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s264_aia_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1191.32,1.53,339,3.51,308.67,16.07,3.86,609,609,0,59283,11651,11651,run267W_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_risk(변동성 위험),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s258_stc_abl_price_return_range_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1002.4,1.46,315,3.18,330.81,19.01,3.03,568,568,0,59283,11651,11651,run267W_20_s258_stc_abl_price_return_range,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,price_return_range,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s258_stc_abl_price_return_range_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1002.4,1.46,315,3.18,330.81,19.01,3.03,568,568,0,59283,11651,11651,run267W_20_s258_stc_abl_price_return_range,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,price_return_range,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s258_stc_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1393.91,1.5,336,4.15,423.48,18.57,3.29,606,606,0,59283,11651,11651,run267W_21_s258_stc_abl_volatility_bandwidth,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_bandwidth,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s258_stc_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1393.91,1.5,336,4.15,423.48,18.57,3.29,606,606,0,59283,11651,11651,run267W_21_s258_stc_abl_volatility_bandwidth,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_bandwidth,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s258_stc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,906.92,1.38,325,2.79,360.86,21.43,2.51,588,588,0,59283,11651,11651,run267W_22_s258_stc_abl_trend_strength_direction,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,trend_strength_direction,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s258_stc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,906.92,1.38,325,2.79,360.86,21.43,2.51,588,588,0,59283,11651,11651,run267W_22_s258_stc_abl_trend_strength_direction,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,trend_strength_direction,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1136.16,1.47,348,3.26,336.93,17.79,3.37,630,630,0,59283,11651,11651,run267W_23_s258_stc_abl_session_timing,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,session_timing,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1136.16,1.47,348,3.26,336.93,17.79,3.37,630,630,0,59283,11651,11651,run267W_23_s258_stc_abl_session_timing,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,session_timing,supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_ta_s258_stc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,1413.66,1.49,340,4.16,434.39,19.15,3.25,612,612,0,59283,11651,11651,run267W_24_s258_stc_rep_trend_strength_adx,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength(추세 강도),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
mt5_rt_s258_stc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,1413.66,1.49,340,4.16,434.39,19.15,3.25,612,612,0,59283,11651,11651,run267W_24_s258_stc_rep_trend_strength_adx,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength(추세 강도),supervised_ebm_true_internal_ablation_main_effect_v1,true_internal_feature_order_supervised_score_table
