run_id,split,quarter,trade_count,net_profit
run13J_ebm_q90_hold8_probe_v1,oos,2026Q1,127,91.32
run13J_ebm_q90_hold8_probe_v1,oos,2026Q2,10,1.58
run13J_ebm_q90_hold8_probe_v1,validation,2025Q1,140,-299.23999999999995
run13J_ebm_q90_hold8_probe_v1,validation,2025Q2,116,161.8300000000001
run13J_ebm_q90_hold8_probe_v1,validation,2025Q3,22,-39.72
run13K_ebm_q90_hold10_probe_v1,oos,2025Q4,73,-148.88000000000002
run13K_ebm_q90_hold10_probe_v1,oos,2026Q1,117,105.05999999999997
run13K_ebm_q90_hold10_probe_v1,oos,2026Q2,9,-2.6799999999999997
run13K_ebm_q90_hold10_probe_v1,validation,2025Q1,129,-355.13
run13K_ebm_q90_hold10_probe_v1,validation,2025Q2,104,147.09000000000006
run13K_ebm_q90_hold10_probe_v1,validation,2025Q3,22,58.78999999999999
run13L_ebm_q90_hold6_direction_probe_v1,oos,2025Q4,96,-102.91
run13L_ebm_q90_hold6_direction_probe_v1,oos,2026Q1,143,127.01000000000006
run13L_ebm_q90_hold6_direction_probe_v1,oos,2026Q2,14,1.740000000000001
run13L_ebm_q90_hold6_direction_probe_v1,validation,2025Q1,153,-301.4799999999999
run13L_ebm_q90_hold6_direction_probe_v1,validation,2025Q2,131,127.28999999999994
run13L_ebm_q90_hold6_direction_probe_v1,validation,2025Q3,23,-7.340000000000003
run13N_ebm_q90_hold4_top5_mask_probe_v1,oos,2025Q4,58,-112.39999999999999
run13N_ebm_q90_hold4_top5_mask_probe_v1,oos,2026Q1,73,22.629999999999995
run13N_ebm_q90_hold4_top5_mask_probe_v1,oos,2026Q2,10,-0.6300000000000008
run13N_ebm_q90_hold4_top5_mask_probe_v1,validation,2025Q1,98,-52.19999999999999
run13N_ebm_q90_hold4_top5_mask_probe_v1,validation,2025Q2,123,252.35999999999987
run13N_ebm_q90_hold4_top5_mask_probe_v1,validation,2025Q3,22,-25.399999999999995
run13O_ebm_q90_hold2_probe_v1,oos,2025Q4,142,-13.089999999999982
run13O_ebm_q90_hold2_probe_v1,oos,2026Q1,220,67.52000000000002
run13O_ebm_q90_hold2_probe_v1,oos,2026Q2,21,-28.740000000000002
run13O_ebm_q90_hold2_probe_v1,validation,2025Q1,238,-188.49000000000004
run13O_ebm_q90_hold2_probe_v1,validation,2025Q2,230,218.70999999999995
run13O_ebm_q90_hold2_probe_v1,validation,2025Q3,30,39.31
run13P_ebm_q90_hold3_probe_v1,oos,2025Q4,123,-90.16000000000012
run13P_ebm_q90_hold3_probe_v1,oos,2026Q1,185,-2.320000000000014
run13P_ebm_q90_hold3_probe_v1,oos,2026Q2,19,-33.39
run13P_ebm_q90_hold3_probe_v1,validation,2025Q1,205,-240.65999999999997
run13P_ebm_q90_hold3_probe_v1,validation,2025Q2,190,135.71999999999997
run13P_ebm_q90_hold3_probe_v1,validation,2025Q3,28,9.019999999999992
run13Q_ebm_q90_hold5_probe_v1,oos,2025Q4,98,-141.20000000000007
run13Q_ebm_q90_hold5_probe_v1,oos,2026Q1,159,147.9
run13Q_ebm_q90_hold5_probe_v1,oos,2026Q2,14,-6.0
run13Q_ebm_q90_hold5_probe_v1,validation,2025Q1,165,-287.4300000000001
run13Q_ebm_q90_hold5_probe_v1,validation,2025Q2,146,130.00000000000003
run13Q_ebm_q90_hold5_probe_v1,validation,2025Q3,25,-6.5500000000000025
run13R_ebm_q90_hold4_mixed_subtype_fallback_probe_v1,oos,2025Q4,105,18.010000000000012
run13R_ebm_q90_hold4_mixed_subtype_fallback_probe_v1,oos,2026Q1,166,149.04
run13R_ebm_q90_hold4_mixed_subtype_fallback_probe_v1,oos,2026Q2,16,-23.110000000000003
run13R_ebm_q90_hold4_mixed_subtype_fallback_probe_v1,validation,2025Q1,185,-166.47
run13R_ebm_q90_hold4_mixed_subtype_fallback_probe_v1,validation,2025Q2,156,56.08999999999999
run13R_ebm_q90_hold4_mixed_subtype_fallback_probe_v1,validation,2025Q3,25,-5.589999999999995
run13S_ebm_q90_hold4_direction_probe_v1,oos,2025Q4,110,-18.66999999999998
run13S_ebm_q90_hold4_direction_probe_v1,oos,2026Q1,169,85.83999999999999
run13S_ebm_q90_hold4_direction_probe_v1,oos,2026Q2,16,-25.69
run13S_ebm_q90_hold4_direction_probe_v1,validation,2025Q1,185,-166.6899999999999
run13S_ebm_q90_hold4_direction_probe_v1,validation,2025Q2,164,92.43000000000006
run13S_ebm_q90_hold4_direction_probe_v1,validation,2025Q3,25,-0.9299999999999997
run13U_ebm_q90_hold4_mask_atr14_probe_v1,oos,2025Q4,59,-98.27000000000001
run13U_ebm_q90_hold4_mask_atr14_probe_v1,oos,2026Q1,79,46.04999999999999
run13U_ebm_q90_hold4_mask_atr14_probe_v1,oos,2026Q2,3,-11.73
run13U_ebm_q90_hold4_mask_atr14_probe_v1,validation,2025Q1,107,-126.11999999999999
run13U_ebm_q90_hold4_mask_atr14_probe_v1,validation,2025Q2,121,17.89
run13U_ebm_q90_hold4_mask_atr14_probe_v1,validation,2025Q3,21,-9.400000000000002
run13V_ebm_q90_hold4_mask_ema9_ema20_probe_v1,oos,2025Q4,113,-20.40000000000001
run13V_ebm_q90_hold4_mask_ema9_ema20_probe_v1,oos,2026Q1,175,67.91999999999996
run13V_ebm_q90_hold4_mask_ema9_ema20_probe_v1,oos,2026Q2,16,-14.890000000000002
run13V_ebm_q90_hold4_mask_ema9_ema20_probe_v1,validation,2025Q1,190,-76.71000000000004
run13V_ebm_q90_hold4_mask_ema9_ema20_probe_v1,validation,2025Q2,174,254.20999999999987
run13V_ebm_q90_hold4_mask_ema9_ema20_probe_v1,validation,2025Q3,24,0.9099999999999966
run13W_ebm_q90_hold4_mask_ema50_ema200_probe_v1,oos,2025Q4,105,-143.17
run13W_ebm_q90_hold4_mask_ema50_ema200_probe_v1,oos,2026Q1,158,-92.76999999999998
run13W_ebm_q90_hold4_mask_ema50_ema200_probe_v1,oos,2026Q2,13,-33.17
run13W_ebm_q90_hold4_mask_ema50_ema200_probe_v1,validation,2025Q1,184,-114.38000000000005
run13W_ebm_q90_hold4_mask_ema50_ema200_probe_v1,validation,2025Q2,145,196.21
run13W_ebm_q90_hold4_mask_ema50_ema200_probe_v1,validation,2025Q3,24,-19.75000000000001
run13X_ebm_q90_hold4_mask_ema20_ema50_probe_v1,oos,2025Q4,112,12.379999999999997
run13X_ebm_q90_hold4_mask_ema20_ema50_probe_v1,oos,2026Q1,164,-3.2300000000000013
run13X_ebm_q90_hold4_mask_ema20_ema50_probe_v1,oos,2026Q2,12,-4.85
run13X_ebm_q90_hold4_mask_ema20_ema50_probe_v1,validation,2025Q1,169,-141.43
run13X_ebm_q90_hold4_mask_ema20_ema50_probe_v1,validation,2025Q2,174,45.59000000000002
run13X_ebm_q90_hold4_mask_ema20_ema50_probe_v1,validation,2025Q3,29,-41.550000000000004
run13Y_ebm_q90_hold4_mask_hl_zscore_probe_v1,oos,2025Q4,114,0.40000000000001346
run13Y_ebm_q90_hold4_mask_hl_zscore_probe_v1,oos,2026Q1,183,47.92999999999995
run13Y_ebm_q90_hold4_mask_hl_zscore_probe_v1,oos,2026Q2,18,-5.760000000000002
run13Y_ebm_q90_hold4_mask_hl_zscore_probe_v1,validation,2025Q1,196,-146.54000000000002
run13Y_ebm_q90_hold4_mask_hl_zscore_probe_v1,validation,2025Q2,172,80.46000000000002
run13Y_ebm_q90_hold4_mask_hl_zscore_probe_v1,validation,2025Q3,31,23.99
run13Z_ebm_q90_hold4_macro_missing_fallback_probe_v1,oos,2025Q4,106,25.30000000000002
run13Z_ebm_q90_hold4_macro_missing_fallback_probe_v1,oos,2026Q1,161,120.69999999999999
run13Z_ebm_q90_hold4_macro_missing_fallback_probe_v1,oos,2026Q2,16,-25.69
run13Z_ebm_q90_hold4_macro_missing_fallback_probe_v1,validation,2025Q1,183,-168.75999999999996
run13Z_ebm_q90_hold4_macro_missing_fallback_probe_v1,validation,2025Q2,162,61.98999999999996
run13Z_ebm_q90_hold4_macro_missing_fallback_probe_v1,validation,2025Q3,25,-0.9299999999999997
run14B_gam_runtime_handoff_probe_v1,oos,2025Q4,55,122.63999999999999
run14B_gam_runtime_handoff_probe_v1,oos,2026Q1,61,159.99000000000007
run14B_gam_runtime_handoff_probe_v1,oos,2026Q2,9,13.059999999999993
run14B_gam_runtime_handoff_probe_v1,validation,2025Q1,79,78.41999999999997
run14B_gam_runtime_handoff_probe_v1,validation,2025Q2,111,-26.219999999999995
run14B_gam_runtime_handoff_probe_v1,validation,2025Q3,21,-43.550000000000004
run15B_elasticnet_logistic_onnx_runtime_probe_v1,oos,2025Q4,55,-67.2
run15B_elasticnet_logistic_onnx_runtime_probe_v1,oos,2026Q1,66,43.73999999999997
run15B_elasticnet_logistic_onnx_runtime_probe_v1,oos,2026Q2,9,-26.310000000000002
run15B_elasticnet_logistic_onnx_runtime_probe_v1,validation,2025Q1,70,-181.98000000000005
run15B_elasticnet_logistic_onnx_runtime_probe_v1,validation,2025Q2,85,52.85999999999996
run15B_elasticnet_logistic_onnx_runtime_probe_v1,validation,2025Q3,18,16.00999999999999
run16B_hmm_state_runtime_probe_v1,oos,2025Q4,251,60.21999999999997
run16B_hmm_state_runtime_probe_v1,oos,2026Q1,274,-76.18999999999994
run16B_hmm_state_runtime_probe_v1,oos,2026Q2,37,137.93000000000004
run16B_hmm_state_runtime_probe_v1,validation,2025Q1,259,-222.31000000000003
run16B_hmm_state_runtime_probe_v1,validation,2025Q2,20,-274.94
run17B_supervised_regime_classifier_runtime_probe_v1,oos,2025Q4,127,276.26000000000005
run17B_supervised_regime_classifier_runtime_probe_v1,oos,2026Q1,199,-54.260000000000005
run17B_supervised_regime_classifier_runtime_probe_v1,oos,2026Q2,19,32.63000000000001
run17B_supervised_regime_classifier_runtime_probe_v1,validation,2025Q1,219,-103.83000000000008
run17B_supervised_regime_classifier_runtime_probe_v1,validation,2025Q2,214,454.68999999999994
run17B_supervised_regime_classifier_runtime_probe_v1,validation,2025Q3,43,-26.110000000000003
run18B_survival_time_to_event_runtime_probe_v1,oos,2025Q4,632,-79.43999999999998
run18B_survival_time_to_event_runtime_probe_v1,oos,2026Q1,396,-8.729999999999963
run18B_survival_time_to_event_runtime_probe_v1,oos,2026Q2,72,-10.370000000000003
run18B_survival_time_to_event_runtime_probe_v1,validation,2025Q1,521,8.890000000000114
run18B_survival_time_to_event_runtime_probe_v1,validation,2025Q2,610,-19.61000000000004
run18B_survival_time_to_event_runtime_probe_v1,validation,2025Q3,1064,-147.01999999999975
run19B_hazard_trade_lifecycle_runtime_probe_v1,oos,2025Q4,688,-54.23000000000001
run19B_hazard_trade_lifecycle_runtime_probe_v1,oos,2026Q1,457,-120.18
run19B_hazard_trade_lifecycle_runtime_probe_v1,oos,2026Q2,65,-0.08000000000000473
run19B_hazard_trade_lifecycle_runtime_probe_v1,validation,2025Q1,535,-34.29999999999998
run19B_hazard_trade_lifecycle_runtime_probe_v1,validation,2025Q2,608,7.799999999999915
run19B_hazard_trade_lifecycle_runtime_probe_v1,validation,2025Q3,1002,-63.089999999999925
run20B_ngboost_distribution_runtime_probe_v1,oos,2025Q4,4,26.22
run20B_ngboost_distribution_runtime_probe_v1,oos,2026Q1,6,13.270000000000001
run20B_ngboost_distribution_runtime_probe_v1,validation,2025Q1,3,-1.9700000000000002
run20B_ngboost_distribution_runtime_probe_v1,validation,2025Q2,2,-12.16
run20B_ngboost_distribution_runtime_probe_v1,validation,2025Q3,1,-3.08
run21B_quantile_boosting_tail_risk_runtime_probe_v1,oos,2025Q4,240,210.46999999999997
run21B_quantile_boosting_tail_risk_runtime_probe_v1,oos,2026Q1,298,-4.669999999999991
run21B_quantile_boosting_tail_risk_runtime_probe_v1,oos,2026Q2,38,-126.62999999999997
run21B_quantile_boosting_tail_risk_runtime_probe_v1,validation,2025Q1,266,13.16000000000002
run21B_quantile_boosting_tail_risk_runtime_probe_v1,validation,2025Q2,245,-102.20999999999984
run21B_quantile_boosting_tail_risk_runtime_probe_v1,validation,2025Q3,154,50.85000000000004
run22B_markov_regression_state_runtime_probe_v1,oos,2025Q4,69,58.96999999999996
run22B_markov_regression_state_runtime_probe_v1,oos,2026Q1,44,43.34999999999998
run22B_markov_regression_state_runtime_probe_v1,oos,2026Q2,5,8.950000000000001
run22B_markov_regression_state_runtime_probe_v1,validation,2025Q1,41,69.25999999999998
run22B_markov_regression_state_runtime_probe_v1,validation,2025Q2,51,61.53
run22B_markov_regression_state_runtime_probe_v1,validation,2025Q3,98,113.29000000000002
run23B_river_online_drift_runtime_probe_v1,oos,2025Q4,396,27.61999999999999
run23B_river_online_drift_runtime_probe_v1,oos,2026Q1,472,223.5899999999998
run23B_river_online_drift_runtime_probe_v1,oos,2026Q2,48,67.99000000000004
run23B_river_online_drift_runtime_probe_v1,validation,2025Q1,384,-183.30000000000007
run23B_river_online_drift_runtime_probe_v1,validation,2025Q2,418,98.72000000000006
run23B_river_online_drift_runtime_probe_v1,validation,2025Q3,279,-11.96999999999997
run23D_river_native_online_runtime_probe_v1,oos,2025Q4,324,-142.02999999999997
run23D_river_native_online_runtime_probe_v1,oos,2026Q1,355,-46.779999999999966
run23D_river_native_online_runtime_probe_v1,oos,2026Q2,50,-13.39000000000001
run23D_river_native_online_runtime_probe_v1,validation,2025Q1,324,-3.3200000000000025
run23D_river_native_online_runtime_probe_v1,validation,2025Q2,398,-38.050000000000075
run23D_river_native_online_runtime_probe_v1,validation,2025Q3,197,-74.34
run24B_probability_calibration_abstention_runtime_probe_v1,oos,2025Q4,92,19.749999999999993
run24B_probability_calibration_abstention_runtime_probe_v1,oos,2026Q1,104,114.78000000000003
run24B_probability_calibration_abstention_runtime_probe_v1,oos,2026Q2,8,-4.46
run24B_probability_calibration_abstention_runtime_probe_v1,validation,2025Q1,101,-25.39000000000001
run24B_probability_calibration_abstention_runtime_probe_v1,validation,2025Q2,99,2.3299999999999983
run24B_probability_calibration_abstention_runtime_probe_v1,validation,2025Q3,31,17.620000000000005
run24D_native_source_calibration_runtime_probe_v1,oos,2026Q1,2,-1.3199999999999994
run24D_native_source_calibration_runtime_probe_v1,validation,2025Q1,7,18.91
run24D_native_source_calibration_runtime_probe_v1,validation,2025Q2,29,25.28
run25B_tabnet_attentive_tabular_runtime_probe_v1,oos,2025Q4,166,-34.78000000000001
run25B_tabnet_attentive_tabular_runtime_probe_v1,oos,2026Q1,254,12.419999999999964
run25B_tabnet_attentive_tabular_runtime_probe_v1,oos,2026Q2,18,-112.49999999999999
run25B_tabnet_attentive_tabular_runtime_probe_v1,validation,2025Q1,216,-38.30000000000001
run25B_tabnet_attentive_tabular_runtime_probe_v1,validation,2025Q2,201,146.36
run25B_tabnet_attentive_tabular_runtime_probe_v1,validation,2025Q3,108,-82.68
run25D_tabnet_native_attentive_runtime_probe_v1,oos,2025Q4,375,5.740000000000011
run25D_tabnet_native_attentive_runtime_probe_v1,oos,2026Q1,458,-37.95999999999998
run25D_tabnet_native_attentive_runtime_probe_v1,oos,2026Q2,49,27.899999999999995
run25D_tabnet_native_attentive_runtime_probe_v1,validation,2025Q1,440,-158.66000000000003
run25D_tabnet_native_attentive_runtime_probe_v1,validation,2025Q2,66,-339.67
run26B_tcn_temporal_convolution_runtime_probe_v1,oos,2025Q4,460,155.20999999999992
run26B_tcn_temporal_convolution_runtime_probe_v1,oos,2026Q1,594,-4.41000000000016
run26B_tcn_temporal_convolution_runtime_probe_v1,oos,2026Q2,69,-39.03
run26B_tcn_temporal_convolution_runtime_probe_v1,validation,2025Q1,634,-260.12999999999977
run26B_tcn_temporal_convolution_runtime_probe_v1,validation,2025Q2,543,292.94999999999993
run26B_tcn_temporal_convolution_runtime_probe_v1,validation,2025Q3,258,42.44000000000004
run26D_torch_tcn_native_temporal_runtime_probe_v1,oos,2025Q4,460,155.20999999999992
run26D_torch_tcn_native_temporal_runtime_probe_v1,oos,2026Q1,594,-4.41000000000016
run26D_torch_tcn_native_temporal_runtime_probe_v1,oos,2026Q2,69,-39.03
run26D_torch_tcn_native_temporal_runtime_probe_v1,validation,2025Q1,634,-260.12999999999977
run26D_torch_tcn_native_temporal_runtime_probe_v1,validation,2025Q2,543,292.94999999999993
run26D_torch_tcn_native_temporal_runtime_probe_v1,validation,2025Q3,258,42.44000000000004
