candidate_id,direction,horizon,target_atr_mult,stop_atr_mult,context_gate,session_gate,feature_bundle,feature_count,model_family,target_trades_day,validation_threshold,train_rows,train_positive_rate,validation_rows,oos_rows,validation_net_profit,validation_gross_profit,validation_gross_loss,validation_profit_factor,validation_max_drawdown_amount,validation_max_drawdown_percent,validation_trade_count,validation_trades_day,validation_win_rate,validation_average_win,validation_average_loss,validation_payoff_ratio,validation_expectancy,validation_recovery_factor,validation_max_consecutive_loss,validation_avg_hold_bars,validation_time_under_water_bars,selected_validation_indices,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_max_drawdown_amount,oos_max_drawdown_percent,oos_trade_count,oos_trades_day,oos_win_rate,oos_average_win,oos_average_loss,oos_payoff_ratio,oos_expectancy,oos_recovery_factor,oos_max_consecutive_loss,oos_avg_hold_bars,oos_time_under_water_bars,selected_oos_indices,scout_clue,meaningful_signal,final_like_reference_only,joint_score
f75c_0242,short,9,0.8,0.45,repair_rule_score_q70,cash_open_180,repair_macro,26,hist_gbdt_l15,3.5,0.33159231345209367,3919,0.34294462873181936,1330,1128,-905.2460522651672,1984.2628112792966,2889.5088635444645,0.6867128307906512,1010.8829890251156,10.108829890251156,250,1.366120218579235,0.3,26.456837483723955,-16.51147922025408,1.6023299385115195,-3.6209842090606688,-0.8955003319802389,10,1.32,246,29295;29306;29410;29419;29433;29442;29502;29538;29547;29558;29604;29614;29631;29672;29685;29750;29792;29809;29894;30048,708.8630969715118,2545.3200801086423,1836.456983137131,1.3859949367071995,135.67503061294548,1.3567503061294548,190,1.450381679389313,0.45263157894736844,29.59674511754235,-17.65824022247241,1.6760869002040553,3.7308584051132203,5.224713005547503,7,1.2842105263157895,148,39124;39205;39294;39303;39312;39405;39422;39465;39481;39491;39577;39643;39713;39722;39731;39740;39898;39921;39958;39967,0,0,0,4.093078089428394
f75c_0210,short,9,0.8,0.45,repair_rule_score_q70,cash_all,repair_core,18,hist_gbdt_l15,3.5,0.3589809979089889,4965,0.35307150050352465,1772,1372,-361.2481069183349,2508.659282989502,2869.907389907837,0.8741255177122855,676.8321036911009,6.768321036911009,266,1.453551912568306,0.37218045112781956,25.33999275746972,-17.185074191064892,1.4745349642217342,-1.3580755899185522,-0.5337337058160656,9,1.3609022556390977,261,29223;29295;29306;29378;29391;29417;29426;29455;29502;29528;29547;29593;29614;29631;29651;29671;29696;29748;29757;29796,542.8434361457824,2381.0479431152344,1838.2045069694523,1.295311775206524,310.0165981769564,3.100165981769564,186,1.4198473282442747,0.41397849462365593,30.922700559938107,-16.864261531829836,1.8336231623053392,2.91851309755797,1.7510141048510226,7,1.3494623655913978,160,39124;39134;39205;39296;39305;39318;39424;39467;39477;39488;39499;39662;39741;39903;39917;39955;39965;39978;39989;39999,0,0,0,4.08297311525953
f75c_0274,short,12,1.0,0.55,repair_rule_score_q70,cash_all,repair_core,18,hist_gbdt_l15,5.0,0.33761334352586403,4365,0.3640320733104238,1565,1212,-527.0562652301792,3781.0820806121837,4308.138345842361,0.8776603203240162,730.9840473842619,7.309840473842619,295,1.6120218579234973,0.33220338983050846,38.5824702103284,-21.86872256772772,1.764276358202359,-1.7866314075599294,-0.7210229376635323,10,1.5932203389830508,289,29222;29238;29256;29272;29295;29378;29392;29407;29423;29441;29479;29502;29524;29547;29561;29605;29651;29672;29684;29696,559.9423509311673,3172.429611320495,2612.4872603893286,1.2143330455313763,323.00367755889914,3.230036775588992,198,1.5114503816793894,0.4090909090909091,39.1657976706234,-22.328950943498537,1.7540366213230991,2.827991671369532,1.7335479124043807,8,1.6767676767676767,179,39123;39294;39307;39319;39403;39424;39465;39477;39490;39577;39641;39661;39674;39706;39722;39740;39757;39773;39811;39898,0,0,0,3.847364292072037
f75c_0285,short,12,1.0,0.55,repair_rule_score_q70,cash_all,repair_macro,26,logistic_l2_balanced,3.5,0.5090095589991414,4365,0.3640320733104238,1565,1212,-30.8350933837894,2735.3831746292126,2766.2182680130004,0.9888529789061306,434.41491263389577,4.344149126338958,220,1.2021857923497268,0.35,35.5244568133664,-19.344183692398605,1.8364412465399569,-0.1401595153808609,-0.0709807432641608,9,1.7772727272727273,202,29254;29273;29378;29390;29408;29435;29502;29524;29538;29604;29651;29677;29701;29750;29791;29809;30079;30136;30151;30168,420.3504757881163,2496.261573410034,2075.911097621918,1.2024896327543375,394.990281867981,3.9499028186798104,161,1.2290076335877862,0.4161490683229814,37.25763542403036,-22.084160612999128,1.6870750071478768,2.6108725204230825,1.064204602199837,7,1.7888198757763976,144,39124;39296;39308;39403;39422;39499;39577;39665;39677;39728;39740;39757;39784;39816;39899;39914;39960;39974;39987;40140,0,0,0,3.839904451733119
f75c_0297,short,12,1.0,0.55,repair_rule_score_q70,cash_open_180,repair_core,18,extra_trees_d7_l80,3.5,0.4941981080316571,3585,0.3542538354253835,1206,1030,-578.1910739898685,1920.4230167388914,2498.6140907287595,0.7685952880297614,659.9611123275756,6.599611123275756,181,0.9890710382513661,0.2983425414364641,35.56338919886836,-19.674126698651648,1.807622251477402,-3.194425823148445,-0.8760987021654694,7,1.5193370165745856,176,29252;29408;29421;29435;29502;29540;29567;29604;29672;29684;29755;29792;29810;30054;30095;30151;30165;30220;30233;30354,542.4411068630216,2370.9632554245,1828.522148561478,1.2966554751823856,537.2905095100405,5.372905095100404,142,1.083969465648855,0.43661971830985913,38.24134282942742,-22.856526857018473,1.6731038389450137,3.820007794810011,1.0095862429389977,12,1.4577464788732395,112,39123;39294;39306;39318;39424;39465;39477;39489;39580;39644;39665;39713;39727;39898;39914;39956;39968;39980;40036;40139,0,0,0,3.8308253109705457
f75c_0252,short,9,0.8,0.45,repair_rule_score_q70,cash_mid_late,repair_core,18,extra_trees_d7_l80,3.5,0.4873698493176761,2468,0.3658833063209076,950,685,-403.37527194976803,2598.286586608887,3001.661858558655,0.8656160184067296,622.0577309417722,6.220577309417722,231,1.2622950819672132,0.36363636363636365,30.93198317391532,-20.41946842556908,1.514828032211777,-1.7462132984838443,-0.6484531127666767,8,1.4848484848484849,225,29252;29261;29272;29378;29389;29426;29444;29455;29502;29524;29565;29592;29631;29651;29703;29748;29757;29809;29822;30045,461.03767471313466,2378.787835693359,1917.7501609802252,1.2404054939447806,252.65664639472953,2.5265664639472956,165,1.2595419847328244,0.4303030303030303,33.504054023850124,-20.401597457236438,1.6422269919832306,2.7941677255341495,1.8247597333847616,8,1.6727272727272726,137,39205;39223;39304;39424;39476;39486;39495;39512;39625;39662;39683;39727;39741;39751;39760;39811;39821;39914;39989;39999,0,0,0,3.797729403584941
f75c_0207,short,9,0.8,0.45,repair_rule_score_q70,cash_all,repair_core,18,extra_trees_d7_l80,3.5,0.502551259777624,4965,0.35307150050352465,1772,1372,-23.49450675964343,2777.304213867188,2800.7987206268313,0.9916114976108011,382.037007484436,3.82037007484436,237,1.2950819672131149,0.3924050632911392,29.863486170614927,-19.449991115464105,1.5353984479134988,-0.0991329399141073,-0.061497986580791086,11,1.4388185654008439,225,29255;29265;29306;29378;29389;29417;29444;29455;29502;29511;29524;29547;29593;29631;29651;29677;29701;29748;29814;30054,375.3299894332885,2438.1660812377927,2062.8360918045046,1.181948527526955,566.0061406612396,5.660061406612395,178,1.3587786259541985,0.42134831460674155,32.50888108317057,-20.027534871888395,1.623209311137018,2.10859544625443,0.6631199954735603,14,1.5337078651685394,152,39129;39205;39296;39305;39424;39467;39482;39491;39501;39512;39625;39665;39681;39727;39740;39751;39760;39811;39821;39914,0,0,0,3.775722465218866
f75c_0305,short,12,1.0,0.55,repair_rule_score_q70,cash_open_180,repair_macro,26,hist_gbdt_l15,3.5,0.3289568389124536,3585,0.3542538354253835,1206,1030,-682.6125126743318,2423.5643501281743,3106.1768628025056,0.7802402944761962,808.4423441982279,8.08442344198228,211,1.1530054644808743,0.3080568720379147,37.2856053865873,-21.275183991797984,1.7525397383619177,-3.2351303918214778,-0.8443552191112803,7,1.4881516587677726,206,29222;29238;29252;29295;29408;29423;29436;29502;29538;29558;29604;29632;29672;29688;29750;29792;29809;30043;30093;30151,509.59038038253965,2659.178429794314,2149.588049411774,1.2370642042422906,234.95269851684571,2.3495269851684575,169,1.2900763358778626,0.41420118343195267,37.98826328277592,-21.71301060011893,1.7495622317140969,3.0153276945712406,2.1689062675141093,10,1.5798816568047338,142,39124;39294;39306;39319;39405;39422;39465;39477;39491;39577;39642;39661;39674;39712;39728;39740;39773;39795;39897;39914,0,0,0,3.741068346710464
f75c_0279,short,12,1.0,0.55,repair_rule_score_q70,cash_all,repair_macro,26,extra_trees_d7_l80,3.5,0.4995475487764649,4365,0.3640320733104238,1565,1212,-418.1750216674808,2868.076959075929,3286.2519807434082,0.8727501651979589,823.1431458377835,8.231431458377836,225,1.2295081967213115,0.3511111111111111,36.30477163387252,-22.50857521057129,1.6129306850493923,-1.8585556518554702,-0.5080222362076138,9,1.728888888888889,215,29252;29265;29378;29390;29417;29435;29502;29524;29543;29567;29605;29651;29701;29755;29792;29810;30054;30079;30136;30151,433.75612330436684,2285.004331588745,1851.248208284378,1.2343046823020805,283.0758323192597,2.830758323192597,142,1.083969465648855,0.4154929577464789,38.728886976080425,-22.304195280534675,1.736394722560554,3.0546205866504708,1.5322965572531333,8,2.091549295774648,125,39124;39294;39308;39403;39422;39467;39491;39641;39665;39677;39722;39740;39757;39811;39897;39958;39970;39985;39997;40036,0,0,0,3.7070917787355815
f75c_0280,short,12,1.0,0.55,repair_rule_score_q70,cash_all,repair_macro,26,extra_trees_d7_l80,5.0,0.49306797402524755,4365,0.3640320733104238,1565,1212,-439.78278142929105,3486.8181171035776,3926.600898532868,0.8879991135351671,694.9751749134061,6.9497517491340615,275,1.5027322404371584,0.3527272727272727,35.94657852684101,-22.059555609735213,1.629524146487214,-1.599210114288331,-0.6328035839324591,9,1.6763636363636363,265,29249;29261;29273;29306;29378;29390;29408;29423;29435;29502;29524;29540;29567;29605;29631;29651;29677;29696;29755;29791,482.1987368297574,3028.420800323486,2546.222063493729,1.1893781158145027,412.5320301055908,4.1253203010559085,188,1.4351145038167938,0.39893617021276595,40.37894400431315,-22.53293861498875,1.7919963611605172,2.5648868980306245,1.1688758729990854,7,1.872340425531915,165,39124;39294;39308;39403;39422;39465;39487;39499;39577;39641;39665;39677;39706;39722;39740;39757;39795;39811;39897;39955,0,0,0,3.6866331410233397
f75c_0277,short,12,1.0,0.55,repair_rule_score_q70,cash_all,repair_core,18,logistic_l2_balanced,5.0,0.48666725389888765,4365,0.3640320733104238,1565,1212,-388.9484908008579,3048.511459197999,3437.4599499988553,0.8868500298306062,620.5963185882563,6.205963185882562,259,1.4153005464480874,0.3552123552123552,33.13599412171738,-20.583592514963204,1.6098255976272962,-1.501731624713737,-0.6267334806072407,10,1.725868725868726,252,29252;29265;29378;29390;29407;29419;29433;29502;29524;29541;29567;29604;29632;29651;29671;29684;29696;29755;29791;29811,450.08153972625706,2887.826251220703,2437.7447114944457,1.184630300951545,314.8904117107391,3.148904117107391,186,1.4198473282442747,0.3924731182795699,39.559263715352095,-21.572962048623413,1.8337427946236249,2.4197932243347156,1.429327546942603,14,1.6935483870967742,172,39123;39234;39296;39308;39403;39422;39467;39480;39498;39584;39641;39665;39677;39722;39734;39747;39784;39816;39897;39914,0,0,0,3.626478740478221
f75c_0208,short,9,0.8,0.45,repair_rule_score_q70,cash_all,repair_core,18,extra_trees_d7_l80,5.0,0.4965854399722915,4965,0.35307150050352465,1772,1372,-284.6652916145323,3499.3414532470706,3784.006744861603,0.924771462947024,753.9362592124937,7.539362592124937,310,1.6939890710382515,0.3774193548387097,29.908901309804023,-19.606252564049754,1.525477712382698,-0.9182751342404267,-0.3775720933118042,11,1.4580645161290322,293,29249;29258;29269;29306;29378;29389;29417;29426;29441;29455;29502;29511;29524;29543;29567;29592;29612;29631;29651;29677,402.7927510261535,3137.496243286133,2734.7034922599796,1.1472893687254124,578.1177520275114,5.781177520275114,233,1.7786259541984732,0.41630901287553645,32.34532209573333,-20.10811391367632,1.6085706613057331,1.7287242533311309,0.6967313313135997,6,1.5793991416309012,198,39125;39205;39223;39294;39303;39424;39467;39477;39486;39495;39512;39625;39662;39674;39683;39722;39731;39740;39751;39760,0,0,0,3.6128793384627036
f75c_0314,short,12,1.0,0.55,repair_rule_score_q70,cash_open_180,all58_plus_repair,66,logistic_l2_balanced,5.0,0.41916653877528753,3585,0.3542538354253835,1206,1030,-98.08164645195029,2791.8357156753555,2889.9173621273044,0.9660607435571272,623.4235872840882,6.234235872840882,224,1.2240437158469946,0.3482142857142857,35.79276558558148,-19.793954535118523,1.8082675456325714,-0.4378644930890638,-0.1573274551244328,10,1.4732142857142858,206,29224;29252;29291;29303;29408;29420;29433;29502;29538;29604;29632;29670;29682;29696;29748;29791;29809;30032;30045;30057,354.75627670288065,2871.346232223511,2516.5899555206306,1.140967055806868,338.2342809677126,3.382342809677126,193,1.4732824427480915,0.39378238341968913,37.780871476625144,-21.50931585915069,1.7564887569658363,1.8381154233309878,1.048847785883493,10,1.5958549222797926,175,39123;39294;39306;39318;39403;39422;39465;39479;39577;39641;39661;39674;39720;39732;39772;39784;39897;39914;39955;39967,0,0,0,3.532476396503161
f75c_0307,short,12,1.0,0.55,repair_rule_score_q70,cash_open_180,repair_macro,26,logistic_l2_balanced,3.5,0.48715858591827355,3585,0.3542538354253835,1206,1030,-330.9192416286471,1995.44479763031,2326.3640392589564,0.8577525975968671,428.49448395729036,4.284944839572904,182,0.994535519125683,0.32967032967032966,33.257413293838496,-19.068557698843904,1.744096948446963,-1.818237591366193,-0.7722835509397854,8,1.5,177,29252;29295;29408;29423;29435;29502;29538;29558;29604;29632;29670;29682;29701;29750;29791;29809;30099;30151;30164;30213,367.2470818996427,2175.776673507691,1808.5295916080477,1.2030639053979244,233.30729618072513,2.3330729618072517,143,1.0916030534351144,0.4195804195804196,36.26294455846152,-21.78951315190419,1.6642384024671288,2.568161411885613,1.574091714710734,8,1.5174825174825175,129,39124;39296;39308;39403;39422;39465;39481;39577;39668;39730;39784;39899;39914;39958;39970;39985;40036;40081;40139;40190,0,0,0,3.529281982314957
f75c_0289,short,12,1.0,0.55,repair_rule_score_q70,cash_all,all58_plus_repair,66,extra_trees_d7_l80,5.0,0.49079055553001977,4365,0.3640320733104238,1565,1212,-429.3396863174444,3360.5568662261976,3789.8965525436406,0.8867146687607381,573.449647579193,5.7344964757919294,270,1.4754098360655739,0.34814814814814815,35.75060495985316,-21.533503139452502,1.6602317202328714,-1.590146986360905,-0.7486963992913657,7,1.6925925925925926,264,29252;29269;29296;29378;29390;29407;29423;29435;29502;29524;29547;29607;29632;29651;29671;29684;29696;29748;29791;29810,409.11464266777006,3193.7049011230465,2784.590258455277,1.146920948755571,630.0113822937013,6.300113822937013,202,1.5419847328244274,0.400990099009901,39.42845556942033,-23.013142631861793,1.7133016641904206,2.0253200132067826,0.6493765893217581,8,1.8267326732673268,177,39126;39294;39306;39318;39422;39465;39486;39498;39577;39641;39661;39674;39686;39712;39727;39740;39757;39784;39811;39899,0,0,0,3.5167603367425198
f75c_0317,short,12,1.0,0.55,repair_rule_score_q70,cash_mid_late,repair_core,18,logistic_l2_balanced,3.5,0.47750428820297686,2086,0.37488015340364333,821,570,-533.1957748794559,2870.2960807037366,3403.491855583191,0.8433386070823752,740.1903976058961,7.4019039760589616,200,1.092896174863388,0.35,41.0042297243391,-26.18070658140916,1.5662002702958397,-2.66597887439728,-0.7203494892720136,8,1.89,194,29239;29252;29265;29378;29390;29431;29444;29502;29524;29558;29632;29651;29685;29701;29755;29814;30043;30057;30079;30136,396.6280468463917,2437.0087940216085,2040.380747175217,1.1943892322035967,492.85640244483983,4.928564024448398,135,1.0305343511450382,0.4148148148148148,43.518014178957294,-25.827604394623002,1.684941952572931,2.937985532195494,0.8047537677889496,8,2.511111111111111,122,39303;39424;39488;39661;39674;39727;39740;39757;39788;39811;39917;39977;39989;40140;40190;40269;40287;40319;40337;40352,0,0,0,3.5148362565670404
f75c_0214,short,9,0.8,0.45,repair_rule_score_q70,cash_all,repair_core,18,logistic_l2_balanced,5.0,0.496231174174766,4965,0.35307150050352465,1772,1372,-573.1781907463072,3021.603024291993,3594.7812150382997,0.8405526911210923,635.3410033607488,6.353410033607489,305,1.6666666666666667,0.36065573770491804,27.46911840265448,-18.43477546173487,1.4900706797146637,-1.8792727565452696,-0.902158349161127,7,1.3475409836065573,305,29252;29263;29272;29303;29378;29389;29416;29431;29441;29455;29476;29502;29511;29528;29541;29558;29567;29592;29615;29651,403.56354122161855,3169.051449584961,2765.4879083633423,1.1459285140973383,414.5442922592163,4.145442922592163,239,1.8244274809160306,0.401673640167364,33.01095259984334,-19.339076282261136,1.7069560157908268,1.6885503816804124,0.9735112719131797,12,1.4853556485355648,218,39125;39134;39205;39223;39296;39305;39314;39422;39476;39486;39495;39512;39625;39665;39674;39683;39722;39731;39740;39751,0,0,0,3.494090905661834
