variant_id,queue_id,candidate_alias,engineered_feature,source_component,transform,weight,q25,q50,q75,component_status,threshold_source,source_run_id
run267cz_02_s264_aia_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aia,stage267cz_explosive_second_survival_score,stage267cr_state_phase_monday_replacement_score,raw,0.14,0.288159304773,0.481486750521,0.679483233782,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_02_s264_aia_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aia,stage267cz_explosive_second_survival_score,stage267cn_shared_weakness_state_interaction_score,raw,0.12,0.293518842901,0.469098491782,0.666551805122,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_02_s264_aia_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aia,stage267cz_explosive_second_survival_score,stage267cf_volatility_energy_transition_score,raw,0.11,0.263605897379,0.48672353015,0.691140165766,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_02_s264_aia_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aia,stage267cz_explosive_second_survival_score,return_zscore_20,abs,0.1,0.310194760561,0.676886975765,1.18894177675,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_02_s264_aia_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aia,stage267cz_explosive_second_survival_score,atr_14_over_atr_50,raw,0.09,1.10512930154,1.27963316441,1.47756314278,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_02_s264_aia_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aia,stage267cz_explosive_second_survival_score,gap_percent,abs,0.08,0,8.45897284307e-06,1.90215523616e-05,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_02_s264_aia_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aia,stage267cz_explosive_second_survival_score,bb_position_20,abs_center_0_5,0.05,0.148229032755,0.284953594208,0.412794105709,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_02_s264_aia_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aia,stage267cz_explosive_second_survival_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stage267cz_explosive_second_survival_score,stage267cv_explosive_shock_state_combo_score,raw,0.24,0.104874736973,0.272705126806,0.442950001446,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stage267cz_explosive_second_survival_score,stage267cr_state_phase_monday_replacement_score,raw,0.14,0.288159304773,0.481486750521,0.679483233782,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stage267cz_explosive_second_survival_score,stage267cn_shared_weakness_state_interaction_score,raw,0.12,0.293518842901,0.469098491782,0.666551805122,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stage267cz_explosive_second_survival_score,stage267cf_volatility_energy_transition_score,raw,0.11,0.263605897379,0.48672353015,0.691140165766,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stage267cz_explosive_second_survival_score,return_zscore_20,abs,0.1,0.310194760561,0.676886975765,1.18894177675,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stage267cz_explosive_second_survival_score,atr_14_over_atr_50,raw,0.09,1.10512930154,1.27963316441,1.47756314278,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stage267cz_explosive_second_survival_score,gap_percent,abs,0.08,0,8.45897284307e-06,1.90215523616e-05,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stage267cz_explosive_second_survival_score,bb_position_20,abs_center_0_5,0.05,0.148229032755,0.284953594208,0.412794105709,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_03_s264_aih_explosive_second,cy_q02_explosive_combo_cross_period_prune_gate,s264_aih,stage267cz_explosive_second_survival_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_04_s264_aia_aia_val_damage,cy_q03_s264_aia_validation_damage_probe,s264_aia,stage267cz_aia_validation_damage_probe_score,stage267cv_explosive_shock_state_combo_score,raw,0.22,0.104874736973,0.272705126806,0.442950001446,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_04_s264_aia_aia_val_damage,cy_q03_s264_aia_validation_damage_probe,s264_aia,stage267cz_aia_validation_damage_probe_score,stage267cr_state_phase_monday_replacement_score,raw,0.17,0.288159304773,0.481486750521,0.679483233782,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_04_s264_aia_aia_val_damage,cy_q03_s264_aia_validation_damage_probe,s264_aia,stage267cz_aia_validation_damage_probe_score,stage267cf_trend_strength_replacement_score,raw,0.13,0.191213047089,0.344418784942,0.5,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_04_s264_aia_aia_val_damage,cy_q03_s264_aia_validation_damage_probe,s264_aia,stage267cz_aia_validation_damage_probe_score,atr_14_over_atr_50,abs_center_1,0.12,0.116342961785,0.27963316441,0.477563142775,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_04_s264_aia_aia_val_damage,cy_q03_s264_aia_validation_damage_probe,s264_aia,stage267cz_aia_validation_damage_probe_score,historical_vol_5_over_20,abs_center_1,0.11,0.134632021186,0.28647732735,0.456689119339,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_04_s264_aia_aia_val_damage,cy_q03_s264_aia_validation_damage_probe,s264_aia,stage267cz_aia_validation_damage_probe_score,di_spread_14,abs,0.09,4.60752820969,9.9041633606,17.0810461044,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_04_s264_aia_aia_val_damage,cy_q03_s264_aia_validation_damage_probe,s264_aia,stage267cz_aia_validation_damage_probe_score,return_1_over_atr_14,negative_pressure,0.08,0,0,0.446106061339,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_04_s264_aia_aia_val_damage,cy_q03_s264_aia_validation_damage_probe,s264_aia,stage267cz_aia_validation_damage_probe_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_05_s264_aih_aih_final_supply,cy_q04_aih_final_supply_or_prune,s264_aih,stage267cz_aih_final_supply_or_prune_score,stage267cv_aih_aggressive_supply_repair_score,raw,0.26,0.153839955128,0.392856302485,0.650346693488,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_05_s264_aih_aih_final_supply,cy_q04_aih_final_supply_or_prune,s264_aih,stage267cz_aih_final_supply_or_prune_score,stage267cr_aggressive_shock_supply_expansion_score,raw,0.18,0.14028506316,0.325859890733,0.546945879226,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_05_s264_aih_aih_final_supply,cy_q04_aih_final_supply_or_prune,s264_aih,stage267cz_aih_final_supply_or_prune_score,stage267cn_aggressive_shock_release_reentry_score,raw,0.14,0.133500883823,0.29642639532,0.5,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_05_s264_aih_aih_final_supply,cy_q04_aih_final_supply_or_prune,s264_aih,stage267cz_aih_final_supply_or_prune_score,return_1_over_atr_14,positive_pressure,0.12,0,0.00937122385949,0.440406441689,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_05_s264_aih_aih_final_supply,cy_q04_aih_final_supply_or_prune,s264_aih,stage267cz_aih_final_supply_or_prune_score,close_prev_close_ratio,abs_center_1,0.1,0.0002621412275,0.000575602055,0.0010507702835,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_05_s264_aih_aih_final_supply,cy_q04_aih_final_supply_or_prune,s264_aih,stage267cz_aih_final_supply_or_prune_score,gap_percent,abs,0.08,0,8.45897284307e-06,1.90215523616e-05,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_05_s264_aih_aih_final_supply,cy_q04_aih_final_supply_or_prune,s264_aih,stage267cz_aih_final_supply_or_prune_score,bb_position_20,abs_center_0_5,0.05,0.148229032755,0.284953594208,0.412794105709,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
run267cz_05_s264_aih_aih_final_supply,cy_q04_aih_final_supply_or_prune,s264_aih,stage267cz_aih_final_supply_or_prune_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result,run267CV_stage267_shared_weakness_breakout_followup_or_prune_materialization_v1
