bar_time_server,timestamp_utc,row_index,log_return_1,log_return_3,hl_range,close_open_ratio,gap_percent,close_prev_close_ratio,return_zscore_20,hl_zscore_50,overnight_return,return_1_over_atr_14,close_ema20_ratio,close_ema50_ratio,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,ema20_ema50_spread_zscore_50,sma50_sma200_ratio,rsi_14,rsi_50,rsi_14_slope_3,rsi_14_minus_50,stoch_kd_diff,stochrsi_kd_diff,ppo_hist_12_26_9,roc_12,trix_15,atr_14,atr_50,atr_14_over_atr_50,bollinger_width_20,bb_position_20,bb_squeeze,historical_vol_20,historical_vol_5_over_20,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,is_us_cash_open,minutes_from_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close
2026.04.14 17:25:00,2026-04-14T17:25:00Z,10,0.001033249311,0.001374651096,0.001178854611,1.001033783,0,1.001033783,1.009497643,0.7910812497,0.004800888244,1.039181828,1.002688646,1.004039884,27.40740395,34.4404335,94.74204254,3.076561213,1.002279997,71.11026764,64.52526093,1.404217601,21.11026764,3.469822168,5.73139286,0.02876069397,0.004826283082,0.0001125785566,25.52719307,17.66018867,1.445465565,0.006462568417,0.9891562462,0,0.2165878862,0.8084182143,37.25104141,22.26562881,-1,0.5014376044,1,55,0,0
2026.04.14 17:30:00,2026-04-14T17:30:00Z,11,0.0003896281123,0.001110840589,0.0007791044191,1.000389695,0,1.000389695,0.1826201081,0.01900418662,0.004800888244,0.398047924,1.002785325,1.004256606,30.18190575,37.50479126,97.1135788,3.106010675,1.002350211,72.5605545,65.2755127,0.9492615461,22.56055641,0.376026392,1.182663441,0.03169433773,0.005769249517,0.0001239226985,25.13239288,17.70698357,1.419349194,0.007035900373,0.9701572061,0,0.2161771208,0.7418347001,38.51832962,24.0552597,-1,0.5337457657,1,60,0,0
2026.04.14 17:35:00,2026-04-14T17:35:00Z,12,-0.0003214322205,0.001101445174,0.000652709743,0.9996786118,0,0.9996786118,-0.7111593485,-0.2369757295,0.004800888244,-0.3361647427,1.002227902,1.003779054,30.75093842,39.56632233,99.09010315,2.995755672,1.002416134,69.46242523,64.13368225,0.8904218674,19.46242905,1.323085666,0.1235889047,0.02901051939,0.002980145393,0.0001346117206,24.53365135,17.68784523,1.387034535,0.007249963004,0.8776090741,0,0.2153623402,0.6691432595,39.74492264,23.53723717,-1,0.5677491426,1,65,0,0
2026.04.14 17:40:00,2026-04-14T17:40:00Z,13,-0.0002533224178,-0.0001851265406,0.001120606437,0.9997466803,0,0.9997466803,-0.5852820873,0.6379927993,0.004800888244,-0.2616630197,1.001785755,1.003386021,29.89612579,40.84645462,100.7413254,2.823650837,1.002485514,67.03392792,63.2442627,-1.358778834,17.03393173,-2.75083518,-9.062087059,0.02331909724,0.003137768479,0.000143640922,24.83481979,17.90908813,1.386716008,0.007337672636,0.8085932136,0,0.2172912359,0.6622927785,41.04014587,23.60426331,-1,0.6096756458,1,70,0,0
2026.04.14 17:45:00,2026-04-14T17:45:00Z,14,-0.0001169396855,-0.0006916943239,0.0007016791496,0.9998830557,0,0.9998830557,-0.4191084504,-0.1644263417,0.004800888244,-0.1232059896,1.001509428,1.003140211,28.39366722,41.6386261,102.184906,2.63956356,1.002563119,65.88896179,62.83387756,-2.223863602,15.88896465,-7.243680954,-15.57604313,0.01686099358,0.00142487674,0.0001506588596,24.34661865,17.91090584,1.359318018,0.007253583986,0.7655254006,0,0.2170549333,0.6313220263,41.69292831,20.37742424,-1,0.4834890962,1,75,0,0
2026.04.14 17:50:00,2026-04-14T17:50:00Z,15,0.0005943015567,0.0002240394388,0.0008570983191,1.000594497,0,1.000594497,0.4250509739,0.1277983934,0.004800888244,0.631087482,1.001904011,1.003589392,28.36296272,43.02607346,103.9645004,2.538425207,1.002655625,68.80575562,64.04410553,-0.2188896239,18.80575943,-3.837933779,-9.240187645,0.0147665171,0.002088660607,0.0001568976295,24.17900276,17.99268723,1.343823791,0.007188810501,0.815785408,0,0.2176239789,0.452842325,42.49528503,21.26868439,-1,0.3620803058,1,80,0,0
2026.04.14 17:55:00,2026-04-14T17:55:00Z,16,0.0006231500302,0.001100511872,0.001099906513,1.000623345,0,1.000623345,0.4228484333,0.5691508651,0.004800888244,0.6542751193,1.002287149,1.004049063,29.47668076,44.96781921,106.0849762,2.494529724,1.002760053,71.55406952,65.25534821,1.506712914,21.55406952,3.196913719,5.595710754,0.01566763408,0.002948239911,0.0001632605563,24.4697876,18.19783401,1.344653845,0.007154258434,0.8653060198,0,0.2182219028,0.5141867399,43.52091217,22.87170982,-1,0.4012517333,1,85,0,0
2026.04.14 18:00:00,2026-04-14T18:00:00Z,17,-0.0004381118342,0.0007793397526,0.0006524427445,0.9995717406,-9.733686056e-06,0.9995619655,-0.8268498182,-0.2962306142,0.004800888244,-0.4701436758,1.001671791,1.003467202,28.54276848,45.85754395,107.7313919,2.374037981,1.002851605,67.07904816,63.71537781,0.3966931701,17.07904434,4.939975739,5.695837021,0.01158076432,0.003282692516,0.0001682529983,23.91837502,18.16887665,1.316447616,0.006937945262,0.7781636119,0,0.2222557962,0.5360313654,44.53232956,22.47422218,-1,0.3757309914,1,90,0,0
2026.04.14 18:05:00,2026-04-14T18:05:00Z,18,-0.0009060398443,-0.0007210016483,0.0009356907685,0.9991040826,-9.737951586e-06,0.999094367,-1.321916223,0.2272918522,0.004800888244,-0.9709390402,1.000691772,1.002457857,24.8874073,45.15717316,108.5750427,2.157389879,1.00292635,58.8829689,60.69478607,-3.30759716,8.882967949,-3.191358566,-15.04109478,0.001572027919,0.002393676899,0.000170007319,23.92420387,18.28549957,1.308370352,0.006258138921,0.6283595562,0,0.2293371856,0.6961767077,43.85855103,14.81795597,-1,0.256894052,1,95,0,0
2026.04.14 18:10:00,2026-04-14T18:10:00Z,19,-0.0003899471776,-0.001734098885,0.0008775522001,0.999610126,0,0.999610126,-0.7305237651,0.1010009795,0.004800888244,-0.4196079969,1.00027287,1.001985788,20.71995735,43.81947327,109.0425186,1.929191113,1.003003597,55.72896576,59.45768356,-5.275034428,5.728966713,-12.12523937,-28.57234001,-0.008328896947,0.0005560921272,0.0001684213785,23.82247543,18.36978912,1.296828985,0.004986851942,0.5373523831,0,0.2275948822,0.7205941677,41.92972183,7.671631813,-1,0.2540146112,1,100,0,0
2026.04.14 18:15:00,2026-04-14T18:15:00Z,20,0.0005069016479,-0.0007890853449,0.000886853144,1.000497222,9.75057992e-06,1.000506997,0.556102097,0.1051645353,0.004800888244,0.5477411747,1.000705719,1.002395868,18.67075729,43.22127151,109.8251038,1.783259749,1.003083348,58.81723785,60.52500153,-2.753935099,8.817239761,-9.561635971,-19.37577629,-0.01190079935,0.0004094844335,0.0001653299551,23.74587059,18.45739365,1.286523461,0.004699804354,0.6199231744,0,0.1826910973,0.8691985607,40.47642517,9.703474998,-1,0.3386744261,1,105,0,0
2026.04.14 18:20:00,2026-04-14T18:20:00Z,21,0.0009351439658,0.001052098465,0.001158647006,1.000935555,0,1.000935555,1.07296598,0.6065763831,0.004800888244,0.9937007427,1.001485348,1.003202558,19.34617805,43.88438034,111.2290268,1.742607474,1.003176093,63.83324432,62.39021683,1.650092721,13.83324623,2.390673399,6.152093887,-0.008555412292,0.001657954301,0.0001628717437,24.17473602,18.68324661,1.293926001,0.004300883505,0.8028435111,0,0.1853159964,0.9815189838,39.81698227,14.61214542,-1,0.3501127064,1,110,0,0
2026.04.14 18:25:00,2026-04-14T18:25:00Z,22,0.0005353657762,0.001977411332,0.0009439378628,1.000525713,9.736529137e-06,1.000535488,0.6354927421,0.1675906479,0.004800888244,0.5689536333,1.00182879,1.00359261,20.90703201,45.06721497,112.9234695,1.741995573,1.003273845,66.36114502,63.4011879,3.544059992,16.36114693,10.06914997,19.38724899,-0.003582984675,0.00115936948,0.0001616735826,24.18011284,18.79458046,1.286547065,0.004470604938,0.8789573312,0,0.1658104807,1.101512909,39.71379852,18.58724022,-1,0.3500385582,1,115,0,0
2026.04.14 18:30:00,2026-04-14T18:30:00Z,23,0.0003989044635,0.001869414235,0.0008657419239,1.000398993,0,1.000398993,0.3756051958,-0.004699663259,0.004800888244,0.426502943,1.002015829,1.003835797,22.71237373,46.50134277,114.7911758,1.757457018,1.003370643,68.14840698,64.13453674,3.110388756,18.14840508,8.252018929,19.33831596,0.00128444517,0.001168656629,0.0001618358947,24.04224777,18.86368942,1.274525166,0.004665579181,0.912776947,0,0.1659063846,0.7041060925,40.03063202,22.03781509,-1,0.3540229797,1,120,0,0
2026.04.14 18:35:00,2026-04-14T18:35:00Z,24,0.0003792981151,0.001313568326,0.0007448391407,1.000389099,-9.727436918e-06,1.000379324,0.2966138422,-0.2634854913,0.004800888244,0.411673516,1.002167344,1.004050612,24.60790825,48.12054825,116.8083267,1.7817626,1.003468633,69.79249573,64.81877136,1.986417651,19.79249954,3.332776785,14.02763939,0.00570236193,0.001870451728,0.0001633287466,23.69280052,18.86941528,1.255619287,0.004814195912,0.9377037287,0,0.1644178629,0.329636842,40.4547081,22.34826469,-1,0.3842614591,1,125,0,0
2026.04.14 18:40:00,2026-04-14T18:40:00Z,25,0.000437472976,0.001215675496,0.0006609256961,1.000437617,0,1.000437617,0.3137146533,-0.4538660944,0.004800888244,0.4848178625,1.002357006,1.004313111,26.68976402,49.97862244,119.0107498,1.816964149,1.003572583,71.61322021,65.59165955,1.75069201,21.61322212,1.430419683,12.11879444,0.009965524077,0.002562778303,0.0001661860297,23.21474457,18.83202744,1.232726812,0.004663849249,0.9902347922,0,0.1535016447,0.3616944849,41.07303238,24.02540016,-1,0.3523946702,1,130,0,0
2026.04.14 18:45:00,2026-04-14T18:45:00Z,26,0.0003109755053,0.001127746538,0.0008744826191,1.000311017,0,1.000311017,0.06309582293,-0.03746824339,0.004800888244,0.3454755247,1.002413988,1.004443288,28.52635002,51.85532761,121.2934265,1.847552776,1.003684402,72.86569977,66.13156128,1.572431564,22.86569977,1.835590363,9.917668343,0.01307639387,0.00299188192,0.0001701180154,23.16369057,18.90538597,1.225242853,0.004378773272,1.030347943,0,0.1525511891,0.1305235326,41.90455627,25.82756805,-1,0.3751179576,1,135,0,0
2026.04.14 18:50:00,2026-04-14T18:50:00Z,27,0.0006896317354,0.001438080217,0.0008544601733,1.000699639,-9.71647296e-06,1.000689864,0.8877531886,-0.1045090854,0.004800888244,0.7695756555,1.002808928,1.004933834,31.17185211,54.28743744,123.9369049,1.906629682,1.003806233,75.45352936,67.29345703,1.887010813,25.45353127,1.839176536,6.567191601,0.01769309305,0.003087501973,0.0001756199781,23.08057022,18.96727943,1.21686244,0.004806897137,1.077389717,0,0.1372103691,0.2549254894,42.9501915,28.09228516,-1,0.4619958103,1,140,0,0
2026.04.14 18:55:00,2026-04-14T18:55:00Z,28,0.0006057064747,0.001606313745,0.0007336144918,1.000596166,9.709774531e-06,1.000605941,0.7303071618,-0.381415993,0.004800888244,0.685167253,1.003090143,1.005324125,34.12722778,57.07282257,126.8596191,1.977058649,1.003939509,77.48581696,68.26966858,1.957531095,27.48581505,1.227528691,1.827289581,0.02243388072,0.00307000475,0.0001827807573,22.78195763,18.96593285,1.201204181,0.005473586265,1.07493341,0,0.1367129982,0.2788998187,44.20749664,31.17760849,-1,0.6454094052,1,145,0,0
2026.04.14 19:00:00,2026-04-14T19:00:00Z,29,-0.0007999208174,0.0004954173928,0.0008585107862,0.9992004037,0,0.9992004037,-1.859037757,-0.1381547004,0.004800888244,-0.9054372311,1.002069712,1.004342198,33.45822144,58.12688446,128.9874115,1.934261084,1.004057765,69.32366943,65.63011169,-1.180676579,19.32367134,-1.810144663,-8.336730957,0.01796494424,0.002707150532,0.0001888145198,22.73324585,19.02861404,1.194687366,0.005553109106,0.8842226267,0,0.1464525312,0.994348824,44.95828247,27.20600319,-1,0.5833733678,1,150,0,0
2026.04.14 19:05:00,2026-04-14T19:05:00Z,30,0.0006989951944,0.0005047808518,0.000844324124,1.000689507,9.711660823e-06,1.000699282,0.9659264088,-0.1963857859,0.004800888244,0.7948009968,1.002505898,1.004845738,34.22240067,59.83447266,131.487854,1.932668924,1.004185081,72.09016418,66.77547455,-1.121123075,22.09016228,-1.342687607,-9.679430962,0.01750190742,0.004317822866,0.0001948350691,22.66301537,19.08304214,1.187599659,0.005980531219,0.9413802028,0,0.1408477873,1.086845994,45.54376221,24.86824036,-1,0.530017972,1,155,0,0
2026.04.14 19:10:00,2026-04-14T19:10:00Z,31,-0.0001552900503,-0.0002562156587,0.00053385098,0.9998447299,0,0.9998447299,-0.6121068001,-0.8415135741,0.004800888244,-0.1815723032,1.002125978,1.004504919,33.70462036,60.87128448,133.6979828,1.891251922,1.004303098,70.56716156,66.27466583,-2.306218863,20.56715965,-1.205843091,-9.822176933,0.0140728429,0.004553521052,0.0001999001252,22.026371,18.9763813,1.160725594,0.006297721993,0.8678688407,0,0.1417322308,1.133817196,46.09951782,23.92152214,-1,0.5104906559,1,160,0,0
2026.04.14 19:15:00,2026-04-14T19:15:00Z,32,3.88247754e-05,0.0005825299304,0.0003785341978,1.000038862,0,1.000038862,-0.2832854688,-1.161129355,0.004800888244,0.0472843051,1.001958251,1.004364967,32.79261398,61.60124207,135.7773895,1.835011482,1.004410148,70.73361969,66.33906555,0.469983995,20.7336235,1.895734549,-2.093211889,0.01017447934,0.004083422478,0.0002037911181,21.14948654,18.79185486,1.125460386,0.006488373969,0.8345062137,0,0.1387770176,1.059999108,46.6155777,23.13381386,-1,0.6596740484,1,165,0,0
2026.04.14 19:20:00,2026-04-14T19:20:00Z,33,0.0005336878239,0.0004172225599,0.0006014512619,1.000524163,9.706004676e-06,1.000533819,0.6067819595,-0.6802906394,0.004800888244,0.6631336808,1.002255201,1.004708052,32.948349,62.77602005,138.1047974,1.806607366,1.004520655,72.99521637,67.2173996,0.3016842604,22.99521446,1.924726009,0.8857138753,0.009325710125,0.003680408234,0.000207375866,20.74595261,18.726017,1.107867837,0.00667822687,0.8714496493,0,0.1374485046,1.044114232,47.37627792,25.68655205,-1,0.8848614097,1,170,0,0
2026.04.14 19:25:00,2026-04-14T19:25:00Z,34,0.0004946198314,0.001067132456,0.0006690260489,1.000494719,0,1.000494719,0.4730935097,-0.5185691118,0.004800888244,0.6223730445,1.002488375,1.004999995,33.76919937,64.27706146,140.6379395,1.797207832,1.004649878,74.92983246,68.00728607,1.45422411,24.92983055,1.876228452,2.98911047,0.0101615414,0.003639513161,0.0002111650247,20.49624062,18.69649696,1.096261024,0.006857926957,0.8967830539,0,0.1366298199,0.6387536526,48.35287476,28.23721886,-1,0.9206234217,1,175,0,0
2026.04.14 19:30:00,2026-04-14T19:30:00Z,35,0.0004071503354,0.001435457962,0.0006106012152,1.000407219,0,1.000407219,0.3220274746,-0.6462525129,0.004800888244,0.5211172104,1.002619982,1.005195975,34.82011414,65.93006134,143.2999268,1.794730663,1.004776716,76.42752838,68.64220428,1.897967577,26.42752457,1.540100336,6.235760212,0.01142662205,0.003647788893,0.0002153126406,20.15722466,18.63756752,1.081537366,0.007165242452,0.9023941755,0,0.1353778392,0.5434629321,49.53896713,31.53367615,-1,0.9583810568,1,180,0,0
2026.04.14 19:35:00,2026-04-14T19:35:00Z,36,-0.0005041153636,0.0003976548032,0.0008048485033,0.9994959831,0,0.9994959831,-1.333107471,-0.2156765908,0.004800888244,-0.6432538629,1.001912951,1.004504681,33.55563354,66.39244843,145.3957062,1.731236696,1.004910946,70.78894043,66.96327209,-0.7354243398,20.78894234,-3.067564487,-8.201258659,0.007043977734,0.002761544427,0.0002181091986,20.19956589,18.67981529,1.081357837,0.007327779662,0.7986364365,0,0.1400597841,0.7512027025,50.32483292,27.98224258,-1,0.8107585311,1,185,0,0
2026.04.14 19:40:00,2026-04-14T19:40:00Z,37,0.0002520894341,0.000155124435,0.0005913660279,1.000252128,0,1.000252128,0.05727467686,-0.6541386843,0.004800888244,0.3276040852,1.001958847,1.004570484,32.68218613,66.91057587,147.5227509,1.675306678,1.005023241,71.90504456,67.37046051,-1.008262992,21.90504265,-4.227437496,-16.33011055,0.004169874359,0.002575666178,0.0002199474402,19.84602547,18.61121941,1.066347361,0.007371900603,0.8007367253,0,0.1346025467,0.7662270069,50.6666069,24.91675186,-1,0.6443914175,1,190,0,0
2026.04.14 19:45:00,2026-04-14T19:45:00Z,38,0.0001841790217,-6.784687866e-05,0.0003877096169,1.000184178,0,1.000184178,-0.2193066329,-1.086928844,0.004800888244,0.2481815815,1.001938939,1.004568219,31.92507935,67.37718201,149.6275024,1.622052193,1.005152225,72.72517395,67.66762543,-1.234117508,22.72517395,-2.319926023,-16.36421776,0.001948438701,0.002448551357,0.000220994727,19.14273834,18.43899536,1.038166046,0.007051803637,0.8010771871,0,0.1152309626,0.8252103925,51.07737732,25.29299355,-1,0.6631578803,1,195,0,0
2026.04.14 19:50:00,2026-04-14T19:50:00Z,39,0.0003585670784,0.0007948355633,0.0005910451873,1.000358582,0,1.000358582,0.1080385372,-0.6154059768,0.004800888244,0.4905100465,1.002078891,1.004734278,31.73802948,68.04936218,151.8419037,1.583648205,1.005280137,74.29859161,68.24234009,1.169883132,24.29859161,2.603472471,1.836799145,0.001362379058,0.002116730902,0.000221737384,18.86468506,18.37521553,1.026637554,0.006431179121,0.8368977904,0,0.1076157987,0.8291627169,51.73239899,27.90286636,-1,0.6496881247,1,200,0,0
2026.04.14 19:55:00,2026-04-14T19:55:00Z,40,-0.0006106101209,-6.786398444e-05,0.0007853098796,0.9993895888,0,0.9993895888,-1.958011866,-0.172771275,0.004800888244,-0.8300299644,1.001327276,1.003958702,29.34810638,67.49716949,153.4281158,1.487712383,1.005401015,67.19108582,66.19791412,-1.571319938,17.191082,-1.294389606,-3.397806644,-0.004362531006,0.0008985807071,0.0002206112113,18.9636364,18.41271019,1.029920936,0.005626602098,0.7302107215,0,0.1197215393,0.9182163477,51.90441895,24.07963562,-1,0.5676810145,1,205,0,0
2026.04.14 20:00:00,2026-04-14T20:00:00Z,41,-0.0002133167873,-0.0004653598007,0.0006788076134,0.9997867346,0,0.9997867346,-0.9723026752,-0.4322365522,0.004800888244,-0.2915743291,1.001007557,1.00359726,26.48305511,66.4569397,154.7161407,1.374712229,1.005519629,64.85781097,65.498703,-2.62245512,14.85780811,-7.967401981,-12.77493191,-0.01045784447,0.001485884073,0.000217431676,18.85909081,18.39445686,1.025259495,0.004993870854,0.676142931,0,0.1151039824,0.8401146531,50.89712906,17.5598793,-1,0.342245996,1,210,0,0
2026.04.14 20:05:00,2026-04-14T20:05:00Z,42,8.727145905e-05,-0.0007366554346,0.0004809417005,1.000077605,9.697251699e-06,1.000087261,-0.2196117043,-0.8749179244,0.004800888244,0.12218979,1.00099051,1.003539801,24.14057732,65.43053436,155.9468079,1.270079732,1.005646467,65.38734436,65.65016174,-2.970416546,15.3873415,-10.19633007,-17.15806961,-0.01452232525,0.0008734387229,0.0002127594198,18.41558456,18.27956772,1.007440925,0.004433389753,0.6775816679,0,0.1133902222,0.8098423481,50.12704468,18.40492249,-1,0.2659340799,1,215,0,0
2026.04.14 20:10:00,2026-04-14T20:10:00Z,43,-0.0001066661498,-0.000232711478,0.0006400310085,0.9998933673,0,0.9998933673,-0.6184762716,-0.515687108,0.004800888244,-0.1504318267,1.000799537,1.003297687,21.697155,64.13986969,156.97612,1.157473087,1.005765438,64.11569977,65.29269409,-1.025126934,14.11570168,-6.460103035,-6.263805389,-0.01830581576,0.0009221062646,0.0002066632005,18.2787571,18.24397659,1.001906395,0.003874453483,0.6358046532,0,0.1137286425,0.7631151676,49.18923569,16.24128151,-1,0.3059936762,1,220,0,0
2026.04.14 20:15:00,2026-04-14T20:15:00Z,44,0.0004265963507,0.0004072016454,0.0004749718937,1.00042665,0,1.00042665,0.6370216012,-0.9120290875,0.004800888244,0.6165739894,1.0011096,1.00357914,20.66768456,63.39461517,158.2158966,1.077848077,1.005897641,66.889534,66.04727173,0.6772425175,16.8895359,1.413681507,5.006630421,-0.0182685107,0.001310310676,0.0002003072441,17.84813118,18.12409592,0.9847735763,0.003396579763,0.7344298959,0,0.1141013056,0.8073252439,48.31841278,15.44505692,-1,0.331920892,1,225,0,0
2026.04.14 20:20:00,2026-04-14T20:20:00Z,45,0.0009882284794,0.001308158739,0.001148490352,1.000988722,0,1.000988722,1.757379413,0.6469643116,0.004800888244,1.365633011,1.001899123,1.004391313,22.20030403,63.93857956,160.0797272,1.06964016,1.006045103,72.2455368,67.70801544,2.286066055,22.24554062,8.3645401,16.16017532,-0.01220846269,0.001765550463,0.0001955959597,18.69112206,18.35461426,1.018333673,0.003263512393,0.9906215668,0,0.1232344359,0.9496713281,48.46212006,23.63096809,-1,0.4209373593,1,230,0,0
2026.04.14 20:25:00,2026-04-14T20:25:00Z,46,0.0002033376368,0.001618162496,0.0004744062608,1.000203371,0,1.000203371,0.05342065915,-0.9683254361,0.004800888244,0.2880289555,1.001902223,1.004414558,23.43676376,64.46675873,161.9438324,1.063057899,1.006194592,73.20650482,68.03646851,3.030268669,23.20650673,10.45132828,23.23687744,-0.007678695954,0.001473796437,0.0001922039373,18.23104095,18.23252296,0.9999188185,0.003197223181,1.008438587,0,0.1229948476,0.8240466714,48.82804489,25.63117027,-1,0.5502599478,1,235,0,0
