record_view,attempt_name,tier_scope,candidate_id,candidate_alias,candidate_role,variant_id,source_variant_id,profile_label,target_period,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_end,closed_balance_min,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s258_stc_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_03_s258_stc_2025h2_impulse_repl,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bw_03_s258_stc_2025h2_impulse_repl_variant,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-09,27,13.97,140.83,-126.86,1.110121,0.517407,0.518519,10.059286,-9.758462,1.030827,513.97,467.53,40.47,7.385036,16,0.851852,3,0.345194,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_03_s258_stc_2025h2_impulse_repl,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bw_03_s258_stc_2025h2_impulse_repl_variant,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-10,29,29.36,178.58,-149.22,1.196756,1.012414,0.586207,10.504706,-12.435,0.844769,529.36,486.76,97.37,15.961248,9,0.586207,4,0.30153,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_03_s258_stc_2025h2_impulse_repl,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bw_03_s258_stc_2025h2_impulse_repl_variant,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-11,37,248.0,389.38,-141.38,2.754138,6.702703,0.648649,16.224167,-10.875385,1.491825,748.0,475.27,45.12,6.028781,9,0.675676,2,5.496454,measured_slice(측정 구간)
mt5_ta_s258_stc_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_03_s258_stc_2025h2_impulse_repl,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bw_03_s258_stc_2025h2_impulse_repl_variant,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-12,23,147.93,336.1,-188.17,1.786151,6.431739,0.565217,25.853846,-18.817,1.373962,647.93,458.83,51.32,9.575877,8,0.826087,2,2.882502,measured_slice(측정 구간)
mt5_ta_s264_aih_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_04_s264_aih_2023h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_04_s264_aih_2023h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-07,24,-3.44,119.89,-123.33,0.972107,-0.143333,0.458333,10.899091,-9.486923,1.148854,496.56,492.34,60.04,10.869329,6,0.666667,5,-0.057295,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_04_s264_aih_2023h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_04_s264_aih_2023h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-08,39,175.07,328.04,-152.97,2.144473,4.488974,0.641026,13.1216,-10.926429,1.200905,675.07,487.29,49.14,6.820358,5,0.487179,3,3.562678,measured_slice(측정 구간)
mt5_ta_s264_aih_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_04_s264_aih_2023h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_04_s264_aih_2023h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-09,30,153.72,254.01,-100.29,2.532755,5.124,0.766667,11.043913,-14.327143,0.770838,653.72,500.0,25.74,4.680596,4,0.366667,2,5.972028,measured_slice(측정 구간)
mt5_ta_s264_aih_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_04_s264_aih_2023h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_04_s264_aih_2023h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-10,36,18.98,184.67,-165.69,1.114551,0.527222,0.527778,9.719474,-9.746471,0.99723,518.98,421.93,78.07,15.614,27,0.888889,5,0.243115,measured_slice(측정 구간)
mt5_ta_s264_aih_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_04_s264_aih_2023h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_04_s264_aih_2023h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-11,19,25.82,133.21,-107.39,1.240432,1.358947,0.421053,16.65125,-9.762727,1.705594,525.82,468.5,55.44,10.581364,8,0.736842,6,0.465729,measured_slice(측정 구간)
mt5_ta_s264_aih_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_04_s264_aih_2023h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_04_s264_aih_2023h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-12,16,169.18,203.86,-34.68,5.878316,10.57375,0.875,14.561429,-17.34,0.839759,669.18,500.0,27.5,4.112273,1,0.125,1,6.152,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_05_s264_aih_2025h1_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_05_s264_aih_2025h1_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-01,33,37.42,158.85,-121.43,1.308161,1.133939,0.515152,9.344118,-7.589375,1.23121,537.42,477.18,39.85,7.245718,13,0.818182,6,0.939021,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_05_s264_aih_2025h1_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_05_s264_aih_2025h1_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-02,39,201.58,409.58,-208.0,1.969135,5.168718,0.615385,17.065833,-13.866667,1.230709,701.58,500.0,98.34,13.614276,17,0.641026,3,2.049827,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_05_s264_aih_2025h1_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_05_s264_aih_2025h1_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-03,34,76.01,310.09,-234.08,1.324718,2.235588,0.441176,20.672667,-12.32,1.677976,576.01,500.0,69.54,12.019497,14,0.823529,3,1.09304,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_05_s264_aih_2025h1_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_05_s264_aih_2025h1_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-04,57,328.78,715.34,-386.56,1.850528,5.76807,0.614035,20.438286,-17.570909,1.163189,828.78,495.21,77.61,11.976667,9,0.649123,4,4.23631,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_05_s264_aih_2025h1_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_05_s264_aih_2025h1_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-05,28,25.97,219.31,-193.34,1.134323,0.9275,0.464286,16.87,-12.889333,1.308834,525.97,426.98,73.02,14.604,15,0.928571,4,0.355656,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_05_s264_aih_2025h1_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_05_s264_aih_2025h1_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-06,24,126.57,280.4,-153.83,1.822791,5.27375,0.666667,17.525,-19.22875,0.911396,626.57,497.74,48.62,8.898895,7,0.75,2,2.60325,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_06_s264_aih_2025h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_06_s264_aih_2025h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-07,21,69.84,135.99,-66.15,2.055782,3.325714,0.52381,12.362727,-6.615,1.868893,569.84,492.48,26.38,4.559123,6,0.714286,2,2.64746,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_06_s264_aih_2025h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_06_s264_aih_2025h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-08,27,34.65,168.38,-133.73,1.259104,1.283333,0.444444,14.031667,-8.915333,1.57388,534.65,500.0,51.37,9.150827,14,0.851852,7,0.674518,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_06_s264_aih_2025h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_06_s264_aih_2025h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-09,25,45.99,139.0,-93.01,1.494463,1.8396,0.56,9.928571,-8.455455,1.174221,545.99,468.31,41.18,7.091075,9,0.76,3,1.116804,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_06_s264_aih_2025h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_06_s264_aih_2025h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-10,23,35.79,139.95,-104.16,1.343606,1.556087,0.608696,9.996429,-11.573333,0.863747,535.79,500.0,79.71,12.950447,7,0.434783,3,0.449003,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_06_s264_aih_2025h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_06_s264_aih_2025h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-11,35,276.1,404.66,-128.56,3.147635,7.888571,0.657143,17.593913,-10.713333,1.642245,776.1,474.64,47.2,6.081299,9,0.6,2,5.849576,measured_slice(측정 구간)
mt5_ta_s264_aih_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_06_s264_aih_2025h2_impulse_repl,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bw_06_s264_aih_2025h2_impulse_repl_variant,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-12,21,14.03,200.25,-186.22,1.075341,0.668095,0.52381,18.204545,-18.622,0.977583,514.03,422.41,77.59,15.518,12,0.952381,3,0.180822,measured_slice(측정 구간)
mt5_ta_s264_aia_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_07_s264_aia_2023h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_07_s264_aia_2023h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-07,24,-3.44,119.89,-123.33,0.972107,-0.143333,0.458333,10.899091,-9.486923,1.148854,496.56,492.34,60.04,10.869329,6,0.666667,5,-0.057295,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_07_s264_aia_2023h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_07_s264_aia_2023h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-08,39,175.07,328.04,-152.97,2.144473,4.488974,0.641026,13.1216,-10.926429,1.200905,675.07,487.29,49.14,6.820358,5,0.487179,3,3.562678,measured_slice(측정 구간)
mt5_ta_s264_aia_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_07_s264_aia_2023h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_07_s264_aia_2023h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-09,31,171.28,272.4,-101.12,2.693829,5.525161,0.774194,11.35,-14.445714,0.7857,671.28,500.0,25.74,4.680596,4,0.387097,2,6.654235,measured_slice(측정 구간)
mt5_ta_s264_aia_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_07_s264_aia_2023h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_07_s264_aia_2023h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-10,36,18.13,187.8,-169.67,1.106854,0.503611,0.527778,9.884211,-9.980588,0.990343,518.13,419.42,80.58,16.116,27,0.888889,5,0.224994,measured_slice(측정 구간)
mt5_ta_s264_aia_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_07_s264_aia_2023h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_07_s264_aia_2023h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-11,19,25.58,135.96,-110.38,1.231745,1.346316,0.421053,16.995,-10.034545,1.693649,525.58,467.18,56.95,10.865625,8,0.736842,6,0.449166,measured_slice(측정 구간)
mt5_ta_s264_aia_2023h2_bw_adjacent_2023_h2_train_pre_2024,run267bw_07_s264_aia_2023h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_07_s264_aia_2023h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2023H2,tier_only_total,month,2023-12,16,173.54,209.02,-35.48,5.891206,10.84625,0.875,14.93,-17.74,0.841601,673.54,500.0,28.12,4.177747,1,0.125,1,6.171408,measured_slice(측정 구간)
mt5_ta_s264_aia_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_08_s264_aia_2025h1_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_08_s264_aia_2025h1_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-01,33,37.42,158.85,-121.43,1.308161,1.133939,0.515152,9.344118,-7.589375,1.23121,537.42,477.18,39.85,7.245718,13,0.818182,6,0.939021,measured_slice(측정 구간)
mt5_ta_s264_aia_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_08_s264_aia_2025h1_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_08_s264_aia_2025h1_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-02,39,201.58,409.58,-208.0,1.969135,5.168718,0.615385,17.065833,-13.866667,1.230709,701.58,500.0,98.34,13.614276,17,0.641026,3,2.049827,measured_slice(측정 구간)
mt5_ta_s264_aia_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_08_s264_aia_2025h1_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_08_s264_aia_2025h1_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-03,34,76.01,310.09,-234.08,1.324718,2.235588,0.441176,20.672667,-12.32,1.677976,576.01,500.0,69.54,12.019497,14,0.823529,3,1.09304,measured_slice(측정 구간)
mt5_ta_s264_aia_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_08_s264_aia_2025h1_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_08_s264_aia_2025h1_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-04,57,328.78,715.34,-386.56,1.850528,5.76807,0.614035,20.438286,-17.570909,1.163189,828.78,495.21,77.61,11.976667,9,0.649123,4,4.23631,measured_slice(측정 구간)
mt5_ta_s264_aia_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_08_s264_aia_2025h1_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_08_s264_aia_2025h1_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-05,29,-1.83,218.74,-220.57,0.991703,-0.063103,0.448276,16.826154,-13.785625,1.220558,498.17,426.98,73.02,14.604,15,0.931034,4,-0.025062,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_2025h1_bw_adjacent_2025_h1_validation_post_2024,run267bw_08_s264_aia_2025h1_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_08_s264_aia_2025h1_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H1,tier_only_total,month,2025-06,24,124.15,273.62,-149.47,1.830601,5.172917,0.666667,17.10125,-18.68375,0.915301,624.15,498.03,47.03,8.628408,7,0.75,2,2.639804,measured_slice(측정 구간)
mt5_ta_s264_aia_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_09_s264_aia_2025h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_09_s264_aia_2025h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-07,21,69.84,135.99,-66.15,2.055782,3.325714,0.52381,12.362727,-6.615,1.868893,569.84,492.48,26.38,4.559123,6,0.714286,2,2.64746,measured_slice(측정 구간)
mt5_ta_s264_aia_2025h2_bw_adjacent_2025_h2_oos_followthrough,run267bw_09_s264_aia_2025h2_impulse_repl,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bw_09_s264_aia_2025h2_impulse_repl_variant,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,2025H2,tier_only_total,month,2025-08,27,34.65,168.38,-133.73,1.259104,1.283333,0.444444,14.031667,-8.915333,1.57388,534.65,500.0,51.37,9.150827,14,0.851852,7,0.674518,measured_slice(측정 구간)
