bar_time_server,stage56_context_et_event_signal,stage264_source_feature_rank_bucket,stage264_source_feature_gate_allow_inner_all_oos_anchor
2024.01.05 16:50:00,0,1,0
2024.01.05 16:55:00,0,1,0
2024.01.05 17:00:00,0,1,0
2024.01.05 17:05:00,0,1,0
2024.01.05 17:10:00,0,1,0
2024.01.05 17:15:00,0,1,0
2024.01.05 17:20:00,0,0,0
2024.01.05 17:25:00,1,1,0
2024.01.05 17:30:00,0,0,0
2024.01.05 17:35:00,0,0,0
2024.01.05 17:40:00,0,0,0
2024.01.05 17:45:00,0,0,0
2024.01.05 17:50:00,0,0,0
2024.01.05 17:55:00,-1,0,0
2024.01.05 18:10:00,0,0,0
2024.01.05 18:15:00,0,0,0
2024.01.05 18:20:00,0,0,0
2024.01.05 18:25:00,0,0,0
2024.01.05 18:30:00,0,1,0
2024.01.05 18:35:00,0,0,0
2024.01.05 18:40:00,0,0,0
2024.01.05 18:45:00,0,1,0
2024.01.05 18:50:00,0,1,0
2024.01.05 18:55:00,0,0,0
2024.01.05 19:00:00,0,0,0
2024.01.05 19:05:00,0,0,0
2024.01.05 19:10:00,0,2,0
2024.01.05 19:15:00,-1,2,1
2024.01.05 19:20:00,0,1,0
2024.01.05 19:25:00,0,0,0
2024.01.05 19:30:00,0,0,0
2024.01.05 19:35:00,0,0,0
2024.01.05 19:40:00,0,0,0
2024.01.05 19:45:00,0,0,0
2024.01.05 19:50:00,0,0,0
2024.01.05 19:55:00,0,0,0
2024.01.05 20:00:00,0,0,0
2024.01.05 20:05:00,0,0,0
2024.01.05 20:10:00,0,0,0
2024.01.05 20:15:00,0,0,0
2024.01.05 20:20:00,0,0,0
2024.01.05 20:25:00,0,0,0
2024.01.05 20:30:00,0,0,0
2024.01.05 20:35:00,0,0,0
2024.01.05 20:40:00,0,0,0
2024.01.05 20:45:00,0,0,0
2024.01.05 20:50:00,0,0,0
2024.01.05 20:55:00,0,0,0
2024.01.05 21:00:00,0,0,0
2024.01.05 21:05:00,0,0,0
2024.01.05 21:10:00,0,0,0
2024.01.05 21:15:00,0,0,0
2024.01.05 21:20:00,0,0,0
2024.01.05 21:25:00,0,0,0
2024.01.05 21:30:00,0,0,0
2024.01.05 21:40:00,0,0,0
2024.01.05 21:45:00,0,0,0
2024.01.05 21:50:00,0,0,0
2024.01.05 21:55:00,0,0,0
2024.01.05 22:00:00,0,0,0
2024.01.08 16:45:00,0,1,0
2024.01.08 16:50:00,0,0,0
2024.01.08 16:55:00,0,0,0
2024.01.08 17:00:00,0,2,0
2024.01.08 17:05:00,0,2,0
2024.01.08 17:10:00,0,0,0
2024.01.08 17:15:00,0,0,0
2024.01.08 17:20:00,1,0,0
2024.01.08 17:25:00,0,0,0
2024.01.08 17:30:00,0,0,0
2024.01.08 17:35:00,0,0,0
2024.01.08 17:40:00,0,0,0
2024.01.08 17:45:00,0,0,0
2024.01.08 17:55:00,0,0,0
2024.01.08 18:10:00,0,0,0
2024.01.08 18:15:00,0,0,0
2024.01.08 18:25:00,0,0,0
2024.01.08 18:40:00,0,0,0
2024.01.08 18:50:00,0,0,0
2024.01.08 19:05:00,0,0,0
2024.01.08 19:20:00,0,0,0
2024.01.08 19:25:00,0,0,0
2024.01.08 19:45:00,0,0,0
2024.01.08 20:00:00,0,0,0
2024.01.08 20:05:00,0,0,0
2024.01.08 20:15:00,0,0,0
2024.01.08 20:35:00,0,0,0
2024.01.08 21:00:00,0,0,0
2024.01.08 21:05:00,0,0,0
2024.01.08 21:15:00,0,0,0
2024.01.08 21:25:00,0,0,0
2024.01.08 21:55:00,0,0,0
2024.01.08 22:00:00,0,0,0
2024.01.09 16:40:00,0,0,0
2024.01.09 16:45:00,0,0,0
2024.01.09 16:50:00,0,0,0
2024.01.09 16:55:00,0,0,0
2024.01.09 17:00:00,0,0,0
2024.01.09 17:05:00,0,0,0
2024.01.09 17:10:00,1,0,0
2024.01.09 17:15:00,0,0,0
2024.01.09 17:20:00,0,0,0
2024.01.09 17:30:00,0,1,0
2024.01.09 17:35:00,0,0,0
2024.01.09 17:40:00,0,0,0
2024.01.09 17:45:00,0,0,0
2024.01.09 17:50:00,0,0,0
2024.01.09 18:00:00,0,0,0
2024.01.09 18:05:00,0,0,0
2024.01.09 18:10:00,0,0,0
2024.01.09 18:15:00,0,0,0
2024.01.09 18:20:00,0,0,0
2024.01.09 18:25:00,0,0,0
2024.01.09 18:35:00,0,0,0
2024.01.09 18:40:00,0,0,0
2024.01.09 18:45:00,0,0,0
2024.01.09 18:55:00,0,0,0
2024.01.09 19:05:00,0,0,0
2024.01.09 19:10:00,0,0,0
2024.01.09 19:20:00,0,0,0
2024.01.09 19:25:00,0,0,0
2024.01.09 19:30:00,0,0,0
2024.01.09 19:35:00,0,0,0
2024.01.09 19:45:00,0,0,0
2024.01.09 19:50:00,0,0,0
2024.01.09 19:55:00,0,0,0
2024.01.09 20:00:00,0,0,0
2024.01.09 20:05:00,0,0,0
2024.01.09 20:10:00,0,0,0
2024.01.09 20:15:00,0,0,0
2024.01.09 20:20:00,0,0,0
2024.01.09 20:25:00,0,0,0
2024.01.09 20:35:00,0,0,0
2024.01.09 20:40:00,0,0,0
2024.01.09 20:50:00,0,0,0
2024.01.09 20:55:00,0,0,0
2024.01.09 21:15:00,0,0,0
2024.01.09 21:25:00,0,0,0
2024.01.09 21:30:00,0,0,0
2024.01.09 21:35:00,0,0,0
2024.01.09 21:45:00,0,0,0
2024.01.09 21:50:00,0,0,0
2024.01.09 21:55:00,0,0,0
2024.01.09 22:00:00,0,0,0
2024.01.10 16:40:00,0,1,0
2024.01.10 16:45:00,-1,0,0
2024.01.10 16:50:00,0,0,0
2024.01.10 16:55:00,0,0,0
2024.01.10 17:00:00,0,0,0
2024.01.10 17:05:00,0,0,0
2024.01.10 17:10:00,0,0,0
2024.01.10 17:15:00,0,0,0
2024.01.10 17:20:00,0,0,0
2024.01.10 17:30:00,0,0,0
2024.01.10 17:50:00,0,0,0
2024.01.10 18:15:00,0,0,0
2024.01.10 18:20:00,0,0,0
2024.01.10 18:25:00,0,0,0
2024.01.10 18:35:00,0,0,0
2024.01.10 18:55:00,0,0,0
2024.01.10 19:00:00,0,0,0
2024.01.10 19:05:00,0,0,0
2024.01.10 19:20:00,0,0,0
2024.01.10 19:30:00,0,0,0
2024.01.10 20:00:00,0,0,0
2024.01.10 20:05:00,0,0,0
2024.01.10 20:10:00,0,0,0
2024.01.10 20:15:00,0,0,0
2024.01.10 20:25:00,0,0,0
2024.01.10 20:30:00,0,0,0
2024.01.10 20:40:00,0,0,0
2024.01.10 20:50:00,0,0,0
2024.01.10 20:55:00,0,0,0
2024.01.10 21:10:00,0,0,0
2024.01.10 21:15:00,0,0,0
2024.01.10 21:20:00,0,0,0
2024.01.10 21:25:00,0,0,0
2024.01.10 21:30:00,0,0,0
2024.01.10 21:35:00,0,0,0
2024.01.10 21:40:00,0,0,0
2024.01.10 21:45:00,0,0,0
2024.01.10 21:50:00,0,0,0
2024.01.10 21:55:00,0,0,0
2024.01.11 16:40:00,0,0,0
2024.01.11 16:45:00,0,0,0
2024.01.11 16:50:00,0,0,0
2024.01.11 16:55:00,0,0,0
2024.01.11 17:00:00,0,0,0
2024.01.11 17:05:00,0,1,0
2024.01.11 17:10:00,0,1,0
2024.01.11 17:15:00,0,2,0
2024.01.11 17:20:00,0,0,0
2024.01.11 17:25:00,0,0,0
2024.01.11 17:30:00,0,0,0
2024.01.11 17:35:00,0,1,0
2024.01.11 17:40:00,0,0,0
2024.01.11 17:45:00,0,0,0
2024.01.11 17:50:00,-1,1,0
2024.01.11 17:55:00,0,1,0
2024.01.11 18:00:00,0,1,0
2024.01.11 18:05:00,0,1,0
2024.01.11 18:10:00,0,0,0
2024.01.11 18:15:00,0,0,0
2024.01.11 18:20:00,0,0,0
2024.01.11 18:25:00,0,0,0
2024.01.11 18:30:00,0,0,0
2024.01.11 18:40:00,0,0,0
2024.01.11 18:45:00,0,0,0
2024.01.11 18:50:00,0,0,0
2024.01.11 18:55:00,0,0,0
2024.01.11 19:00:00,0,0,0
2024.01.11 19:05:00,0,0,0
2024.01.11 19:10:00,0,0,0
2024.01.11 19:15:00,0,0,0
2024.01.11 19:20:00,0,0,0
2024.01.11 19:25:00,0,0,0
2024.01.11 19:30:00,0,0,0
2024.01.11 19:35:00,0,0,0
2024.01.11 19:40:00,0,0,0
2024.01.11 19:45:00,0,0,0
2024.01.11 19:50:00,0,0,0
2024.01.11 19:55:00,0,0,0
2024.01.11 20:00:00,0,0,0
2024.01.11 20:05:00,0,0,0
2024.01.11 20:10:00,0,0,0
2024.01.11 20:15:00,0,0,0
2024.01.11 20:20:00,0,0,0
2024.01.11 20:25:00,0,0,0
2024.01.11 20:30:00,0,0,0
2024.01.11 20:35:00,0,0,0
2024.01.11 20:40:00,0,0,0
2024.01.11 20:55:00,0,0,0
2024.01.11 21:00:00,0,0,0
2024.01.11 21:10:00,0,0,0
2024.01.11 21:30:00,0,0,0
2024.01.11 21:35:00,0,0,0
2024.01.11 21:40:00,0,0,0
2024.01.11 21:55:00,0,0,0
2024.01.11 22:00:00,0,0,0
2024.01.12 16:40:00,0,0,0
2024.01.12 16:55:00,0,0,0
2024.01.12 17:00:00,-1,2,0
2024.01.12 17:05:00,0,0,0
2024.01.12 17:10:00,1,0,0
2024.01.12 17:15:00,0,0,0
2024.01.12 17:20:00,0,0,0
2024.01.12 17:25:00,0,0,0
2024.01.12 17:30:00,0,0,0
2024.01.12 17:35:00,0,0,0
2024.01.12 17:40:00,0,0,0
2024.01.12 17:45:00,0,1,0
2024.01.12 17:50:00,-1,0,0
2024.01.12 17:55:00,0,0,0
2024.01.12 18:00:00,0,0,0
2024.01.12 18:05:00,0,1,0
2024.01.12 18:10:00,0,1,0
2024.01.12 18:15:00,0,0,0
2024.01.12 18:20:00,0,0,0
2024.01.12 18:25:00,0,0,0
2024.01.12 18:30:00,0,0,0
2024.01.12 18:35:00,0,0,0
2024.01.12 18:40:00,1,0,0
2024.01.12 18:45:00,0,0,0
2024.01.12 18:50:00,0,0,0
2024.01.12 18:55:00,0,0,0
2024.01.12 19:05:00,0,0,0
2024.01.12 19:10:00,0,0,0
2024.01.12 19:15:00,0,0,0
2024.01.12 19:20:00,0,0,0
2024.01.12 19:25:00,0,0,0
2024.01.12 19:30:00,0,0,0
2024.01.12 19:35:00,0,0,0
2024.01.12 19:40:00,0,0,0
2024.01.12 19:45:00,0,0,0
2024.01.12 19:50:00,0,0,0
2024.01.12 19:55:00,0,0,0
2024.01.12 20:00:00,0,0,0
2024.01.12 20:05:00,0,0,0
2024.01.12 20:10:00,0,0,0
2024.01.12 20:25:00,0,0,0
2024.01.12 20:30:00,0,0,0
2024.01.12 20:35:00,0,0,0
2024.01.12 20:40:00,0,0,0
2024.01.12 20:55:00,0,0,0
2024.01.12 21:25:00,0,0,0
2024.01.12 21:35:00,0,0,0
2024.01.12 21:40:00,0,0,0
2024.01.12 21:45:00,0,0,0
2024.01.12 21:50:00,0,0,0
2024.01.12 21:55:00,0,0,0
2024.01.16 16:40:00,-1,1,1
2024.01.16 16:45:00,0,1,0
2024.01.16 16:50:00,0,1,0
2024.01.16 16:55:00,0,1,0
2024.01.16 17:00:00,0,0,0
2024.01.16 17:05:00,0,0,0
2024.01.16 17:10:00,1,0,0
2024.01.16 17:15:00,0,1,0
2024.01.16 17:20:00,0,1,0
2024.01.16 17:25:00,0,0,0
2024.01.16 17:30:00,0,1,0
2024.01.16 17:35:00,0,1,0
2024.01.16 17:40:00,0,1,0
2024.01.16 17:45:00,0,1,0
2024.01.16 17:50:00,0,0,0
2024.01.16 17:55:00,0,0,0
2024.01.16 18:05:00,-1,1,1
2024.01.16 18:10:00,0,0,0
2024.01.16 18:15:00,0,0,0
2024.01.16 18:20:00,0,0,0
2024.01.16 18:25:00,0,0,0
2024.01.16 18:30:00,0,0,0
2024.01.16 18:35:00,0,0,0
2024.01.16 18:40:00,0,0,0
2024.01.16 18:45:00,0,0,0
2024.01.16 18:50:00,0,0,0
2024.01.16 18:55:00,0,0,0
2024.01.16 19:00:00,0,1,0
2024.01.16 19:05:00,0,1,0
2024.01.16 19:10:00,0,1,0
2024.01.16 19:15:00,-1,1,1
2024.01.16 19:20:00,0,0,0
2024.01.16 19:25:00,0,0,0
2024.01.16 19:30:00,0,0,0
2024.01.16 19:35:00,0,0,0
2024.01.16 19:40:00,0,0,0
2024.01.16 19:45:00,0,0,0
2024.01.16 19:50:00,0,0,0
2024.01.16 19:55:00,0,0,0
2024.01.16 20:00:00,0,0,0
2024.01.16 20:05:00,0,0,0
2024.01.16 20:15:00,0,0,0
2024.01.16 20:20:00,0,0,0
2024.01.16 20:25:00,0,0,0
2024.01.16 20:30:00,0,0,0
2024.01.16 20:40:00,0,0,0
2024.01.16 20:45:00,0,0,0
2024.01.16 20:55:00,0,0,0
2024.01.16 21:05:00,0,0,0
2024.01.16 21:10:00,0,0,0
2024.01.16 21:15:00,0,0,0
2024.01.16 21:20:00,0,0,0
2024.01.16 21:25:00,0,0,0
2024.01.16 21:30:00,0,0,0
2024.01.16 21:35:00,0,0,0
2024.01.16 21:50:00,0,0,0
2024.01.17 16:40:00,-1,3,0
2024.01.17 16:45:00,0,3,0
2024.01.17 16:50:00,0,3,0
2024.01.17 16:55:00,0,3,0
2024.01.17 17:00:00,0,2,0
2024.01.17 17:05:00,0,1,0
2024.01.17 17:10:00,0,0,0
2024.01.17 17:15:00,0,0,0
2024.01.17 17:20:00,0,0,0
2024.01.17 17:25:00,0,0,0
2024.01.17 17:30:00,0,0,0
2024.01.17 17:35:00,0,0,0
2024.01.17 17:40:00,0,0,0
2024.01.17 17:45:00,0,0,0
2024.01.17 17:50:00,-1,0,0
2024.01.17 17:55:00,0,0,0
2024.01.17 18:00:00,0,0,0
2024.01.17 18:05:00,0,0,0
2024.01.17 18:10:00,0,0,0
2024.01.17 18:15:00,0,0,0
2024.01.17 18:20:00,0,0,0
2024.01.17 18:25:00,0,0,0
2024.01.17 18:30:00,0,0,0
2024.01.17 18:35:00,0,0,0
2024.01.17 18:40:00,0,0,0
2024.01.17 18:45:00,0,0,0
2024.01.17 18:50:00,0,0,0
2024.01.17 18:55:00,0,0,0
2024.01.17 19:00:00,0,0,0
2024.01.17 19:05:00,0,0,0
2024.01.17 19:10:00,0,0,0
2024.01.17 19:15:00,0,0,0
2024.01.17 19:20:00,0,0,0
2024.01.17 19:25:00,0,0,0
2024.01.17 19:30:00,0,0,0
2024.01.17 19:35:00,0,0,0
2024.01.17 19:40:00,0,0,0
2024.01.17 19:45:00,0,0,0
2024.01.17 19:50:00,0,0,0
2024.01.17 19:55:00,0,0,0
2024.01.17 20:00:00,0,0,0
2024.01.17 20:05:00,0,0,0
2024.01.17 20:10:00,0,0,0
2024.01.17 20:15:00,0,0,0
2024.01.17 20:20:00,0,0,0
2024.01.17 20:25:00,0,0,0
2024.01.17 20:30:00,0,0,0
2024.01.17 20:35:00,0,0,0
2024.01.17 20:40:00,0,0,0
2024.01.17 20:45:00,0,0,0
2024.01.17 20:50:00,0,0,0
2024.01.17 20:55:00,0,0,0
2024.01.17 21:00:00,0,0,0
2024.01.17 21:05:00,0,0,0
2024.01.17 21:10:00,0,0,0
2024.01.17 21:15:00,0,0,0
2024.01.17 21:20:00,0,0,0
2024.01.17 21:25:00,0,0,0
2024.01.17 21:30:00,0,0,0
2024.01.17 21:35:00,0,0,0
2024.01.17 21:45:00,0,0,0
2024.01.17 21:50:00,0,0,0
2024.01.17 21:55:00,0,0,0
2024.01.18 16:40:00,0,0,0
2024.01.18 16:45:00,0,0,0
2024.01.18 16:50:00,0,0,0
2024.01.18 16:55:00,0,0,0
2024.01.18 17:00:00,0,0,0
2024.01.18 17:05:00,0,0,0
2024.01.18 17:10:00,1,0,0
2024.01.18 17:15:00,0,0,0
2024.01.18 17:20:00,0,1,0
2024.01.18 17:25:00,0,0,0
2024.01.18 17:30:00,0,0,0
2024.01.18 17:35:00,0,1,0
2024.01.18 17:40:00,0,1,0
2024.01.18 17:50:00,0,0,0
2024.01.18 17:55:00,0,0,0
2024.01.18 18:00:00,0,1,0
2024.01.18 18:05:00,0,0,0
2024.01.18 18:10:00,0,0,0
2024.01.18 18:15:00,0,0,0
2024.01.18 18:20:00,0,0,0
2024.01.18 18:25:00,0,0,0
2024.01.18 18:30:00,0,0,0
2024.01.18 18:45:00,0,0,0
2024.01.18 18:50:00,0,0,0
2024.01.18 18:55:00,0,0,0
2024.01.18 19:00:00,0,0,0
2024.01.18 19:05:00,0,1,0
2024.01.18 19:10:00,0,1,0
2024.01.18 19:15:00,0,2,0
2024.01.18 19:20:00,0,1,0
2024.01.18 19:25:00,0,1,0
2024.01.18 19:30:00,-1,0,1
2024.01.18 19:35:00,0,0,0
2024.01.18 19:40:00,0,0,0
2024.01.18 19:45:00,0,0,0
2024.01.18 19:50:00,0,0,0
2024.01.18 19:55:00,0,0,0
2024.01.18 20:00:00,0,0,0
2024.01.18 20:05:00,0,0,0
2024.01.18 20:10:00,0,0,0
2024.01.18 20:15:00,0,0,0
2024.01.18 20:20:00,0,0,0
2024.01.18 20:25:00,0,0,0
2024.01.18 20:30:00,0,0,0
2024.01.18 20:40:00,0,0,0
2024.01.18 20:45:00,0,0,0
2024.01.18 20:50:00,0,0,0
2024.01.18 20:55:00,0,0,0
2024.01.18 21:00:00,0,0,0
2024.01.18 21:05:00,0,0,0
2024.01.18 21:10:00,0,0,0
2024.01.18 21:15:00,0,0,0
2024.01.18 21:20:00,0,0,0
2024.01.18 21:25:00,0,0,0
2024.01.18 21:35:00,0,0,0
2024.01.18 21:45:00,0,0,0
2024.01.18 21:50:00,0,0,0
2024.01.18 21:55:00,0,0,0
2024.01.18 22:00:00,0,0,0
2024.01.19 16:40:00,-1,0,0
2024.01.19 16:45:00,0,0,0
2024.01.19 16:50:00,0,0,0
2024.01.19 16:55:00,0,0,0
2024.01.19 17:00:00,0,0,0
2024.01.19 17:05:00,0,0,0
2024.01.19 17:10:00,0,0,0
2024.01.19 17:15:00,0,0,0
2024.01.19 17:20:00,0,0,0
2024.01.19 17:25:00,0,0,0
2024.01.19 17:30:00,0,0,0
2024.01.19 17:35:00,0,0,0
2024.01.19 17:40:00,0,0,0
2024.01.19 17:50:00,0,0,0
2024.01.19 17:55:00,0,0,0
2024.01.19 18:00:00,0,0,0
2024.01.19 18:05:00,0,0,0
2024.01.19 18:20:00,0,0,0
2024.01.19 18:35:00,0,0,0
2024.01.19 19:00:00,0,0,0
2024.01.19 19:15:00,0,0,0
2024.01.19 19:20:00,0,0,0
2024.01.19 19:25:00,0,0,0
2024.01.19 19:35:00,0,0,0
2024.01.19 19:40:00,0,0,0
2024.01.19 19:45:00,0,0,0
2024.01.19 19:50:00,0,0,0
2024.01.19 19:55:00,0,0,0
2024.01.19 20:00:00,0,0,0
2024.01.19 20:05:00,0,0,0
2024.01.19 20:10:00,0,0,0
2024.01.19 20:50:00,0,0,0
2024.01.19 20:55:00,0,0,0
2024.01.19 21:00:00,0,0,0
2024.01.19 21:10:00,0,0,0
2024.01.19 21:20:00,0,0,0
2024.01.19 21:25:00,0,0,0
2024.01.19 21:30:00,0,0,0
2024.01.19 21:35:00,0,0,0
2024.01.19 21:40:00,0,0,0
2024.01.19 21:45:00,0,0,0
2024.01.19 21:50:00,0,0,0
2024.01.19 21:55:00,0,0,0
2024.01.19 22:00:00,0,0,0
2024.01.22 16:40:00,-1,1,0
2024.01.22 16:45:00,0,0,0
2024.01.22 16:50:00,0,0,0
2024.01.22 16:55:00,0,1,0
2024.01.22 17:00:00,0,0,0
2024.01.22 17:05:00,0,1,0
2024.01.22 17:10:00,0,1,0
2024.01.22 17:15:00,0,0,0
2024.01.22 17:20:00,0,0,0
2024.01.22 17:25:00,0,0,0
2024.01.22 17:30:00,0,0,0
2024.01.22 17:35:00,0,0,0
2024.01.22 17:45:00,0,0,0
2024.01.22 17:55:00,-1,0,0
2024.01.22 18:00:00,0,0,0
2024.01.22 18:10:00,0,0,0
2024.01.22 18:15:00,0,0,0
2024.01.22 18:20:00,0,0,0
2024.01.22 18:30:00,0,0,0
2024.01.22 18:35:00,0,0,0
2024.01.22 18:40:00,0,0,0
2024.01.22 18:45:00,0,0,0
2024.01.22 18:50:00,0,0,0
2024.01.22 19:10:00,0,0,0
2024.01.22 19:15:00,0,0,0
2024.01.22 19:20:00,0,0,0
2024.01.22 19:30:00,0,0,0
2024.01.22 19:40:00,0,0,0
2024.01.22 19:45:00,0,0,0
2024.01.22 19:50:00,0,0,0
2024.01.22 19:55:00,0,0,0
2024.01.22 20:00:00,0,0,0
2024.01.22 20:05:00,0,0,0
2024.01.22 20:10:00,0,0,0
2024.01.22 20:20:00,0,0,0
2024.01.22 20:40:00,0,0,0
2024.01.22 20:50:00,0,0,0
