source_scope,artifact_slug,view_id,axis,bucket_count,total_net_profit,best_bucket,best_bucket_net,best_bucket_trade_count,worst_bucket,worst_bucket_net,worst_bucket_profit_factor,negative_bucket_count,best_bucket_net_share_of_positive_total,fragility_judgment,claim_boundary
score_proxy_old_session_parity,m48_bal,old_session_parity,hour,7,143.065,17,81.11,12,22,-14.735,0.0,2,0.5669450949,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_plain,raw_forward,hour,17,123.41,19,49.95,8,14,-31.315,0.6262680511,7,0.4047483996,regime_loss_pocket,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_plain,old_session_parity,hour,7,235.75,16,131.74,26,20,-21.775,0.3567208272,2,0.5588123012,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_bal,raw_forward,hour,18,93.24,17,69.75,11,23,-43.385,0.0,7,0.7480694981,regime_loss_pocket,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_bal,old_session_parity,hour,7,84.03,16,72.64,28,20,-28.925,0.0,3,0.8644531715,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_plain,raw_forward,hour,18,125.275,19,39.025,7,23,-39.21,0.0,7,0.3115146677,regime_loss_pocket,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_plain,old_session_parity,hour,7,146.9,16,84.73,25,20,-13.565,0.5627719581,3,0.5767869299,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_bal,old_session_parity,hour,7,43.24,17,53.92,12,22,-33.72,0.0,4,1.2469935245,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_plain,old_session_parity,hour,6,165.66,17,45.09,12,20,12.08,2.0108786611,0,0.2721839913,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_bal,old_session_parity,hour,7,116.19,17,44.11,15,22,-10.71,0.0,1,0.3796368018,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_plain,old_session_parity,hour,6,173.42,17,62.18,13,21,-21.89,0.3963044677,1,0.3585514935,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_bal,old_session_parity,hour,7,3.99,17,67.9,15,16,-54.86,0.6328224349,3,17.0175438596,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_plain,old_session_parity,hour,7,120.78,16,74.82,25,21,-25.66,0.4696155436,2,0.6194734228,regime_loss_pocket,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_bal,raw_forward,month,2,166.685,2026-05,170.285,45,2026-04,-3.6,0.9542915185,1,1.0215976243,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_bal,old_session_parity,month,2,160.54,2026-05,154.45,42,2026-04,6.09,1.0904768979,0,0.9620655288,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_plain,raw_forward,month,2,208.66,2026-05,191.21,51,2026-04,17.45,1.2353020496,0,0.9163711301,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_plain,old_session_parity,month,2,202.4,2026-05,175.26,48,2026-04,27.14,1.4327858396,0,0.8659090909,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_bal,raw_forward,month,2,103.82,2026-05,160.68,175,2026-04,-56.86,0.7864533454,1,1.5476786746,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_bal,old_session_parity,month,2,143.065,2026-05,150.725,44,2026-04,-7.66,0.9045898985,1,1.0535420962,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_plain,raw_forward,month,2,123.41,2026-05,167.035,178,2026-04,-43.625,0.8324724948,1,1.3534964752,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_plain,old_session_parity,month,2,235.75,2026-05,178.51,47,2026-04,57.24,1.9286931127,0,0.7572004242,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_bal,raw_forward,month,2,93.24,2026-05,136.375,179,2026-04,-43.135,0.8472367326,1,1.4626233376,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_bal,old_session_parity,month,2,84.03,2026-05,114.375,41,2026-04,-30.345,0.6599809513,1,1.3611210282,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_plain,raw_forward,month,2,125.275,2026-05,111.65,187,2026-04,13.625,1.0517460739,0,0.8912392736,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_plain,old_session_parity,month,2,146.9,2026-05,83.635,47,2026-04,63.265,2.3840516298,0,0.5693328795,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_bal,old_session_parity,month,2,43.24,2026-05,59.32,44,2026-04,-16.08,0.8604772234,1,1.3718778908,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_plain,old_session_parity,month,2,165.66,2026-05,135.76,46,2026-04,29.9,1.560134882,0,0.8195098394,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_bal,old_session_parity,month,2,116.19,2026-05,110.86,46,2026-04,5.33,1.0579599826,0,0.9541268612,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_plain,old_session_parity,month,2,173.42,2026-05,108.97,45,2026-04,64.45,2.6504481434,0,0.6283588975,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_bal,old_session_parity,month,2,3.99,2026-05,54.65,45,2026-04,-50.66,0.600567689,1,13.6967418546,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_plain,old_session_parity,month,2,120.78,2026-04,67.81,25,2026-05,52.97,1.283975768,0,0.5614340123,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_bal,raw_forward,volatility,3,166.685,high_vol,124.93,40,low_vol,9.94,1.3326083319,0,0.7494975553,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_bal,old_session_parity,volatility,3,160.54,high_vol,131.67,36,low_vol,-16.72,0.7043063047,1,0.8201694282,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_plain,raw_forward,volatility,3,208.66,high_vol,101.22,42,low_vol,22.315,1.932316691,0,0.4850953705,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_plain,old_session_parity,volatility,3,202.4,high_vol,90.22,35,low_vol,27.64,1.770775237,0,0.4457509881,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_bal,raw_forward,volatility,3,103.82,high_vol,88.695,83,low_vol,4.53,1.0248321228,0,0.8543151609,one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_bal,old_session_parity,volatility,3,143.065,high_vol,121.77,36,low_vol,-17.995,0.7037616265,1,0.8511515745,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_plain,raw_forward,volatility,3,123.41,high_vol,56.345,85,low_vol,15.74,1.0853972818,0,0.4565675391,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_plain,old_session_parity,volatility,3,235.75,high_vol,118.06,37,low_vol,24.265,1.7367542128,0,0.5007847296,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_bal,raw_forward,volatility,3,93.24,high_vol,93.91,98,mid_vol,-7.09,0.9607929881,1,1.0071857572,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_bal,old_session_parity,volatility,3,84.03,high_vol,64.45,31,low_vol,-20.385,0.6631692003,1,0.7669879805,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,u42_plain,raw_forward,volatility,3,125.275,high_vol,57.7,112,mid_vol,30.095,1.1944435471,0,0.4605867092,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,u42_plain,old_session_parity,volatility,3,146.9,mid_vol,82.275,21,low_vol,11.54,1.5149486836,0,0.5600748809,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_bal,old_session_parity,volatility,3,43.24,vol_high,69.91,38,vol_low,-41.29,0.4613879468,1,1.6167900093,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,c56_plain,old_session_parity,volatility,3,165.66,vol_mid,68.7,23,vol_low,29.09,1.7238118935,0,0.4147048171,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_bal,old_session_parity,volatility,3,116.19,vol_high,88.76,39,vol_low,-25.6,0.614225437,1,0.7639211636,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,m48_plain,old_session_parity,volatility,3,173.42,vol_mid,71.67,22,vol_low,30.66,2.1856148492,0,0.4132741322,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_bal,old_session_parity,volatility,3,3.99,vol_high,69.42,36,vol_low,-58.73,0.327724359,2,17.3984962406,loss_pocket_and_one_bucket_concentration,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
session_mt5_reference,u42_plain,old_session_parity,volatility,3,120.78,vol_mid,78.25,22,vol_high,19.38,1.1240558187,0,0.6478721643,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_bal,raw_forward,adx,3,166.685,low_adx,67.42,19,mid_adx,42.745,1.6575142286,0,0.4044755077,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_bal,old_session_parity,adx,3,160.54,low_adx,58.835,17,mid_adx,42.97,1.8022778193,0,0.3664818737,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,c56_plain,raw_forward,adx,3,208.66,low_adx,85.365,20,high_adx,49.795,1.7154454023,0,0.4091105147,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,c56_plain,old_session_parity,adx,3,202.4,low_adx,77.23,18,high_adx,52.42,1.7826801045,0,0.3815711462,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_raw_forward,m48_bal,raw_forward,adx,3,103.82,low_adx,49.635,96,high_adx,18.705,1.0646616541,0,0.4780870738,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
score_proxy_old_session_parity,m48_bal,old_session_parity,adx,3,143.065,high_adx,63.06,28,low_adx,31.26,1.4732778198,0,0.440778667,balanced_or_inconclusive,research_development_only_regime_source_attribution_no_forward_threshold_tuning_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
