record_view,tier_scope,split,status,route_role,net_profit,profit_factor,trade_count,expectancy,max_drawdown_amount,max_drawdown_percent,recovery_factor,order_attempt_count,fill_count,reject_count,skip_count,feature_ready_count,model_ok_count
mt5_ta_s258_stc_lateblk_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,230.24,1.13,328,0.7,226.96,26.48,1.01,583,583,0,59283,11651,11651
mt5_rt_s258_stc_lateblk_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,230.24,1.13,328,0.7,226.96,26.48,1.01,583,583,0,59283,11651,11651
mt5_ta_s264_aih_vollowblk_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,436.26,1.35,257,1.7,126.99,16.31,3.44,461,461,0,59283,11651,11651
mt5_rt_s264_aih_vollowblk_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,436.26,1.35,257,1.7,126.99,16.31,3.44,461,461,0,59283,11651,11651
mt5_ta_s264_lc_vollowblk_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,416.59,1.34,255,1.63,138.36,17.77,3.01,457,457,0,59283,11651,11651
mt5_rt_s264_lc_vollowblk_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,416.59,1.34,255,1.63,138.36,17.77,3.01,457,457,0,59283,11651,11651
mt5_ta_s262_lih_vollowblk_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,416.59,1.34,255,1.63,138.36,17.77,3.01,457,457,0,59283,11651,11651
mt5_rt_s262_lih_vollowblk_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,416.59,1.34,255,1.63,138.36,17.77,3.01,457,457,0,59283,11651,11651
mt5_ta_s264_aia_vollowblk_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,436.26,1.35,257,1.7,126.99,16.31,3.44,461,461,0,59283,11651,11651
mt5_rt_s264_aia_vollowblk_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,436.26,1.35,257,1.7,126.99,16.31,3.44,461,461,0,59283,11651,11651
mt5_ta_s258_stc_vollowblk_historical_2024_tier_a_train_era_stress,Tier A,historical_2024_tier_a_train_era_stress,completed,tier_only_total,459.04,1.34,270,1.7,176.04,21.38,2.61,481,481,0,59283,11651,11651
mt5_rt_s258_stc_vollowblk_historical_2024_tier_a_train_era_stress,Tier A+B,historical_2024_tier_a_train_era_stress,completed,routed_total,459.04,1.34,270,1.7,176.04,21.38,2.61,481,481,0,59283,11651,11651
