run_id,session_bucket_id,session_bucket_label,fold_id,attempt_name,split,wfo_split_role,tier_scope,route_role,tester_status,runtime_status,report_status,net_profit,profit_factor,trade_count,report_path
run03M_et_session_age_regime_probe_v1,b240plus,240+,fold05,b240plus_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-155.12,0.34,18,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b240plus_routed_validation_is.htm
run03M_et_session_age_regime_probe_v1,b000060,0-60,fold05,b000060_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,15.36,1.23,17,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b000060_tier_a_only_oos.htm
run03M_et_session_age_regime_probe_v1,b000060,0-60,fold05,b000060_tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-45.35,0,2,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b000060_tier_b_fallback_only_oos.htm
run03M_et_session_age_regime_probe_v1,b000060,0-60,fold05,b000060_routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,-14.57,0.84,19,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b000060_routed_oos.htm
run03M_et_session_age_regime_probe_v1,b060120,60-120,fold05,b060120_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,-30.07,0.21,4,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b060120_tier_a_only_oos.htm
run03M_et_session_age_regime_probe_v1,b060120,60-120,fold05,b060120_tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-0.39,0,1,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b060120_tier_b_fallback_only_oos.htm
run03M_et_session_age_regime_probe_v1,b060120,60-120,fold05,b060120_routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,-31.67,0.2,4,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b060120_routed_oos.htm
run03M_et_session_age_regime_probe_v1,b120180,120-180,fold05,b120180_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,0,0,0,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b120180_tier_a_only_oos.htm
run03M_et_session_age_regime_probe_v1,b120180,120-180,fold05,b120180_tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,0,0,0,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b120180_tier_b_fallback_only_oos.htm
run03M_et_session_age_regime_probe_v1,b120180,120-180,fold05,b120180_routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,0,0,0,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b120180_routed_oos.htm
run03M_et_session_age_regime_probe_v1,b180240,180-240,fold05,b180240_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,0,0,0,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b180240_tier_a_only_oos.htm
run03M_et_session_age_regime_probe_v1,b180240,180-240,fold05,b180240_tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-74.5,0,1,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b180240_tier_b_fallback_only_oos.htm
run03M_et_session_age_regime_probe_v1,b180240,180-240,fold05,b180240_routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,-7.31,0,1,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b180240_routed_oos.htm
run03M_et_session_age_regime_probe_v1,b240plus,240+,fold05,b240plus_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,16.62,1.39,3,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b240plus_tier_a_only_oos.htm
run03M_et_session_age_regime_probe_v1,b240plus,240+,fold05,b240plus_tier_b_fallback_only_oos,oos,test,Tier B,tier_b_fallback_only_total,completed,completed,completed,-16.34,0.6,2,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b240plus_tier_b_fallback_only_oos.htm
run03M_et_session_age_regime_probe_v1,b240plus,240+,fold05,b240plus_routed_oos,oos,test,Tier A+B,routed_total,completed,completed,completed,22.68,1.52,5,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03M_et_session_age_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03M_et_session_age_regime_probe_v1_b240plus_routed_oos.htm
