variant_id,variant_token,package_id,record_view,tier_scope,split,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
run276A_cp275D_q02_score_q70_focus,q02_score_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q02_score_q70_focus_tier_b_oos,Tier B,oos,chron_segment,chron_late,300,-391.47,743.43,-1134.9,0.655062,-1.3049,0.32,7.74406,-5.56324,1.39201,512.34,86.4592,268,0.96,11,-0.764082,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_oos,Tier A,oos,chron_segment,chron_late,316,-383.36,683.85,-1067.21,0.640783,-1.21316,0.376582,5.74664,-5.41731,1.06079,439.43,79.0242,295,0.974684,17,-0.872403,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_oos,Tier A,oos,chron_segment,chron_late,313,-371.79,804.92,-1176.71,0.684043,-1.18783,0.389776,6.5977,-6.16079,1.07092,430.93,77.8949,237,0.974441,10,-0.862762,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_oos,Tier A,oos,month,2026-03,166,-371.46,365.79,-737.25,0.496155,-2.23771,0.373494,5.89984,-7.08894,0.832259,371.46,74.292,166,1,10,-1,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_oos,Tier A,oos,session_report,session_13_20_report_time,630,-370.21,2112.19,-2482.4,0.850866,-0.587635,0.361905,9.26399,-6.17512,1.50021,849.81,86.7507,486,0.934921,10,-0.435639,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_oos,Tier B,oos,session_report,session_13_20_report_time,630,-370.21,2112.19,-2482.4,0.850866,-0.587635,0.361905,9.26399,-6.17512,1.50021,849.81,86.7507,486,0.934921,10,-0.435639,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_oos,Tier B,oos,session_report,session_13_20_report_time,557,-352,1965.21,-2317.21,0.848093,-0.631957,0.443447,7.95632,-7.47487,1.06441,527.74,84.3062,486,0.978456,9,-0.666995,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_oos,Tier A,oos,month,2026-03,150,-342.37,295.29,-637.66,0.463084,-2.28247,0.313333,6.28277,-6.19087,1.01484,407.44,79.6808,146,0.973333,10,-0.840296,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2026-03,150,-342.37,295.29,-637.66,0.463084,-2.28247,0.313333,6.28277,-6.19087,1.01484,407.44,79.6808,146,0.973333,10,-0.840296,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_early,524,-302.66,1370.58,-1673.24,0.819117,-0.577595,0.39313,6.6533,-5.26176,1.26446,519.03,79.3879,447,0.959924,11,-0.583126,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_oos,Tier A,oos,month,2026-02,100,-302.6,185.56,-488.16,0.380121,-3.026,0.35,5.30171,-7.51015,0.70594,302.6,60.52,100,1,7,-1,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_a_oos,Tier A,oos,session_report,session_13_20_report_time,847,-287.29,2645.56,-2932.85,0.902044,-0.339185,0.350649,8.90761,-5.33245,1.67045,766.77,79.193,648,0.951594,11,-0.374676,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_b_oos,Tier B,oos,session_report,session_13_20_report_time,847,-287.29,2645.56,-2932.85,0.902044,-0.339185,0.350649,8.90761,-5.33245,1.67045,766.77,79.193,648,0.951594,11,-0.374676,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_oos,Tier B,oos,chron_segment,chron_mid,214,-283.59,570.72,-854.31,0.668048,-1.32519,0.415888,6.41258,-6.83448,0.93827,293.7,58.74,214,1,9,-0.965577,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_oos,Tier A,oos,session_report,session_13_20_report_time,874,-263.29,2632.96,-2896.25,0.909093,-0.301247,0.423341,7.11611,-5.74653,1.23833,413.56,74.5153,819,0.993135,12,-0.636643,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_late,426,-259.92,786.74,-1046.66,0.751667,-0.610141,0.42723,4.32275,-4.28959,1.00773,292.59,55.44,376,0.992958,11,-0.888342,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_a_oos,Tier A,oos,month,2026-03,145,-257.97,303.04,-561.01,0.540169,-1.7791,0.310345,6.73422,-5.6101,1.20037,315.28,61.8912,143,0.986207,11,-0.818225,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_b_oos,Tier B,oos,month,2026-03,145,-257.97,303.04,-561.01,0.540169,-1.7791,0.310345,6.73422,-5.6101,1.20037,315.28,61.8912,143,0.986207,11,-0.818225,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_a_oos,Tier A,oos,chron_segment,chron_late,253,-240.38,679.3,-919.68,0.738626,-0.950119,0.324111,8.28415,-5.37825,1.54031,348.59,60.2295,208,0.956522,16,-0.689578,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_b_oos,Tier B,oos,chron_segment,chron_late,253,-240.38,679.3,-919.68,0.738626,-0.950119,0.324111,8.28415,-5.37825,1.54031,348.59,60.2295,208,0.956522,16,-0.689578,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_oos,Tier A,oos,session_report,session_13_20_report_time,850,-238.51,2558.05,-2796.56,0.914713,-0.2806,0.430588,6.98921,-5.77802,1.20962,552.96,69.0165,448,0.956471,11,-0.431333,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_b_oos,Tier B,oos,chron_segment,chron_mid,293,-234.43,795.23,-1029.66,0.772323,-0.800102,0.416382,6.51828,-6.0214,1.08252,256.87,51.374,293,1,8,-0.912641,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_late,522,-233.82,1013.66,-1247.48,0.812566,-0.447931,0.423372,4.5867,-4.14445,1.10671,277.26,51.4846,454,0.988506,13,-0.843324,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_late,428,-221.1,858.79,-1079.89,0.795257,-0.516589,0.420561,4.77106,-4.3544,1.09569,245.3,46.7951,365,0.988318,12,-0.901345,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_oos,Tier A,oos,chron_segment,chron_mid,257,-219.69,643.21,-862.9,0.745405,-0.854825,0.338521,7.39322,-5.07588,1.45654,265.01,52.732,241,0.984436,9,-0.828988,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_oos,Tier B,oos,chron_segment,chron_mid,257,-219.69,643.21,-862.9,0.745405,-0.854825,0.338521,7.39322,-5.07588,1.45654,265.01,52.732,241,0.984436,9,-0.828988,deep_negative_or_dd_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_late,215,-214.66,547.72,-762.38,0.718434,-0.998419,0.47907,5.31767,-6.80696,0.78121,220.01,44.002,215,1,9,-0.975683,deep_negative_or_dd_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_late,215,-214.66,547.72,-762.38,0.718434,-0.998419,0.47907,5.31767,-6.80696,0.78121,220.01,44.002,215,1,9,-0.975683,deep_negative_or_dd_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_b_validation_is,Tier B,validation_is,chron_segment,chron_late,215,-214.66,547.72,-762.38,0.718434,-0.998419,0.47907,5.31767,-6.80696,0.78121,220.01,44.002,215,1,9,-0.975683,deep_negative_or_dd_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_b_validation_is,Tier B,validation_is,chron_segment,chron_late,215,-214.66,547.72,-762.38,0.718434,-0.998419,0.47907,5.31767,-6.80696,0.78121,220.01,44.002,215,1,9,-0.975683,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_early,385,-213.85,1206.2,-1420.05,0.849407,-0.555455,0.41039,7.63418,-6.25573,1.22035,377.46,59.5034,358,0.968831,8,-0.56655,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_oos,Tier A,oos,month,2026-03,67,-212.68,111.38,-324.06,0.343702,-3.17433,0.298507,5.569,-6.89489,0.807699,220.06,43.3718,62,0.955224,17,-0.966464,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_oos,Tier A,oos,month,2026-02,226,-209.65,473.14,-682.79,0.692951,-0.927655,0.384956,5.43839,-4.91216,1.10713,247.77,49.554,226,1,10,-0.846148,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_a_validation_is,Tier A,validation_is,session_report,session_13_20_report_time,1075,-198.59,3120.42,-3319.01,0.940166,-0.184735,0.349767,8.29899,-4.74823,1.74781,416.8,71.9402,803,0.996279,15,-0.476464,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_b_validation_is,Tier B,validation_is,session_report,session_13_20_report_time,1075,-198.59,3120.42,-3319.01,0.940166,-0.184735,0.349767,8.29899,-4.74823,1.74781,416.8,71.9402,803,0.996279,15,-0.476464,deep_negative_or_dd_slice
run276A_cp275A_q01_base_surface,q01_base_surface,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q01_base_surface_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_late,242,-197.77,611.17,-808.94,0.75552,-0.817231,0.483471,5.22368,-6.47152,0.807179,224.06,44.7199,241,0.995868,6,-0.882665,deep_negative_or_dd_slice
run276A_cp275A_q01_base_surface,q01_base_surface,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q01_base_surface_tier_b_validation_is,Tier B,validation_is,chron_segment,chron_late,242,-197.77,611.17,-808.94,0.75552,-0.817231,0.483471,5.22368,-6.47152,0.807179,224.06,44.7199,241,0.995868,6,-0.882665,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_b_oos,Tier B,oos,month,2026-03,81,-197.39,271.02,-468.41,0.578596,-2.43691,0.395062,8.46937,-9.55939,0.885975,198.23,39.5795,79,0.975309,8,-0.995762,deep_negative_or_dd_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_validation_is,Tier A,validation_is,month,2025-02,174,-194.57,376.78,-571.35,0.659456,-1.11822,0.367816,5.88719,-5.19409,1.13344,245.85,45.2521,173,0.994253,11,-0.791418,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_oos,Tier A,oos,month,2025-12,120,-194.28,173.79,-368.07,0.472166,-1.619,0.3,4.8275,-4.38179,1.10172,218.59,43.718,120,1,8,-0.888787,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2025-12,120,-194.28,173.79,-368.07,0.472166,-1.619,0.3,4.8275,-4.38179,1.10172,218.59,43.718,120,1,8,-0.888787,deep_negative_or_dd_slice
run276A_cp275A_q01_base_surface,q01_base_surface,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q01_base_surface_tier_a_validation_is,Tier A,validation_is,month,2025-06,63,-191.4,106.08,-297.48,0.356595,-3.0381,0.412698,4.08,-8.04,0.507463,207.97,41.594,63,1,7,-0.920325,deep_negative_or_dd_slice
run276A_cp275A_q01_base_surface,q01_base_surface,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q01_base_surface_tier_b_validation_is,Tier B,validation_is,month,2025-06,63,-191.4,106.08,-297.48,0.356595,-3.0381,0.412698,4.08,-8.04,0.507463,207.97,41.594,63,1,7,-0.920325,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,month,2025-03,163,-187.58,496.27,-683.85,0.7257,-1.1508,0.386503,7.8773,-6.8385,1.1519,253.04,45.273,150,0.97546,7,-0.741306,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_oos,Tier A,oos,chron_segment,chron_early,326,-184.98,993.29,-1178.27,0.843007,-0.567423,0.411043,7.41261,-6.13682,1.20789,255.53,45.2883,263,0.97546,13,-0.723907,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_a_oos,Tier A,oos,chron_segment,chron_mid,255,-184.06,617.53,-801.59,0.770381,-0.721804,0.341176,7.09805,-4.77137,1.48763,226.93,44.8221,254,0.996078,12,-0.811087,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_b_oos,Tier B,oos,chron_segment,chron_mid,255,-184.06,617.53,-801.59,0.770381,-0.721804,0.341176,7.09805,-4.77137,1.48763,226.93,44.8221,254,0.996078,12,-0.811087,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2026-02,114,-183.06,325.42,-508.48,0.639986,-1.60579,0.412281,6.92383,-7.58925,0.91232,243.8,48.76,114,1,6,-0.750861,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2025-11,127,-182.9,506.86,-689.76,0.734835,-1.44016,0.370079,10.7843,-8.622,1.25078,204.29,39.8327,124,0.976378,9,-0.895296,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_a_oos,Tier A,oos,session_report,session_13_20_report_time,630,-178.76,2060.74,-2239.5,0.920179,-0.283746,0.360317,9.07815,-5.55707,1.63362,561.94,64.57,489,0.949206,13,-0.318112,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_b_oos,Tier B,oos,session_report,session_13_20_report_time,630,-178.76,2060.74,-2239.5,0.920179,-0.283746,0.360317,9.07815,-5.55707,1.63362,561.94,64.57,489,0.949206,13,-0.318112,deep_negative_or_dd_slice
run276A_cp275D_q02_score_q70_focus,q02_score_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,session_report,session_13_20_report_time,988,-174.72,2992.2,-3166.92,0.94483,-0.176842,0.348178,8.69826,-4.91758,1.76881,469.37,70.3914,736,0.987854,15,-0.372244,deep_negative_or_dd_slice
run276A_cp275D_q02_score_q70_focus,q02_score_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q02_score_q70_focus_tier_b_validation_is,Tier B,validation_is,session_report,session_13_20_report_time,988,-174.72,2992.2,-3166.92,0.94483,-0.176842,0.348178,8.69826,-4.91758,1.76881,469.37,70.3914,736,0.987854,15,-0.372244,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_early,429,-173.61,1258.82,-1432.43,0.8788,-0.404685,0.410256,7.15239,-5.66178,1.26328,329.44,56.2597,360,0.965035,9,-0.526985,deep_negative_or_dd_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-06,59,-171.56,101.4,-272.96,0.371483,-2.9078,0.40678,4.225,-7.79886,0.541746,188.13,37.626,59,1,9,-0.911923,deep_negative_or_dd_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-06,59,-171.56,101.4,-272.96,0.371483,-2.9078,0.40678,4.225,-7.79886,0.541746,188.13,37.626,59,1,9,-0.911923,deep_negative_or_dd_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_b_validation_is,Tier B,validation_is,month,2025-06,59,-171.56,101.4,-272.96,0.371483,-2.9078,0.40678,4.225,-7.79886,0.541746,188.13,37.626,59,1,9,-0.911923,deep_negative_or_dd_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_b_validation_is,Tier B,validation_is,month,2025-06,59,-171.56,101.4,-272.96,0.371483,-2.9078,0.40678,4.225,-7.79886,0.541746,188.13,37.626,59,1,9,-0.911923,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,month,2025-04,171,-170.18,708.99,-879.17,0.806431,-0.995205,0.362573,11.4353,-8.06578,1.41776,293.74,54.561,164,0.976608,9,-0.579356,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,month,2025-04,171,-170.18,708.99,-879.17,0.806431,-0.995205,0.362573,11.4353,-8.06578,1.41776,293.74,54.561,164,0.976608,9,-0.579356,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_oos,Tier A,oos,month,2026-02,195,-169.61,454.62,-624.23,0.728289,-0.869795,0.405128,5.75468,-5.38129,1.06939,178.76,35.752,195,1,7,-0.948814,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_oos,Tier A,oos,month,2026-04,46,-166.59,134.65,-301.24,0.446986,-3.62152,0.304348,9.61786,-9.41375,1.02168,184.57,35.6326,42,0.956522,8,-0.902584,deep_negative_or_dd_slice
