variant_id,variant_token,package_id,record_view,tier_scope,split,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,month,2025-07,102,-80.81,141.99,-222.8,0.637298,-0.792255,0.382353,3.64077,-3.53651,1.02948,95.22,18.8052,95,0.980392,10,-0.848666,negative_fragile_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_a_oos,Tier A,oos,month,2026-01,45,-80.62,146.53,-227.15,0.64508,-1.79156,0.4,8.14056,-8.41296,0.967621,110.06,21.4404,33,0.977778,7,-0.73251,negative_fragile_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2026-01,45,-80.62,146.53,-227.15,0.64508,-1.79156,0.4,8.14056,-8.41296,0.967621,110.06,21.4404,33,0.977778,7,-0.73251,negative_fragile_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_late,384,-80.1,858.64,-938.74,0.914673,-0.208594,0.434896,5.14156,-4.32599,1.18853,173.95,31.0392,337,0.973958,10,-0.460477,deep_negative_or_dd_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_a_oos,Tier A,oos,month,2025-10,133,-79.75,315.87,-395.62,0.798418,-0.599624,0.458647,5.1782,-5.49472,0.942395,195.4,31.7388,83,0.894737,6,-0.408137,deep_negative_or_dd_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,month,2025-07,102,-79.67,160.3,-239.97,0.668,-0.781078,0.323529,4.85758,-3.47783,1.39673,87.9,17.2953,100,0.990196,8,-0.906371,negative_fragile_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,month,2025-07,102,-79.67,160.3,-239.97,0.668,-0.781078,0.323529,4.85758,-3.47783,1.39673,87.9,17.2953,100,0.990196,8,-0.906371,negative_fragile_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_b_oos,Tier B,oos,session_report,session_13_20_report_time,489,-78.6,1901.84,-1980.44,0.960312,-0.160736,0.439673,8.84577,-7.22788,1.22384,248.23,38.8223,368,0.969325,13,-0.316642,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_a_oos,Tier A,oos,chron_segment,chron_mid,335,-77.22,902.87,-980.09,0.921211,-0.230507,0.346269,7.78336,-4.4753,1.73918,230.2,45.5896,242,0.985075,9,-0.335447,deep_negative_or_dd_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_b_oos,Tier B,oos,chron_segment,chron_mid,335,-77.22,902.87,-980.09,0.921211,-0.230507,0.346269,7.78336,-4.4753,1.73918,230.2,45.5896,242,0.985075,9,-0.335447,deep_negative_or_dd_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-09,118,-77.13,253.19,-330.32,0.766499,-0.653644,0.389831,5.50413,-4.58778,1.19974,103.61,19.6798,93,0.966102,7,-0.744426,negative_fragile_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_b_oos,Tier B,oos,session_report,session_21_23_report_time,105,-76.45,227.74,-304.19,0.748677,-0.728095,0.371429,5.83949,-4.60894,1.26699,149.22,26.841,74,0.914286,9,-0.512331,negative_fragile_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_oos,Tier A,oos,session_report,session_21_23_report_time,102,-76.09,200.13,-276.22,0.724531,-0.74598,0.441176,4.44733,-4.84596,0.917739,122.2,22.9587,85,0.921569,7,-0.622668,negative_fragile_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_b_validation_is,Tier B,validation_is,month,2025-05,98,-76.07,266.61,-342.68,0.778014,-0.776224,0.44898,6.05932,-6.34593,0.954836,172.03,31.8568,97,0.989796,5,-0.44219,deep_negative_or_dd_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-05,57,-75.57,146.57,-222.14,0.659809,-1.32579,0.526316,4.88567,-8.22741,0.593828,96.3,19.26,57,1,5,-0.784735,negative_fragile_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-05,57,-75.57,146.57,-222.14,0.659809,-1.32579,0.526316,4.88567,-8.22741,0.593828,96.3,19.26,57,1,5,-0.784735,negative_fragile_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_b_validation_is,Tier B,validation_is,month,2025-05,57,-75.57,146.57,-222.14,0.659809,-1.32579,0.526316,4.88567,-8.22741,0.593828,96.3,19.26,57,1,5,-0.784735,negative_fragile_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_b_validation_is,Tier B,validation_is,month,2025-05,57,-75.57,146.57,-222.14,0.659809,-1.32579,0.526316,4.88567,-8.22741,0.593828,96.3,19.26,57,1,5,-0.784735,negative_fragile_slice
run276A_cp275A_q01_base_surface,q01_base_surface,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q01_base_surface_tier_a_validation_is,Tier A,validation_is,month,2025-08,76,-74.72,229.88,-304.6,0.754695,-0.983158,0.447368,6.76118,-7.25238,0.93227,138.15,24.9661,74,0.973684,5,-0.540861,negative_fragile_slice
run276A_cp275A_q01_base_surface,q01_base_surface,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q01_base_surface_tier_b_validation_is,Tier B,validation_is,month,2025-08,76,-74.72,229.88,-304.6,0.754695,-0.983158,0.447368,6.76118,-7.25238,0.93227,138.15,24.9661,74,0.973684,5,-0.540861,negative_fragile_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_oos,Tier A,oos,chron_segment,chron_mid,326,-73.58,909.16,-982.74,0.925128,-0.225706,0.441718,6.31361,-5.39967,1.16926,153.82,26.5097,194,0.957055,7,-0.478351,negative_fragile_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-06,88,-73.43,156.6,-230.03,0.680781,-0.834432,0.477273,3.72857,-5.00065,0.745617,83.93,16.4407,55,0.977273,4,-0.874896,negative_fragile_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_a_validation_is,Tier A,validation_is,month,2025-01,169,-73.37,418.29,-491.66,0.850771,-0.434142,0.360947,6.85721,-4.55241,1.50628,125.11,24.7253,166,0.988166,9,-0.586444,negative_fragile_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_b_validation_is,Tier B,validation_is,month,2025-01,169,-73.37,418.29,-491.66,0.850771,-0.434142,0.360947,6.85721,-4.55241,1.50628,125.11,24.7253,166,0.988166,9,-0.586444,negative_fragile_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_a_validation_is,Tier A,validation_is,month,2025-06,123,-73.32,233.9,-307.22,0.761344,-0.596098,0.447154,4.25273,-4.51794,0.941298,116.4,21.4333,50,0.934959,7,-0.629897,negative_fragile_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_b_oos,Tier B,oos,month,2025-11,111,-72.72,512.4,-585.12,0.875718,-0.655135,0.378378,12.2,-8.48,1.43868,154.92,29.9189,83,0.972973,7,-0.469404,negative_fragile_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_b_validation_is,Tier B,validation_is,month,2025-09,112,-69.19,250.81,-320,0.783781,-0.617768,0.401786,5.57356,-4.77612,1.16696,98.74,19.748,112,1,8,-0.700729,negative_fragile_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-05,122,-68.98,305.89,-374.87,0.81599,-0.56541,0.401639,6.24265,-5.13521,1.21566,152.01,28.0239,66,0.95082,7,-0.453786,negative_fragile_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_a_validation_is,Tier A,validation_is,chron_segment,chron_mid,347,-68.83,1300.7,-1369.53,0.949742,-0.198357,0.345821,10.8392,-6.03317,1.7966,233.14,46.1837,283,0.997118,10,-0.29523,deep_negative_or_dd_slice
run276A_cp275D_q04_risk_q70_focus,q04_risk_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q04_risk_q70_focus_tier_b_validation_is,Tier B,validation_is,chron_segment,chron_mid,347,-68.83,1300.7,-1369.53,0.949742,-0.198357,0.345821,10.8392,-6.03317,1.7966,233.14,46.1837,283,0.997118,10,-0.29523,deep_negative_or_dd_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_oos,Tier A,oos,month,2026-03,182,-68.81,541.59,-610.4,0.887271,-0.378077,0.423077,7.03364,-5.81333,1.20991,130.77,25.2525,178,0.978022,11,-0.526191,negative_fragile_slice
run276A_cp275B_q01_base_surface,q01_base_surface,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q01_base_surface_tier_b_oos,Tier B,oos,chron_segment,chron_late,291,-68.55,909.98,-978.53,0.929946,-0.235567,0.412371,7.58317,-5.7224,1.32517,159.5,28.7067,281,0.986254,8,-0.429781,negative_fragile_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,session_report,session_21_23_report_time,138,-68.25,310.76,-379.01,0.819926,-0.494565,0.42029,5.35793,-4.73762,1.13093,103.03,20.3903,136,0.992754,7,-0.662428,negative_fragile_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_a_validation_is,Tier A,validation_is,month,2025-08,107,-67.37,255.41,-322.78,0.791282,-0.629626,0.327103,7.29743,-4.48306,1.62778,123.92,23.7163,102,0.953271,11,-0.543657,negative_fragile_slice
run276A_cp275D_q01_base_surface,q01_base_surface,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q01_base_surface_tier_b_validation_is,Tier B,validation_is,month,2025-08,107,-67.37,255.41,-322.78,0.791282,-0.629626,0.327103,7.29743,-4.48306,1.62778,123.92,23.7163,102,0.953271,11,-0.543657,negative_fragile_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_a_oos,Tier A,oos,month,2026-01,62,-66.12,206.64,-272.76,0.757589,-1.06645,0.403226,8.2656,-7.37189,1.12123,66.12,13.224,62,1,4,-1,negative_fragile_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_a_oos,Tier A,oos,month,2026-01,62,-66.12,206.64,-272.76,0.757589,-1.06645,0.403226,8.2656,-7.37189,1.12123,66.12,13.224,62,1,4,-1,negative_fragile_slice
run276A_cp275A_q02_score_q70_focus,q02_score_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q02_score_q70_focus_tier_b_oos,Tier B,oos,month,2026-01,62,-66.12,206.64,-272.76,0.757589,-1.06645,0.403226,8.2656,-7.37189,1.12123,66.12,13.224,62,1,4,-1,negative_fragile_slice
run276A_cp275A_q04_risk_q70_focus,q04_risk_q70_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q04_risk_q70_focus_tier_b_oos,Tier B,oos,month,2026-01,62,-66.12,206.64,-272.76,0.757589,-1.06645,0.403226,8.2656,-7.37189,1.12123,66.12,13.224,62,1,4,-1,negative_fragile_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_b_validation_is,Tier B,validation_is,month,2025-02,93,-62.95,317.37,-380.32,0.834481,-0.676882,0.419355,8.13769,-7.04296,1.15544,112.07,20.409,92,0.989247,7,-0.561703,negative_fragile_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,month,2025-07,86,-62.6,135.44,-198.04,0.683902,-0.727907,0.348837,4.51467,-3.53643,1.27662,71.43,14.286,86,1,7,-0.876382,negative_fragile_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_a_validation_is,Tier A,validation_is,month,2025-05,41,-62.42,121.87,-184.29,0.661295,-1.52244,0.414634,7.16882,-7.67875,0.933593,111.07,20.6342,35,0.95122,5,-0.561988,negative_fragile_slice
run276A_cp275A_q03_q04_distance_focus,q03_q04_distance_focus,cp275A_volatility_pullback_breakout_surface,mt5_cp275A_q03_q04_distance_focus_tier_b_validation_is,Tier B,validation_is,month,2025-05,41,-62.42,121.87,-184.29,0.661295,-1.52244,0.414634,7.16882,-7.67875,0.933593,111.07,20.6342,35,0.95122,5,-0.561988,negative_fragile_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_a_oos,Tier A,oos,session_report,session_21_23_report_time,140,-62.27,248.52,-310.79,0.79964,-0.444786,0.271429,6.54,-3.04696,2.1464,123.37,22.7733,115,0.942857,16,-0.504742,negative_fragile_slice
run276A_cp275D_q03_q04_distance_focus,q03_q04_distance_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q03_q04_distance_focus_tier_b_oos,Tier B,oos,session_report,session_21_23_report_time,140,-62.27,248.52,-310.79,0.79964,-0.444786,0.271429,6.54,-3.04696,2.1464,123.37,22.7733,115,0.942857,16,-0.504742,negative_fragile_slice
run276A_cp275D_q02_score_q70_focus,q02_score_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q02_score_q70_focus_tier_a_validation_is,Tier A,validation_is,month,2025-03,167,-62.01,551.7,-613.71,0.898959,-0.371317,0.299401,11.034,-5.24538,2.10356,176.82,29.6598,153,0.97006,15,-0.350696,negative_fragile_slice
run276A_cp275D_q02_score_q70_focus,q02_score_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q02_score_q70_focus_tier_b_validation_is,Tier B,validation_is,month,2025-03,167,-62.01,551.7,-613.71,0.898959,-0.371317,0.299401,11.034,-5.24538,2.10356,176.82,29.6598,153,0.97006,15,-0.350696,negative_fragile_slice
run276A_cp275B_q03_q04_distance_focus,q03_q04_distance_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q03_q04_distance_focus_tier_b_oos,Tier B,oos,month,2026-01,78,-61.94,230.64,-292.58,0.788297,-0.794103,0.384615,7.688,-6.09542,1.26128,113.5,20.578,29,0.910256,9,-0.545727,negative_fragile_slice
run276A_cp275B_q02_score_q70_focus,q02_score_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q02_score_q70_focus_tier_a_oos,Tier A,oos,month,2025-10,164,-61.32,379.47,-440.79,0.860886,-0.373902,0.439024,5.27042,-4.7912,1.10002,127.09,22.5245,101,0.95122,11,-0.482493,negative_fragile_slice
run276A_cp275B_q04_risk_q70_focus,q04_risk_q70_focus,cp275B_cross_asset_divergence_reversal_surface,mt5_cp275B_q04_risk_q70_focus_tier_a_oos,Tier A,oos,session_report,session_21_23_report_time,89,-61.31,144.54,-205.85,0.702162,-0.688876,0.393258,4.12971,-3.81204,1.08334,85.6,16.3399,69,0.921348,6,-0.716238,negative_fragile_slice
run276A_cp275D_q02_score_q70_focus,q02_score_q70_focus,cp275D_macro_volatility_squeeze_release_surface,mt5_cp275D_q02_score_q70_focus_tier_a_oos,Tier A,oos,month,2026-04,65,-60.84,203.88,-264.72,0.770172,-0.936,0.307692,10.194,-5.88267,1.73289,160.98,28.1507,40,0.907692,10,-0.377935,negative_fragile_slice
