variant_id,synthetic_trade_id,displaced_parent_trade_index,displaced_entry_time,displaced_exit_time,displaced_side,displaced_pnl,displacement_reason,claim_boundary
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0034,191,2025-04-08T19:30:00,2025-04-08T20:00:00,short,25.48,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0035,218,2025-04-14T17:10:00,2025-04-14T17:40:00,long,4.88,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0036,239,2025-04-17T17:50:00,2025-04-17T18:20:00,long,7.59,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0037,285,2025-04-30T17:05:00,2025-04-30T17:35:00,short,-15.38,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0040,356,2025-05-29T17:15:00,2025-05-29T17:45:00,short,-2.15,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0042,362,2025-05-30T20:00:00,2025-05-30T20:35:00,short,-7.17,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0047,491,2025-08-15T17:20:00,2025-08-15T17:50:00,long,-5.01,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0049,496,2025-08-20T17:15:00,2025-08-20T17:45:00,short,3.96,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0051,511,2025-08-29T17:15:00,2025-08-29T17:45:00,short,-1.4,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0056,596,2025-10-15T20:20:00,2025-10-15T20:50:00,short,-14.16,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0058,651,2025-11-06T17:05:00,2025-11-06T17:35:00,short,-3.13,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0059,654,2025-11-07T17:05:00,2025-11-07T17:35:00,long,-2.27,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0063,750,2025-12-11T17:05:00,2025-12-11T17:25:00,short,-16.94,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0064,755,2025-12-12T18:00:00,2025-12-12T18:30:00,short,1.69,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0069,859,2026-01-29T17:05:00,2026-01-29T17:35:00,short,9.62,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0070,869,2026-02-03T17:05:00,2026-02-03T17:35:00,short,10.82,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0071,879,2026-02-05T17:25:00,2026-02-05T17:55:00,long,-0.59,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0445_all_hours_fixed6,bm03_short_router_ps0445_all_hours_fixed6__syn0072,952,2026-02-26T17:10:00,2026-02-26T17:40:00,short,17.04,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0001,1,2025-01-02T17:00:00,2025-01-02T17:30:00,long,-10.4,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0002,5,2025-01-02T19:45:00,2025-01-02T20:15:00,short,1.71,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0003,6,2025-01-02T20:40:00,2025-01-02T20:50:00,short,-0.72,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0004,22,2025-01-07T17:40:00,2025-01-07T18:05:00,short,-11.51,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0006,32,2025-01-10T17:10:00,2025-01-10T17:40:00,short,-17.23,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0007,33,2025-01-10T18:30:00,2025-01-10T19:00:00,long,-4.05,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0008,57,2025-01-21T17:20:00,2025-01-21T17:30:00,short,-3.61,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0009,82,2025-01-30T18:30:00,2025-01-30T19:00:00,long,5.86,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0013,137,2025-02-24T17:05:00,2025-02-24T17:35:00,short,-1.17,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0014,141,2025-02-25T17:10:00,2025-02-25T17:40:00,short,8.11,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0015,142,2025-02-25T18:05:00,2025-02-25T18:35:00,short,1.81,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0017,160,2025-02-28T20:25:00,2025-02-28T20:55:00,short,-13.18,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0023,162,2025-03-06T19:10:00,2025-03-06T19:40:00,short,7.22,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0024,163,2025-03-06T19:55:00,2025-03-06T20:25:00,short,-6.47,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0027,165,2025-03-10T18:10:00,2025-03-10T18:40:00,short,4.48,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0032,167,2025-03-18T17:05:00,2025-03-18T17:35:00,short,-1.48,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0037,168,2025-03-28T17:35:00,2025-03-28T18:05:00,short,5.57,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0041,182,2025-04-07T16:55:00,2025-04-07T17:25:00,long,33.88,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0043,191,2025-04-08T19:30:00,2025-04-08T20:00:00,short,25.48,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0044,218,2025-04-14T17:10:00,2025-04-14T17:40:00,long,4.88,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0045,239,2025-04-17T17:50:00,2025-04-17T18:20:00,long,7.59,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0046,285,2025-04-30T17:05:00,2025-04-30T17:35:00,short,-15.38,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0052,362,2025-05-30T20:00:00,2025-05-30T20:35:00,short,-7.17,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0057,491,2025-08-15T17:20:00,2025-08-15T17:50:00,long,-5.01,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0059,496,2025-08-20T17:15:00,2025-08-20T17:45:00,short,3.96,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0061,511,2025-08-29T17:15:00,2025-08-29T17:45:00,short,-1.4,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0068,596,2025-10-15T20:20:00,2025-10-15T20:50:00,short,-14.16,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0069,619,2025-10-22T18:55:00,2025-10-22T19:25:00,long,-9.55,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0070,620,2025-10-22T20:45:00,2025-10-22T21:20:00,short,-2.7,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0072,651,2025-11-06T17:05:00,2025-11-06T17:35:00,short,-3.13,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0074,654,2025-11-07T17:05:00,2025-11-07T17:35:00,long,-2.27,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0079,692,2025-11-20T19:40:00,2025-11-20T20:10:00,short,-7.78,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0082,750,2025-12-11T17:05:00,2025-12-11T17:25:00,short,-16.94,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0087,820,2026-01-14T17:55:00,2026-01-14T18:25:00,short,-6.41,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0090,859,2026-01-29T17:05:00,2026-01-29T17:35:00,short,9.62,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0092,869,2026-02-03T17:05:00,2026-02-03T17:35:00,short,10.82,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0094,879,2026-02-05T17:25:00,2026-02-05T17:55:00,long,-0.59,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0097,952,2026-02-26T17:10:00,2026-02-26T17:40:00,short,17.04,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0100,957,2026-03-12T17:35:00,2026-03-12T18:05:00,short,-0.31,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm03_short_router_ps0440_all_hours_fixed6,bm03_short_router_ps0440_all_hours_fixed6__syn0106,980,2026-04-07T18:25:00,2026-04-07T18:55:00,long,5.69,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm04_short_router_ps0445_h17_20_overlay_fixed6,bm04_short_router_ps0445_h17_20_overlay_fixed6__syn0001,5,2025-01-02T19:45:00,2025-01-02T20:15:00,short,1.71,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
bm04_short_router_ps0445_h17_20_overlay_fixed6,bm04_short_router_ps0445_h17_20_overlay_fixed6__syn0002,22,2025-01-07T17:40:00,2025-01-07T18:05:00,short,-11.51,one_position_semantics(단일 포지션 의미),research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
