attempt_name,queue_id,candidate_id,candidate_alias,candidate_role,test_id,tier,attempt_role,set_path,set_sha256,ini_path,ini_sha256,execution_status
run267w_10_s262_lih_abl_gate_rank_bucket_ta_2024,run267W_10_s262_lih_abl_gate_rank_bucket,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_gate_rank_bucket,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_10_s262_lih_abl_gate_rank_bucket_ta_2024.set,27a248af713505e32ea06426f01587a503913a1a07dd7cec5c30ce0fd4160333,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_10_s262_lih_abl_gate_rank_bucket_ta_2024.ini,75b4e9c11ca6062319374cd5516d0814a2429cef209b426b3c827e0ddf767113,not_executed
run267w_10_s262_lih_abl_gate_rank_bucket_rt_2024,run267W_10_s262_lih_abl_gate_rank_bucket,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_gate_rank_bucket,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_10_s262_lih_abl_gate_rank_bucket_rt_2024.set,8503625a0a40641b8941707b3532fded1c28433da3d4a60dfeded40ab282f241,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_10_s262_lih_abl_gate_rank_bucket_rt_2024.ini,c0e5f70e3d5a9e9f1a519f2be075e073d2ade31b746701d551bef959ccff6db5,not_executed
run267w_11_s262_lih_abl_ma_trend_ta_2024,run267W_11_s262_lih_abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_11_s262_lih_abl_ma_trend_ta_2024.set,ed477a34586db89e37639a521bab43902e04a7f07a7639c6e2eba3c3f658a7cc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_11_s262_lih_abl_ma_trend_ta_2024.ini,85c01ce659c02bce06e2a8cc65162fd1da6b5d84c888333e425b0e463358a585,not_executed
run267w_11_s262_lih_abl_ma_trend_rt_2024,run267W_11_s262_lih_abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_11_s262_lih_abl_ma_trend_rt_2024.set,a1e3ee350e743a118a6c995fda002602e33b3f26d4961c6ccaa62bc5ac98e3bd,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_11_s262_lih_abl_ma_trend_rt_2024.ini,707c989dddcd02741e0aad79b2de482437118faf9e02cfd171b13c87dc0ddc88,not_executed
run267w_12_s262_lih_abl_trend_strength_direction_ta_2024,run267W_12_s262_lih_abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_12_s262_lih_abl_trend_strength_direction_ta_2024.set,71a53890c58b405e7471d97d3d27a318cfe40cf98c89062fd8cb7ad7e607887b,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_12_s262_lih_abl_trend_strength_direction_ta_2024.ini,8028906c5dfd3487833c6a0e4859628691e9731b5ec2fe749d6c74e69cbc2718,not_executed
run267w_12_s262_lih_abl_trend_strength_direction_rt_2024,run267W_12_s262_lih_abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_12_s262_lih_abl_trend_strength_direction_rt_2024.set,16d27bc6f2091f3a0092ad1fc39a9dfe4e6da8b927a76aa6df83b90f86739b2b,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_12_s262_lih_abl_trend_strength_direction_rt_2024.ini,c6a19310eaffd75e1f6f0cd2907ea0d84b30854d48271ec9faa741ec5bb501cb,not_executed
run267w_13_s262_lih_rep_trend_strength_adx_ta_2024,run267W_13_s262_lih_rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_13_s262_lih_rep_trend_strength_adx_ta_2024.set,9a61fd10b005f8e1346236ccde6191847396c5653e7b7157170e1ec59916b1ef,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_13_s262_lih_rep_trend_strength_adx_ta_2024.ini,f817855de117e92d58b0d77ce9051fc74b7a89181f9f13120b59f14332495a6d,not_executed
run267w_13_s262_lih_rep_trend_strength_adx_rt_2024,run267W_13_s262_lih_rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_13_s262_lih_rep_trend_strength_adx_rt_2024.set,57ee60e57e1505d53a4df3e421f974a6fed559543fe6376b863f62ea92f3b2e6,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_13_s262_lih_rep_trend_strength_adx_rt_2024.ini,cf0ebbc8604606cc8259f7e3328772998dd6aadc8d28f329b486316b4df02365,not_executed
run267w_14_s262_lih_rep_volatility_atr_ta_2024,run267W_14_s262_lih_rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_14_s262_lih_rep_volatility_atr_ta_2024.set,61476da7eee628126cc52fd80cbb71fa18a2e78ab135963677bc328d635b4645,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_14_s262_lih_rep_volatility_atr_ta_2024.ini,deab31f5ae9b9896ae25ea051387b010d50eb345ce1e3dfcfa56066813e0b053,not_executed
run267w_14_s262_lih_rep_volatility_atr_rt_2024,run267W_14_s262_lih_rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_14_s262_lih_rep_volatility_atr_rt_2024.set,803e4ec45a59e6d425c1ed3aaff8481f2b3bc840087ce6b20785ce1b433594e5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_14_s262_lih_rep_volatility_atr_rt_2024.ini,1d6bdd7c5d01f028989c0823a30bf61b1c1cc0cc464e16879d41ace51ba13f9e,not_executed
run267w_15_s264_aia_abl_volatility_bandwidth_ta_2024,run267W_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_15_s264_aia_abl_volatility_bandwidth_ta_2024.set,b5b15a53fa4f4f73e7207badcf7b9e544db784e402e1ee2cd8433dae9caaf4a0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_15_s264_aia_abl_volatility_bandwidth_ta_2024.ini,4758ff56e6925eefe1f0579332674cf4aea2ed2a1034db64a2ef0c630902b7f6,not_executed
run267w_15_s264_aia_abl_volatility_bandwidth_rt_2024,run267W_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_15_s264_aia_abl_volatility_bandwidth_rt_2024.set,9e19d32c8fb25551f0f9439f8befb9f06670cc38d9b32f8b38d5edf0daa4324e,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_15_s264_aia_abl_volatility_bandwidth_rt_2024.ini,aa9404a69aaeead0a29447b5b84586348d6f123bc90b905c4724c22976961bd2,not_executed
run267w_16_s264_aia_abl_trend_strength_direction_ta_2024,run267W_16_s264_aia_abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_16_s264_aia_abl_trend_strength_direction_ta_2024.set,ae4076592c63e81c8a67cb734a7c96e8304091ee4a8391887d8ac4b38c1e87b6,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_16_s264_aia_abl_trend_strength_direction_ta_2024.ini,62c29f7eab2c12145fd351ecb2f71b6637f33a49b4541af6df09cccba8fadd64,not_executed
run267w_16_s264_aia_abl_trend_strength_direction_rt_2024,run267W_16_s264_aia_abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_16_s264_aia_abl_trend_strength_direction_rt_2024.set,e5062ae07f2a89308b63b0ae1d5267acb67b047652466721b0d4eeeb243cd550,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_16_s264_aia_abl_trend_strength_direction_rt_2024.ini,e5b692ef88f592b75aafa4836968c7ebacdfe0e0a740edeeb882fe82cc549bd1,not_executed
run267w_17_s264_aia_abl_session_timing_ta_2024,run267W_17_s264_aia_abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_17_s264_aia_abl_session_timing_ta_2024.set,37e8a6a0a8f62d78420e414ee8e70eac11bdd41aa6c058c0b5041aa0b45645a9,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_17_s264_aia_abl_session_timing_ta_2024.ini,32ce8196296cc406520d4c3d74a2251c05b2efca9d37462777088fcb9fa83e75,not_executed
run267w_17_s264_aia_abl_session_timing_rt_2024,run267W_17_s264_aia_abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_17_s264_aia_abl_session_timing_rt_2024.set,16a885727f4bf9bd78980d4b0d822f421b52d73c00d75bcd9032665f33e52c48,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_17_s264_aia_abl_session_timing_rt_2024.ini,24ce95be7aeeec8d8fbbc04401148a2fbc471a0638681986e88cf02c3b94e154,not_executed
run267w_18_s264_aia_rep_trend_strength_adx_ta_2024,run267W_18_s264_aia_rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_18_s264_aia_rep_trend_strength_adx_ta_2024.set,5bf25c3b5c2f9107cee4cf7661bae79700909820086ba9a4557f413538add299,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_18_s264_aia_rep_trend_strength_adx_ta_2024.ini,e71b06da230ce1910192a24f23a4595e2e3786c6c3bda69f58cd7b690a34a61a,not_executed
run267w_18_s264_aia_rep_trend_strength_adx_rt_2024,run267W_18_s264_aia_rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,Tier A+B,routed_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_18_s264_aia_rep_trend_strength_adx_rt_2024.set,e231e7b69c55f69b87917cf28bdd7aeaae6ae329992fa5219f185ea4145b4cac,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_18_s264_aia_rep_trend_strength_adx_rt_2024.ini,c29a182fb7157f55103fe08f8078149e115eb6be22ca6aceac0ed66b29ee6e81,not_executed
run267w_19_s264_aia_rep_volatility_atr_ta_2024,run267W_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,Tier A,tier_only_total,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_19_s264_aia_rep_volatility_atr_ta_2024.set,ae74e55a0e1c3c064ca20d81b742d81814f35eaee3c8960ae84904909d325194,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267W/true_internal_ablation_score_table_materialization/mt5/run267w_19_s264_aia_rep_volatility_atr_ta_2024.ini,a4677591ea858521c69253196c65c1ed47acbc7529063abffab7207aec4103ed,not_executed
