variant_id,view,split,bucket_type,bucket,bucket_trade_count,bucket_trade_share,utility_sum,utility_mean,utility_min
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_high|trend_high|session_mid,37,0.009329,0.03546514,0.00095852,-0.00891963
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_high|trend_low|session_first_30m,24,0.006051,-0.03658808,-0.0015245,-0.00983997
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_high|trend_low|session_mid,42,0.01059,-0.05022822,-0.00119591,-0.01149312
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_high|trend_mid|session_first_30m,54,0.013616,-0.07018542,-0.00129973,-0.01449954
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_high|trend_mid|session_mid,63,0.015885,-0.04218282,-0.00066957,-0.00915246
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_low|trend_high|session_first_30m,8,0.002017,-0.0195165,-0.00243956,-0.00592763
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_low|trend_high|session_mid,427,0.107665,-0.28489879,-0.00066721,-0.01256532
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_low|trend_low|session_first_30m,1,0.000252,-0.0076964,-0.0076964,-0.0076964
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_low|trend_low|session_mid,401,0.101109,-0.30822884,-0.00076865,-0.0187865
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_low|trend_mid|session_first_30m,7,0.001765,-5.622e-05,-8.03e-06,-0.00268709
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_low|trend_mid|session_mid,447,0.112708,-0.30750644,-0.00068793,-0.0118805
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_mid|trend_high|session_first_30m,42,0.01059,-0.04699058,-0.00111882,-0.01291937
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_mid|trend_high|session_mid,193,0.048664,-0.16727726,-0.00086672,-0.01620402
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_mid|trend_low|session_first_30m,26,0.006556,-0.0306363,-0.00117832,-0.00726227
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_mid|trend_low|session_mid,135,0.034039,-0.0775466,-0.00057442,-0.0119827
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_mid|trend_mid|session_first_30m,39,0.009834,-0.12611286,-0.00323366,-0.01197273
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_low|cost_mid|trend_mid|session_mid,213,0.053707,-0.09860601,-0.00046294,-0.01614953
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_high|trend_high|session_first_30m,11,0.002774,0.0516966,0.00469969,-0.00737337
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_high|trend_high|session_mid,142,0.035804,-0.06122771,-0.00043118,-0.01206095
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_high|trend_low|session_first_30m,4,0.001009,-0.01674458,-0.00418615,-0.0098454
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_high|trend_low|session_mid,30,0.007564,0.00531097,0.00017703,-0.00981244
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_high|trend_mid|session_first_30m,6,0.001513,-0.0006351,-0.00010585,-0.0116602
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_high|trend_mid|session_mid,75,0.018911,-0.06343414,-0.00084579,-0.00974572
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_low|trend_high|session_first_30m,1,0.000252,0.00522623,0.00522623,0.00522623
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_low|trend_high|session_mid,219,0.055219,-0.19966398,-0.00091171,-0.01208183
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_low|trend_low|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_low|trend_low|session_mid,76,0.019163,-0.03870075,-0.00050922,-0.0089289
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_low|trend_mid|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_low|trend_mid|session_mid,148,0.037317,-0.0731274,-0.0004941,-0.00973295
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_mid|trend_high|session_first_30m,9,0.002269,0.01132858,0.00125873,-0.00603416
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_mid|trend_high|session_mid,312,0.078669,-0.2331494,-0.00074727,-0.01246438
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_mid|trend_low|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_mid|trend_low|session_mid,86,0.021684,-0.07736991,-0.00089965,-0.00907822
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_mid|trend_mid|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,train,regime_key,vol_mid|cost_mid|trend_mid|session_mid,140,0.0353,-0.1576371,-0.00112598,-0.01218339
v01_worst_tier_path_utility,tier_a_separate,validation,source_tier,Tier A,2164,1.0,-2.44847098,-0.00113146,-0.09605469
v01_worst_tier_path_utility,tier_a_separate,validation,cost_bucket,cost_high,385,0.177911,-0.39174916,-0.00101753,-0.09605469
v01_worst_tier_path_utility,tier_a_separate,validation,cost_bucket,cost_low,1035,0.478281,-1.14250486,-0.00110387,-0.01810264
v01_worst_tier_path_utility,tier_a_separate,validation,cost_bucket,cost_mid,744,0.343808,-0.91421696,-0.00122879,-0.01733483
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_high|trend_high|session_first_30m,1,0.000462,0.00164217,0.00164217,0.00164217
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_high|trend_high|session_mid,61,0.028189,0.07826279,0.001283,-0.01002895
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_high|trend_low|session_first_30m,1,0.000462,-0.02817892,-0.02817892,-0.02817892
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_high|trend_low|session_mid,5,0.002311,0.0634669,0.01269338,0.00248145
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_high|trend_mid|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_high|trend_mid|session_mid,45,0.020795,-0.31694622,-0.00704325,-0.09605469
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_low|trend_high|session_mid,24,0.011091,-0.0087371,-0.00036405,-0.00719968
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_low|trend_low|session_mid,10,0.004621,-0.03270855,-0.00327086,-0.01339875
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_low|trend_mid|session_mid,12,0.005545,0.00986823,0.00082235,-0.0065784
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_mid|trend_high|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_mid|trend_high|session_mid,63,0.029113,-0.13835883,-0.00219617,-0.01579963
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_mid|trend_low|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_mid|trend_low|session_mid,14,0.00647,-0.02322408,-0.00165886,-0.01002895
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_mid|trend_mid|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_high|cost_mid|trend_mid|session_mid,31,0.014325,-0.05814129,-0.00187553,-0.01182596
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_high|trend_high|session_first_30m,20,0.009242,-0.01000579,-0.00050029,-0.01096953
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_high|trend_high|session_mid,46,0.021257,-0.02365975,-0.00051434,-0.00966875
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_high|trend_low|session_first_30m,24,0.011091,-0.01630107,-0.00067921,-0.02853035
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_high|trend_low|session_mid,23,0.010628,0.04253953,0.00184954,-0.01042866
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_high|trend_mid|session_first_30m,28,0.012939,-0.02770239,-0.00098937,-0.00702032
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_high|trend_mid|session_mid,33,0.01525,-0.02212125,-0.00067034,-0.00870586
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_low|trend_high|session_first_30m,4,0.001848,-0.01927542,-0.00481885,-0.01137396
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_low|trend_high|session_mid,256,0.118299,-0.31106773,-0.00121511,-0.01213547
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_low|trend_low|session_first_30m,5,0.002311,0.00180955,0.00036191,-0.00412462
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_low|trend_low|session_mid,295,0.136322,-0.39517915,-0.00133959,-0.01068313
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_low|trend_mid|session_first_30m,4,0.001848,-0.00240954,-0.00060238,-0.00410433
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_low|trend_mid|session_mid,261,0.12061,-0.22196438,-0.00085044,-0.01767311
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_high|session_first_30m,30,0.013863,0.0125889,0.00041963,-0.00563527
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_high|session_mid,151,0.069778,-0.1531145,-0.001014,-0.0119297
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_low|session_first_30m,14,0.00647,-0.01993394,-0.00142385,-0.0066414
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_low|session_mid,89,0.041128,-0.08820095,-0.00099102,-0.01038171
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_mid|session_first_30m,33,0.01525,-0.03459904,-0.00104846,-0.00989077
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_low|cost_mid|trend_mid|session_mid,108,0.049908,-0.10815333,-0.00100142,-0.00786018
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_high|session_first_30m,8,0.003697,-0.02879153,-0.00359894,-0.01536195
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_high|session_mid,55,0.025416,-0.08372625,-0.0015223,-0.01303058
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_low|session_first_30m,2,0.000924,0.02444554,0.01222277,0.01197847
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_low|session_mid,13,0.006007,0.01397935,0.00107533,-0.00586869
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_mid|session_first_30m,4,0.001848,-0.01788942,-0.00447235,-0.0121955
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_high|trend_mid|session_mid,16,0.007394,-0.04076285,-0.00254768,-0.00833998
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_high|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_high|session_mid,71,0.03281,-0.09320431,-0.00131274,-0.01810264
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_low|session_first_30m,1,0.000462,0.00798824,0.00798824,0.00798824
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_low|session_mid,38,0.01756,0.02985936,0.00078577,-0.00955775
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_mid|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_low|trend_mid|session_mid,54,0.024954,-0.10748408,-0.00199045,-0.01308666
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_high|session_first_30m,4,0.001848,-0.00701506,-0.00175377,-0.00328996
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_high|session_mid,111,0.051294,-0.07829781,-0.00070539,-0.01472415
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_low|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_low|session_mid,24,0.011091,-0.05632674,-0.00234695,-0.01018266
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_mid|session_first_30m,2,0.000924,-0.00010057,-5.028e-05,-0.0041813
v01_worst_tier_path_utility,tier_a_separate,validation,regime_key,vol_mid|cost_mid|trend_mid|session_mid,70,0.032348,-0.16133973,-0.00230485,-0.01733483
v01_worst_tier_path_utility,tier_a_separate,oos,source_tier,Tier A,2059,1.0,-1.97486335,-0.00095914,-0.02566858
v01_worst_tier_path_utility,tier_a_separate,oos,cost_bucket,cost_high,362,0.175814,-0.48434681,-0.00133797,-0.02566858
v01_worst_tier_path_utility,tier_a_separate,oos,cost_bucket,cost_low,1045,0.507528,-0.63273461,-0.00060549,-0.01985088
v01_worst_tier_path_utility,tier_a_separate,oos,cost_bucket,cost_mid,652,0.316659,-0.85778193,-0.00131562,-0.0200339
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_high|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_high|session_mid,92,0.044682,-0.23023621,-0.00250257,-0.02012224
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_low|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_low|session_mid,10,0.004857,-0.03376962,-0.00337696,-0.02351279
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_mid|session_first_30m,1,0.000486,-0.00126411,-0.00126411,-0.00126411
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_high|trend_mid|session_mid,60,0.02914,-0.03270879,-0.00054515,-0.02566858
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_low|trend_high|session_mid,19,0.009228,-0.02444831,-0.00128675,-0.00615477
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_low|trend_low|session_mid,13,0.006314,-0.00823311,-0.00063332,-0.01158948
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_low|trend_mid|session_mid,9,0.004371,-0.01820205,-0.00202245,-0.00845142
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_high|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_high|session_mid,83,0.040311,-0.23606929,-0.00284421,-0.01892633
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_low|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_low|session_mid,34,0.016513,-0.04100064,-0.0012059,-0.00975661
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_mid|session_first_30m,2,0.000971,-0.00890394,-0.00445197,-0.00543923
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_high|cost_mid|trend_mid|session_mid,56,0.027198,-0.10463179,-0.00186842,-0.01388578
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_high|session_first_30m,14,0.006799,0.02491206,0.00177943,-0.01338608
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_high|session_mid,20,0.009713,-0.05089984,-0.00254499,-0.02149054
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_low|session_first_30m,12,0.005828,-0.05078859,-0.00423238,-0.01251605
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_low|session_mid,11,0.005342,-0.01835927,-0.00166902,-0.00540664
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_mid|session_first_30m,24,0.011656,0.01065441,0.00044393,-0.01987879
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_high|trend_mid|session_mid,24,0.011656,-0.01375636,-0.00057318,-0.00649579
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_high|session_first_30m,1,0.000486,0.00114812,0.00114812,0.00114812
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_high|session_mid,212,0.102963,-0.11261596,-0.00053121,-0.01985088
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_low|session_first_30m,3,0.001457,0.00418185,0.00139395,-0.00126033
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_low|session_mid,343,0.166586,-0.18275372,-0.00053281,-0.01491559
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_mid|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_low|trend_mid|session_mid,266,0.129189,-0.10977087,-0.00041267,-0.00968392
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_high|session_first_30m,9,0.004371,0.01594199,0.00177133,-0.00066722
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_high|session_mid,101,0.049053,-0.11189516,-0.00110787,-0.01158201
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_low|session_first_30m,4,0.001943,0.00534526,0.00133631,-0.00266768
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_low|session_mid,58,0.028169,-0.02123907,-0.00036619,-0.00626682
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_mid|session_first_30m,4,0.001943,0.00492523,0.00123131,-0.00175839
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_low|cost_mid|trend_mid|session_mid,80,0.038854,-0.05876379,-0.00073455,-0.0089664
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_high|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_high|session_mid,48,0.023312,-0.09306207,-0.00193879,-0.00967514
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_low|session_first_30m,5,0.002428,0.02460445,0.00492089,-0.00053449
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_low|session_mid,11,0.005342,0.00345646,0.00031422,-0.00664282
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_mid|session_first_30m,3,0.001457,0.00110523,0.00036841,-0.00071317
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_high|trend_mid|session_mid,27,0.013113,-0.02423457,-0.00089758,-0.0064637
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_high|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_high|session_mid,67,0.03254,-0.08395681,-0.00125309,-0.01674228
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_low|session_mid,64,0.031083,-0.06092314,-0.00095192,-0.01060998
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_mid|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_low|trend_mid|session_mid,48,0.023312,-0.0371606,-0.00077418,-0.00918713
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_high|session_first_30m,1,0.000486,-0.00050381,-0.00050381,-0.00050381
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_high|session_mid,115,0.055852,-0.25166323,-0.00218838,-0.01780562
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_low|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_low|session_mid,30,0.01457,0.01318047,0.00043935,-0.00928314
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_mid|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_a_separate,oos,regime_key,vol_mid|cost_mid|trend_mid|session_mid,75,0.036425,-0.06250415,-0.00083339,-0.0200339
v01_worst_tier_path_utility,tier_b_separate,train,source_tier,Tier B,1761,1.0,-1.13570073,-0.00064492,-0.02601131
v01_worst_tier_path_utility,tier_b_separate,train,cost_bucket,cost_high,164,0.093129,-0.09950603,-0.00060674,-0.01516444
v01_worst_tier_path_utility,tier_b_separate,train,cost_bucket,cost_low,1270,0.721181,-0.93295583,-0.00073461,-0.02601131
v01_worst_tier_path_utility,tier_b_separate,train,cost_bucket,cost_mid,327,0.18569,-0.10323887,-0.00031572,-0.01077658
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_high|trend_high|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_high|trend_high|session_mid,19,0.010789,-0.05473966,-0.00288103,-0.01516444
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_high|trend_low|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_high|trend_low|session_mid,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_high|trend_mid|session_first_30m,1,0.000568,0.00962232,0.00962232,0.00962232
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_high|trend_mid|session_mid,2,0.001136,-0.00587198,-0.00293599,-0.00509033
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_low|trend_high|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_low|trend_high|session_mid,11,0.006246,0.00142159,0.00012924,-0.00399207
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_low|trend_low|session_mid,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_low|trend_mid|session_mid,4,0.002271,-0.00906144,-0.00226536,-0.00402564
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_high|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_high|session_mid,21,0.011925,-0.00343808,-0.00016372,-0.00830793
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_low|session_mid,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_mid|session_first_30m,0,0.0,0.0,,
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_high|cost_mid|trend_mid|session_mid,3,0.001704,-0.00977308,-0.00325769,-0.00630816
v01_worst_tier_path_utility,tier_b_separate,train,regime_key,vol_low|cost_high|trend_high|session_first_30m,27,0.015332,0.01039721,0.00038508,-0.01333083
