variant_id,view,split,control_id,rows,days,trade_count,trades_per_day,net_proxy,gross_profit,gross_loss,proxy_pf,win_rate,avg_win,avg_loss,payoff_ratio,expectancy,max_drawdown,recovery_factor,time_under_water_bars,max_consecutive_loss,long_count,short_count,side_min_share,avg_cost_penalty,regime_coverage_count,cost_high_trade_share
v01_worst_tier_path_utility,tier_a_separate,oos,density_only_high_density_control,7575,131,2059,15.717557,-0.0914207,3.06036898,3.15178968,0.970994,0.481302,0.00308816,-0.00295111,1.04644,-4.44e-05,0.33935121,-0.269398,2040,22,697,1362,0.338514,0.00033482,41,0.665372
v01_worst_tier_path_utility,tier_a_separate,oos,unbudgeted_strength_rank_replay,7575,131,2059,15.717557,-0.17032952,1.99378691,2.16411643,0.921294,0.446333,0.00216952,-0.00189835,1.142845,-8.272e-05,0.45550537,-0.373935,2014,53,488,1571,0.237008,0.00023561,40,0.175814
v01_worst_tier_path_utility,tier_b_separate,train,all_trade_no_abstain,8963,555,8963,16.14955,-1.79068476,8.63023038,10.42091514,0.828164,0.452862,0.0021262,-0.00212498,1.000571,-0.00019979,1.86611751,-0.959578,8955,36,4373,4590,0.487895,0.00023398,50,0.135557
v01_worst_tier_path_utility,tier_b_separate,train,random_abstain_rate_match_single,8963,555,1761,3.172973,-0.3057849,1.70860011,2.01438501,0.848199,0.441794,0.00219614,-0.00204922,1.071697,-0.00017364,0.34501692,-0.88629,1754,14,847,914,0.480977,0.00023479,48,0.142533
v01_worst_tier_path_utility,tier_b_separate,train,density_only_high_density_control,8963,555,1761,3.172973,0.00226601,2.26541431,2.2631483,1.001001,0.466212,0.00275934,-0.0024076,1.146092,1.29e-06,0.19486167,0.011629,1731,16,648,1113,0.367973,0.0002908,44,0.392391
v01_worst_tier_path_utility,tier_b_separate,train,unbudgeted_strength_rank_replay,8963,555,1761,3.172973,0.03913287,1.60856504,1.56943217,1.024934,0.483816,0.00188799,-0.00172655,1.093504,2.222e-05,0.25715367,0.152177,1692,27,894,867,0.492334,0.00021698,39,0.093129
v01_worst_tier_path_utility,tier_b_separate,validation,all_trade_no_abstain,2361,148,2361,15.952703,-0.50753603,1.56905842,2.07659445,0.755592,0.426091,0.0015597,-0.00153254,1.017721,-0.00021497,0.61057235,-0.831246,2342,25,885,1476,0.374841,0.00020689,48,0.053791
v01_worst_tier_path_utility,tier_b_separate,validation,random_abstain_rate_match_single,2361,148,636,4.297297,-0.12230607,0.44257315,0.56487922,0.783483,0.440252,0.00158062,-0.00158674,0.996142,-0.00019231,0.14827736,-0.824847,627,16,244,392,0.383648,0.00020681,40,0.055031
v01_worst_tier_path_utility,tier_b_separate,validation,density_only_high_density_control,2361,148,636,4.297297,-0.07975389,0.53679288,0.61654677,0.870644,0.424528,0.00198812,-0.00168455,1.180207,-0.0001254,0.12526046,-0.636704,626,13,185,451,0.290881,0.00022977,40,0.121069
v01_worst_tier_path_utility,tier_b_separate,validation,unbudgeted_strength_rank_replay,2361,148,636,4.297297,-0.23217454,0.28877385,0.52094838,0.554323,0.388365,0.00116912,-0.0013392,0.873003,-0.00036505,0.25760791,-0.901271,632,29,250,386,0.393082,0.00020198,34,0.037736
v01_worst_tier_path_utility,tier_b_separate,oos,all_trade_no_abstain,1058,120,1058,8.816667,-0.05009524,0.88793113,0.93802637,0.946595,0.473535,0.00177232,-0.00168407,1.052402,-4.735e-05,0.23214945,-0.215789,1031,11,289,769,0.273157,0.00021678,49,0.086011
v01_worst_tier_path_utility,tier_b_separate,oos,random_abstain_rate_match_single,1058,120,374,3.116667,-0.03361712,0.28878288,0.3224,0.895729,0.467914,0.00165019,-0.0016201,1.018571,-8.989e-05,0.09811931,-0.342615,368,8,110,264,0.294118,0.00021829,41,0.101604
v01_worst_tier_path_utility,tier_b_separate,oos,density_only_high_density_control,1058,120,374,3.116667,-0.04533294,0.32502131,0.37035425,0.877596,0.451872,0.0019232,-0.00180661,1.064539,-0.00012121,0.14511857,-0.312386,357,13,85,289,0.227273,0.00023173,40,0.147059
v01_worst_tier_path_utility,tier_b_separate,oos,unbudgeted_strength_rank_replay,1058,120,374,3.116667,0.02378067,0.29804402,0.27426334,1.086707,0.491979,0.0016198,-0.00144349,1.122144,6.358e-05,0.04782235,0.497271,346,15,73,301,0.195187,0.00020872,32,0.05615
v01_worst_tier_path_utility,tier_ab_combined,train,all_trade_no_abstain,38180,579,38180,65.941278,-2.48212871,49.024865,51.50699371,0.95181,0.475537,0.0027002,-0.00257226,1.049738,-6.501e-05,3.70609547,-0.669742,38033,49,18851,19329,0.49374,0.00027083,53,0.33329
v01_worst_tier_path_utility,tier_ab_combined,train,random_abstain_rate_match_single,38180,579,5727,9.891192,-0.57273062,7.29510797,7.86783859,0.927206,0.478785,0.00266051,-0.00263579,1.009376,-0.00010001,0.68845129,-0.831912,5721,19,2840,2887,0.495897,0.00027148,47,0.337349
v01_worst_tier_path_utility,tier_ab_combined,train,density_only_high_density_control,38180,579,5727,9.891192,-0.38960676,8.73012451,9.11973126,0.957279,0.470054,0.00324299,-0.00300485,1.07925,-6.803e-05,0.71655357,-0.543723,5689,17,2203,3524,0.384669,0.00035016,46,0.705605
v01_worst_tier_path_utility,tier_ab_combined,train,unbudgeted_strength_rank_replay,38180,579,5727,9.891192,1.12820493,6.68192239,5.55371746,1.203144,0.488563,0.00238811,-0.00189611,1.259474,0.000197,0.487121,2.316067,5318,40,2575,3152,0.449625,0.00023544,48,0.161166
v01_worst_tier_path_utility,tier_ab_combined,validation,all_trade_no_abstain,12198,185,12198,65.935135,-5.20312648,13.74407297,18.94719946,0.725388,0.438023,0.00257235,-0.002764,0.930664,-0.00042656,5.23704365,-0.993524,12191,32,4964,7234,0.406952,0.00027548,51,0.328824
v01_worst_tier_path_utility,tier_ab_combined,validation,random_abstain_rate_match_single,12198,185,2800,15.135135,-1.20193305,3.04908565,4.2510187,0.71726,0.448929,0.00242568,-0.00275503,0.880455,-0.00042926,1.29995982,-0.924592,2771,17,1120,1680,0.4,0.00027451,47,0.331786
v01_worst_tier_path_utility,tier_ab_combined,validation,density_only_high_density_control,12198,185,2800,15.135135,-1.0583825,3.86016049,4.91854299,0.784818,0.437857,0.00314858,-0.00312487,1.007588,-0.00037799,1.12237365,-0.942986,2786,23,959,1841,0.3425,0.00034278,45,0.594643
v01_worst_tier_path_utility,tier_ab_combined,validation,unbudgeted_strength_rank_replay,12198,185,2800,15.135135,-0.75264434,2.16734204,2.91998638,0.742244,0.4225,0.00183207,-0.0018058,1.014546,-0.0002688,0.90170416,-0.834691,2769,42,785,2015,0.280357,0.00023766,44,0.146071
v01_worst_tier_path_utility,tier_ab_combined,oos,all_trade_no_abstain,8634,131,8634,65.908397,-0.81283646,10.09186416,10.90470062,0.92546,0.469076,0.00249182,-0.00237886,1.047484,-9.414e-05,1.19388256,-0.680835,8595,37,3145,5489,0.364258,0.00026558,51,0.335186
v01_worst_tier_path_utility,tier_ab_combined,oos,random_abstain_rate_match_single,8634,131,2433,18.572519,-0.25009395,2.88007875,3.1301727,0.920102,0.466091,0.00253975,-0.00240968,1.053979,-0.00010279,0.30135664,-0.829894,2422,17,865,1568,0.355528,0.00026621,50,0.341143
v01_worst_tier_path_utility,tier_ab_combined,oos,density_only_high_density_control,8634,131,2433,18.572519,-0.01881883,3.54747356,3.56629239,0.994723,0.482121,0.00302427,-0.00283039,1.068501,-7.73e-06,0.31984618,-0.058837,2415,27,800,1633,0.328812,0.00032328,43,0.612002
v01_worst_tier_path_utility,tier_ab_combined,oos,unbudgeted_strength_rank_replay,8634,131,2433,18.572519,-0.14654884,2.29183093,2.43837977,0.939899,0.45335,0.00207782,-0.00183337,1.133333,-6.023e-05,0.45519596,-0.321947,2376,35,561,1872,0.23058,0.00023148,43,0.157419
v02_hard_tier_gap_minimax,tier_a_separate,train,all_trade_no_abstain,29217,573,29217,50.989529,10.26567242,45.50401479,35.23834237,1.291321,0.526611,0.00295749,-0.00254778,1.160813,0.00035136,0.58693798,17.490217,26755,28,15075,14142,0.484033,0.00028213,52,0.393949
v02_hard_tier_gap_minimax,tier_a_separate,train,random_abstain_rate_match_single,29217,573,3568,6.226876,0.93140676,5.33452316,4.40311639,1.211534,0.511771,0.00292143,-0.00252762,1.1558,0.00026104,0.13571599,6.862911,3334,13,1830,1738,0.487108,0.00028125,50,0.38593
v02_hard_tier_gap_minimax,tier_a_separate,train,density_only_high_density_control,29217,573,3568,6.226876,0.94892018,6.16060276,5.21168257,1.182076,0.500561,0.00344939,-0.00292463,1.179428,0.00026595,0.20837508,4.553904,3326,17,1092,2476,0.306054,0.00037021,40,0.79148
v02_hard_tier_gap_minimax,tier_a_separate,train,unbudgeted_strength_rank_replay,29217,573,3568,6.226876,5.46596833,7.7457967,2.27982838,3.397535,0.642937,0.00337655,-0.0017895,1.886861,0.00153194,0.06655478,82.127361,2210,16,2639,929,0.26037,0.00025585,47,0.216928
v02_hard_tier_gap_minimax,tier_a_separate,validation,all_trade_no_abstain,9836,183,9836,53.748634,-3.39058444,12.77221772,16.16280216,0.790223,0.462688,0.00280646,-0.00305824,0.917673,-0.00034471,3.39332512,-0.999192,9836,42,5459,4377,0.444998,0.00029195,51,0.394876
v02_hard_tier_gap_minimax,tier_a_separate,validation,random_abstain_rate_match_single,9836,183,1053,5.754098,-0.27568312,1.32057334,1.59625646,0.827294,0.48433,0.00258936,-0.0029397,0.880825,-0.00026181,0.28266231,-0.975309,1052,12,582,471,0.447293,0.00029139,46,0.396961
v02_hard_tier_gap_minimax,tier_a_separate,validation,density_only_high_density_control,9836,183,1053,5.754098,-0.23884787,1.83081613,2.069664,0.884596,0.446344,0.00389535,-0.00355002,1.097275,-0.00022683,0.3829149,-0.623762,1038,22,366,687,0.347578,0.00040239,37,0.773979
v02_hard_tier_gap_minimax,tier_a_separate,validation,unbudgeted_strength_rank_replay,9836,183,1053,5.754098,-0.95319611,1.18679255,2.13998866,0.554579,0.402659,0.00279904,-0.00340221,0.822713,-0.00090522,0.96831988,-0.984381,1043,33,825,228,0.216524,0.00030991,45,0.322887
v02_hard_tier_gap_minimax,tier_a_separate,oos,all_trade_no_abstain,7575,131,7575,57.824427,-2.0033777,8.61123227,10.61460997,0.811262,0.460858,0.0024667,-0.00259907,0.949068,-0.00026447,2.24849459,-0.890986,7515,31,4200,3375,0.445545,0.00027241,50,0.370033
v02_hard_tier_gap_minimax,tier_a_separate,oos,random_abstain_rate_match_single,7575,131,756,5.770992,-0.31438011,0.7643321,1.07871221,0.70856,0.455026,0.0022219,-0.00261823,0.848624,-0.00041585,0.34557566,-0.909729,741,12,413,343,0.453704,0.00027011,43,0.357143
v02_hard_tier_gap_minimax,tier_a_separate,oos,density_only_high_density_control,7575,131,756,5.770992,-0.08497794,1.26000349,1.34498143,0.936819,0.474868,0.00350976,-0.00338786,1.03598,-0.0001124,0.19145348,-0.443857,752,12,285,471,0.376984,0.00038673,32,0.837302
v02_hard_tier_gap_minimax,tier_a_separate,oos,unbudgeted_strength_rank_replay,7575,131,756,5.770992,-0.18000223,0.53005172,0.71005395,0.746495,0.464286,0.00151012,-0.00175322,0.86134,-0.0002381,0.32763988,-0.54939,690,22,583,173,0.228836,0.00022333,36,0.198413
v02_hard_tier_gap_minimax,tier_b_separate,train,all_trade_no_abstain,8963,555,8963,16.14955,1.46448014,10.13111307,8.66663294,1.168979,0.514002,0.00219907,-0.00198959,1.10529,0.00016339,0.4924318,2.973976,8546,33,6163,2800,0.312395,0.00023398,50,0.135557
v02_hard_tier_gap_minimax,tier_b_separate,train,random_abstain_rate_match_single,8963,555,2159,3.89009,0.43604484,2.50588538,2.06984054,1.210666,0.515516,0.00225147,-0.00197882,1.137787,0.00020197,0.12532722,3.479251,2041,20,1490,669,0.309866,0.00023166,49,0.121352
v02_hard_tier_gap_minimax,tier_b_separate,train,density_only_high_density_control,8963,555,2159,3.89009,0.60916872,2.94492824,2.33575952,1.260801,0.506253,0.00269435,-0.00219114,1.229656,0.00028215,0.14495155,4.202568,2011,15,1057,1102,0.489579,0.00028151,45,0.352478
v02_hard_tier_gap_minimax,tier_b_separate,train,unbudgeted_strength_rank_replay,8963,555,2159,3.89009,1.48236399,2.89016663,1.40780264,2.052963,0.584993,0.00228833,-0.00157121,1.456417,0.0006866,0.06345968,23.359148,1706,18,1769,390,0.180639,0.00020483,37,0.031496
v02_hard_tier_gap_minimax,tier_b_separate,validation,all_trade_no_abstain,2361,148,2361,15.952703,-0.73929032,1.44492718,2.1842175,0.661531,0.444303,0.00137743,-0.0016648,0.827386,-0.00031313,0.74294771,-0.995077,2360,24,1744,617,0.26133,0.00020689,48,0.053791
v02_hard_tier_gap_minimax,tier_b_separate,validation,random_abstain_rate_match_single,2361,148,638,4.310811,-0.17882804,0.3782238,0.55705184,0.678974,0.451411,0.00131328,-0.00159158,0.825142,-0.00028029,0.180502,-0.990726,638,10,488,150,0.23511,0.00020719,41,0.048589
v02_hard_tier_gap_minimax,tier_b_separate,validation,density_only_high_density_control,2361,148,638,4.310811,-0.18298231,0.48155193,0.66453424,0.724646,0.45768,0.00164915,-0.00192062,0.858656,-0.00028681,0.18977917,-0.964185,637,14,393,245,0.384013,0.00022969,40,0.12069
v02_hard_tier_gap_minimax,tier_b_separate,validation,unbudgeted_strength_rank_replay,2361,148,638,4.310811,-0.16522281,0.39114945,0.55637226,0.703035,0.405956,0.00151023,-0.001468,1.028766,-0.00025897,0.17664523,-0.935337,635,27,507,131,0.205329,0.00019046,27,0.017241
v02_hard_tier_gap_minimax,tier_b_separate,oos,all_trade_no_abstain,1058,120,1058,8.816667,-0.12440176,0.85313146,0.97753321,0.872739,0.467864,0.0017235,-0.00173629,0.992631,-0.00011758,0.31204798,-0.398662,977,28,568,490,0.463138,0.00021678,49,0.086011
v02_hard_tier_gap_minimax,tier_b_separate,oos,random_abstain_rate_match_single,1058,120,276,2.3,-0.05351023,0.20927253,0.26278276,0.796371,0.478261,0.0015854,-0.00182488,0.868768,-0.00019388,0.12543942,-0.426582,250,11,153,123,0.445652,0.00021489,35,0.072464
v02_hard_tier_gap_minimax,tier_b_separate,oos,density_only_high_density_control,1058,120,276,2.3,0.01524281,0.26748389,0.25224109,1.06043,0.48913,0.00198136,-0.00178894,1.10756,5.523e-05,0.07740897,0.196913,254,9,109,167,0.394928,0.00023963,38,0.181159
v02_hard_tier_gap_minimax,tier_b_separate,oos,unbudgeted_strength_rank_replay,1058,120,276,2.3,-0.0169824,0.23913957,0.25612197,0.933694,0.48913,0.0017714,-0.00181647,0.975192,-6.153e-05,0.07800052,-0.217722,257,15,153,123,0.445652,0.00019042,22,0.01087
v02_hard_tier_gap_minimax,tier_ab_combined,train,all_trade_no_abstain,38180,579,38180,65.941278,11.73015256,55.63512787,43.90497531,1.267171,0.523651,0.00278273,-0.00241409,1.152706,0.00030723,0.68555271,17.110504,35247,35,21238,16942,0.44374,0.00027083,53,0.33329
v02_hard_tier_gap_minimax,tier_ab_combined,train,random_abstain_rate_match_single,38180,579,5727,9.891192,1.80498827,8.4225808,6.61759252,1.272756,0.528025,0.00278524,-0.00244824,1.137652,0.00031517,0.11799426,15.297255,5247,17,3183,2544,0.444212,0.00027023,49,0.328444
v02_hard_tier_gap_minimax,tier_ab_combined,train,density_only_high_density_control,38180,579,5727,9.891192,1.93623506,9.81105319,7.87481814,1.245877,0.508818,0.00336687,-0.00279944,1.202694,0.00033809,0.25362896,7.634124,5283,21,1927,3800,0.336476,0.00035016,46,0.705605
v02_hard_tier_gap_minimax,tier_ab_combined,train,unbudgeted_strength_rank_replay,38180,579,5727,9.891192,6.94833231,10.63596333,3.68763102,2.884227,0.621093,0.00299015,-0.00169937,1.759565,0.00121326,0.07572758,91.754315,3937,21,4408,1319,0.230313,0.00023662,48,0.147023
v02_hard_tier_gap_minimax,tier_ab_combined,validation,all_trade_no_abstain,12198,185,12198,65.935135,-4.12732081,14.21969885,18.34701966,0.775041,0.459174,0.00253878,-0.00278112,0.912863,-0.00033836,4.1342894,-0.998314,12198,33,7204,4994,0.409411,0.00027548,51,0.328824
v02_hard_tier_gap_minimax,tier_ab_combined,validation,random_abstain_rate_match_single,12198,185,1691,9.140541,-0.61136985,1.91890317,2.53027302,0.758378,0.47605,0.00238373,-0.00285584,0.834687,-0.00036154,0.61136985,-1.0,1691,13,974,717,0.424009,0.00028249,46,0.33767
v02_hard_tier_gap_minimax,tier_ab_combined,validation,density_only_high_density_control,12198,185,1691,9.140541,-0.44797872,2.5994523,3.04743103,0.852998,0.449438,0.00342033,-0.00327329,1.044922,-0.00026492,0.55418101,-0.808362,1677,18,641,1050,0.379066,0.00036723,40,0.668835
v02_hard_tier_gap_minimax,tier_ab_combined,validation,unbudgeted_strength_rank_replay,12198,185,1691,9.140541,-1.11841892,1.577942,2.69636092,0.585212,0.403903,0.00231031,-0.00267496,0.86368,-0.00066139,1.13060018,-0.989226,1682,33,1332,359,0.2123,0.00026484,47,0.207569
v02_hard_tier_gap_minimax,tier_ab_combined,oos,all_trade_no_abstain,8634,131,8634,65.908397,-2.12700387,9.46513932,11.59214318,0.816513,0.461779,0.002374,-0.00249454,0.951677,-0.00024635,2.39108049,-0.889558,8549,29,4769,3865,0.447649,0.00026558,51,0.335186
v02_hard_tier_gap_minimax,tier_ab_combined,oos,random_abstain_rate_match_single,8634,131,1033,7.885496,-0.18431506,1.11915022,1.30346528,0.858596,0.471442,0.00229805,-0.0023873,0.962615,-0.00017843,0.2248327,-0.819788,1014,12,586,447,0.43272,0.00026254,47,0.327202
v02_hard_tier_gap_minimax,tier_ab_combined,oos,density_only_high_density_control,8634,131,1033,7.885496,-0.1748733,1.5898064,1.7646797,0.900904,0.461762,0.00333293,-0.00317388,1.05011,-0.00016929,0.24253751,-0.721015,1027,15,385,648,0.372701,0.00036623,38,0.764763
v02_hard_tier_gap_minimax,tier_ab_combined,oos,unbudgeted_strength_rank_replay,8634,131,1033,7.885496,-0.19620904,0.76996688,0.96617592,0.796922,0.471442,0.00158104,-0.00176955,0.893469,-0.00018994,0.38732015,-0.506581,946,22,737,296,0.286544,0.00021449,40,0.148112
v03_downside_ambiguity_stress,tier_a_separate,train,all_trade_no_abstain,29217,573,29217,50.989529,-1.00465683,40.25229535,41.25695218,0.975649,0.480474,0.00286738,-0.00271803,1.054949,-3.439e-05,2.31924674,-0.433182,29053,31,14184,15033,0.485471,0.00028213,52,0.393949
v03_downside_ambiguity_stress,tier_a_separate,train,random_abstain_rate_match_single,29217,573,3383,5.904014,-0.09680352,4.72380469,4.82060821,0.979919,0.483299,0.00288918,-0.00275779,1.047644,-2.861e-05,0.25380466,-0.38141,3357,12,1704,1679,0.496305,0.00028466,48,0.404079
v03_downside_ambiguity_stress,tier_a_separate,train,density_only_high_density_control,29217,573,3383,5.904014,-0.29828707,5.33064724,5.62893431,0.947008,0.467928,0.00336743,-0.00312719,1.076826,-8.817e-05,0.51528894,-0.578873,3363,17,1280,2103,0.378362,0.00037321,40,0.801655
v03_downside_ambiguity_stress,tier_a_separate,train,unbudgeted_strength_rank_replay,29217,573,3383,5.904014,-0.02825577,3.06439167,3.09264744,0.990864,0.460242,0.00196814,-0.00169367,1.162053,-8.35e-06,0.52856381,-0.053458,3201,28,1443,1940,0.426544,0.00022364,37,0.089565
v03_downside_ambiguity_stress,tier_a_separate,validation,all_trade_no_abstain,9836,183,9836,53.748634,-4.62977813,12.20811116,16.83788929,0.725038,0.441033,0.00281423,-0.00306255,0.918916,-0.0004707,4.65472064,-0.994641,9830,32,3942,5894,0.400773,0.00029195,51,0.394876
v03_downside_ambiguity_stress,tier_a_separate,validation,random_abstain_rate_match_single,9836,183,2063,11.273224,-0.72129677,2.67872152,3.40001828,0.787855,0.454193,0.00285883,-0.00301955,0.946771,-0.00034963,0.73711413,-0.978541,2056,15,823,1240,0.398934,0.00029055,48,0.385361
v03_downside_ambiguity_stress,tier_a_separate,validation,density_only_high_density_control,9836,183,2063,11.273224,-0.95012919,2.99949988,3.94962907,0.759438,0.431895,0.00336644,-0.00336999,0.998947,-0.00046056,1.03015584,-0.922316,2044,21,692,1371,0.335434,0.00036651,42,0.682501
v03_downside_ambiguity_stress,tier_a_separate,validation,unbudgeted_strength_rank_replay,9836,183,2063,11.273224,-0.49819442,1.34820667,1.84640109,0.730181,0.420746,0.00155323,-0.00154511,1.00526,-0.00024149,0.61906102,-0.804758,2039,26,478,1585,0.231701,0.0002201,36,0.082404
v03_downside_ambiguity_stress,tier_a_separate,oos,all_trade_no_abstain,7575,131,7575,57.824427,-0.79347534,9.19294179,9.98641713,0.920545,0.466271,0.00260276,-0.00247005,1.053726,-0.00010475,1.11057594,-0.714472,7548,40,2771,4804,0.365809,0.00027241,50,0.370033
v03_downside_ambiguity_stress,tier_a_separate,oos,random_abstain_rate_match_single,7575,131,1893,14.450382,-0.2205413,2.26864518,2.48918648,0.9114,0.475436,0.00252072,-0.00250673,1.005578,-0.0001165,0.28493152,-0.774015,1875,19,701,1192,0.370312,0.00027323,46,0.372953
v03_downside_ambiguity_stress,tier_a_separate,oos,density_only_high_density_control,7575,131,1893,14.450382,-0.02350205,2.87208667,2.89558872,0.991883,0.480718,0.00315614,-0.00294567,1.071452,-1.242e-05,0.3099024,-0.075837,1879,15,621,1272,0.328051,0.00033797,40,0.677232
v03_downside_ambiguity_stress,tier_a_separate,oos,unbudgeted_strength_rank_replay,7575,131,1893,14.450382,-0.35893694,1.41113031,1.77006725,0.797218,0.427892,0.00174214,-0.00163441,1.065911,-0.00018961,0.59785686,-0.600373,1833,37,440,1453,0.232435,0.00021469,35,0.079239
v03_downside_ambiguity_stress,tier_b_separate,train,all_trade_no_abstain,8963,555,8963,16.14955,-1.83018467,8.61088196,10.44106663,0.824713,0.451858,0.00212614,-0.00212519,1.000448,-0.00020419,1.90662338,-0.959909,8955,36,4215,4748,0.470267,0.00023398,50,0.135557
v03_downside_ambiguity_stress,tier_b_separate,train,random_abstain_rate_match_single,8963,555,2344,4.223423,-0.56626273,2.18824919,2.75451192,0.794424,0.447099,0.00208802,-0.0021254,0.982417,-0.00024158,0.59278508,-0.955258,2342,17,1114,1230,0.475256,0.00023281,49,0.129693
v03_downside_ambiguity_stress,tier_b_separate,train,density_only_high_density_control,8963,555,2344,4.223423,-0.07190836,2.8041589,2.87606727,0.974998,0.459898,0.00260126,-0.00227178,1.145034,-3.068e-05,0.24684146,-0.291314,2318,20,877,1467,0.374147,0.00027745,48,0.333191
v03_downside_ambiguity_stress,tier_b_separate,train,unbudgeted_strength_rank_replay,8963,555,2344,4.223423,-0.26458782,1.71729159,1.98187941,0.866497,0.458191,0.00159897,-0.00156053,1.024628,-0.00011288,0.37972297,-0.696792,2307,21,1198,1146,0.488908,0.00020482,32,0.038396
v03_downside_ambiguity_stress,tier_b_separate,validation,all_trade_no_abstain,2361,148,2361,15.952703,-0.43866811,1.60135116,2.04001927,0.784969,0.43075,0.00157458,-0.00151787,1.037363,-0.0001858,0.55372158,-0.792218,2341,25,829,1532,0.351122,0.00020689,48,0.053791
v03_downside_ambiguity_stress,tier_b_separate,validation,random_abstain_rate_match_single,2361,148,981,6.628378,-0.28675016,0.56658478,0.85333493,0.663965,0.424057,0.00136198,-0.00151033,0.90178,-0.0002923,0.29225291,-0.981171,980,20,356,625,0.362895,0.00020688,43,0.055046
v03_downside_ambiguity_stress,tier_b_separate,validation,density_only_high_density_control,2361,148,981,6.628378,-0.1177087,0.78230082,0.90000952,0.869214,0.41998,0.00189879,-0.00158174,1.200444,-0.00011999,0.19447145,-0.605275,960,16,280,701,0.285423,0.00022198,44,0.095821
v03_downside_ambiguity_stress,tier_b_separate,validation,unbudgeted_strength_rank_replay,2361,148,981,6.628378,-0.22971076,0.42660232,0.65631308,0.649998,0.408767,0.00106385,-0.00113157,0.940147,-0.00023416,0.26014332,-0.883016,979,26,393,588,0.400612,0.00018994,19,0.001019
v03_downside_ambiguity_stress,tier_b_separate,oos,all_trade_no_abstain,1058,120,1058,8.816667,-0.05145804,0.88793483,0.93939287,0.945222,0.47259,0.00177587,-0.0016835,1.054868,-4.864e-05,0.24397087,-0.210919,1028,13,263,795,0.248582,0.00021678,49,0.086011
v03_downside_ambiguity_stress,tier_b_separate,oos,random_abstain_rate_match_single,1058,120,433,3.608333,0.04263933,0.37854885,0.33590952,1.126937,0.491917,0.00177722,-0.00152686,1.163972,9.847e-05,0.06167028,0.691408,403,8,114,319,0.263279,0.00021564,40,0.071594
