variant_id,family,split,period,trade_count,days_in_scope,trades_per_day,net_profit,profit_factor,max_drawdown_percent,max_monthly_drawdown_percent,audit_role
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2023-09,579,20,28.95,0.0900178922009989,1.124583620273438,17.903711006888024,17.903711006888024,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2023-10,1137,22,51.68181818181818,0.2457622494293305,1.1489109517104323,35.07712772882172,35.07712772882172,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2023-11,304,20,15.2,0.20718541322440148,1.764874328395498,5.6631929561103185,5.6631929561103185,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2023-12,221,19,11.631578947368421,0.1265934244880329,1.617820690793989,3.692854850167404,3.692854850167404,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-01,434,21,20.666666666666668,0.12579012550055346,1.244454098655771,8.813154291997282,8.813154291997282,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-02,404,18,22.444444444444443,0.30129700599984494,1.8992051297971473,7.506675942243801,7.506675942243801,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-03,361,20,18.05,0.16325537825254582,1.3915962108891131,11.088431589686953,11.088431589686953,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-04,807,22,36.68181818181818,-0.17433327756840447,0.8644722549259164,40.359157122708,40.359157122708,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-05,242,21,11.523809523809524,0.26754799655183015,2.083564584844547,8.183626377827046,8.183626377827046,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-06,288,18,16.0,-0.041172866038299956,0.8844875712186304,11.376622779174062,11.376622779174062,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-07,740,21,35.23809523809524,0.42423075325567705,1.4205190051498684,18.687351417703013,18.687351417703013,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-08,1045,22,47.5,-0.06327201196999899,0.9687535508668272,42.52166948165224,42.52166948165224,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-09,805,20,40.25,0.22901810196619043,1.1843477261112307,30.972031188463422,30.972031188463422,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-10,697,23,30.304347826086957,0.25500644476551904,1.3556846334812125,15.842304697136257,15.842304697136257,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-11,567,19,29.842105263157894,0.35194348653799395,1.7136363360396354,8.540914461464311,8.540914461464311,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,train,2024-12,524,20,26.2,0.3609429350847393,1.5386303034451223,12.002289249196508,12.002289249196508,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,validation,2025-01,780,20,39.0,-0.12929430575719744,0.8958120084109066,24.212750761371858,24.212750761371858,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,validation,2025-02,689,19,36.26315789473684,0.1140266735538869,1.106887488315284,27.699639135156474,27.699639135156474,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,validation,2025-03,1031,21,49.095238095238095,-0.46694503629519457,0.8049191226396994,54.22726236016238,54.22726236016238,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,validation,2025-04,1355,21,64.52380952380952,0.07059016898863471,1.0169790895114323,65.75127025717097,65.75127025717097,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,validation,2025-05,702,19,36.94736842105263,0.29830609729111757,1.3564309307756781,13.690583391267353,13.690583391267353,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,validation,2025-06,413,20,20.65,0.05635428936277604,1.1099449368735237,16.041286113156595,16.041286113156595,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,validation,2025-07,261,21,12.428571428571429,0.012069853401065495,1.0464893602637895,7.13329356081257,7.13329356081257,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,validation,2025-08,447,21,21.285714285714285,-0.005185068894928514,0.9913462271571752,14.925195203074892,14.925195203074892,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth2_l2_backbone_control,xgboost,validation,2025-09,304,21,14.476190476190476,-0.13558938924160896,0.7058434753171053,17.446585355112877,17.446585355112877,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,oos,2025-10,554,23,24.08695652173913,-0.3908415611962438,0.6301477317057822,39.663731466634225,39.663731466634225,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,oos,2025-11,787,18,43.72222222222222,0.46444358222744486,1.3338739214482953,30.603753523018295,30.603753523018295,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,oos,2025-12,531,21,25.285714285714285,-0.08547068003322487,0.886092459901497,14.991597351213438,14.991597351213438,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,oos,2026-01,546,20,27.3,-0.07528720339567802,0.9154240968503436,14.439622169168775,14.439622169168775,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,oos,2026-02,828,19,43.578947368421055,0.26272891446030705,1.2117268193985766,22.880071830328408,22.880071830328408,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,oos,2026-03,1060,22,48.18181818181818,-0.22791180699653335,0.8609840792123865,37.593300767820104,37.593300767820104,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,oos,2026-04,255,8,31.875,0.07190246341438615,1.2133313347359647,8.39699651882052,8.39699651882052,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2022-09,1170,20,58.5,1.6775890130707958,2.0225800698969665,12.578788038626943,12.578788038626943,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2022-10,1250,21,59.523809523809526,1.6846212526179443,1.8751722276789022,16.46344132309099,16.46344132309099,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2022-11,901,20,45.05,0.7116011517206889,1.5076399734760426,21.725060545729313,21.725060545729313,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2022-12,1044,21,49.714285714285715,0.933435875706066,1.7395218442034135,20.04501349724669,20.04501349724669,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-01,814,19,42.8421052631579,0.7085565176498828,1.6899717568139014,19.438902406851,19.438902406851,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-02,891,19,46.89473684210526,1.0101424648292587,1.8656377132339763,20.465204629626356,20.465204629626356,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-03,821,23,35.69565217391305,1.1936099381417034,2.258082396646675,11.59436983112151,11.59436983112151,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-04,352,19,18.526315789473685,0.05897745218421044,1.114371646742139,11.210620075848176,11.210620075848176,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-05,338,22,15.363636363636363,0.3263024262374398,1.9644154431601517,5.693354160845865,5.693354160845865,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-06,494,21,23.523809523809526,0.18946465491711284,1.2837002931960617,12.044384866678804,12.044384866678804,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-07,329,19,17.31578947368421,-0.007831362189713406,0.9817511004649528,15.913978965346809,15.913978965346809,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-08,717,23,31.17391304347826,0.43555350713561936,1.4959321744294285,10.753114537812646,10.753114537812646,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-09,494,20,24.7,0.23713396136366355,1.4263747763138395,8.311279240008506,8.311279240008506,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-10,1054,22,47.90909090909091,0.6412161924829023,1.467447678815687,13.043146740890998,13.043146740890998,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-11,248,20,12.4,0.2623583414566179,2.4504175174357545,3.5415378097837125,3.5415378097837125,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2023-12,179,19,9.421052631578947,0.1294458516094026,1.8084444629099787,3.7484141553383643,3.7484141553383643,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-01,387,21,18.428571428571427,0.22398919357013658,1.5249433108423673,4.83316242374957,4.83316242374957,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-02,331,18,18.38888888888889,0.17116236376051094,1.4975434556980753,5.754071341191169,5.754071341191169,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-03,309,20,15.45,0.18302147755535844,1.523719132373093,8.287028851732725,8.287028851732725,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-04,719,22,32.68181818181818,0.5175562123217359,1.6265230142530078,7.912564860662541,7.912564860662541,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-05,198,21,9.428571428571429,0.07157998411277519,1.238071037060036,8.910812548426794,8.910812548426794,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-06,217,18,12.055555555555555,0.052545374652827756,1.2274573113176066,3.875630800810037,3.875630800810037,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-07,704,21,33.523809523809526,0.7951532836475823,2.01113925163835,10.835032527276612,10.835032527276612,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-08,976,22,44.36363636363637,1.505571746446577,2.329049637609871,11.477325825639262,11.477325825639262,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-09,718,20,35.9,0.6841844620174393,1.7553621660056908,12.35190400506836,12.35190400506836,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-10,617,23,26.82608695652174,0.2997721789184747,1.4642580409327344,13.068656283803115,13.068656283803115,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-11,478,19,25.157894736842106,0.4005728863232013,2.038649242229128,4.786414930855942,4.786414930855942,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,train,2024-12,476,20,23.8,0.465424526530961,1.8080042362333226,12.320061918953517,12.320061918953517,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,validation,2025-01,765,20,38.25,-0.3182997550342698,0.7598314517945416,33.466791000281674,33.466791000281674,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,validation,2025-02,648,19,34.10526315789474,0.13500201837092177,1.1331378651482589,22.48202220350478,22.48202220350478,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,validation,2025-03,1004,21,47.80952380952381,-0.49928812988887816,0.7884224107174003,55.79263208234262,55.79263208234262,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,validation,2025-04,1341,21,63.857142857142854,0.4598704744722629,1.1168284546227882,54.688337713869636,54.688337713869636,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,validation,2025-05,629,19,33.10526315789474,-0.007364268915403205,0.991831220620341,19.991375887920647,19.991375887920647,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,validation,2025-06,362,20,18.1,-0.2669558514523902,0.5775279175687311,24.50238502159077,24.50238502159077,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,validation,2025-07,204,21,9.714285714285714,-0.05582339319272722,0.7718351855250906,9.568914296740482,9.568914296740482,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,validation,2025-08,399,21,19.0,-0.12377449738608552,0.8027469981453946,18.068838905481655,18.068838905481655,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_xgb_depth3_balanced_l2_backbone,xgboost,validation,2025-09,264,21,12.571428571428571,-0.12818099470190936,0.7026936107550817,19.326252340375795,19.326252340375795,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,oos,2025-10,580,23,25.217391304347824,-0.2789010588217062,0.730570757303543,31.90397202387597,31.90397202387597,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,oos,2025-11,814,18,45.22222222222222,0.29956841241393417,1.2003003331682978,34.830486941235726,34.830486941235726,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,oos,2025-12,576,21,27.428571428571427,-0.08529024763170012,0.8937467391988239,20.399529874180356,20.399529874180356,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,oos,2026-01,575,20,28.75,-0.03824178791779556,0.9561966213817525,20.50434082286684,20.50434082286684,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,oos,2026-02,882,19,46.421052631578945,0.06423896105759778,1.0462400685692725,21.222818076889226,21.222818076889226,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,oos,2026-03,1084,22,49.27272727272727,0.10746736042487182,1.07204636002391,41.17784716541725,41.17784716541725,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,oos,2026-04,292,8,36.5,0.306633501257666,2.25887294836771,8.111861768881013,8.111861768881013,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2022-09,1205,20,60.25,0.18117495748810683,1.074365002854106,30.35345532390744,30.35345532390744,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2022-10,1250,21,59.523809523809526,1.4899866013474818,1.7424882180684955,39.11606844502431,39.11606844502431,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2022-11,919,20,45.95,0.060491096896560154,1.0345361093431735,30.113702661565544,30.113702661565544,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2022-12,1100,21,52.38095238095238,0.08085862432228177,1.045436648932456,26.958161939424173,26.958161939424173,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-01,849,19,44.68421052631579,0.5408766061163156,1.46919684781018,18.775257598601748,18.775257598601748,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-02,890,19,46.8421052631579,0.1849687666394564,1.1191624677901133,30.844229944447864,30.844229944447864,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-03,884,23,38.43478260869565,0.4317701034708995,1.308062158011423,27.820756644423827,27.820756644423827,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-04,472,19,24.842105263157894,-0.13886121394945217,0.8080418699213122,25.619622434512834,25.619622434512834,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-05,472,22,21.454545454545453,0.26050083684048003,1.5202993310912725,7.581586699159326,7.581586699159326,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-06,539,21,25.666666666666668,0.31877795491476424,1.4909942110159884,11.462210950621865,11.462210950621865,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-07,389,19,20.473684210526315,-0.06497513636554066,0.8719258354532086,20.76803993779692,20.76803993779692,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-08,826,23,35.91304347826087,0.45957472002451255,1.4639256931314264,18.403478555546847,18.403478555546847,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-09,588,20,29.4,0.03879207270655177,1.0516415085487087,17.70333405165234,17.70333405165234,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-10,1102,22,50.09090909090909,0.010727005374558285,1.0061594775146006,45.56582457936794,45.56582457936794,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-11,315,20,15.75,0.18587768952286576,1.6347058020773524,8.015405582916934,8.015405582916934,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2023-12,218,19,11.473684210526315,0.19115158525595832,2.1264199969299358,3.705864686916349,3.705864686916349,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-01,431,21,20.523809523809526,0.052731842491473106,1.0965622522475245,9.133095365229327,9.133095365229327,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-02,367,18,20.38888888888889,0.21437156428356535,1.6531673799614577,6.4436281628117325,6.4436281628117325,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-03,333,20,16.65,0.06572777260274018,1.1525536997302472,10.859142994916038,10.859142994916038,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-04,770,22,35.0,-0.14238712682470217,0.8833639522917294,40.05154948800125,40.05154948800125,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-05,240,21,11.428571428571429,0.287387465759537,2.256423024803465,6.509421505808222,6.509421505808222,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-06,266,18,14.777777777777779,-0.0646230493506853,0.8060510075960482,8.137410967620307,8.137410967620307,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-07,725,21,34.523809523809526,0.3825188139140846,1.375766786784686,19.745357661985086,19.745357661985086,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-08,1024,22,46.54545454545455,-0.16166677814965763,0.9208993629104623,36.10564566369583,36.10564566369583,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-09,791,20,39.55,0.0768730792319358,1.058991860358727,39.31725535351149,39.31725535351149,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-10,677,23,29.434782608695652,0.29580283666862883,1.4398275458157568,15.86938204063808,15.86938204063808,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-11,506,19,26.63157894736842,0.36225176767881495,1.8523900234765307,7.5693408595961404,7.5693408595961404,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,train,2024-12,509,20,25.45,0.41185646745916604,1.6503984379530363,11.002107322647792,11.002107322647792,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
f19b_cat_ordered_depth3_backbone,catboost,validation,2025-01,780,20,39.0,-0.03911719076064771,0.9673918572891533,23.769266429989067,23.769266429989067,"stability_audit_tie_break_only(안정성 감사, 동률 처리 전용)"
