rank,selection_label,development_score,run_number,variant_id,validation_trades_per_day,oos_trades_per_day,validation_pf,oos_pf,validation_net,oos_net,validation_drawdown,oos_drawdown,validation_cost_stressed_expectancy,oos_cost_stressed_expectancy,validation_same_move_ratio,oos_same_move_ratio,validation_cooldown12_trades_per_day,oos_cooldown12_trades_per_day,validation_mfe_capture,oos_mfe_capture,tier_a_validation_net,tier_a_oos_net,tier_b_validation_net,tier_b_oos_net,failure_reasons,source_summary_path,notes
247,reference_only,25.245898,run50F,d315h06_b045_c2,5.863388,4.317949,1.060000,1.020000,164.100000,42.810000,312.070000,191.920000,,,,,,,,,219.250000,59.120000,73.760000,-10.060000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50F_summary.csv,two-bar cooldown survival pressure
248,reference_only,25.245898,run50F,d305h06_b045_c2,5.863388,4.317949,1.060000,1.020000,164.100000,42.810000,312.070000,191.920000,,,,,,,,,219.250000,59.120000,73.760000,-10.060000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50F_summary.csv,lower threshold to test whether cooldown density can recover
249,reference_only,25.232780,run50P,nf_h10c2_s390l280_a_sadx,6.295082,4.420513,1.010000,1.030000,54.490000,71.670000,260.750000,254.570000,,,,,,,,,54.490000,71.670000,-40.500000,5.000000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50P_summary.csv,two-bar cooldown survival pressure on non-flat side ADX density repair with Tier B disabled
250,failure_memory,25.123051,run50BB,v15_slot30_cycle_quality_h2c0_no_b,4.049180,2.738462,1.180000,0.960000,273.730000,-42.090000,280.100000,273.300000,-0.130594,-0.578820,0.037787,0.043071,3.896175,2.620513,0.601633,0.595784,273.730000,-42.090000,126.790000,-1.310000,validation_density;oos_density;oos_net_positive;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BB_summary.csv,Quality stricter context cycle without runtime cooldown to test cost-stressed expectancy under higher route count.
251,reference_only,25.100183,run50I,em_s390l300h06_aonly,4.502732,3.512821,1.010000,1.220000,21.610000,471.910000,358.410000,167.580000,,,,,,,,,21.610000,471.910000,-70.300000,-40.840000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50I_summary.csv,"early+mid session, lower long threshold, A-only matched comparison"
252,reference_only,25.075129,run50Y,nfy_s33l20_c3_lvol_b,6.180328,4.410256,0.970000,1.050000,-79.970000,118.660000,289.410000,263.710000,,,,,,,,,-27.780000,102.200000,-17.710000,12.460000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Y_summary.csv,matched A+B routed comparison for buy vol_low firewall
253,reference_only,25.062189,run50AA,nfaa_s25l14_c6_l30_a,4.431694,2.979487,1.110000,1.200000,250.430000,305.180000,171.390000,170.900000,,,,,,,,,250.430000,305.180000,3.920000,-10.260000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AA_summary.csv,lower thresholds under cooldown6 and buy ADX below 30 to recover density from run50Z cost-positive branch
254,reference_only,25.062189,run50AA,nfaa_s23l13_c6_l30_a,4.431694,2.979487,1.110000,1.200000,250.430000,305.180000,171.390000,170.900000,,,,,,,,,250.430000,305.180000,3.920000,-10.260000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AA_summary.csv,stronger density pressure under cooldown6 and buy ADX below 30
255,reference_only,25.062189,run50AA,nfaa_s21l12_c6_l30_a,4.431694,2.979487,1.110000,1.200000,250.430000,305.180000,171.390000,170.900000,,,,,,,,,250.430000,305.180000,3.920000,-10.260000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AA_summary.csv,maximum density pressure under cooldown6 and buy ADX below 30
256,reference_only,25.062189,run50Z,nfz_s27l15_c6_l30_a,4.431694,2.979487,1.110000,1.200000,250.430000,305.180000,171.390000,170.900000,,,,,,,,,250.430000,305.180000,3.920000,-10.260000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Z_summary.csv,density pressure with buy ADX below 30 and stronger cooldown audit
257,reference_only,25.006231,run50C,d35h07,6.387978,4.856410,0.990000,1.000000,-41.920000,10.710000,,,,,,,,,,,52.210000,39.780000,408.760000,257.090000,routed_quality_failed_runtime_probe_only,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50C_logreg_bracket_micro_grid_summary.csv,
258,reference_only,24.943495,run50AO,inv6_s048l043_h3_b060,5.650273,3.887179,1.020000,1.110000,58.040000,199.360000,299.120000,128.290000,,,,,,,,,81.130000,272.290000,-2.660000,1.380000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AO_summary.csv,restore long-side density after short firewall; checks whether positive OOS buy contribution survives lower long threshold
259,reference_only,24.865768,run50S,nf_vollow_c0_s350l240_b,5.748634,4.200000,1.010000,1.070000,24.390000,187.830000,314.450000,223.350000,,,,,,,,,47.060000,51.220000,50.860000,43.400000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50S_summary.csv,stronger threshold relaxation after vol_low block; B045 fallback
260,reference_only,24.865768,run50S,nf_vollow_c0_s340l230_b,5.748634,4.200000,1.010000,1.070000,24.390000,187.830000,314.450000,223.350000,,,,,,,,,47.060000,51.220000,50.860000,43.400000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50S_summary.csv,density pressure after vol_low block; B045 fallback
261,reference_only,24.855029,run50S,nf_vollow_c0_s330l220_b,5.754098,4.200000,1.010000,1.070000,21.790000,187.830000,314.450000,223.350000,,,,,,,,,45.160000,51.220000,50.860000,43.400000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50S_summary.csv,maximum density pressure after vol_low block; B045 fallback
262,reference_only,24.819951,run50AA,nfaa_s23l13_c6_l35_a,4.983607,3.405128,1.130000,1.080000,305.190000,134.000000,198.690000,296.080000,,,,,,,,,305.190000,134.000000,-61.010000,-20.300000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AA_summary.csv,allow buy ADX below 35 to recover density while keeping strongest high-ADX block
263,reference_only,24.805590,run50P,nf_h10c0_s420l360_a_sadx,6.524590,4.702564,1.000000,0.950000,-12.220000,-168.440000,306.560000,350.580000,,,,,,,,,-12.220000,-168.440000,-22.710000,-36.420000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50P_summary.csv,run50K dense non-flat threshold with short ADX block and Tier B disabled
264,reference_only,24.741439,run50AN,inv6_s045l045_h3_b060,5.371585,3.625641,1.110000,1.050000,265.280000,84.420000,261.990000,271.820000,,,,,,,,,243.160000,128.220000,-5.180000,6.860000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AN_summary.csv,inverse fwd6 LGBM with run50AM dense threshold but shorter hold3 lifecycle
265,reference_only,24.736611,run50S,nf_vollow_c0_s360l250_b,5.715847,4.200000,1.010000,1.070000,16.760000,187.830000,314.450000,223.350000,,,,,,,,,45.920000,51.220000,50.860000,43.400000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50S_summary.csv,vol_low block with relaxed thresholds; B045 fallback
266,reference_only,24.678950,run50R,nf_adxblk_c1_s390l280_a,6.377049,4.425641,0.940000,1.020000,-223.820000,69.690000,315.000000,400.000000,,,,,,,,,-223.820000,69.690000,-46.610000,-33.450000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50R_summary.csv,run50Q best threshold with one-bar cooldown and both-side ADX 20-25 block; Tier B disabled
267,reference_only,24.588344,run50H,s410l315h06_aonly,5.491803,4.071795,1.080000,1.010000,242.770000,36.260000,259.160000,262.440000,,,,,,,,,242.770000,36.260000,66.210000,-49.700000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50H_summary.csv,quality-heavy short filter with stronger long-density pressure; A-only matched comparison
268,reference_only,24.531104,run50Q,nf_h10c1_s400l300_a_sadx,6.502732,4.610256,0.990000,1.000000,-47.860000,-8.620000,284.000000,280.470000,,,,,,,,,-47.860000,-8.620000,-42.790000,-36.330000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Q_summary.csv,run50P dense threshold with one-bar cooldown and Tier B disabled
269,reference_only,24.526202,run50I,em_s390l300h06_b045,4.644809,3.666667,1.000000,1.190000,-0.820000,409.190000,392.890000,184.930000,,,,,,,,,21.610000,471.910000,-70.300000,-40.840000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50I_summary.csv,"early+mid session, lower long threshold, strict Tier B"
270,reference_only,24.470725,run50Y,nfy_s33l20_c3_lvol_a,6.125683,4.323077,0.990000,1.040000,-27.780000,102.200000,289.410000,273.220000,,,,,,,,,-27.780000,102.200000,-17.710000,12.460000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Y_summary.csv,run50X closest seed; Tier B disabled; block only buy vol_low and preserve sell vol_low
271,reference_only,24.322259,run50D,d385h10,4.256831,3.194872,1.100000,1.130000,279.680000,296.490000,245.310000,179.280000,,,,,,,,,409.590000,222.080000,23.180000,-252.030000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,quality pressure around d38h10
272,reference_only,24.308347,run50C,d38h10,4.464481,3.446154,1.070000,1.130000,190.380000,302.100000,,,,,,,,,,,298.210000,252.870000,-1.550000,-397.380000,weak_routed_dense_engine_candidate_runtime_probe_only,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50C_logreg_bracket_micro_grid_summary.csv,
273,reference_only,24.196744,run50Y,nfy_s33l20_c3_adx_a,3.857923,2.574359,1.070000,1.330000,129.450000,420.750000,159.920000,137.040000,,,,,,,,,129.450000,420.750000,3.920000,-6.610000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Y_summary.csv,run50X closest seed; Tier B disabled; block short ADX 20-30 and buy ADX 20+
274,failure_memory,24.154346,run50AY,v08_s47_s45_context_h3c3_with_b,5.295082,3.738462,1.000000,0.960000,2.060000,-52.070000,268.230000,202.910000,-0.497874,-0.571427,0.441692,0.503429,2.956284,1.856410,0.616624,0.601992,-29.840000,-143.980000,24.580000,-40.340000,oos_density;oos_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AY_summary.csv,Same context recovery as v07 with Tier B fallback enabled to expose whether fallback creates hidden OOS damage.
275,reference_only,24.153082,run50D,d390h10,4.087432,3.046154,1.130000,1.120000,341.540000,273.200000,229.200000,179.280000,,,,,,,,,488.030000,204.480000,206.370000,-225.140000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,upper bracket quality pressure
276,reference_only,24.150209,run50Y,nfy_s31l18_c6_lvol_b,4.967213,3.620513,0.970000,1.180000,-67.820000,317.340000,228.390000,233.330000,,,,,,,,,-62.600000,361.020000,0.440000,2.750000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Y_summary.csv,density pressure with buy vol_low firewall and stronger cooldown audit
277,reference_only,23.988595,run50D,d38short37long39h10,4.415301,3.302564,1.110000,1.090000,311.110000,207.480000,223.500000,226.700000,,,,,,,,,387.880000,210.040000,192.270000,-490.550000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,short-friendly balance probe
278,reference_only,23.985307,run50Y,nfy_s31l18_c3_adx_b,3.868852,2.625641,1.090000,1.290000,166.360000,378.860000,159.920000,137.040000,,,,,,,,,129.450000,420.750000,3.920000,-6.610000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Y_summary.csv,density pressure after buy ADX 20+ firewall with core/mixed Tier B
279,reference_only,23.906894,run50Q,nf_h10c1_s410l330_a_sadx,6.306011,4.517949,0.980000,0.970000,-66.120000,-78.090000,284.250000,288.430000,,,,,,,,,-66.120000,-78.090000,-42.790000,-36.330000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Q_summary.csv,one-bar cooldown interpolation between run50P c0 density and c2 quality with Tier B disabled
280,reference_only,23.858665,run50I,em_s400l290h06_b045,4.562842,3.574359,0.960000,1.180000,-108.890000,393.250000,484.580000,186.110000,,,,,,,,,-116.240000,414.890000,-70.300000,-40.840000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50I_summary.csv,"early+mid session, stronger short filter, stronger long-density pressure, strict Tier B"
281,reference_only,23.850009,run50E,d390h10_aonly,3.775956,2.794872,1.190000,1.090000,488.030000,204.480000,211.980000,190.410000,,,,,,,,,488.030000,204.480000,73.890000,-257.920000,density_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50E_summary.csv,d390h10 A-only comparison for Tier B damage
282,reference_only,23.765698,run50AW,s47c03_h4c6,4.551913,3.179487,1.020000,1.100000,29.030000,134.190000,190.990000,105.220000,-0.465150,-0.283565,0.422569,0.493548,2.628415,1.610256,0.594470,0.614875,-92.590000,49.560000,246.360000,-101.310000,validation_density;oos_density;validation_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AW_summary.csv,Stage47 majority agreement source; prior packet had strongest validation net/PF.
283,reference_only,23.734271,run50O,d315h06_sadx_c1_b045,5.901639,4.435897,1.000000,1.020000,10.510000,56.840000,268.480000,217.610000,,,,,,,,,15.560000,23.440000,-25.240000,-57.460000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50O_summary.csv,one-bar cooldown survival test with short ADX block and B045 fallback
284,reference_only,23.686299,run50J,h10_s400l295_aonly,4.360656,3.071795,1.140000,1.070000,397.720000,157.340000,243.440000,176.680000,,,,,,,,,397.720000,157.340000,139.190000,-37.690000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50J_summary.csv,stronger short filter plus long-density pressure under longer hold; A-only matched comparison
285,failure_memory,23.667473,run50BK,s43c02_h4c2_no_b,5.174863,3.907692,1.080000,0.900000,186.970000,-194.420000,301.520000,432.300000,-0.302566,-0.755144,0.624076,0.687664,1.945355,1.220513,0.617397,0.601885,186.970000,-194.420000,132.410000,54.270000,oos_density;oos_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BK_summary.csv,Cooldown2 interpolation with Tier B disabled; tests same-move reduction without fallback damage.
286,reference_only,23.533340,run50AE,c08b,4.322404,3.153846,1.050000,1.190000,118.680000,330.590000,217.410000,133.170000,,,,,,,,,94.230000,288.550000,-495.180000,4.410000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AE_summary.csv,matched A+B comparison for cooldown8 interpolation
287,reference_only,23.523049,run50I,em_s400l290h06_aonly,4.420765,3.425641,0.960000,1.190000,-116.240000,414.890000,470.910000,142.920000,,,,,,,,,-116.240000,414.890000,-70.300000,-40.840000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50I_summary.csv,"early+mid session, stronger short filter, stronger long-density pressure, A-only matched comparison"
288,reference_only,23.502229,run50AV,nf200c12_h4_s240l150_a,4.295082,3.041026,1.290000,1.010000,435.080000,7.660000,185.650000,162.190000,,,,,,,,,435.080000,7.660000,-7.610000,4.920000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AV_summary.csv,Logistic nonflat200 control with actual cooldown12; separates lifecycle effect from ExtraTrees source effect.
289,reference_only,23.339281,run50D,d38h10_bmacro,4.224044,3.189744,1.090000,1.110000,252.960000,262.660000,238.010000,179.280000,,,,,,,,,299.740000,255.310000,100.730000,-203.980000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,Tier B macro-missing permission only
290,reference_only,23.079414,run50AN,inv6_s048l045_h4_b060,4.163934,2.815385,1.110000,1.170000,223.570000,258.000000,273.300000,231.480000,,,,,,,,,218.700000,352.490000,3.760000,-15.000000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AN_summary.csv,direct inversion of run50AM asym hold4 variant to measure whether raw negativity is exploitable
291,reference_only,23.061177,run50E,d360h07_aonly,5.622951,4.256410,1.030000,0.990000,97.710000,-35.610000,294.810000,283.090000,,,,,,,,,97.710000,-35.610000,38.580000,-256.520000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50E_summary.csv,density repair plus shorter hold
292,reference_only,22.961273,run50AE,c06a,4.710383,3.297436,0.960000,1.180000,-121.900000,333.230000,288.210000,165.680000,,,,,,,,,-121.900000,333.230000,-495.150000,56.070000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AE_summary.csv,recover density after run50AD while preserving buy vol_low exclusion; A-only comparison
293,reference_only,22.926893,run50D,d38m005h10,4.382514,3.353846,1.060000,1.110000,159.350000,262.720000,315.880000,179.280000,,,,,,,,,271.680000,222.180000,4.160000,-203.000000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,probability margin filter
294,reference_only,22.861670,run50J,h10_s400l295_b045,4.519126,3.266667,1.150000,1.010000,418.260000,27.750000,243.440000,286.520000,,,,,,,,,397.720000,157.340000,139.190000,-37.690000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50J_summary.csv,stronger short filter plus long-density pressure under longer hold with strict Tier B
295,reference_only,22.859911,run50I,em_s410l285h06_b045,4.404372,3.466667,1.000000,1.170000,-5.640000,360.540000,420.650000,219.070000,,,,,,,,,-24.360000,399.790000,-70.300000,-40.840000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50I_summary.csv,"early+mid session, quality-heavy short filter, maximum long-density pressure, strict Tier B"
296,reference_only,22.809156,run50I,em_s410l285h06_aonly,4.267760,3.312821,0.990000,1.190000,-24.360000,399.790000,410.150000,163.960000,,,,,,,,,-24.360000,399.790000,-70.300000,-40.840000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50I_summary.csv,"early+mid session, quality-heavy short filter, maximum long-density pressure, A-only matched comparison"
297,reference_only,22.713580,run50C,d36h08,5.754098,4.379487,1.010000,0.940000,16.400000,-161.440000,,,,,,,,,,,7.840000,-91.410000,101.350000,95.160000,routed_quality_failed_runtime_probe_only,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50C_logreg_bracket_micro_grid_summary.csv,
298,reference_only,22.713446,run50D,d370h10,4.907104,3.671795,1.050000,1.050000,153.400000,136.970000,314.790000,250.120000,,,,,,,,,297.230000,285.050000,39.170000,-325.060000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,lower threshold density pressure
299,reference_only,22.693578,run50D,d38h10_b042,4.322404,3.292308,1.070000,1.100000,196.940000,232.420000,301.660000,179.280000,,,,,,,,,299.740000,255.310000,27.880000,-55.180000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,strict Tier B fallback
300,reference_only,22.627692,run50L,nf150_c12_h10_s330l240_b045,5.459016,3.502564,0.960000,1.100000,-88.100000,186.390000,324.470000,173.990000,,,,,,,,,-110.000000,-19.910000,130.710000,21.550000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50L_summary.csv,matched twelve-bar cooldown A+B comparison for Tier B disablement evidence
301,reference_only,22.621470,run50AQ,et20s25a,4.852459,3.646154,0.980000,1.130000,-60.480000,237.740000,397.390000,235.320000,,,,,,,,,-60.480000,237.740000,-83.770000,-10.590000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AQ_summary.csv,ExtraTrees leaf20 on s25 route without Tier B; tests model-family density against nf200s25a style reference
302,reference_only,22.621470,run50AQ,et20s30a,4.852459,3.646154,0.980000,1.130000,-60.480000,237.740000,397.390000,235.320000,,,,,,,,,-60.480000,237.740000,-83.770000,-10.590000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AQ_summary.csv,stricter ExtraTrees threshold stress if s25 route over-trades or cost-stress fails
303,reference_only,22.604538,run50AQ,et20s25b,4.923497,3.682051,0.980000,1.120000,-42.290000,224.690000,389.630000,272.630000,,,,,,,,,-60.480000,237.740000,-83.770000,-10.590000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AQ_summary.csv,matched A+B comparison for ExtraTrees leaf20 s25 route and hidden Tier B damage
304,reference_only,22.564831,run50D,d38long37short39h10,4.491803,3.343590,1.080000,1.070000,232.030000,161.840000,280.090000,212.710000,,,,,,,,,377.390000,190.690000,57.760000,-85.560000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,long-friendly balance probe
305,reference_only,22.522176,run50J,h10_s390l300_aonly,4.497268,3.210256,1.110000,1.040000,327.110000,107.530000,237.270000,201.510000,,,,,,,,,327.110000,107.530000,139.190000,-37.690000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50J_summary.csv,hold extension to test whether density survives without same-move split; A-only matched comparison
306,reference_only,22.522133,run50AA,nfaa_s23l13_c5_l30_a,4.743169,3.148718,1.040000,1.140000,99.110000,227.770000,265.260000,224.600000,,,,,,,,,99.110000,227.770000,3.920000,1.280000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AA_summary.csv,slightly looser cooldown to test density recovery without fully returning same-move split
307,reference_only,22.486436,run50O,d315h06_sadx_c1_aonly,5.715847,4.235897,1.000000,1.010000,15.560000,23.440000,271.820000,258.110000,,,,,,,,,15.560000,23.440000,-25.240000,-57.460000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50O_summary.csv,one-bar cooldown survival test with short ADX block and Tier B disabled
308,reference_only,22.462400,run50AE,c08a,4.289617,3.133333,1.040000,1.170000,94.230000,288.550000,241.860000,117.020000,,,,,,,,,94.230000,288.550000,-495.180000,4.410000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AE_summary.csv,cooldown8 interpolation between run50AD cooldown12 and denser cooldown branches
309,reference_only,22.436319,run50S,nf_vollow_c0_s350l240_a,5.557377,4.041026,1.010000,1.020000,47.060000,51.220000,260.980000,229.760000,,,,,,,,,47.060000,51.220000,50.860000,43.400000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50S_summary.csv,stronger threshold relaxation after vol_low block; Tier B disabled comparison
310,reference_only,22.419683,run50D,d38h10_b040,4.382514,3.338462,1.060000,1.090000,174.370000,225.050000,303.640000,201.330000,,,,,,,,,299.740000,255.310000,73.890000,-257.920000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,stricter Tier B fallback
311,reference_only,22.383103,run50S,nf_vollow_c0_s360l250_a,5.535519,4.041026,1.010000,1.020000,45.920000,51.220000,260.980000,229.760000,,,,,,,,,45.920000,51.220000,50.860000,43.400000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50S_summary.csv,vol_low block with relaxed thresholds; Tier B disabled comparison
312,reference_only,22.263264,run50D,d375h10,4.650273,3.579487,1.080000,1.030000,231.280000,84.800000,239.050000,253.920000,,,,,,,,,340.370000,145.660000,32.770000,-407.470000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,between d37h09 and d38h10
313,reference_only,22.222912,run50D,d38h10_bmixed,4.240437,3.251282,1.080000,1.080000,226.870000,197.190000,248.670000,200.310000,,,,,,,,,299.740000,255.310000,-70.340000,-41.950000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,Tier B mixed partial-context permission only
314,reference_only,22.206712,run50D,d38h10_bcoremixed,4.262295,3.251282,1.080000,1.080000,222.210000,194.660000,253.330000,200.310000,,,,,,,,,299.740000,255.310000,-45.270000,-96.930000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50D_deep_repair_suite_summary.csv,Tier B core or mixed permission
