variant_id,split,tier,slot_width_minutes,rule_count,rows,context_nonflat,context_long,context_short,context_rule_nonflat
v10_slot30_cycle_quality_h2c12_no_b,oos,Tier A,30,7,7584,571,337,234,"{""s0_long_bb_ge33"": 87, ""s11_long_us_ge50"": 60, ""s2_short_di_le25"": 53, ""s3_long_di_ge50"": 83, ""s5_short_vix_ge50"": 82, ""s7_long_adx_le67"": 107, ""s8_short_atr_le25"": 99}"
v10_slot30_cycle_quality_h2c12_no_b,oos,Tier B,30,7,1062,183,91,92,"{""s0_long_bb_ge33"": 21, ""s11_long_us_ge50"": 6, ""s2_short_di_le25"": 12, ""s3_long_di_ge50"": 9, ""s5_short_vix_ge50"": 21, ""s7_long_adx_le67"": 55, ""s8_short_atr_le25"": 59}"
v11_slot30_dense_control_h2c12_with_b,train,Tier A,30,11,29222,4130,2010,2120,"{""s0_long_bb_ge25"": 450, ""s10_short_rsi_le50"": 335, ""s11_long_us_ge25"": 452, ""s1_long_bb_ge67"": 306, ""s2_short_bb_le75"": 492, ""s3_long_di_ge50"": 355, ""s4_short_di_le33"": 226, ""s5_short_vix_ge50"": 351, ""s7_long_adx_le67"": 447, ""s8_short_atr_le25"": 382, ""s9_short_vix_ge50"": 334}"
v11_slot30_dense_control_h2c12_with_b,train,Tier B,30,11,8970,1684,909,775,"{""s0_long_bb_ge25"": 354, ""s10_short_rsi_le50"": 163, ""s11_long_us_ge25"": 49, ""s1_long_bb_ge67"": 108, ""s2_short_bb_le75"": 181, ""s3_long_di_ge50"": 166, ""s4_short_di_le33"": 78, ""s5_short_vix_ge50"": 31, ""s7_long_adx_le67"": 232, ""s8_short_atr_le25"": 276, ""s9_short_vix_ge50"": 46}"
v11_slot30_dense_control_h2c12_with_b,validation,Tier A,30,11,9844,1375,663,712,"{""s0_long_bb_ge25"": 144, ""s10_short_rsi_le50"": 107, ""s11_long_us_ge25"": 156, ""s1_long_bb_ge67"": 100, ""s2_short_bb_le75"": 166, ""s3_long_di_ge50"": 116, ""s4_short_di_le33"": 73, ""s5_short_vix_ge50"": 118, ""s7_long_adx_le67"": 147, ""s8_short_atr_le25"": 132, ""s9_short_vix_ge50"": 116}"
v11_slot30_dense_control_h2c12_with_b,validation,Tier B,30,11,2366,440,199,241,"{""s0_long_bb_ge25"": 30, ""s10_short_rsi_le50"": 43, ""s11_long_us_ge25"": 10, ""s1_long_bb_ge67"": 29, ""s2_short_bb_le75"": 53, ""s3_long_di_ge50"": 50, ""s4_short_di_le33"": 18, ""s5_short_vix_ge50"": 14, ""s7_long_adx_le67"": 80, ""s8_short_atr_le25"": 87, ""s9_short_vix_ge50"": 26}"
v11_slot30_dense_control_h2c12_with_b,oos,Tier A,30,11,7584,984,451,533,"{""s0_long_bb_ge25"": 92, ""s10_short_rsi_le50"": 85, ""s11_long_us_ge25"": 109, ""s1_long_bb_ge67"": 60, ""s2_short_bb_le75"": 121, ""s3_long_di_ge50"": 83, ""s4_short_di_le33"": 54, ""s5_short_vix_ge50"": 82, ""s7_long_adx_le67"": 107, ""s8_short_atr_le25"": 99, ""s9_short_vix_ge50"": 92}"
v11_slot30_dense_control_h2c12_with_b,oos,Tier B,30,11,1062,300,108,192,"{""s0_long_bb_ge25"": 24, ""s10_short_rsi_le50"": 41, ""s11_long_us_ge25"": 8, ""s1_long_bb_ge67"": 12, ""s2_short_bb_le75"": 28, ""s3_long_di_ge50"": 9, ""s4_short_di_le33"": 7, ""s5_short_vix_ge50"": 21, ""s7_long_adx_le67"": 55, ""s8_short_atr_le25"": 59, ""s9_short_vix_ge50"": 36}"
v12_slot30_early_mid_bias_h2c12_no_b,train,Tier A,30,8,29222,3036,2124,912,"{""s0_long_bb_ge25"": 450, ""s10_short_rsi_le50"": 335, ""s11_long_us_ge25"": 452, ""s1_long_bb_ge67"": 306, ""s3_long_ret_ge67"": 469, ""s4_short_di_le33"": 226, ""s5_short_vix_ge50"": 351, ""s7_long_adx_le67"": 447}"
v12_slot30_early_mid_bias_h2c12_no_b,train,Tier B,30,8,8970,1135,863,272,"{""s0_long_bb_ge25"": 354, ""s10_short_rsi_le50"": 163, ""s11_long_us_ge25"": 49, ""s1_long_bb_ge67"": 108, ""s3_long_ret_ge67"": 120, ""s4_short_di_le33"": 78, ""s5_short_vix_ge50"": 31, ""s7_long_adx_le67"": 232}"
v12_slot30_early_mid_bias_h2c12_no_b,validation,Tier A,30,8,9844,984,686,298,"{""s0_long_bb_ge25"": 144, ""s10_short_rsi_le50"": 107, ""s11_long_us_ge25"": 156, ""s1_long_bb_ge67"": 100, ""s3_long_ret_ge67"": 139, ""s4_short_di_le33"": 73, ""s5_short_vix_ge50"": 118, ""s7_long_adx_le67"": 147}"
v12_slot30_early_mid_bias_h2c12_no_b,validation,Tier B,30,8,2366,254,179,75,"{""s0_long_bb_ge25"": 30, ""s10_short_rsi_le50"": 43, ""s11_long_us_ge25"": 10, ""s1_long_bb_ge67"": 29, ""s3_long_ret_ge67"": 30, ""s4_short_di_le33"": 18, ""s5_short_vix_ge50"": 14, ""s7_long_adx_le67"": 80}"
v12_slot30_early_mid_bias_h2c12_no_b,oos,Tier A,30,8,7584,696,475,221,"{""s0_long_bb_ge25"": 92, ""s10_short_rsi_le50"": 85, ""s11_long_us_ge25"": 109, ""s1_long_bb_ge67"": 60, ""s3_long_ret_ge67"": 107, ""s4_short_di_le33"": 54, ""s5_short_vix_ge50"": 82, ""s7_long_adx_le67"": 107}"
v12_slot30_early_mid_bias_h2c12_no_b,oos,Tier B,30,8,1062,178,109,69,"{""s0_long_bb_ge25"": 24, ""s10_short_rsi_le50"": 41, ""s11_long_us_ge25"": 8, ""s1_long_bb_ge67"": 12, ""s3_long_ret_ge67"": 10, ""s4_short_di_le33"": 7, ""s5_short_vix_ge50"": 21, ""s7_long_adx_le67"": 55}"
