variant_id,split,tier,slot_width_minutes,rule_count,rows,context_nonflat,context_long,context_short,context_rule_nonflat
v22_w40_esol_midcov_lr2_h2c0_no_b,oos,Tier A,40,9,7584,940,421,519,"{""s0_short_rsi_le65"": 101, ""s1_long_breadth_ge75"": 115, ""s2_short_vix_ge20"": 119, ""s3_long_bb_le50"": 88, ""s4_short_ret_ge67"": 117, ""s5_long_breadth_le20"": 102, ""s6_short_us_le33"": 111, ""s7_long_us_le33"": 116, ""s8_short_atr_ge20"": 71}"
v22_w40_esol_midcov_lr2_h2c0_no_b,oos,Tier B,40,9,1062,205,81,124,"{""s0_short_rsi_le65"": 28, ""s1_long_breadth_ge75"": 7, ""s2_short_vix_ge20"": 14, ""s3_long_bb_le50"": 17, ""s4_short_ret_ge67"": 22, ""s5_long_breadth_le20"": 18, ""s6_short_us_le33"": 35, ""s7_long_us_le33"": 39, ""s8_short_atr_ge20"": 25}"
v23_w40_elos_highcov_lr2_h2c0_no_b,train,Tier A,40,9,29222,4705,2615,2090,"{""s0_long_bb_ge20"": 516, ""s1_short_us_ge80"": 514, ""s2_long_us_le50"": 549, ""s3_short_breadth_ge50"": 541, ""s4_long_rsi_ge20"": 526, ""s5_short_us_ge50"": 543, ""s6_long_breadth_le75"": 541, ""s7_short_vix_le80"": 492, ""s8_long_hv_le80"": 483}"
v23_w40_elos_highcov_lr2_h2c0_no_b,train,Tier B,40,9,8970,2264,1495,769,"{""s0_long_bb_ge20"": 402, ""s1_short_us_ge80"": 114, ""s2_long_us_le50"": 212, ""s3_short_breadth_ge50"": 270, ""s4_long_rsi_ge20"": 313, ""s5_short_us_ge50"": 278, ""s6_long_breadth_le75"": 345, ""s7_short_vix_le80"": 107, ""s8_long_hv_le80"": 223}"
v23_w40_elos_highcov_lr2_h2c0_no_b,validation,Tier A,40,9,9844,1534,849,685,"{""s0_long_bb_ge20"": 161, ""s1_short_us_ge80"": 161, ""s2_long_us_le50"": 175, ""s3_short_breadth_ge50"": 181, ""s4_long_rsi_ge20"": 174, ""s5_short_us_ge50"": 175, ""s6_long_breadth_le75"": 180, ""s7_short_vix_le80"": 168, ""s8_long_hv_le80"": 159}"
v23_w40_elos_highcov_lr2_h2c0_no_b,validation,Tier B,40,9,2366,570,356,214,"{""s0_long_bb_ge20"": 38, ""s1_short_us_ge80"": 24, ""s2_long_us_le50"": 55, ""s3_short_breadth_ge50"": 70, ""s4_long_rsi_ge20"": 94, ""s5_short_us_ge50"": 81, ""s6_long_breadth_le75"": 99, ""s7_short_vix_le80"": 39, ""s8_long_hv_le80"": 70}"
v23_w40_elos_highcov_lr2_h2c0_no_b,oos,Tier A,40,9,7584,1112,612,500,"{""s0_long_bb_ge20"": 106, ""s1_short_us_ge80"": 120, ""s2_long_us_le50"": 130, ""s3_short_breadth_ge50"": 131, ""s4_long_rsi_ge20"": 124, ""s5_short_us_ge50"": 129, ""s6_long_breadth_le75"": 130, ""s7_short_vix_le80"": 120, ""s8_long_hv_le80"": 122}"
v23_w40_elos_highcov_lr2_h2c0_no_b,oos,Tier B,40,9,1062,378,227,151,"{""s0_long_bb_ge20"": 29, ""s1_short_us_ge80"": 5, ""s2_long_us_le50"": 15, ""s3_short_breadth_ge50"": 25, ""s4_long_rsi_ge20"": 57, ""s5_short_us_ge50"": 52, ""s6_long_breadth_le75"": 79, ""s7_short_vix_le80"": 69, ""s8_long_hv_le80"": 47}"
v24_w45_elos_highcov_lr2_h2c0_no_b,train,Tier A,45,8,29222,4043,2027,2016,"{""s0_long_bb_ge20"": 519, ""s1_short_rsi_ge20"": 484, ""s2_long_atr_le80"": 529, ""s3_short_ret_ge67"": 512, ""s4_long_us_ge67"": 505, ""s5_short_ret_le50"": 520, ""s6_long_ppo_le67"": 474, ""s7_short_breadth_ge50"": 500}"
v24_w45_elos_highcov_lr2_h2c0_no_b,train,Tier B,45,8,8970,2174,1187,987,"{""s0_long_bb_ge20"": 408, ""s1_short_rsi_ge20"": 226, ""s2_long_atr_le80"": 265, ""s3_short_ret_ge67"": 219, ""s4_long_us_ge67"": 216, ""s5_short_ret_le50"": 318, ""s6_long_ppo_le67"": 298, ""s7_short_breadth_ge50"": 224}"
v24_w45_elos_highcov_lr2_h2c0_no_b,validation,Tier A,45,8,9844,1307,656,651,"{""s0_long_bb_ge20"": 166, ""s1_short_rsi_ge20"": 155, ""s2_long_atr_le80"": 168, ""s3_short_ret_ge67"": 171, ""s4_long_us_ge67"": 164, ""s5_short_ret_le50"": 171, ""s6_long_ppo_le67"": 158, ""s7_short_breadth_ge50"": 154}"
v24_w45_elos_highcov_lr2_h2c0_no_b,validation,Tier B,45,8,2366,554,275,279,"{""s0_long_bb_ge20"": 41, ""s1_short_rsi_ge20"": 67, ""s2_long_atr_le80"": 81, ""s3_short_ret_ge67"": 55, ""s4_long_us_ge67"": 60, ""s5_short_ret_le50"": 90, ""s6_long_ppo_le67"": 93, ""s7_short_breadth_ge50"": 67}"
v24_w45_elos_highcov_lr2_h2c0_no_b,oos,Tier A,45,8,7584,938,461,477,"{""s0_long_bb_ge20"": 106, ""s1_short_rsi_ge20"": 112, ""s2_long_atr_le80"": 122, ""s3_short_ret_ge67"": 124, ""s4_long_us_ge67"": 117, ""s5_short_ret_le50"": 131, ""s6_long_ppo_le67"": 116, ""s7_short_breadth_ge50"": 110}"
v24_w45_elos_highcov_lr2_h2c0_no_b,oos,Tier B,45,8,1062,308,156,152,"{""s0_long_bb_ge20"": 31, ""s1_short_rsi_ge20"": 28, ""s2_long_atr_le80"": 25, ""s3_short_ret_ge67"": 18, ""s4_long_us_ge67"": 30, ""s5_short_ret_le50"": 64, ""s6_long_ppo_le67"": 70, ""s7_short_breadth_ge50"": 42}"
v25_w40_esol_highcov_lr2_h2c0_with_b,train,Tier A,40,9,29222,4469,1970,2499,"{""s0_short_rsi_le65"": 487, ""s1_long_breadth_ge75"": 505, ""s2_short_us_ge50"": 552, ""s3_long_ppo_le80"": 477, ""s4_short_ret_ge67"": 493, ""s5_long_ret_le33"": 502, ""s6_short_us_le33"": 473, ""s7_long_us_le33"": 486, ""s8_short_hv_ge20"": 494}"
v25_w40_esol_highcov_lr2_h2c0_with_b,train,Tier B,40,9,8970,2082,802,1280,"{""s0_short_rsi_le65"": 401, ""s1_long_breadth_ge75"": 116, ""s2_short_us_ge50"": 199, ""s3_long_ppo_le80"": 245, ""s4_short_ret_ge67"": 221, ""s5_long_ret_le33"": 206, ""s6_short_us_le33"": 249, ""s7_long_us_le33"": 235, ""s8_short_hv_ge20"": 210}"
v25_w40_esol_highcov_lr2_h2c0_with_b,validation,Tier A,40,9,9844,1423,624,799,"{""s0_short_rsi_le65"": 155, ""s1_long_breadth_ge75"": 158, ""s2_short_us_ge50"": 175, ""s3_long_ppo_le80"": 163, ""s4_short_ret_ge67"": 152, ""s5_long_ret_le33"": 161, ""s6_short_us_le33"": 152, ""s7_long_us_le33"": 142, ""s8_short_hv_ge20"": 165}"
v25_w40_esol_highcov_lr2_h2c0_with_b,validation,Tier B,40,9,2366,471,218,253,"{""s0_short_rsi_le65"": 35, ""s1_long_breadth_ge75"": 23, ""s2_short_us_ge50"": 49, ""s3_long_ppo_le80"": 76, ""s4_short_ret_ge67"": 56, ""s5_long_ret_le33"": 59, ""s6_short_us_le33"": 57, ""s7_long_us_le33"": 60, ""s8_short_hv_ge20"": 56}"
v25_w40_esol_highcov_lr2_h2c0_with_b,oos,Tier A,40,9,7584,1037,465,572,"{""s0_short_rsi_le65"": 101, ""s1_long_breadth_ge75"": 115, ""s2_short_us_ge50"": 129, ""s3_long_ppo_le80"": 114, ""s4_short_ret_ge67"": 117, ""s5_long_ret_le33"": 120, ""s6_short_us_le33"": 111, ""s7_long_us_le33"": 116, ""s8_short_hv_ge20"": 114}"
v25_w40_esol_highcov_lr2_h2c0_with_b,oos,Tier B,40,9,1062,243,110,133,"{""s0_short_rsi_le65"": 28, ""s1_long_breadth_ge75"": 7, ""s2_short_us_ge50"": 13, ""s3_long_ppo_le80"": 32, ""s4_short_ret_ge67"": 22, ""s5_long_ret_le33"": 32, ""s6_short_us_le33"": 35, ""s7_long_us_le33"": 39, ""s8_short_hv_ge20"": 35}"
