record_view,attempt_name,tier_scope,candidate_id,candidate_alias,candidate_role,variant_id,profile_label,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_end,closed_balance_min,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_run267bs_03_s262_lih_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_03_s262_lih_dir_asym_ta24,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,run267bs_03_s262_lih_dir_asym,directional_asymmetry,tier_only_total,weekday,Monday,60,-164.12,232.31,-396.43,0.586005,-2.735333,0.466667,8.296786,-12.388438,0.66972,335.88,324.9,182.03,35.908311,56,0.95,4,-0.90161,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_04_s264_aia_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_04_s264_aia_dir_asym_ta24,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bs_04_s264_aia_dir_asym,directional_asymmetry,tier_only_total,chron_segment,chron_mid,118,-163.44,581.73,-745.17,0.780667,-1.385085,0.483051,10.205789,-12.215902,0.835451,336.56,283.91,263.24,48.111121,117,0.991525,5,-0.620878,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_02_s264_lc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_02_s264_lc_dir_asym_ta24,Tier A,s264_lowrank_control,s264_lc,defensive_control,run267bs_02_s264_lc_dir_asym,directional_asymmetry,tier_only_total,chron_segment,chron_mid,117,-163.33,538.14,-701.47,0.76716,-1.395983,0.487179,9.441053,-11.691167,0.807537,336.67,267.0,238.54,47.185188,116,0.991453,5,-0.684707,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_01_s264_aih_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_01_s264_aih_dir_asym_ta24,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bs_01_s264_aih_dir_asym,directional_asymmetry,tier_only_total,weekday,Monday,61,-159.37,261.83,-421.2,0.621629,-2.612623,0.47541,9.028621,-13.1625,0.685935,340.63,329.39,193.08,36.955232,56,0.934426,4,-0.825409,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_04_s264_aia_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_04_s264_aia_dir_asym_ta24,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bs_04_s264_aia_dir_asym,directional_asymmetry,tier_only_total,weekday,Monday,61,-156.42,258.25,-414.67,0.622784,-2.564262,0.47541,8.905172,-12.958438,0.68721,343.58,332.92,189.26,36.244207,56,0.934426,4,-0.826482,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_05_s258_stc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_05_s258_stc_dir_asym_ta24,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bs_05_s258_stc_dir_asym,directional_asymmetry,tier_only_total,close_hour_report,16,114,-154.32,904.81,-1059.13,0.854296,-1.353684,0.429825,18.46551,-16.294308,1.133249,345.68,309.36,374.86,54.786472,96,0.929825,6,-0.411674,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_07_s264_lc_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_07_s264_lc_impulse_repl_ta24,Tier A,s264_lowrank_control,s264_lc,defensive_control,run267bs_07_s264_lc_impulse_repl,aggressive_impulse_replacement,tier_only_total,weekday,Monday,60,-151.93,220.08,-372.01,0.591597,-2.532167,0.466667,7.86,-11.625312,0.676111,348.07,334.9,170.61,33.750074,53,0.933333,4,-0.890511,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_03_s262_lih_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_03_s262_lih_dir_asym_ta24,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,run267bs_03_s262_lih_dir_asym,directional_asymmetry,tier_only_total,month,2024-07,37,-150.45,113.17,-263.62,0.429292,-4.066216,0.405405,7.544667,-11.982727,0.629629,349.55,329.42,179.64,35.288571,34,0.945946,6,-0.837508,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_08_s262_lih_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_08_s262_lih_impulse_repl_ta24,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,run267bs_08_s262_lih_impulse_repl,aggressive_impulse_replacement,tier_only_total,weekday,Monday,60,-148.53,216.88,-365.41,0.593525,-2.4755,0.466667,7.745714,-11.419063,0.678314,351.47,338.54,166.97,33.030009,53,0.933333,4,-0.889561,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_05_s258_stc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_05_s258_stc_dir_asym_ta24,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bs_05_s258_stc_dir_asym,directional_asymmetry,tier_only_total,weekday,Monday,66,-143.28,351.44,-494.72,0.710382,-2.170909,0.484848,10.9825,-14.550588,0.75478,356.72,345.48,252.07,42.183918,59,0.909091,4,-0.568414,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_04_s264_aia_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_04_s264_aia_dir_asym_ta24,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bs_04_s264_aia_dir_asym,directional_asymmetry,tier_only_total,month,2024-07,36,-142.83,117.5,-260.33,0.45135,-3.9675,0.416667,7.833333,-12.396667,0.63189,357.17,337.44,171.96,33.757362,33,0.944444,5,-0.8306,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_01_s264_aih_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_01_s264_aih_dir_asym_ta24,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bs_01_s264_aih_dir_asym,directional_asymmetry,tier_only_total,month,2024-07,36,-142.82,120.41,-263.23,0.457433,-3.967222,0.416667,8.027333,-12.534762,0.640406,357.18,336.03,173.47,34.047105,33,0.944444,5,-0.823312,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_02_s264_lc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_02_s264_lc_dir_asym_ta24,Tier A,s264_lowrank_control,s264_lc,defensive_control,run267bs_02_s264_lc_dir_asym,directional_asymmetry,tier_only_total,direction,sell,205,-142.72,1356.56,-1499.28,0.904808,-0.696195,0.478049,13.842449,-14.011963,0.987902,357.28,315.55,423.4,57.297517,175,0.946341,5,-0.337081,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_06_s264_aih_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_06_s264_aih_impulse_repl_ta24,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,tier_only_total,weekday,Monday,61,-142.26,239.48,-381.74,0.627338,-2.332131,0.47541,8.257931,-11.929375,0.692235,357.74,343.58,173.35,33.534521,56,0.934426,4,-0.820652,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_09_s264_aia_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_09_s264_aia_impulse_repl_ta24,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,tier_only_total,weekday,Monday,61,-141.28,239.22,-380.5,0.628699,-2.316066,0.47541,8.248966,-11.890625,0.693737,358.72,344.56,172.31,33.337203,53,0.918033,4,-0.819918,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_06_s264_aih_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_06_s264_aih_impulse_repl_ta24,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,tier_only_total,chron_segment,chron_mid,118,-139.75,539.48,-679.23,0.794252,-1.184322,0.483051,9.464561,-11.134918,0.849989,360.25,282.67,217.33,43.466,118,1.0,5,-0.643031,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_02_s264_lc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_02_s264_lc_dir_asym_ta24,Tier A,s264_lowrank_control,s264_lc,defensive_control,run267bs_02_s264_lc_dir_asym,directional_asymmetry,tier_only_total,month,2024-07,36,-138.48,115.23,-253.71,0.45418,-3.846667,0.416667,7.682,-12.081429,0.635852,361.52,341.31,167.75,32.952894,33,0.944444,5,-0.825514,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_02_s264_lc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_02_s264_lc_dir_asym_ta24,Tier A,s264_lowrank_control,s264_lc,defensive_control,run267bs_02_s264_lc_dir_asym,directional_asymmetry,tier_only_total,weekday,Friday,82,-137.45,378.45,-515.9,0.733572,-1.67622,0.45122,10.228378,-11.464444,0.892183,362.55,317.59,209.98,39.801353,72,0.963415,6,-0.654586,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_10_s258_stc_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_10_s258_stc_impulse_repl_ta24,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,tier_only_total,weekday,Friday,88,-135.67,420.42,-556.09,0.756029,-1.541705,0.454545,10.5105,-11.585208,0.907234,364.33,313.91,234.63,42.773544,77,0.954545,5,-0.57823,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_08_s262_lih_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_08_s262_lih_impulse_repl_ta24,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,run267bs_08_s262_lih_impulse_repl,aggressive_impulse_replacement,tier_only_total,weekday,Friday,84,-131.96,358.14,-490.1,0.730749,-1.570952,0.440476,9.679459,-10.42766,0.928249,368.04,321.48,208.75,39.369707,74,0.964286,6,-0.632144,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_08_s262_lih_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_08_s262_lih_impulse_repl_ta24,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,run267bs_08_s262_lih_impulse_repl,aggressive_impulse_replacement,tier_only_total,chron_segment,chron_mid,118,-131.62,515.16,-646.78,0.7965,-1.115424,0.483051,9.037895,-10.602951,0.852394,368.38,291.47,208.53,41.706,118,1.0,6,-0.63118,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_10_s258_stc_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_10_s258_stc_impulse_repl_ta24,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,tier_only_total,weekday,Monday,66,-131.35,317.01,-448.36,0.707043,-1.990152,0.484848,9.906562,-13.187059,0.751234,368.65,354.49,227.09,39.047079,59,0.909091,4,-0.578405,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_05_s258_stc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_05_s258_stc_dir_asym_ta24,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bs_05_s258_stc_dir_asym,directional_asymmetry,tier_only_total,close_hour_report,22,18,-130.94,141.08,-272.02,0.518638,-7.274444,0.222222,35.27,-19.43,1.815234,369.06,337.83,171.65,33.691215,15,0.944444,7,-0.762831,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_04_s264_aia_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_04_s264_aia_dir_asym_ta24,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bs_04_s264_aia_dir_asym,directional_asymmetry,tier_only_total,direction,sell,209,-127.18,1415.04,-1542.22,0.917534,-0.608517,0.483254,14.010297,-14.279815,0.981126,372.82,330.65,418.7,55.875092,177,0.947368,5,-0.30375,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_01_s264_aih_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_01_s264_aih_dir_asym_ta24,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bs_01_s264_aih_dir_asym,directional_asymmetry,tier_only_total,weekday,Friday,84,-125.8,407.08,-532.88,0.763924,-1.497619,0.464286,10.437949,-11.841778,0.881451,374.2,324.21,204.22,38.646557,74,0.964286,4,-0.616002,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_04_s264_aia_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_04_s264_aia_dir_asym_ta24,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bs_04_s264_aia_dir_asym,directional_asymmetry,tier_only_total,weekday,Friday,84,-124.81,401.48,-526.29,0.762849,-1.485833,0.464286,10.294359,-11.695333,0.880211,375.19,327.03,201.63,38.139825,74,0.964286,4,-0.619005,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_01_s264_aih_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_01_s264_aih_dir_asym_ta24,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bs_01_s264_aih_dir_asym,directional_asymmetry,tier_only_total,direction,sell,208,-121.51,1432.57,-1554.08,0.921812,-0.584183,0.485577,14.183861,-14.524112,0.976573,378.49,335.62,422.51,55.730548,177,0.947115,5,-0.287591,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_05_s258_stc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_05_s258_stc_dir_asym_ta24,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bs_05_s258_stc_dir_asym,directional_asymmetry,tier_only_total,session_report,session_21_23_report_time,33,-119.74,205.82,-325.56,0.632203,-3.628485,0.393939,15.832308,-16.278,0.97262,380.26,353.2,156.54,30.709774,29,0.939394,5,-0.764916,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_08_s262_lih_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_08_s262_lih_impulse_repl_ta24,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,run267bs_08_s262_lih_impulse_repl,aggressive_impulse_replacement,tier_only_total,month,2024-07,37,-119.67,114.48,-234.15,0.488917,-3.234324,0.405405,7.632,-10.643182,0.717079,380.33,357.37,151.18,29.727657,34,0.945946,6,-0.791573,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_05_s258_stc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_05_s258_stc_dir_asym_ta24,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bs_05_s258_stc_dir_asym,directional_asymmetry,tier_only_total,session_report,session_07_12_report_time,6,-119.43,0,-119.43,0.0,-19.905,0.0,,-19.905,,380.57,380.57,119.43,23.886,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_07_s264_lc_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_07_s264_lc_impulse_repl_ta24,Tier A,s264_lowrank_control,s264_lc,defensive_control,run267bs_07_s264_lc_impulse_repl,aggressive_impulse_replacement,tier_only_total,chron_segment,chron_mid,117,-119.18,523.67,-642.85,0.814607,-1.018632,0.487179,9.187193,-10.714167,0.857481,380.82,306.63,198.34,39.277581,116,0.991453,5,-0.600887,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_03_s262_lih_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_03_s262_lih_dir_asym_ta24,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,run267bs_03_s262_lih_dir_asym,directional_asymmetry,tier_only_total,close_hour_report,16,99,-118.83,724.0,-842.83,0.859011,-1.200303,0.424242,17.238095,-14.786491,1.1658,381.17,353.57,308.63,46.606765,84,0.929293,8,-0.385024,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_05_s258_stc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_05_s258_stc_dir_asym_ta24,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bs_05_s258_stc_dir_asym,directional_asymmetry,tier_only_total,direction,sell,233,-115.53,1733.47,-1849.0,0.937518,-0.495837,0.480687,15.477411,-15.280992,1.012854,384.47,335.72,449.33,57.235845,199,0.939914,5,-0.257116,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_01_s264_aih_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_01_s264_aih_dir_asym_ta24,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bs_01_s264_aih_dir_asym,directional_asymmetry,tier_only_total,session_report,session_07_12_report_time,6,-113.49,0,-113.49,0.0,-18.915,0.0,,-18.915,,386.51,386.51,113.49,22.698,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_04_s264_aia_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_04_s264_aia_dir_asym_ta24,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bs_04_s264_aia_dir_asym,directional_asymmetry,tier_only_total,session_report,session_07_12_report_time,6,-112.27,0,-112.27,0.0,-18.711667,0.0,,-18.711667,,387.73,387.73,112.27,22.454,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_10_s258_stc_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_10_s258_stc_impulse_repl_ta24,Tier A,s258_short_tight_control,s258_stc,stress_challenger,run267bs_10_s258_stc_impulse_repl,aggressive_impulse_replacement,tier_only_total,session_report,session_07_12_report_time,6,-111.02,0,-111.02,0.0,-18.503333,0.0,,-18.503333,,388.98,388.98,111.02,22.204,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_06_s264_aih_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_06_s264_aih_impulse_repl_ta24,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267bs_06_s264_aih_impulse_repl,aggressive_impulse_replacement,tier_only_total,month,2024-07,36,-110.37,119.87,-230.24,0.520631,-3.065833,0.416667,7.991333,-10.96381,0.728883,389.63,364.76,144.14,28.323836,33,0.944444,5,-0.765714,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_09_s264_aia_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_09_s264_aia_impulse_repl_ta24,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,tier_only_total,chron_segment,chron_mid,118,-110.02,567.1,-677.12,0.837518,-0.932373,0.483051,9.949123,-11.100328,0.896291,389.98,333.16,215.33,39.258692,117,0.991525,5,-0.510937,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_run267bs_09_s264_aia_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_09_s264_aia_impulse_repl_ta24,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267bs_09_s264_aia_impulse_repl,aggressive_impulse_replacement,tier_only_total,month,2024-07,36,-109.65,119.87,-229.52,0.522264,-3.045833,0.416667,7.991333,-10.929524,0.731169,390.35,365.24,143.69,28.233745,33,0.944444,5,-0.763101,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_02_s264_lc_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_02_s264_lc_dir_asym_ta24,Tier A,s264_lowrank_control,s264_lc,defensive_control,run267bs_02_s264_lc_dir_asym,directional_asymmetry,tier_only_total,session_report,session_07_12_report_time,6,-109.55,0,-109.55,0.0,-18.258333,0.0,,-18.258333,,390.45,390.45,109.55,21.91,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_07_s264_lc_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_07_s264_lc_impulse_repl_ta24,Tier A,s264_lowrank_control,s264_lc,defensive_control,run267bs_07_s264_lc_impulse_repl,aggressive_impulse_replacement,tier_only_total,month,2024-07,36,-107.43,116.85,-224.28,0.521001,-2.984167,0.416667,7.79,-10.68,0.729401,392.57,368.7,139.85,27.499754,33,0.944444,5,-0.76818,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_03_s262_lih_dir_asym_historical_2024_tier_a_train_era_stress,run267bs_03_s262_lih_dir_asym_ta24,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,run267bs_03_s262_lih_dir_asym,directional_asymmetry,tier_only_total,session_report,session_07_12_report_time,6,-107.34,0,-107.34,0.0,-17.89,0.0,,-17.89,,392.66,392.66,107.34,21.468,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_run267bs_07_s264_lc_impulse_repl_historical_2024_tier_a_train_era_stress,run267bs_07_s264_lc_impulse_repl_ta24,Tier A,s264_lowrank_control,s264_lc,defensive_control,run267bs_07_s264_lc_impulse_repl,aggressive_impulse_replacement,tier_only_total,weekday,Friday,82,-106.52,362.05,-468.57,0.77267,-1.299024,0.45122,9.785135,-10.412667,0.939734,393.48,344.2,186.03,35.084775,72,0.963415,6,-0.572596,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
