record_view,tier_scope,candidate_id,candidate_alias,candidate_role,test_id,guard_rule_family,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-12,27,-180.43,225.16,-405.59,0.555142,-6.682593,0.444444,18.763333,-27.039333,0.693927,251.39,50.278,27,1.0,5,-0.717729,negative_deep_drawdown_slice
mt5_ta_s264_aia_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-12,24,-177.43,262.2,-439.63,0.596411,-7.392917,0.458333,23.836364,-33.817692,0.704849,233.18,46.636,24,1.0,4,-0.760914,negative_deep_drawdown_slice
mt5_ta_s264_aia_rep_volatility_atr_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-12,24,-161.24,233.35,-394.59,0.591373,-6.718333,0.416667,23.335,-28.185,0.827923,201.3,40.26,24,1.0,4,-0.800994,negative_deep_drawdown_slice
mt5_ta_s258_stc_abl_price_return_range_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-12,28,-159.01,252.83,-411.84,0.613903,-5.678929,0.428571,21.069167,-25.74,0.818538,241.6,48.32,28,1.0,5,-0.658154,negative_deep_drawdown_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-150.32,0,-150.32,0.0,-50.106667,0.0,,-50.106667,,150.32,30.064,3,1.0,3,-1.0,negative_deep_drawdown_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-06,18,-132.54,166.62,-299.16,0.556959,-7.363333,0.333333,27.77,-24.93,1.113919,145.6,28.733817,16,0.888889,6,-0.910302,negative_deep_drawdown_slice
mt5_ta_s264_aia_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-111.77,0,-111.77,0.0,-37.256667,0.0,,-37.256667,,111.77,22.354,3,1.0,3,-1.0,negative_deep_drawdown_slice
mt5_ta_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-106.47,0,-106.47,0.0,-35.49,0.0,,-35.49,,106.47,21.294,3,1.0,3,-1.0,negative_deep_drawdown_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,12,2,-105.25,0,-105.25,0.0,-52.625,0.0,,-52.625,,105.25,21.05,2,1.0,2,-1.0,too_thin_to_read
mt5_ta_s264_aia_rep_volatility_atr_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-99.46,0,-99.46,0.0,-33.153333,0.0,,-33.153333,,99.46,19.892,3,1.0,3,-1.0,negative_deep_drawdown_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-99.22,0,-99.22,0.0,-33.073333,0.0,,-33.073333,,99.22,19.844,3,1.0,3,-1.0,negative_deep_drawdown_slice
mt5_ta_s258_stc_abl_price_return_range_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-90.22,0,-90.22,0.0,-30.073333,0.0,,-30.073333,,90.22,18.044,3,1.0,3,-1.0,negative_deep_drawdown_slice
mt5_ta_s262_lih_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-88.96,0,-88.96,0.0,-29.653333,0.0,,-29.653333,,88.96,17.792,3,1.0,3,-1.0,negative_slice
mt5_ta_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-06,13,-87.23,104.01,-191.24,0.543872,-6.71,0.230769,34.67,-19.124,1.812905,87.23,17.446,13,1.0,4,-1.0,negative_slice
mt5_ta_s264_aia_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,12,2,-74.98,0,-74.98,0.0,-37.49,0.0,,-37.49,,74.98,14.996,2,1.0,2,-1.0,too_thin_to_read
mt5_ta_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,direction,buy,162,-72.75,1034.62,-1107.37,0.934304,-0.449074,0.512346,12.465301,-14.017342,0.889277,225.31,34.527093,127,0.888889,6,-0.322888,negative_deep_drawdown_slice
mt5_ta_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,12,2,-72.44,0,-72.44,0.0,-36.22,0.0,,-36.22,,72.44,14.488,2,1.0,2,-1.0,too_thin_to_read
mt5_ta_s264_aia_rep_volatility_atr_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,12,2,-65.43,0,-65.43,0.0,-32.715,0.0,,-32.715,,65.43,13.086,2,1.0,2,-1.0,too_thin_to_read
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,12,2,-63.35,0,-63.35,0.0,-31.675,0.0,,-31.675,,63.35,12.67,2,1.0,2,-1.0,too_thin_to_read
mt5_ta_s258_stc_abl_price_return_range_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,12,2,-61.7,0,-61.7,0.0,-30.85,0.0,,-30.85,,61.7,12.34,2,1.0,2,-1.0,too_thin_to_read
mt5_ta_s262_lih_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,12,2,-59.53,0,-59.53,0.0,-29.765,0.0,,-29.765,,59.53,11.906,2,1.0,2,-1.0,too_thin_to_read
mt5_ta_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-07,39,-57.8,244.75,-302.55,0.808957,-1.482051,0.512821,12.2375,-15.923684,0.768509,117.09,23.418,39,1.0,5,-0.493637,negative_deep_drawdown_slice
mt5_ta_s264_aia_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-07,40,-51.21,217.33,-268.54,0.809302,-1.28025,0.525,10.349048,-14.133684,0.732226,109.24,21.848,40,1.0,5,-0.468784,negative_deep_drawdown_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,20,17,-51.05,41.28,-92.33,0.447092,-3.002941,0.411765,5.897143,-9.233,0.638703,60.37,11.853059,7,0.823529,4,-0.845619,negative_slice
mt5_ta_s264_aia_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-06,10,-47.92,112.71,-160.63,0.701675,-4.792,0.3,37.57,-22.947143,1.637241,71.88,13.718604,5,0.8,3,-0.666667,negative_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,09,1,-45.07,0,-45.07,0.0,-45.07,0.0,,-45.07,,45.07,9.014,1,1.0,1,-1.0,too_thin_to_read
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-44.49,84.97,-129.46,0.656342,-4.044545,0.272727,28.323333,-16.1825,1.750245,55.04,10.780531,5,0.909091,3,-0.808321,negative_slice
mt5_ta_s264_aia_rep_volatility_atr_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-07,41,-44.44,217.15,-261.59,0.830116,-1.083902,0.536585,9.870455,-13.767895,0.716918,96.96,19.392,41,1.0,5,-0.458333,negative_deep_drawdown_slice
mt5_ta_s264_aia_rep_volatility_atr_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-06,13,-43.89,104.05,-147.94,0.703326,-3.376154,0.307692,26.0125,-16.437778,1.582483,62.84,12.109066,5,0.846154,3,-0.69844,negative_slice
mt5_ta_s258_stc_abl_price_return_range_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-43.08,105.64,-148.72,0.710328,-3.916364,0.272727,35.213333,-18.59,1.894208,60.77,11.738685,5,0.909091,3,-0.708902,negative_slice
mt5_ta_s264_aia_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,09,1,-36.79,0,-36.79,0.0,-36.79,0.0,,-36.79,,36.79,7.358,1,1.0,1,-1.0,too_thin_to_read
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,09,1,-35.87,0,-35.87,0.0,-35.87,0.0,,-35.87,,35.87,7.174,1,1.0,1,-1.0,too_thin_to_read
mt5_ta_s264_aia_rep_volatility_atr_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,09,1,-34.03,0,-34.03,0.0,-34.03,0.0,,-34.03,,34.03,6.806,1,1.0,1,-1.0,too_thin_to_read
mt5_ta_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,09,1,-34.03,0,-34.03,0.0,-34.03,0.0,,-34.03,,34.03,6.806,1,1.0,1,-1.0,too_thin_to_read
mt5_ta_s258_stc_abl_price_return_range_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-07,38,-30.54,215.26,-245.8,0.875753,-0.803684,0.526316,10.763,-13.655556,0.788177,76.09,14.995172,32,0.921053,5,-0.401367,negative_slice
mt5_ta_s262_lih_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,09,1,-29.43,0,-29.43,0.0,-29.43,0.0,,-29.43,,29.43,5.886,1,1.0,1,-1.0,too_thin_to_read
mt5_ta_s258_stc_abl_price_return_range_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,09,1,-28.52,0,-28.52,0.0,-28.52,0.0,,-28.52,,28.52,5.704,1,1.0,1,-1.0,too_thin_to_read
mt5_ta_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,close_hour_report,22,7,-25.43,84.19,-109.62,0.768017,-3.632857,0.285714,42.095,-21.924,1.920042,71.8,14.183557,5,0.857143,3,-0.354178,negative_slice
mt5_ta_s258_stc_abl_price_return_range_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-04,29,-15.74,203.79,-219.53,0.928301,-0.542759,0.448276,15.676154,-13.720625,1.142525,115.82,19.332655,24,0.827586,4,-0.135901,negative_deep_drawdown_slice
mt5_ta_s262_lih_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-07,37,-15.32,198.71,-214.03,0.928421,-0.414054,0.567568,9.462381,-13.376875,0.707369,99.61,19.922,37,1.0,5,-0.1538,negative_deep_drawdown_slice
mt5_ta_s262_lih_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-06,9,-11.94,88.95,-100.89,0.881653,-1.326667,0.333333,29.65,-16.815,1.763307,41.2,7.784454,4,0.777778,2,-0.289806,negative_slice
mt5_ta_s262_lih_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,direction,buy,164,-8.19,1025.45,-1033.64,0.992077,-0.049939,0.506098,12.354819,-12.760988,0.968171,189.67,29.666067,109,0.884146,6,-0.04318,negative_deep_drawdown_slice
