run_id,segment,trade_count,net_diff_ca01_minus_bx3,gross_diff_ca01_minus_bx3,swap_diff_ca01_minus_bx3,commission_diff_ca01_minus_bx3,claim_boundary,close_month_ca01,direction_ca01,source_bucket_ca01
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01,83,-2.52,0.0,-2.52,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-11,,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01,59,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-12,,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01,82,-0.21,0.0,-0.21,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-01,,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01,91,-0.84,0.0,-0.84,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-02,,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01,4,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-03,,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01,46,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-04,,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,direction_ca01,903,-12.39,0.0,-12.39,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,direction_ca01,105,1.7,0.0,1.7,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,source_bucket_ca01,903,-12.39,0.0,-12.39,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,long_threshold
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,source_bucket_ca01,66,1.7,0.0,1.7,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,native_short_threshold
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,source_bucket_ca01,39,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,,,synthetic_short_overlay
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,80,-1.47,0.0,-1.47,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-01,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,7,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-01,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,60,-0.63,0.0,-0.63,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-02,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,14,1.49,0.0,1.49,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-02,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,1,-0.63,0.0,-0.63,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-03,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,8,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-03,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,104,-1.47,0.0,-1.47,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-04,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,15,0.21,0.0,0.21,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-04,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,70,-1.89,0.0,-1.89,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-05,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,5,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-05,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,67,-1.05,0.0,-1.05,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-06,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,1,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-06,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,33,-0.42,0.0,-0.42,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-07,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,2,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-07,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,43,-0.42,0.0,-0.42,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-08,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,4,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-08,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,50,-0.63,0.0,-0.63,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-09,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,1,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-09,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,71,-0.21,0.0,-0.21,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-10,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,7,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-10,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,71,-2.52,0.0,-2.52,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-11,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,12,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-11,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,53,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-12,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,6,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2025-12,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,76,-0.21,0.0,-0.21,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-01,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,6,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-01,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,78,-0.84,0.0,-0.84,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-02,long,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,13,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-02,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,4,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-03,short,
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,close_month_ca01+direction_ca01,46,0.0,0.0,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2026-04,long,
