run_id,segment_type,segment_id,business_days,net_profit,profit_factor,expectancy,trade_count,trade_density_per_business_day,gross_profit,gross_loss,max_closed_drawdown_amount,max_closed_drawdown_percent,recovery_factor,win_rate_percent,long_trade_count,short_trade_count,long_share,short_share,claim_boundary
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,month,2026-03,8,8.34,23.5405405405,2.085,4,0.5,8.71,0.37,0.06,0.0120074446,139.0,50.0,0,4,0.0,1.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,month,2026-04,9,23.29,1.2319721116,0.5063043478,46,5.1111111111,123.69,100.4,45.22,8.4961671426,0.515037594,56.5217391304,46,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour,16,332,29.87,1.0691979799,0.2315503876,129,0.3885542169,461.53,431.66,70.99,12.7549616821,0.4207634878,54.2635658915,129,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour,17,333,179.44,1.2600428961,0.6124232082,293,0.8798798799,869.48,690.04,122.24,20.8373107869,1.4679319372,53.2423208191,256,37,0.8737201365,0.1262798635,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour,18,333,53.6,1.1017541195,0.2392857143,224,0.6726726727,580.36,526.76,96.02,18.4632542399,0.5582170381,51.7857142857,199,25,0.8883928571,0.1116071429,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour,19,333,44.97,1.1454116278,0.3459230769,130,0.3903903904,354.23,309.26,52.71,9.6265181262,0.8531587934,54.6153846154,113,17,0.8692307692,0.1307692308,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour,20,332,175.52,1.6369343542,1.3820472441,127,0.3825301205,451.09,275.57,62.28,8.9766503315,2.8182402055,51.1811023622,114,13,0.8976377953,0.1023622047,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour,21,330,271.53,2.0633223684,3.0855681818,88,0.2666666667,526.89,255.36,36.77,5.5230112954,7.3845526244,51.1363636364,81,7,0.9204545455,0.0795454545,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour,22,276,183.66,8.026013772,15.305,12,0.0434782609,209.8,26.14,20.57,4.0346782261,8.9285367039,75.0,12,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h16_long,,29.87,1.0691979799,0.2315503876,129,0.3885542169,461.53,431.66,70.99,12.7549616821,0.4207634878,54.2635658915,129,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h17_long,,190.26,1.342508416,0.743203125,256,0.7687687688,745.75,555.49,108.63,16.7973280141,1.7514498757,54.6875,256,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h17_short,,-10.82,0.9195837978,-0.2924324324,37,0.1201298701,123.73,134.55,62.17,12.7269749637,-0.1740389255,43.2432432432,0,37,0.0,1.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h18_long,,-42.17,0.9145214254,-0.2119095477,199,0.5975975976,451.17,493.34,106.1,20.7311592645,-0.3974552309,51.256281407,199,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h18_short,,95.77,3.8656493118,3.8308,25,0.0874125874,129.19,33.42,13.12,2.3401826484,7.2995426829,56.0,0,25,0.0,1.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h19_long,,31.36,1.1274744929,0.2775221239,113,0.3393393393,277.37,246.01,52.71,9.6172091665,0.5949535193,53.982300885,113,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h19_short,,13.61,1.2151778656,0.8005882353,17,0.0534591195,76.86,63.25,34.52,6.6549709857,0.3942641947,58.8235294118,0,17,0.0,1.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h20_long,,204.63,1.9789035591,1.795,114,0.343373494,413.67,209.04,34.52,4.8973569594,5.9278679027,54.3859649123,114,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h20_short,,-29.11,0.5624530287,-2.2392307692,13,0.0457746479,37.42,66.53,52.1,10.1506029965,-0.5587332054,23.0769230769,0,13,0.0,1.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h21_long,,252.69,2.1907544414,3.1196296296,81,0.2454545455,464.9,212.21,32.97,5.7152267369,7.6642402184,53.0864197531,81,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h21_short,,18.84,1.4366164542,2.6914285714,7,0.0378378378,61.99,43.15,42.61,7.5892777629,0.4421497301,28.5714285714,0,7,0.0,1.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BH_train_density_restore_forward_regime_stress_scout_without_db_v1,entry_hour_side,h22_long,,183.66,8.026013772,15.305,12,0.0434782609,209.8,26.14,20.57,4.0346782261,8.9285367039,75.0,12,0,1.0,0.0,research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
