attempt_name,record_view,tier_scope,report_path,expected_trade_count,parsed_trade_count,trade_count_delta,parser_status
run267w_09_s264_lc_rep_volatility_atr_rt_2024,mt5_rt_s264_lc_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_09_s264_lc_rep_volatility_atr_rt_2024.htm,330,330,0,matched
run267w_10_s262_lih_abl_gate_rank_bucket_ta_2024,mt5_ta_s262_lih_abl_gate_rank_bucket_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_10_s262_lih_abl_gate_rank_bucket_ta_2024.htm,167,167,0,matched
run267w_10_s262_lih_abl_gate_rank_bucket_rt_2024,mt5_rt_s262_lih_abl_gate_rank_bucket_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_10_s262_lih_abl_gate_rank_bucket_rt_2024.htm,167,167,0,matched
run267w_11_s262_lih_abl_ma_trend_ta_2024,mt5_ta_s262_lih_abl_ma_trend_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_11_s262_lih_abl_ma_trend_ta_2024.htm,309,309,0,matched
run267w_11_s262_lih_abl_ma_trend_rt_2024,mt5_rt_s262_lih_abl_ma_trend_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_11_s262_lih_abl_ma_trend_rt_2024.htm,309,309,0,matched
run267w_12_s262_lih_abl_trend_strength_direction_ta_2024,mt5_ta_s262_lih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_12_s262_lih_abl_trend_strength_direction_ta_2024.htm,343,343,0,matched
run267w_12_s262_lih_abl_trend_strength_direction_rt_2024,mt5_rt_s262_lih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_12_s262_lih_abl_trend_strength_direction_rt_2024.htm,343,343,0,matched
run267w_13_s262_lih_rep_trend_strength_adx_ta_2024,mt5_ta_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_13_s262_lih_rep_trend_strength_adx_ta_2024.htm,331,331,0,matched
run267w_13_s262_lih_rep_trend_strength_adx_rt_2024,mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_13_s262_lih_rep_trend_strength_adx_rt_2024.htm,331,331,0,matched
run267w_14_s262_lih_rep_volatility_atr_ta_2024,mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_14_s262_lih_rep_volatility_atr_ta_2024.htm,325,325,0,matched
run267w_14_s262_lih_rep_volatility_atr_rt_2024,mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_14_s262_lih_rep_volatility_atr_rt_2024.htm,325,325,0,matched
run267w_15_s264_aia_abl_volatility_bandwidth_ta_2024,mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_15_s264_aia_abl_volatility_bandwidth_ta_2024.htm,290,290,0,matched
run267w_15_s264_aia_abl_volatility_bandwidth_rt_2024,mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_15_s264_aia_abl_volatility_bandwidth_rt_2024.htm,290,290,0,matched
run267w_16_s264_aia_abl_trend_strength_direction_ta_2024,mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_16_s264_aia_abl_trend_strength_direction_ta_2024.htm,329,329,0,matched
run267w_16_s264_aia_abl_trend_strength_direction_rt_2024,mt5_rt_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_16_s264_aia_abl_trend_strength_direction_rt_2024.htm,329,329,0,matched
run267w_17_s264_aia_abl_session_timing_ta_2024,mt5_ta_s264_aia_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_17_s264_aia_abl_session_timing_ta_2024.htm,330,330,0,matched
run267w_17_s264_aia_abl_session_timing_rt_2024,mt5_rt_s264_aia_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_17_s264_aia_abl_session_timing_rt_2024.htm,330,330,0,matched
run267w_18_s264_aia_rep_trend_strength_adx_ta_2024,mt5_ta_s264_aia_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_18_s264_aia_rep_trend_strength_adx_ta_2024.htm,332,332,0,matched
run267w_18_s264_aia_rep_trend_strength_adx_rt_2024,mt5_rt_s264_aia_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_18_s264_aia_rep_trend_strength_adx_rt_2024.htm,332,332,0,matched
run267w_19_s264_aia_rep_volatility_atr_ta_2024,mt5_ta_s264_aia_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_19_s264_aia_rep_volatility_atr_ta_2024.htm,339,339,0,matched
run267w_19_s264_aia_rep_volatility_atr_rt_2024,mt5_rt_s264_aia_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_19_s264_aia_rep_volatility_atr_rt_2024.htm,339,339,0,matched
run267w_20_s258_stc_abl_price_return_range_ta_2024,mt5_ta_s258_stc_abl_price_return_range_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_20_s258_stc_abl_price_return_range_ta_2024.htm,315,315,0,matched
run267w_20_s258_stc_abl_price_return_range_rt_2024,mt5_rt_s258_stc_abl_price_return_range_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_20_s258_stc_abl_price_return_range_rt_2024.htm,315,315,0,matched
run267w_21_s258_stc_abl_volatility_bandwidth_ta_2024,mt5_ta_s258_stc_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_21_s258_stc_abl_volatility_bandwidth_ta_2024.htm,336,336,0,matched
run267w_21_s258_stc_abl_volatility_bandwidth_rt_2024,mt5_rt_s258_stc_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_21_s258_stc_abl_volatility_bandwidth_rt_2024.htm,336,336,0,matched
run267w_22_s258_stc_abl_trend_strength_direction_ta_2024,mt5_ta_s258_stc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_22_s258_stc_abl_trend_strength_direction_ta_2024.htm,325,325,0,matched
run267w_22_s258_stc_abl_trend_strength_direction_rt_2024,mt5_rt_s258_stc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_22_s258_stc_abl_trend_strength_direction_rt_2024.htm,325,325,0,matched
run267w_23_s258_stc_abl_session_timing_ta_2024,mt5_ta_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_23_s258_stc_abl_session_timing_ta_2024.htm,348,348,0,matched
run267w_23_s258_stc_abl_session_timing_rt_2024,mt5_rt_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_23_s258_stc_abl_session_timing_rt_2024.htm,348,348,0,matched
run267w_24_s258_stc_rep_trend_strength_adx_ta_2024,mt5_ta_s258_stc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_24_s258_stc_rep_trend_strength_adx_ta_2024.htm,340,340,0,matched
run267w_24_s258_stc_rep_trend_strength_adx_rt_2024,mt5_rt_s258_stc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267X/true_internal_ablation_score_table_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267W_stage267_true_internal_ablation_score_table_materialization_v1_run267w_24_s258_stc_rep_trend_strength_adx_rt_2024.htm,340,340,0,matched
