record_view,tier_scope,candidate_id,candidate_alias,candidate_role,test_id,feature_family,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-11,29,247.35,597.53,-350.18,1.706351,8.52931,0.551724,37.345625,-26.936923,1.38641,134.28,24.351412,11,0.758621,3,1.842046,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-227.63,280.76,-508.39,0.552253,-8.430741,0.407407,25.523636,-31.774375,0.803277,248.69,49.738,27,1.0,4,-0.915316,deep_negative_or_dd_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-01,17,66.95,92.28,-25.33,3.643111,3.938235,0.647059,8.389091,-4.221667,1.987151,21.21,3.936964,4,0.411765,3,3.15653,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-02,14,242.44,266.22,-23.78,11.195122,17.317143,0.857143,22.185,-11.89,1.865854,23.78,3.103547,2,0.142857,2,10.195122,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-03,14,70.04,104.73,-34.69,3.019026,5.002857,0.571429,13.09125,-5.781667,2.264269,12.72,2.270456,2,0.428571,2,5.506289,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-04,33,100.89,318.4,-217.51,1.463841,3.057273,0.515152,18.729412,-13.594375,1.377732,78.85,12.287865,14,0.818182,3,1.279518,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-05,14,159.83,212.83,-53.0,4.01566,11.416429,0.785714,19.348182,-17.666667,1.09518,32.24,5.943734,2,0.285714,1,4.957506,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-06,12,-95.0,95.56,-190.56,0.501469,-7.916667,0.25,31.853333,-21.173333,1.504408,95.0,19.0,12,1.0,4,-1.0,negative_fragile_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-07,43,-3.66,277.32,-280.98,0.986974,-0.085116,0.534884,12.057391,-14.049,0.858238,109.41,21.882,43,1.0,5,-0.033452,minor_negative_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-08,51,190.08,465.43,-275.35,1.690321,3.727059,0.607843,15.013871,-13.7675,1.09053,45.5,7.105167,8,0.647059,3,4.177582,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-09,36,274.2,480.5,-206.3,2.329132,7.616667,0.694444,19.22,-18.754545,1.024818,66.74,9.955399,11,0.583333,2,4.108481,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-10,33,244.48,495.93,-251.45,1.972281,7.408485,0.545455,27.551667,-16.763333,1.643567,75.31,10.795275,9,0.666667,5,3.246315,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-11,29,247.35,597.53,-350.18,1.706351,8.52931,0.551724,37.345625,-26.936923,1.38641,134.28,24.351412,11,0.758621,3,1.842046,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-12,27,-227.63,280.76,-508.39,0.552253,-8.430741,0.407407,25.523636,-31.774375,0.803277,248.69,49.738,27,1.0,4,-0.915316,deep_negative_or_dd_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-01,16,63.29,92.15,-28.86,3.193001,3.955625,0.5625,10.238889,-4.122857,2.483445,21.21,3.958271,3,0.4375,3,2.98397,measured_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-02,16,249.73,272.62,-22.89,11.910004,15.608125,0.8125,20.970769,-7.63,2.748463,20.92,2.714592,2,0.1875,2,11.93738,measured_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-03,18,93.6,140.06,-46.46,3.014636,5.2,0.555556,14.006,-5.8075,2.411709,12.35,2.3305,5,0.611111,2,7.578947,measured_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-04,37,146.97,325.13,-178.16,1.824933,3.972162,0.567568,15.482381,-11.135,1.390425,59.02,8.359892,8,0.675676,4,2.490173,measured_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-05,15,114.54,204.02,-89.48,2.280063,7.636,0.666667,20.402,-17.896,1.140031,33.39,6.532968,7,0.6,2,3.430368,measured_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-06,12,-83.37,119.3,-202.67,0.588642,-6.9475,0.333333,29.825,-25.33375,1.177283,83.37,16.674,12,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-07,45,-27.46,266.75,-294.21,0.906665,-0.610222,0.488889,12.125,-12.791739,0.947877,118.18,23.636,45,1.0,5,-0.232357,minor_negative_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-08,59,113.87,485.89,-372.02,1.306086,1.93,0.559322,14.723939,-14.308462,1.029037,68.8,12.499092,21,0.745763,3,1.655087,measured_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-09,41,193.72,440.47,-246.75,1.785086,4.724878,0.634146,16.941154,-16.45,1.029857,87.79,14.786182,17,0.707317,6,2.206629,measured_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-10,33,250.61,485.34,-234.73,2.067652,7.594242,0.515152,28.549412,-14.670625,1.946026,105.44,14.547261,23,0.848485,6,2.376802,measured_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-11,32,295.44,588.81,-293.37,2.007056,9.2325,0.59375,30.99,-22.566923,1.373249,121.25,23.255145,16,0.84375,3,2.436619,measured_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,30,-280.42,273.9,-554.32,0.494119,-9.347333,0.366667,24.9,-29.174737,0.853478,299.67,59.934,30,1.0,5,-0.935763,deep_negative_or_dd_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-01,16,63.29,92.15,-28.86,3.193001,3.955625,0.5625,10.238889,-4.122857,2.483445,21.21,3.958271,3,0.4375,3,2.98397,measured_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-02,16,249.73,272.62,-22.89,11.910004,15.608125,0.8125,20.970769,-7.63,2.748463,20.92,2.714592,2,0.1875,2,11.93738,measured_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-03,18,93.6,140.06,-46.46,3.014636,5.2,0.555556,14.006,-5.8075,2.411709,12.35,2.3305,5,0.611111,2,7.578947,measured_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-04,37,146.97,325.13,-178.16,1.824933,3.972162,0.567568,15.482381,-11.135,1.390425,59.02,8.359892,8,0.675676,4,2.490173,measured_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-05,15,114.54,204.02,-89.48,2.280063,7.636,0.666667,20.402,-17.896,1.140031,33.39,6.532968,7,0.6,2,3.430368,measured_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-06,12,-83.37,119.3,-202.67,0.588642,-6.9475,0.333333,29.825,-25.33375,1.177283,83.37,16.674,12,1.0,3,-1.0,negative_fragile_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-07,45,-27.46,266.75,-294.21,0.906665,-0.610222,0.488889,12.125,-12.791739,0.947877,118.18,23.636,45,1.0,5,-0.232357,minor_negative_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-08,59,113.87,485.89,-372.02,1.306086,1.93,0.559322,14.723939,-14.308462,1.029037,68.8,12.499092,21,0.745763,3,1.655087,measured_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-09,41,193.72,440.47,-246.75,1.785086,4.724878,0.634146,16.941154,-16.45,1.029857,87.79,14.786182,17,0.707317,6,2.206629,measured_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-10,33,250.61,485.34,-234.73,2.067652,7.594242,0.515152,28.549412,-14.670625,1.946026,105.44,14.547261,23,0.848485,6,2.376802,measured_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-11,32,295.44,588.81,-293.37,2.007056,9.2325,0.59375,30.99,-22.566923,1.373249,121.25,23.255145,16,0.84375,3,2.436619,measured_slice
mt5_rt_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,routed_total,month,2024-12,30,-280.42,273.9,-554.32,0.494119,-9.347333,0.366667,24.9,-29.174737,0.853478,299.67,59.934,30,1.0,5,-0.935763,deep_negative_or_dd_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-01,16,68.67,90.65,-21.98,4.124204,4.291875,0.6875,8.240909,-4.396,1.874638,21.13,3.925175,4,0.375,3,3.249882,measured_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-02,15,220.78,239.72,-18.94,12.656811,14.718667,0.866667,18.44,-9.47,1.947202,18.94,2.560428,2,0.133333,2,11.656811,measured_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-03,14,83.17,110.19,-27.02,4.07809,5.940714,0.642857,12.243333,-5.404,2.265606,9.55,1.816856,2,0.357143,2,8.708901,measured_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-04,28,135.11,328.39,-193.28,1.699038,4.825357,0.535714,21.892667,-14.867692,1.472499,51.3,7.473667,7,0.678571,4,2.633723,measured_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-05,13,113.78,174.89,-61.11,2.861888,8.752308,0.769231,17.489,-20.37,0.858567,33.23,6.079066,3,0.461538,1,3.424014,measured_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-06,10,-70.19,99.98,-170.17,0.58753,-7.019,0.3,33.326667,-24.31,1.370904,76.29,15.074096,5,0.9,3,-0.920042,negative_fragile_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-07,40,-49.66,234.78,-284.44,0.825411,-1.2415,0.55,10.671818,-15.802222,0.675337,111.42,22.284,40,1.0,5,-0.445701,minor_negative_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-08,46,115.86,391.33,-275.47,1.42059,2.518696,0.608696,13.976071,-15.303889,0.913237,63.92,12.037211,11,0.673913,2,1.812578,measured_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-09,39,189.21,385.65,-196.44,1.963195,4.851538,0.641026,15.426,-14.031429,1.099389,75.26,13.00254,17,0.666667,6,2.514085,measured_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-10,29,245.69,436.0,-190.31,2.290999,8.472069,0.551724,27.25,-14.639231,1.861437,78.21,11.193806,11,0.724138,5,3.141414,measured_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-11,31,239.48,526.36,-286.88,1.834774,7.725161,0.612903,27.703158,-23.906667,1.158805,120.46,23.503014,15,0.83871,3,1.988046,measured_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-193.94,226.52,-420.46,0.538743,-7.182963,0.407407,20.592727,-26.27875,0.783627,252.48,50.496,27,1.0,5,-0.76814,deep_negative_or_dd_slice
mt5_rt_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-01,16,68.67,90.65,-21.98,4.124204,4.291875,0.6875,8.240909,-4.396,1.874638,21.13,3.925175,4,0.375,3,3.249882,measured_slice
mt5_rt_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-02,15,220.78,239.72,-18.94,12.656811,14.718667,0.866667,18.44,-9.47,1.947202,18.94,2.560428,2,0.133333,2,11.656811,measured_slice
mt5_rt_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-03,14,83.17,110.19,-27.02,4.07809,5.940714,0.642857,12.243333,-5.404,2.265606,9.55,1.816856,2,0.357143,2,8.708901,measured_slice
mt5_rt_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-04,28,135.11,328.39,-193.28,1.699038,4.825357,0.535714,21.892667,-14.867692,1.472499,51.3,7.473667,7,0.678571,4,2.633723,measured_slice
mt5_rt_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-05,13,113.78,174.89,-61.11,2.861888,8.752308,0.769231,17.489,-20.37,0.858567,33.23,6.079066,3,0.461538,1,3.424014,measured_slice
