stage_num,stage_id,candidate_id,split,source_kind,runtime_status_triplet,expected_rows,feature_ready_count,feature_ready_diff,expected_signal_count,mt5_signal_count,signal_count_diff,proxy_pf,runtime_pf,pf_delta_runtime_minus_proxy,proxy_dd,runtime_dd_percent,dd_delta_runtime_minus_proxy,proxy_trade_count,runtime_trade_count,trade_count_delta_runtime_minus_proxy,proxy_trades_per_day,runtime_trades_per_day,proxy_net_profit,runtime_net_profit,signal_to_trade_ratio,primary_gap,gap_causes,predeclared_gap_taxonomy,metric_fields_used,claim_boundary
21,stage_frontier_21__f20_seed_lifecycle_dd_containment_onnx_scout,f21c_hold2_atr0p8_tp1p6_cd0,validation_is,entry_trade_log_replay,completed/completed/completed,9844,9844,0,737,737,0,1.1665595776919113,1.1,-0.06655957769191123,2.299607415163074,12.23,9.930392584836927,737.0,712.0,-25.0,5.541353383458647,2.6176470588235294,0.07091582244097988,93.98,0.966078697421981,"entry_preserved_exit_risk_representation_gap(진입 보존, 청산/위험 표현 간극)","[""signal_handoff_exact(신호 인계 정확)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]","entry_preserved_exit_risk_representation_gap(진입 보존, 청산/위험 표현 간극)","{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk_percent"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
21,stage_frontier_21__f20_seed_lifecycle_dd_containment_onnx_scout,f21c_hold2_atr0p8_tp1p6_cd0,oos,entry_trade_log_replay,completed/completed/completed,7584,7584,0,586,586,0,1.078999626190303,1.01,-0.06899962619030298,3.233934467876509,17.18,13.946065532123491,586.0,570.0,-16.0,6.369565217391305,2.923076923076923,0.023414868624041973,8.75,0.9726962457337884,"entry_preserved_exit_risk_representation_gap(진입 보존, 청산/위험 표현 간극)","[""signal_handoff_exact(신호 인계 정확)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]","entry_preserved_exit_risk_representation_gap(진입 보존, 청산/위험 표현 간극)","{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk_percent"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
22,stage_frontier_22__session_return_shock_pf_source_onnx_scout,f22b_0263__hold2_atr0p8_tp1p6_cd0,validation_is,entry_trade_log_replay,completed/completed/completed,9844,9844,0,724,724,0,1.0557901966673586,1.0,-0.05579019666735863,3.641711408480397,13.41,9.768288591519603,724.0,715.0,-9.0,5.700787401574803,2.6286764705882355,0.02287475396707444,1.32,0.9875690607734806,"entry_preserved_exit_risk_representation_gap(진입 보존, 청산/위험 표현 간극)","[""signal_handoff_exact(신호 인계 정확)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]","entry_preserved_exit_risk_representation_gap(진입 보존, 청산/위험 표현 간극)","{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk_percent"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
22,stage_frontier_22__session_return_shock_pf_source_onnx_scout,f22b_0263__hold2_atr0p8_tp1p6_cd0,oos,entry_trade_log_replay,completed/completed/completed,7584,7584,0,595,595,0,1.105251295774317,1.08,-0.02525129577431695,2.518220471155941,13.38,10.86177952884406,595.0,590.0,-5.0,7.083333333333333,3.0256410256410255,0.026800667150126807,54.01,0.9915966386554622,"entry_preserved_exit_risk_representation_gap(진입 보존, 청산/위험 표현 간극)","[""signal_handoff_exact(신호 인계 정확)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]","entry_preserved_exit_risk_representation_gap(진입 보존, 청산/위험 표현 간극)","{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk_percent"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
23,stage_frontier_23__payoff_asymmetry_pf_source_onnx_scout,f23c_0123,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1386,1386,0,1.2796578709393431,1.27,-0.009657870939343116,19.109470684359163,34.44,15.330529315640835,1386.0,313.0,-1073.0,7.573770491803279,1.150735294117647,0.49036940790312955,311.77,0.22582972582972582,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
23,stage_frontier_23__payoff_asymmetry_pf_source_onnx_scout,f23c_0123,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,1071,1071,0,1.0838819922668137,0.81,-0.27388199226681365,15.316055005069485,60.81,45.493944994930516,1071.0,239.0,-832.0,8.17557251908397,1.2256410256410257,0.09717409730964878,-203.14,0.223155929038282,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
24,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,f24c_0105,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1233,1233,0,1.1771658849592215,1.12,-0.05716588495922137,24.099439971955107,33.95,9.850560028044896,1233.0,228.0,-1005.0,6.737704918032787,0.8382352941176471,0.284763786204721,105.99,0.18491484184914841,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
24,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,f24c_0105,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,955,955,0,1.2116404045127545,1.15,-0.06164040451275454,15.570175445040235,15.86,0.28982455495976467,955.0,169.0,-786.0,7.290076335877862,0.8666666666666667,0.23207161286672642,93.28,0.1769633507853403,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
25,stage_frontier_25__bridge_archetype_preselection_onnx_scout,f25b_0022,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1026,1026,0,1.232718196539745,1.02,-0.21271819653974489,20.158838026063506,58.53,38.371161973936495,1026.0,259.0,-767.0,5.60655737704918,0.9522058823529411,0.3293480556631869,29.51,0.2524366471734893,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
25,stage_frontier_25__bridge_archetype_preselection_onnx_scout,f25b_0022,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,807,807,0,1.245741376374181,0.9,-0.3457413763741809,14.286192116043939,49.49,35.20380788395606,807.0,190.0,-617.0,6.1603053435114505,0.9743589743589743,0.21193451873408634,-88.32,0.23543990086741015,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
27,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,f27b_0181,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1091,1091,0,1.3098704091388598,1.11,-0.19987040913885967,17.83932770445259,46.58,28.74067229554741,1091.0,275.0,-816.0,5.961748633879782,1.0110294117647058,0.42648466352222314,131.85,0.2520623281393217,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
27,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,f27b_0181,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,876,876,0,1.1507726979442623,0.89,-0.2607726979442623,13.416198605786622,51.63,38.21380139421338,876.0,208.0,-668.0,6.687022900763359,1.0666666666666667,0.13899354127844282,-99.72,0.2374429223744292,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
28,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,f28b_0001,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1052,1052,0,1.0440949594234543,1.04,-0.004094959423454281,20.60442803118513,38.93,18.32557196881487,1052.0,255.0,-797.0,5.748633879781421,0.9375,0.06187562152397953,40.93,0.2423954372623574,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
28,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,f28b_0001,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,875,875,0,1.0437613301524844,1.0,-0.0437613301524844,16.19796537785918,40.4,24.20203462214082,875.0,195.0,-680.0,6.679389312977099,1.0,0.039841594953759434,0.41,0.22285714285714286,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
