stage_num,stage_id,candidate_id,split,source_kind,runtime_status_triplet,expected_rows,feature_ready_count,feature_ready_diff,expected_signal_count,mt5_signal_count,signal_count_diff,proxy_pf,runtime_pf,pf_delta_runtime_minus_proxy,proxy_dd,runtime_dd_percent,dd_delta_runtime_minus_proxy,proxy_trade_count,runtime_trade_count,trade_count_delta_runtime_minus_proxy,proxy_trades_per_day,runtime_trades_per_day,proxy_net_profit,runtime_net_profit,signal_to_trade_ratio,primary_gap,gap_causes,predeclared_gap_taxonomy,metric_fields_used,claim_boundary
43,stage_frontier_43__short_pf_edge_trade_shape_source_pivot_after_f42_timing_negative,f43s_0039_initial_hold08_s16_t82,validation_is,selection_json_best_variant_rule_replay,completed/completed/completed,9844,9844,0,1393,1393,0,1.006691749582532,0.91,-0.09669174958253202,8.343153154726302,38.4,30.056846845273697,1393.0,1091.0,-302.0,7.612021857923497,4.011029411764706,0.0059708252150636985,-141.97,0.7832017229002154,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
43,stage_frontier_43__short_pf_edge_trade_shape_source_pivot_after_f42_timing_negative,f43s_0039_initial_hold08_s16_t82,oos,selection_json_best_variant_rule_replay,completed/completed/completed,7584,7584,0,1000,1000,0,1.0890919161301975,1.13,0.04090808386980238,6.0925651222027755,16.23,10.137434877797226,1000.0,744.0,-256.0,7.633587786259542,3.8153846153846156,0.055277150369339084,153.93,0.744,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
44,stage_frontier_44__short_pf_edge_label_model_pivot_after_f43_trade_shape_negative,f44b_0001,validation_is,stage_score_surface_replay,completed/completed/completed,9844,9844,0,984,984,0,,1.16,,,7.94,,,440.0,,,1.6176470588235294,,91.98,0.44715447154471544,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
44,stage_frontier_44__short_pf_edge_label_model_pivot_after_f43_trade_shape_negative,f44b_0001,oos,stage_score_surface_replay,completed/completed/completed,7584,7584,0,704,704,0,,1.07,,,10.81,,,328.0,,,1.682051282051282,,33.43,0.4659090909090909,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
45,stage_frontier_45__short_pf_edge_event_utility_model_pivot_after_f44_label_model_memory,f45b_0001,validation_is,stage_score_surface_replay,completed/completed/completed,9844,9844,0,869,869,0,,1.18,,,14.88,,,344.0,,,1.2647058823529411,,80.47,0.3958573072497123,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
45,stage_frontier_45__short_pf_edge_event_utility_model_pivot_after_f44_label_model_memory,f45b_0001,oos,stage_score_surface_replay,completed/completed/completed,7584,7584,0,727,727,0,,0.98,,,16.08,,,318.0,,,1.6307692307692307,,-11.19,0.437414030261348,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
46,stage_frontier_46__short_pf_edge_event_sequence_context_pivot_after_f45_event_classifier_memory,f46b_0001,validation_is,stage_score_event_direct_replay,completed/completed/completed,9844,9844,0,1351,1351,0,0.8051129263743074,0.88,0.07488707362569258,24.590590885523888,33.67,9.079409114476114,1351.0,514.0,-837.0,7.382513661202186,1.8897058823529411,-0.25762470555195405,-131.12,0.3804589193190229,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
46,stage_frontier_46__short_pf_edge_event_sequence_context_pivot_after_f45_event_classifier_memory,f46b_0001,oos,stage_score_event_direct_replay,completed/completed/completed,7584,7584,0,1164,1164,0,0.9343910059690459,0.84,-0.09439100596904593,16.74521883449449,36.6,19.85478116550551,1164.0,400.0,-764.0,8.885496183206106,2.051282051282051,-0.07364204374733438,-153.92,0.3436426116838488,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
47,stage_frontier_47__short_pf_edge_sequence_state_risk_budget_after_f46_sequence_context_memory,f47b_0001,validation_is,stage_score_event_direct_replay,completed/completed/completed,9844,9844,0,1019,1019,0,0.9977505589480542,0.98,-0.017750558948054218,8.848376547242854,20.16,11.311623452757146,1019.0,480.0,-539.0,5.5683060109289615,1.7647058823529411,-0.0016550553434007895,-17.46,0.47105004906771347,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
47,stage_frontier_47__short_pf_edge_sequence_state_risk_budget_after_f46_sequence_context_memory,f47b_0001,oos,stage_score_event_direct_replay,completed/completed/completed,7584,7584,0,667,667,0,1.1038671020765347,1.07,-0.03386710207653465,5.670355235945479,10.95,5.27964476405452,667.0,311.0,-356.0,5.091603053435114,1.594871794871795,0.04859162210459511,37.53,0.4662668665667166,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
48,stage_frontier_48__short_pf_edge_event_rarity_risk_sizing_after_f47_state_budget_memory,f48b_0001,validation_is,stage_score_event_direct_replay,completed/completed/completed,9844,9844,0,1041,1041,0,1.0316250802583076,1.0,-0.03162508025830757,9.32068457099996,16.65,7.329315429000038,1041.0,485.0,-556.0,5.688524590163935,1.7830882352941178,0.02370560242990368,-3.3,0.4658981748318924,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
48,stage_frontier_48__short_pf_edge_event_rarity_risk_sizing_after_f47_state_budget_memory,f48b_0001,oos,stage_score_event_direct_replay,completed/completed/completed,7584,7584,0,651,651,0,1.1289275300554822,1.15,0.021072469944517724,5.569138002438323,11.05,5.480861997561678,651.0,299.0,-352.0,4.969465648854962,1.5333333333333334,0.05921500681886892,79.02,0.4592933947772657,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
49,stage_frontier_49__short_pf_edge_forward_floor_state_machine_after_f48_event_risk_memory,f49c_0001,validation_is,stage_score_event_direct_replay,completed/completed/completed,9844,9844,0,938,938,0,0.9979294087239854,0.9,-0.09792940872398537,11.05877842171833,24.97,13.911221578281669,938.0,450.0,-488.0,5.1256830601092895,1.6544117647058822,-0.0014455816620924239,-75.28,0.47974413646055436,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
49,stage_frontier_49__short_pf_edge_forward_floor_state_machine_after_f48_event_risk_memory,f49c_0001,oos,stage_score_event_direct_replay,completed/completed/completed,7584,7584,0,559,559,0,0.8929082126961188,0.93,0.037091787303881296,8.72415887690331,25.27,16.54584112309669,559.0,261.0,-298.0,4.267175572519084,1.3384615384615384,-0.04541779389385013,-36.6,0.4669051878354204,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
