run_id,candidate_id,source_bucket,trade_count,net_profit,profit_factor,expectancy,long_trade_count,short_trade_count,claim_boundary
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj07_month_of_year_12_overlay_soft_guard,synthetic_short_overlay,39,69.19,1.6364054452,1.7741025641,0,39,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj06_quarter_q3_pressure_overlay_soft_guard,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj06_quarter_q3_pressure_overlay_soft_guard,native_short_threshold,61,94.0,1.4475655431,1.5409836066,0,61,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj06_quarter_q3_pressure_overlay_soft_guard,synthetic_short_overlay,39,69.19,1.6364054452,1.7741025641,0,39,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj08_quarter_q4_pressure_overlay_soft_guard,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj08_quarter_q4_pressure_overlay_soft_guard,native_short_threshold,61,94.0,1.4475655431,1.5409836066,0,61,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj08_quarter_q4_pressure_overlay_soft_guard,synthetic_short_overlay,39,69.19,1.6364054452,1.7741025641,0,39,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj13_combined_h17_month_cost_guard,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj13_combined_h17_month_cost_guard,native_short_threshold,61,94.0,1.4475655431,1.5409836066,0,61,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj13_combined_h17_month_cost_guard,synthetic_short_overlay,39,69.19,1.6364054452,1.7741025641,0,39,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj11_cg08_bad_overlay_month_guard_scout_short_floor_rescue,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj11_cg08_bad_overlay_month_guard_scout_short_floor_rescue,native_short_threshold,66,57.17,1.2346763567,0.8662121212,0,66,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj11_cg08_bad_overlay_month_guard_scout_short_floor_rescue,synthetic_short_overlay,34,82.9,1.9341897679,2.4382352941,0,34,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj02_h17_focus_native_hour_cost_firewall_soft,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj02_h17_focus_native_hour_cost_firewall_soft,native_short_threshold,62,83.1,1.3772828508,1.3403225806,0,62,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj02_h17_focus_native_hour_cost_firewall_soft,synthetic_short_overlay,38,73.2,1.6990736319,1.9263157895,0,38,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj03_h17_focus_swap_negative_native_trim,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj03_h17_focus_swap_negative_native_trim,native_short_threshold,61,84.77,1.3923768853,1.3896721311,0,61,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj03_h17_focus_swap_negative_native_trim,synthetic_short_overlay,39,69.19,1.6364054452,1.7741025641,0,39,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj10_cg12_trade_shape_quality_no_split_short_floor_rescue,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj10_cg12_trade_shape_quality_no_split_short_floor_rescue,native_short_threshold,62,74.21,1.3341855852,1.1969354839,0,62,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj10_cg12_trade_shape_quality_no_split_short_floor_rescue,synthetic_short_overlay,38,73.2,1.6990736319,1.9263157895,0,38,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj04_h17_focus_cost_anchor_control,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj04_h17_focus_cost_anchor_control,native_short_threshold,66,57.17,1.2346763567,0.8662121212,0,66,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj04_h17_focus_cost_anchor_control,synthetic_short_overlay,38,73.2,1.6990736319,1.9263157895,0,38,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj14_package_precheck_gate_only,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj14_package_precheck_gate_only,native_short_threshold,66,57.17,1.2346763567,0.8662121212,0,66,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj14_package_precheck_gate_only,synthetic_short_overlay,38,73.2,1.6990736319,1.9263157895,0,38,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj15_no_split_topn_forbidden_guardrail,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj15_no_split_topn_forbidden_guardrail,native_short_threshold,66,57.17,1.2346763567,0.8662121212,0,66,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj15_no_split_topn_forbidden_guardrail,synthetic_short_overlay,38,73.2,1.6990736319,1.9263157895,0,38,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj16_parent_cd02_anchor_replay,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj16_parent_cd02_anchor_replay,native_short_threshold,66,57.17,1.2346763567,0.8662121212,0,66,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj16_parent_cd02_anchor_replay,synthetic_short_overlay,39,69.19,1.6364054452,1.7741025641,0,39,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj12_cg05_overlay_off_native_short_control_short_floor_rescue,long_threshold,903,871.13,1.4046363376,0.9647065338,903,0,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj12_cg05_overlay_off_native_short_control_short_floor_rescue,native_short_threshold,99,85.27,1.2542958344,0.8613131313,0,99,research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
