run_id,variant_id,queue_id,split,entry_timestamp,exit_timestamp,entry_server_time,entry_month,entry_hour,held_m5,side,entry_score,entry_confidence,entry_open,exit_open,net_profit,previous_closed_balance_drawdown_percent,adx_14,exit_reason,guardrail_expression,claim_boundary,closed_balance_drawdown_percent
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-03T17:45:00Z,2025-01-03T18:15:00Z,2025-01-03 17:45:00,2025-01,17,6,long,0.017719864845,0.38666638732,21123.54,21111.29,-1.525,7.145,20.519966125488,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,7.45
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-03T18:20:00Z,2025-01-03T18:50:00Z,2025-01-03 18:20:00,2025-01,18,6,long,0.036450445652,0.381653368473,21127.91,21225.29,9.438,7.45,13.891102790833,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,5.5624
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-03T18:55:00Z,2025-01-03T19:25:00Z,2025-01-03 18:55:00,2025-01,18,6,long,0.029664933681,0.354257911444,21232.66,21213.79,-2.187,5.5624,18.9450340271,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,5.9998
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-03T19:30:00Z,2025-01-03T20:05:00Z,2025-01-03 19:30:00,2025-01,19,6,long,0.006634682417,0.347384631634,21197.16,21208.16,0.8,5.9998,19.543663024902,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,5.8398
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-03T20:20:00Z,2025-01-03T20:50:00Z,2025-01-03 20:20:00,2025-01,20,6,long,0.001032888889,0.350696206093,21229.16,21270.91,3.875,5.8398,15.553169250488,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,5.0648
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-03T21:00:00Z,2025-01-03T21:35:00Z,2025-01-03 21:00:00,2025-01,21,6,long,0.011155217886,0.353400021791,21256.91,21289.41,2.95,5.0648,21.972967147827,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,4.4748
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-06T16:45:00Z,2025-01-06T17:20:00Z,2025-01-06 16:45:00,2025-01,16,6,long,0.009486556053,0.383682608604,21547.5,21618.75,6.825,4.4748,21.804323196411,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3.1098
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-06T17:25:00Z,2025-01-06T18:00:00Z,2025-01-06 17:25:00,2025-01,17,6,long,0.042315512896,0.367412239313,21618.12,21628.12,0.7,3.1098,26.409627914429,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,2.9698
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-06T18:10:00Z,2025-01-06T18:55:00Z,2025-01-06 18:10:00,2025-01,18,6,long,0.006581366062,0.356467097998,21639.62,21623.12,-1.95,2.9698,32.191509246826,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3.3598
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-06T19:15:00Z,2025-01-06T19:55:00Z,2025-01-06 19:15:00,2025-01,19,6,long,0.023212015629,0.360852181911,21600.12,21554.12,-4.9,3.3598,20.936716079712,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,4.3398
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-06T20:15:00Z,2025-01-06T20:45:00Z,2025-01-06 20:15:00,2025-01,20,6,long,0.000579357147,0.35030606389,21537.0,21509.0,-3.1,4.3398,35.024711608887,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,4.9598
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-07T16:35:00Z,2025-01-07T17:05:00Z,2025-01-07 16:35:00,2025-01,16,6,long,0.000595778227,0.352731227875,21512.13,21365.51,-14.962,4.9598,19.331893920898,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,7.9522
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-07T17:35:00Z,2025-01-07T18:00:00Z,2025-01-07 17:35:00,2025-01,17,5,short,0.107481628656,0.469946682453,21270.26,21310.51,-4.325,7.9522,32.9547996521,reverse_on_opposite,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,8.8172
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-07T18:00:00Z,2025-01-07T18:30:00Z,2025-01-07 18:00:00,2025-01,18,6,long,0.001652270555,0.397491544485,21310.51,21318.01,0.45,8.8172,37.676567077637,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,8.7272
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-07T18:40:00Z,2025-01-07T19:10:00Z,2025-01-07 18:40:00,2025-01,18,6,long,0.043025523424,0.401739150286,21304.51,21208.76,-9.875,8.7272,31.65736579895,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.7022
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-08T16:35:00Z,2025-01-08T17:05:00Z,2025-01-08 16:35:00,2025-01,16,6,long,0.001462161541,0.378068566322,21136.03,21151.66,1.263,10.7022,23.131139755249,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.4496
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-08T17:10:00Z,2025-01-08T17:40:00Z,2025-01-08 17:10:00,2025-01,17,6,long,0.023733556271,0.409286409616,21115.78,21090.16,-2.862,10.4496,17.391233444214,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,11.022
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-08T17:45:00Z,2025-01-08T18:15:00Z,2025-01-08 17:45:00,2025-01,17,6,long,-0.000494837761,0.38458609581,21072.66,21100.41,2.475,11.022,16.509431838989,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.527
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-08T18:25:00Z,2025-01-08T18:55:00Z,2025-01-08 18:25:00,2025-01,18,6,long,-4.0978193e-05,0.363085329533,21126.91,21149.53,1.962,10.527,13.055636405945,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.1346
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-08T19:00:00Z,2025-01-08T19:30:00Z,2025-01-08 19:00:00,2025-01,19,6,long,0.003594487906,0.356488347054,21149.91,20955.66,-19.725,10.1346,15.956506729126,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,14.0796
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-08T20:05:00Z,2025-01-08T20:35:00Z,2025-01-08 20:05:00,2025-01,20,6,long,0.003584355116,0.370644837618,21084.91,21125.91,3.8,14.0796,21.686315536499,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,13.3196
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-08T20:40:00Z,2025-01-08T21:10:00Z,2025-01-08 20:40:00,2025-01,20,6,long,0.012354105711,0.358484774828,21150.03,21155.66,0.263,13.3196,20.317111968994,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,13.267
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-08T21:25:00Z,2025-01-08T21:55:00Z,2025-01-08 21:25:00,2025-01,21,6,long,0.000499725342,0.359957486391,21151.91,21089.16,-6.575,13.267,17.992881774902,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,14.582
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-10T16:50:00Z,2025-01-10T17:20:00Z,2025-01-10 16:50:00,2025-01,16,6,short,0.034353047609,0.450549453497,20806.98,20708.36,9.562,14.582,49.614921569824,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,12.6696
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-10T18:25:00Z,2025-01-10T18:55:00Z,2025-01-10 18:25:00,2025-01,18,6,long,0.000420570374,0.382813334465,20733.48,20725.36,-1.112,12.6696,35.015087127686,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,12.892
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-10T19:00:00Z,2025-01-10T19:30:00Z,2025-01-10 19:00:00,2025-01,19,6,short,0.08945736289,0.4584659338,20671.61,20725.48,-5.687,12.892,29.922658920288,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,14.0294
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-13T17:10:00Z,2025-01-13T17:40:00Z,2025-01-13 17:10:00,2025-01,17,6,long,-0.000433593988,0.37945124507,20583.83,20612.33,2.55,14.0294,18.243091583252,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,13.5194
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-13T17:45:00Z,2025-01-13T18:15:00Z,2025-01-13 17:45:00,2025-01,17,6,long,0.013637661934,0.394840270281,20638.08,20549.33,-9.175,13.5194,15.659070014954,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,15.3544
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-13T18:45:00Z,2025-01-13T19:20:00Z,2025-01-13 18:45:00,2025-01,18,6,long,0.004147469997,0.383110463619,20599.7,20615.45,1.275,15.3544,12.119049072266,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,15.0994
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-13T20:00:00Z,2025-01-13T20:35:00Z,2025-01-13 20:00:00,2025-01,20,6,long,0.007152020931,0.372040361166,20672.45,20683.33,0.788,15.0994,14.433280944824,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,14.9418
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-13T20:45:00Z,2025-01-13T21:15:00Z,2025-01-13 20:45:00,2025-01,20,6,long,0.006827235222,0.356811970472,20650.83,20633.7,-2.013,14.9418,18.134389877319,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,15.3444
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-13T21:50:00Z,2025-01-14T16:50:00Z,2025-01-13 21:50:00,2025-01,21,6,long,0.002968996763,0.360657453537,20659.33,20861.39,19.906,15.3444,19.051261901855,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,11.3632
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-14T16:55:00Z,2025-01-14T17:25:00Z,2025-01-14 16:55:00,2025-01,16,6,long,-0.0003272295,0.410510361195,20792.77,20826.77,3.1,11.3632,32.179695129395,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.7432
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-14T17:30:00Z,2025-01-14T18:00:00Z,2025-01-14 17:30:00,2025-01,17,6,long,0.000581264496,0.390451639891,20802.77,20722.27,-8.35,10.7432,23.479429244995,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,12.4132
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-14T20:10:00Z,2025-01-14T20:45:00Z,2025-01-14 20:10:00,2025-01,20,6,long,0.004944682121,0.352297097445,20670.52,20763.64,9.012,12.4132,25.351322174072,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.6108
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-14T20:50:00Z,2025-01-14T21:25:00Z,2025-01-14 20:50:00,2025-01,20,6,long,0.015192598104,0.343486368656,20777.89,20790.27,0.938,10.6108,23.020929336548,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.4232
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-15T17:45:00Z,2025-01-15T18:15:00Z,2025-01-15 17:45:00,2025-01,17,6,long,0.052947849035,0.392959624529,21159.23,21145.35,-1.688,10.4232,39.725242614746,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.7608
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-15T18:20:00Z,2025-01-15T18:50:00Z,2025-01-15 18:20:00,2025-01,18,6,long,0.016601622105,0.374435096979,21136.85,21073.6,-6.625,10.7608,25.206304550171,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,12.0858
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-15T19:10:00Z,2025-01-15T19:40:00Z,2025-01-15 19:10:00,2025-01,19,6,long,0.003563702106,0.350408524275,21101.1,21147.35,4.325,12.0858,24.196338653564,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,11.2208
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-15T19:45:00Z,2025-01-15T20:20:00Z,2025-01-15 19:45:00,2025-01,19,6,long,0.005333483219,0.34300032258,21146.48,21159.73,1.025,11.2208,18.143301010132,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,11.0158
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-16T17:30:00Z,2025-01-16T18:10:00Z,2025-01-16 17:30:00,2025-01,17,6,long,0.029726803303,0.404562026262,21169.7,21260.57,8.787,11.0158,27.945650100708,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,9.2584
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-16T18:15:00Z,2025-01-16T18:45:00Z,2025-01-16 18:15:00,2025-01,18,6,long,0.021513670683,0.38957169652,21228.32,21138.32,-9.3,9.2584,26.396627426147,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,11.1184
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-16T18:50:00Z,2025-01-16T19:20:00Z,2025-01-16 18:50:00,2025-01,18,6,long,0.005918353796,0.358389765024,21164.2,21177.57,1.037,11.1184,24.303377151489,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.911
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-01-16T19:25:00Z,2025-01-16T19:55:00Z,2025-01-16 19:25:00,2025-01,19,6,long,0.007814377546,0.350200563669,21199.07,21184.32,-1.775,10.911,22.333974838257,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,11.266
