run_id,candidate_id,open_month,trade_count,net_profit,profit_factor,short_trade_count,month_status,claim_boundary
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-02,71,81.36,1.5109597523,10,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-03,7,9.24,1.7380191693,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-04,116,215.19,1.4664232315,11,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-05,73,65.45,1.4730928868,3,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-06,67,58.3,1.5210024079,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-07,35,4.71,1.0645549318,2,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-08,47,-1.43,0.98857093,4,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-09,51,34.34,1.353037431,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-10,75,59.9,1.3402758073,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-11,82,239.21,2.2125638045,11,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2025-12,59,-0.62,0.9961409187,6,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2026-01,82,30.64,1.1690249408,6,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2026-02,89,157.09,1.7637007912,11,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2026-03,4,8.34,23.5405405405,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg07_native_short_cost_firewall,2026-04,46,23.29,1.2319721116,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-01,86,85.54,1.4151558753,6,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-02,72,70.89,1.4124685139,11,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-03,8,8.71,1.6674329502,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-04,116,216.71,1.4644589253,11,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-05,75,51.45,1.3389488747,5,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-06,66,62.31,1.5774139845,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-07,34,9.62,1.1393219854,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-08,47,-1.43,0.98857093,4,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-09,51,34.34,1.353037431,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-10,78,32.14,1.1578663529,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-11,82,239.21,2.2125638045,11,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2025-12,59,-0.62,0.9961409187,6,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2026-01,81,32.7,1.1824358189,5,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2026-02,88,160.27,1.7791369351,10,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2026-03,4,8.34,23.5405405405,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg12_trade_shape_quality_no_split,2026-04,46,23.29,1.2319721116,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-01,88,64.7,1.2865614372,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-02,67,78.15,1.4972413793,6,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-03,8,8.71,1.6674329502,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-04,118,230.23,1.4992324822,13,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-05,75,51.45,1.3389488747,5,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-06,66,62.31,1.5774139845,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-07,34,11.67,1.1737400531,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-08,43,5.57,1.0565943903,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-09,51,34.34,1.353037431,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-10,78,32.14,1.1578663529,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-11,83,241.92,2.2262596654,12,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2025-12,59,-0.62,0.9961409187,6,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2026-01,82,30.64,1.1690249408,6,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2026-02,91,148.14,1.6604059106,13,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2026-03,3,8.65,145.1666666667,3,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg08_bad_overlay_month_guard_scout,2026-04,46,23.29,1.2319721116,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-01,88,64.7,1.2865614372,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-02,74,74.23,1.424015748,13,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-03,8,8.71,1.6674329502,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-04,120,218.63,1.458893934,15,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-05,75,51.45,1.3389488747,5,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-06,67,58.3,1.5210024079,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-07,35,4.71,1.0645549318,2,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-08,47,-1.43,0.98857093,4,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-09,51,34.34,1.353037431,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-10,78,32.14,1.1578663529,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-11,83,241.92,2.2262596654,12,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2025-12,59,-0.62,0.9961409187,6,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2026-01,82,30.64,1.1690249408,6,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2026-02,91,148.14,1.6604059106,13,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2026-03,4,8.34,23.5405405405,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg01_current_session_semantics_anchor,2026-04,46,23.29,1.2319721116,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
