run_id,stage_id,report_view,split_scope,tier_scope,route_role,status,n_a_reason,source_authority,report_path,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,max_drawdown,recovery_factor,first_close_time,last_close_time,long_trade_count,short_trade_count
run19B_hazard_trade_lifecycle_runtime_probe_v1,25_exit_model__hazard_trade_lifecycle_risk,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run20B_ngboost_distribution_runtime_probe_v1,26_model_family_challenge__ngboost_probabilistic_distribution_shape,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/26_model_family_challenge__ngboost_probabilistic_distribution_shape/02_runs/run20B_ngboost_distribution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run20B_ngboost_distribution_runtime_probe_v1_routed_oos.htm,10,39.49,68.3,-28.81,2.37071,3.949,0.5,16.12,2.44975,2025-10-10 18:45:00,2026-02-26 17:45:00,0,10
run20B_ngboost_distribution_runtime_probe_v1,26_model_family_challenge__ngboost_probabilistic_distribution_shape,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/26_model_family_challenge__ngboost_probabilistic_distribution_shape/02_runs/run20B_ngboost_distribution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run20B_ngboost_distribution_runtime_probe_v1_routed_validation_is.htm,6,-17.21,0.92,-18.13,0.050745,-2.86833,0.166667,17.21,-1,2025-02-24 17:10:00,2025-08-01 17:10:00,0,6
run20B_ngboost_distribution_runtime_probe_v1,26_model_family_challenge__ngboost_probabilistic_distribution_shape,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run21B_quantile_boosting_tail_risk_runtime_probe_v1,27_tail_model__quantile_boosting_risk_surface,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/27_tail_model__quantile_boosting_risk_surface/02_runs/run21B_quantile_boosting_tail_risk_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run21B_quantile_boosting_tail_risk_runtime_probe_v1_routed_oos.htm,576,79.17,1171,-1091.83,1.07251,0.137448,0.477431,235.16,0.336664,2025-10-01 19:10:00,2026-04-13 23:59:58,437,139
run21B_quantile_boosting_tail_risk_runtime_probe_v1,27_tail_model__quantile_boosting_risk_surface,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/27_tail_model__quantile_boosting_risk_surface/02_runs/run21B_quantile_boosting_tail_risk_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run21B_quantile_boosting_tail_risk_runtime_probe_v1_routed_validation_is.htm,665,-38.2,1314.62,-1352.82,0.971763,-0.057444,0.463158,287.49,-0.132874,2025-01-02 17:30:00,2025-09-30 23:59:58,496,169
run21B_quantile_boosting_tail_risk_runtime_probe_v1,27_tail_model__quantile_boosting_risk_surface,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_routed_oos.htm,118,111.27,469.79,-358.52,1.31036,0.942966,0.550847,75.63,1.47124,2025-10-01 20:25:00,2026-04-13 20:50:00,102,16
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_routed_validation_is.htm,190,244.08,561.05,-316.97,1.77004,1.28463,0.589474,48.32,5.05133,2025-01-02 18:20:00,2025-09-26 20:30:00,168,22
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,tier_a_only_oos,oos,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_a_only_oos.htm,51,62.65,342.07,-279.42,1.22421,1.22843,0.54902,78.98,0.793239,2025-10-02 16:50:00,2026-04-13 22:00:00,51,0
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,tier_a_only_validation_is,validation_is,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_a_only_validation_is.htm,77,208.01,477.64,-269.63,1.77147,2.70143,0.571429,46.14,4.50824,2025-01-06 17:00:00,2025-09-26 21:25:00,77,0
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,tier_b_fallback_only_oos,oos,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_b_fallback_only_oos.htm,28,-1.82,174.9,-176.72,0.989701,-0.065,0.5,104.3,-0.01745,2025-10-06 17:40:00,2026-03-24 15:50:00,14,14
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,tier_b_fallback_only_validation_is,validation_is,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,67,-35.18,223.6,-258.78,0.864054,-0.525075,0.656716,159.24,-0.220924,2025-01-06 17:10:00,2025-09-23 17:45:00,52,15
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_routed_oos.htm,916,319.2,1744.83,-1425.63,1.2239,0.348472,0.552402,138.38,2.30669,2025-10-01 16:45:00,2026-04-13 22:00:00,656,260
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_routed_validation_is.htm,1081,-96.55,1665.03,-1761.58,0.945191,-0.089315,0.501388,326.05,-0.29612,2025-01-02 16:55:00,2025-09-30 20:20:00,607,474
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_a_only_oos,oos,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_a_only_oos.htm,675,297.97,1546.22,-1248.25,1.23871,0.441437,0.561481,118.7,2.51028,2025-10-01 16:45:00,2026-04-13 22:00:00,491,184
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_a_only_validation_is,validation_is,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_a_only_validation_is.htm,787,-105.1,1471.48,-1576.58,0.933337,-0.133545,0.505718,301.77,-0.348278,2025-01-02 16:55:00,2025-09-30 20:20:00,449,338
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_b_fallback_only_oos,oos,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_b_fallback_only_oos.htm,148,62.87,654.34,-591.47,1.10629,0.424797,0.594595,235.13,0.267384,2025-10-02 19:05:00,2026-04-13 23:59:58,80,68
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_b_fallback_only_validation_is,validation_is,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,194,-190.85,402.81,-593.66,0.67852,-0.983763,0.5,222.49,-0.857791,2025-01-03 19:40:00,2025-09-29 21:20:00,71,123
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_routed_oos.htm,204,130.07,480.19,-350.12,1.3715,0.637598,0.52451,55.01,2.36448,2025-10-01 16:40:00,2026-04-10 17:10:00,138,66
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_routed_validation_is.htm,231,-5.44,409.82,-415.26,0.9869,-0.02355,0.493506,85.94,-0.0633,2025-01-02 16:55:00,2025-09-24 19:20:00,89,142
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_a_only_oos,oos,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_a_only_oos.htm,154,84.51,406.99,-322.48,1.26206,0.548766,0.512987,48.85,1.72999,2025-10-01 16:40:00,2026-04-10 17:10:00,88,66
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_a_only_validation_is,validation_is,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_a_only_validation_is.htm,204,-3.49,390.71,-394.2,0.991147,-0.017108,0.5,83.43,-0.041831,2025-01-02 16:55:00,2025-09-05 17:55:00,63,141
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_b_fallback_only_oos,oos,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_b_fallback_only_oos.htm,29,40.62,177.92,-137.3,1.29585,1.40069,0.655172,55.33,0.734141,2025-10-13 16:50:00,2026-03-26 15:50:00,29,0
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_b_fallback_only_validation_is,validation_is,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,17,19.37,81.98,-62.61,1.30937,1.13941,0.647059,38.78,0.499484,2025-01-03 19:40:00,2025-09-24 19:25:00,16,1
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_routed_oos.htm,438,-134.86,1065.67,-1200.53,0.887666,-0.3079,0.415525,187.21,-0.720368,2025-10-02 17:05:00,2026-04-13 21:15:00,194,244
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_routed_validation_is.htm,525,25.38,1528.23,-1502.85,1.01689,0.048343,0.422857,212.97,0.119172,2025-01-02 16:45:00,2025-09-30 17:05:00,259,266
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_a_only_oos,oos,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_a_only_oos.htm,299,-29.83,1001.63,-1031.46,0.97108,-0.099766,0.428094,190.03,-0.156975,2025-10-02 17:05:00,2026-04-13 20:20:00,118,181
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_a_only_validation_is,validation_is,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_a_only_validation_is.htm,349,36.21,1425.59,-1389.38,1.02606,0.103754,0.383954,212.97,0.170024,2025-01-02 16:45:00,2025-09-30 17:05:00,133,216
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_b_fallback_only_oos,oos,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_b_fallback_only_oos.htm,97,-351.52,394.09,-745.61,0.528547,-3.62392,0.381443,399.85,-0.87913,2025-10-03 21:55:00,2026-04-13 21:25:00,40,57
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_b_fallback_only_validation_is,validation_is,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,122,171.14,543.92,-372.78,1.45909,1.40279,0.45082,159.92,1.07016,2025-01-03 19:40:00,2025-09-24 19:45:00,75,47
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_routed_oos.htm,1123,111.77,1701.99,-1590.22,1.07029,0.099528,0.439003,213.56,0.523366,2025-10-01 16:55:00,2026-04-13 22:00:00,561,562
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_routed_validation_is.htm,1435,75.26,2224.82,-2149.56,1.03501,0.052446,0.442509,306.12,0.245851,2025-01-02 16:50:00,2025-09-30 16:40:00,731,704
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_a_only_oos,oos,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_a_only_oos.htm,912,180.12,1577.69,-1397.57,1.12888,0.1975,0.449561,180.87,0.995853,2025-10-01 16:55:00,2026-04-13 22:00:00,443,469
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_a_only_validation_is,validation_is,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_a_only_validation_is.htm,1131,134.03,2066.61,-1932.58,1.06935,0.118506,0.451813,279.74,0.479123,2025-01-02 16:50:00,2025-09-30 16:40:00,483,648
