run_id,stage_id,report_view,split_scope,tier_scope,parse_status,deal_count,trade_count,first_close_time,last_close_time,average_position_holding_bars,report_path,n_a_reason
run19B_hazard_trade_lifecycle_runtime_probe_v1,25_exit_model__hazard_trade_lifecycle_risk,routed_oos,oos,Tier A+B,parsed,2420,1210,2025-10-01 17:10:00,2026-04-13 20:25:00,2.44333,stages/25_exit_model__hazard_trade_lifecycle_risk/02_runs/run19B_hazard_trade_lifecycle_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run19B_hazard_trade_lifecycle_runtime_probe_v1_routed_oos.htm,
run19B_hazard_trade_lifecycle_runtime_probe_v1,25_exit_model__hazard_trade_lifecycle_risk,routed_validation_is,validation_is,Tier A+B,parsed,4290,2145,2025-01-03 18:40:00,2025-09-30 21:50:00,3.59,stages/25_exit_model__hazard_trade_lifecycle_risk/02_runs/run19B_hazard_trade_lifecycle_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run19B_hazard_trade_lifecycle_runtime_probe_v1_routed_validation_is.htm,
run20B_ngboost_distribution_runtime_probe_v1,26_model_family_challenge__ngboost_probabilistic_distribution_shape,routed_oos,oos,Tier A+B,parsed,20,10,2025-10-10 18:45:00,2026-02-26 17:45:00,3.7,stages/26_model_family_challenge__ngboost_probabilistic_distribution_shape/02_runs/run20B_ngboost_distribution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run20B_ngboost_distribution_runtime_probe_v1_routed_oos.htm,
run20B_ngboost_distribution_runtime_probe_v1,26_model_family_challenge__ngboost_probabilistic_distribution_shape,routed_validation_is,validation_is,Tier A+B,parsed,12,6,2025-02-24 17:10:00,2025-08-01 17:10:00,1.33333,stages/26_model_family_challenge__ngboost_probabilistic_distribution_shape/02_runs/run20B_ngboost_distribution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run20B_ngboost_distribution_runtime_probe_v1_routed_validation_is.htm,
run21B_quantile_boosting_tail_risk_runtime_probe_v1,27_tail_model__quantile_boosting_risk_surface,routed_oos,oos,Tier A+B,parsed,1152,576,2025-10-01 19:10:00,2026-04-13 23:59:58,22.3033,stages/27_tail_model__quantile_boosting_risk_surface/02_runs/run21B_quantile_boosting_tail_risk_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run21B_quantile_boosting_tail_risk_runtime_probe_v1_routed_oos.htm,
run21B_quantile_boosting_tail_risk_runtime_probe_v1,27_tail_model__quantile_boosting_risk_surface,routed_validation_is,validation_is,Tier A+B,parsed,1330,665,2025-01-02 17:30:00,2025-09-30 23:59:58,21.0767,stages/27_tail_model__quantile_boosting_risk_surface/02_runs/run21B_quantile_boosting_tail_risk_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run21B_quantile_boosting_tail_risk_runtime_probe_v1_routed_validation_is.htm,
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,routed_oos,oos,Tier A+B,parsed,236,118,2025-10-01 20:25:00,2026-04-13 20:50:00,73.9133,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_routed_oos.htm,
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,routed_validation_is,validation_is,Tier A+B,parsed,380,190,2025-01-02 18:20:00,2025-09-26 20:30:00,53.8033,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_routed_validation_is.htm,
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,tier_a_only_oos,oos,Tier A,parsed,102,51,2025-10-02 16:50:00,2026-04-13 22:00:00,205.96,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_a_only_oos.htm,
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,tier_a_only_validation_is,validation_is,Tier A,parsed,154,77,2025-01-06 17:00:00,2025-09-26 21:25:00,187.713,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_a_only_validation_is.htm,
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,tier_b_fallback_only_oos,oos,Tier B,parsed,56,28,2025-10-06 17:40:00,2026-03-24 15:50:00,172.14,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_b_fallback_only_oos.htm,
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,tier_b_fallback_only_validation_is,validation_is,Tier B,parsed,134,67,2025-01-06 17:10:00,2025-09-23 17:45:00,226.91,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,routed_oos,oos,Tier A+B,parsed,1832,916,2025-10-01 16:45:00,2026-04-13 22:00:00,7.49333,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_routed_oos.htm,
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,routed_validation_is,validation_is,Tier A+B,parsed,2162,1081,2025-01-02 16:55:00,2025-09-30 20:20:00,7.02,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_routed_validation_is.htm,
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_a_only_oos,oos,Tier A,parsed,1350,675,2025-10-01 16:45:00,2026-04-13 22:00:00,9.59,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_a_only_oos.htm,
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_a_only_validation_is,validation_is,Tier A,parsed,1574,787,2025-01-02 16:55:00,2025-09-30 20:20:00,9.89667,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_a_only_validation_is.htm,
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_b_fallback_only_oos,oos,Tier B,parsed,296,148,2025-10-02 19:05:00,2026-04-13 23:59:58,94.1933,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_b_fallback_only_oos.htm,
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_b_fallback_only_validation_is,validation_is,Tier B,parsed,388,194,2025-01-03 19:40:00,2025-09-29 21:20:00,88.2833,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,routed_oos,oos,Tier A+B,parsed,408,204,2025-10-01 16:40:00,2026-04-10 17:10:00,5.14667,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_routed_oos.htm,
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,routed_validation_is,validation_is,Tier A+B,parsed,462,231,2025-01-02 16:55:00,2025-09-24 19:20:00,3.83333,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_routed_validation_is.htm,
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_a_only_oos,oos,Tier A,parsed,308,154,2025-10-01 16:40:00,2026-04-10 17:10:00,6.39333,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_a_only_oos.htm,
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_a_only_validation_is,validation_is,Tier A,parsed,408,204,2025-01-02 16:55:00,2025-09-05 17:55:00,4.12,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_a_only_validation_is.htm,
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_b_fallback_only_oos,oos,Tier B,parsed,58,29,2025-10-13 16:50:00,2026-03-26 15:50:00,94.48,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_b_fallback_only_oos.htm,
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_b_fallback_only_validation_is,validation_is,Tier B,parsed,34,17,2025-01-03 19:40:00,2025-09-24 19:25:00,344.94,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,routed_oos,oos,Tier A+B,parsed,876,438,2025-10-02 17:05:00,2026-04-13 21:15:00,19.98,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_routed_oos.htm,
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,routed_validation_is,validation_is,Tier A+B,parsed,1050,525,2025-01-02 16:45:00,2025-09-30 17:05:00,19.9533,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_routed_validation_is.htm,
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_a_only_oos,oos,Tier A,parsed,598,299,2025-10-02 17:05:00,2026-04-13 20:20:00,29.42,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_a_only_oos.htm,
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_a_only_validation_is,validation_is,Tier A,parsed,698,349,2025-01-02 16:45:00,2025-09-30 17:05:00,27.6867,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_a_only_validation_is.htm,
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_b_fallback_only_oos,oos,Tier B,parsed,194,97,2025-10-03 21:55:00,2026-04-13 21:25:00,136.08,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_b_fallback_only_oos.htm,
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_b_fallback_only_validation_is,validation_is,Tier B,parsed,244,122,2025-01-03 19:40:00,2025-09-24 19:45:00,107.557,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,routed_oos,oos,Tier A+B,parsed,2246,1123,2025-10-01 16:55:00,2026-04-13 22:00:00,5.4,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_routed_oos.htm,
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,routed_validation_is,validation_is,Tier A+B,parsed,2870,1435,2025-01-02 16:50:00,2025-09-30 16:40:00,6.58333,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_routed_validation_is.htm,
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_a_only_oos,oos,Tier A,parsed,1824,912,2025-10-01 16:55:00,2026-04-13 22:00:00,5.73,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_a_only_oos.htm,
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_a_only_validation_is,validation_is,Tier A,parsed,2262,1131,2025-01-02 16:50:00,2025-09-30 16:40:00,8.24,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_a_only_validation_is.htm,
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_b_fallback_only_oos,oos,Tier B,parsed,308,154,2025-10-01 20:25:00,2026-04-13 23:59:58,57.1867,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_b_fallback_only_oos.htm,
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_b_fallback_only_validation_is,validation_is,Tier B,parsed,512,256,2025-01-06 18:35:00,2025-09-24 19:25:00,66.7067,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,routed_oos,oos,Tier A+B,parsed,1458,729,2025-10-01 16:40:00,2026-04-13 21:50:00,6.47333,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_routed_oos.htm,
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,routed_validation_is,validation_is,Tier A+B,parsed,1838,919,2025-01-02 17:10:00,2025-09-30 20:05:00,6.98,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_routed_validation_is.htm,
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_a_only_oos,oos,Tier A,parsed,1110,555,2025-10-01 16:40:00,2026-04-13 21:35:00,7.47,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_a_only_oos.htm,
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_a_only_validation_is,validation_is,Tier A,parsed,1442,721,2025-01-02 17:10:00,2025-09-30 19:50:00,8.27333,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_a_only_validation_is.htm,
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_b_fallback_only_oos,oos,Tier B,parsed,302,151,2025-10-01 19:30:00,2026-04-13 23:59:58,67.37,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_b_fallback_only_oos.htm,
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_b_fallback_only_validation_is,validation_is,Tier B,parsed,416,208,2025-01-03 19:40:00,2025-09-30 20:55:00,43.7867,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,routed_oos,oos,Tier A+B,parsed,4,2,2026-01-21 21:35:00,2026-03-02 16:40:00,1,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_routed_oos.htm,
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,routed_validation_is,validation_is,Tier A+B,parsed,72,36,2025-02-03 17:30:00,2025-04-11 20:45:00,1.58333,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_routed_validation_is.htm,
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_a_only_oos,oos,Tier A,parsed,4,2,2026-01-21 21:35:00,2026-03-02 16:40:00,1,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_a_only_oos.htm,
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_a_only_validation_is,validation_is,Tier A,parsed,70,35,2025-02-03 17:30:00,2025-04-11 20:45:00,1.6,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_a_only_validation_is.htm,
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_b_fallback_only_oos,oos,Tier B,parsed,0,0,,,0,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_b_fallback_only_oos.htm,
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_b_fallback_only_validation_is,validation_is,Tier B,parsed,2,1,2025-03-12 16:40:00,2025-03-12 16:40:00,1,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,routed_oos,oos,Tier A+B,parsed,2246,1123,2025-10-01 16:55:00,2026-04-13 22:00:00,5.4,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_routed_oos.htm,
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,routed_validation_is,validation_is,Tier A+B,parsed,2870,1435,2025-01-02 16:50:00,2025-09-30 16:40:00,6.58333,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_routed_validation_is.htm,
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_a_only_oos,oos,Tier A,parsed,1824,912,2025-10-01 16:55:00,2026-04-13 22:00:00,5.73,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_a_only_oos.htm,
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_a_only_validation_is,validation_is,Tier A,parsed,2262,1131,2025-01-02 16:50:00,2025-09-30 16:40:00,8.24,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_a_only_validation_is.htm,
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_b_fallback_only_oos,oos,Tier B,parsed,308,154,2025-10-01 20:25:00,2026-04-13 23:59:58,57.1867,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_b_fallback_only_oos.htm,
