run_id,stage_id,artifact_role,report_view,split_scope,tier_scope,availability,status,n_a_reason,path,sha256_lf_normalized,bytes,notes
run17B_supervised_regime_classifier_runtime_probe_v1,23_regime_model__supervised_regime_classifier_filter,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/23_regime_model__supervised_regime_classifier_filter/02_runs/run17B_supervised_regime_classifier_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run17B_supervised_regime_classifier_runtime_probe_v1_routed_validation_is.htm,94ab913c2f1862d47877393502513f3a1f4912d5adc38e38cb81752d589194b0,1026586,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run17B_supervised_regime_classifier_runtime_probe_v1,23_regime_model__supervised_regime_classifier_filter,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run18B_survival_time_to_event_runtime_probe_v1,24_exit_model__survival_time_to_event_hold_shape,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/24_exit_model__survival_time_to_event_hold_shape/02_runs/run18B_survival_time_to_event_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run18B_survival_time_to_event_runtime_probe_v1_routed_oos.htm,2132a9c8266f0c7c18dc9fb49a2d06ddafd1aded84d6708d6cc6a8a9e69a7f59,2325510,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run18B_survival_time_to_event_runtime_probe_v1,24_exit_model__survival_time_to_event_hold_shape,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/24_exit_model__survival_time_to_event_hold_shape/02_runs/run18B_survival_time_to_event_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run18B_survival_time_to_event_runtime_probe_v1_routed_validation_is.htm,e75c72ae7bf58b6441a7197a1f2e3879de7a672943f549f28591a3661e3cd279,4606934,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run18B_survival_time_to_event_runtime_probe_v1,24_exit_model__survival_time_to_event_hold_shape,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run19B_hazard_trade_lifecycle_runtime_probe_v1,25_exit_model__hazard_trade_lifecycle_risk,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/25_exit_model__hazard_trade_lifecycle_risk/02_runs/run19B_hazard_trade_lifecycle_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run19B_hazard_trade_lifecycle_runtime_probe_v1_routed_oos.htm,141e703d3340eee84eefdaa0d87dce2e5318db4dc744bfbe84d57fd6b8c3bdfb,2554626,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run19B_hazard_trade_lifecycle_runtime_probe_v1,25_exit_model__hazard_trade_lifecycle_risk,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/25_exit_model__hazard_trade_lifecycle_risk/02_runs/run19B_hazard_trade_lifecycle_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run19B_hazard_trade_lifecycle_runtime_probe_v1_routed_validation_is.htm,5090e03ecf489887636b1aa2e27dfae6435320624bbdd2ca1192d8815da505ce,4502668,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run19B_hazard_trade_lifecycle_runtime_probe_v1,25_exit_model__hazard_trade_lifecycle_risk,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run20B_ngboost_distribution_runtime_probe_v1,26_model_family_challenge__ngboost_probabilistic_distribution_shape,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/26_model_family_challenge__ngboost_probabilistic_distribution_shape/02_runs/run20B_ngboost_distribution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run20B_ngboost_distribution_runtime_probe_v1_routed_oos.htm,018a1da6d7184beda0d0e1110c3df21a8dc18b4263081018b0a8aaebe530f990,61160,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run20B_ngboost_distribution_runtime_probe_v1,26_model_family_challenge__ngboost_probabilistic_distribution_shape,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/26_model_family_challenge__ngboost_probabilistic_distribution_shape/02_runs/run20B_ngboost_distribution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run20B_ngboost_distribution_runtime_probe_v1_routed_validation_is.htm,5510223c6094cdd29f20ef8e79fe02c3a32fa9ffda0aa2841de32414c1aab1b0,53102,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run20B_ngboost_distribution_runtime_probe_v1,26_model_family_challenge__ngboost_probabilistic_distribution_shape,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run21B_quantile_boosting_tail_risk_runtime_probe_v1,27_tail_model__quantile_boosting_risk_surface,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/27_tail_model__quantile_boosting_risk_surface/02_runs/run21B_quantile_boosting_tail_risk_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run21B_quantile_boosting_tail_risk_runtime_probe_v1_routed_oos.htm,00be50505f308212a4af319b48292c50bb99150f47f92090a58fa86141b40d93,1234120,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run21B_quantile_boosting_tail_risk_runtime_probe_v1,27_tail_model__quantile_boosting_risk_surface,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/27_tail_model__quantile_boosting_risk_surface/02_runs/run21B_quantile_boosting_tail_risk_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run21B_quantile_boosting_tail_risk_runtime_probe_v1_routed_validation_is.htm,4c62152740cab0ac5d628a0650c9c729abcffa01e4c9c55d9abd894263f52e7d,1419748,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run21B_quantile_boosting_tail_risk_runtime_probe_v1,27_tail_model__quantile_boosting_risk_surface,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_routed_oos.htm,b2ce731f9fe88b376f9231954205b833f913e0048d55f3df39952e23544086ac,284484,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_routed_validation_is.htm,92f112d0bfe6a0bfd3f668a8500b729ff608b42fa719e020e61e713038285923,433768,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,mt5_strategy_tester_report,tier_a_only_oos,oos,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_a_only_oos.htm,895db4194d238c6ffb7707cb99572860bb0c2e5d178b6b9fefbe046a71e63985,145776,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,mt5_strategy_tester_report,tier_a_only_validation_is,validation_is,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_a_only_validation_is.htm,898cdeea3e17d4c427989a2720aa57db7696666a2808e6282bdd231d86f3009e,199830,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,mt5_strategy_tester_report,tier_b_fallback_only_oos,oos,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_b_fallback_only_oos.htm,d591d1169f2a0847195db3c7a211f7757ae53d95b6ded537ae292fe748905d7e,98528,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,mt5_strategy_tester_report,tier_b_fallback_only_validation_is,validation_is,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/28_regime_model__markov_switching_regression_state_link/02_runs/run22B_markov_regression_state_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run22B_markov_regression_state_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,1bead6f6e7da65787a60a208b5bd145af734287999d7d37e06d354dabf86be9f,179242,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run22B_markov_regression_state_runtime_probe_v1,28_regime_model__markov_switching_regression_state_link,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_routed_oos.htm,7016739f48a302de331c201d7796ed7ea1c16fdceb4c63598502c08577dfb239,1941962,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_routed_validation_is.htm,ec294388bab8999f66ba751e7b5649044b048d6d206e9bc00ce147567d76480e,2285964,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,tier_a_only_oos,oos,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_a_only_oos.htm,67e6311339b7519bc835e1561459a086c698894db72ecbdc6bb9a423a07b4b31,1440000,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,tier_a_only_validation_is,validation_is,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_a_only_validation_is.htm,eb8e90b25f285d94a1252d9b1716be1b5765cfdf4086a711bb82021ea2249731,1673590,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,tier_b_fallback_only_oos,oos,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_b_fallback_only_oos.htm,775d3a5b9c3b0ed6b1abdfb8253da47b3f590d37bbcc5f1dbfcd210c2f18f116,346606,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,tier_b_fallback_only_validation_is,validation_is,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23B_river_online_drift_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23B_river_online_drift_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,81d58943f55ab7293ad15b19ccfa6deaeb61e95fbb16ee76e8e96ad4c029e09f,442136,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23B_river_online_drift_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_routed_oos.htm,6c77bb8d3ca1c78c674ba410731b0f7a0ef17d969e1d99bcd10e5fbbde81c86c,462756,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_routed_validation_is.htm,217a66a5c65188e2bf88a0ffbf6018b434c45eb35b495556a9ba493c86cacc2c,518886,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,tier_a_only_oos,oos,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_a_only_oos.htm,6d114284dc34c5f3e5dcff13289b9ab2174f5111db7722765ee25debb244b575,359236,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,tier_a_only_validation_is,validation_is,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_a_only_validation_is.htm,3328d8e8d54e93f0b99d3b90c6f4f3c6f233ed2e2ec57f40f718c0278f9e331e,463006,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,tier_b_fallback_only_oos,oos,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_b_fallback_only_oos.htm,345c629707aa9c599a7bfaf03777a182fd33ee0cc13b2ca0d236de198500d9b9,100752,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,tier_b_fallback_only_validation_is,validation_is,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24B_probability_calibration_abstention_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24B_probability_calibration_abstention_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,268e0b2c5ac6fa89d144d00e905d86a60865204f4b2f5987175d25761b48c52e,76214,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24B_probability_calibration_abstention_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_routed_oos.htm,94582ae6d6c1b8c42bd250cf585302b5f61548ac64c3bf16bf5a5760ca9d14de,947376,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_routed_validation_is.htm,78be4b678207d4f8e48b009e0aead19496cd4674407def10ec5e1672b7e9788d,1128078,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,tier_a_only_oos,oos,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_a_only_oos.htm,6a2a3cf3669a3bd1e9c44ff451b3a61029bf6087d341c47a5c049d84d28fbed3,659512,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,tier_a_only_validation_is,validation_is,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_a_only_validation_is.htm,a6081bb809e0b40fc8108d58f5dd08940941501f4516187c756deb03cc55b883,763304,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,tier_b_fallback_only_oos,oos,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_b_fallback_only_oos.htm,7a2d5df4340e9c4c489b183b9b35b8c85dfb43594b774f8eb4358b3fbd88626b,241268,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,tier_b_fallback_only_validation_is,validation_is,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25B_tabnet_attentive_tabular_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25B_tabnet_attentive_tabular_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,38f3cc01d7762e14342a572115f123db2388be460db7d24e983ef114cc8bde4f,293138,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25B_tabnet_attentive_tabular_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_routed_oos.htm,fa9560f0e4450f26af6f5a4f749fca858807a4ed6bac7563bf4e7778c35fce33,2373508,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_routed_validation_is.htm,0c6f27bd0d0c7450018e90db459dfe852e2ce036b1d2344732de6148146d9916,3023674,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
