attempt_name,artifact_slug,dimension,proxy_expected_value,mt5_runtime_value,difference_proxy_minus_mt5,difference_status,proxy_source,mt5_source,usable_for_runtime_signal_parity,usable_for_forward_pass_fail,runtime_skip_reason,claim_boundary
m48_bal_rf,m48_bal,long_count,2005,2005,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.22 23:40:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal_rf,m48_bal,short_count,336,336,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.22 23:40:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_bal_rf,m48_bal,flat_count,3143,3143,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.22 23:40:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain_rf,m48_plain,feature_ready_count,5484,5484,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.22 23:40:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain_rf,m48_plain,model_ok_count,5484,5484,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.22 23:40:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain_rf,m48_plain,long_count,2402,2402,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.22 23:40:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain_rf,m48_plain,short_count,160,160,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.22 23:40:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
m48_plain_rf,m48_plain,flat_count,2922,2922,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.22 23:40:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,u42_bal,feature_ready_count,7649,7648,1,explainable_runtime_bar_reach_difference,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,u42_bal,model_ok_count,7649,7648,1,explainable_runtime_bar_reach_difference,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,u42_bal,long_count,2732,2732,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,u42_bal,short_count,367,367,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_bal_rf,u42_bal,flat_count,4550,4549,1,explainable_runtime_bar_reach_difference,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,feature_ready_count,7649,7648,1,explainable_runtime_bar_reach_difference,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,model_ok_count,7649,7648,1,explainable_runtime_bar_reach_difference,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,long_count,3118,3118,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,short_count,173,173,0,matched,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,flat_count,4358,4357,1,explainable_runtime_bar_reach_difference,independent_python_onnx_inference_from_new_run335K_feature_model_copies,fresh_run335K_runtime_tier_a_telemetry_summary,true,false,feature_csv_timestamp_not_found:2026.05.18 06:55:00,research_development_only_stage335K_independent_proxy_mt5_probe_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
