entry_month,side,segment_trade_count,segment_trade_per_business_day,segment_net_profit,segment_profit_factor,segment_expectancy,segment_max_drawdown,segment_recovery_factor,segment_long_count,segment_short_count,segment_long_short_balance,segment_business_days,run_id,claim_boundary
2025-06,short,1,1.0,-5.563,0.0,-5.563,-5.563,-1.0,0,1,0.0,1,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-07,long,34,1.5454545455,-12.203,0.8354570338,-0.3589117647,-30.86,-0.3954309786,34,0,0.0,22,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-08,long,42,2.1,-3.967,0.9652809382,-0.094452381,-35.963,-0.1103078164,42,0,0.0,20,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-08,short,2,0.25,-2.862,0.47,-1.431,-5.4,-0.53,0,2,0.0,8,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-09,long,49,2.3333333333,-19.796,0.8168986727,-0.404,-41.483,-0.4772075308,49,0,0.0,21,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-09,short,1,1.0,-8.813,0.0,-8.813,-8.813,-1.0,0,1,0.0,1,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-10,long,70,3.1818181818,7.199,1.0423368482,0.1028428571,-52.886,0.1361229815,70,0,0.0,22,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-10,short,6,0.6666666667,20.939,1.7958268405,3.4898333333,-19.774,1.058915748,0,6,0.0,9,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-11,long,69,3.8333333333,143.336,1.6392821144,2.0773333333,-56.336,2.544305595,69,0,0.0,18,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-11,short,9,0.6428571429,28.687,1.9832733505,3.1874444444,-15.501,1.8506547965,0,9,0.0,14,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-12,long,57,2.5909090909,-83.351,0.5624160017,-1.4622982456,-106.511,-0.7825576701,57,0,0.0,22,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-12,short,4,1.0,1.175,1.1358381503,0.29375,-6.425,0.1828793774,0,4,0.0,4,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2026-01,long,74,3.5238095238,35.72,1.2413350449,0.4827027027,-58.035,0.6154906522,74,0,0.0,21,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2026-01,short,5,0.25,32.615,8.9066666667,6.523,-4.125,7.9066666667,0,5,0.0,20,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2026-02,long,75,3.75,77.692,1.418378227,1.0358933333,-37.01,2.099216428,75,0,0.0,20,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2026-02,short,10,0.5555555556,21.9,1.9988597491,2.19,-8.275,2.6465256798,0,10,0.0,18,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2026-03,long,92,4.1818181818,122.87,1.5963260453,1.3355434783,-55.08,2.2307552651,92,0,0.0,22,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2026-03,short,7,0.5384615385,-3.025,0.7205542725,-0.4321428571,-5.35,-0.5654205607,0,7,0.0,13,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2026-04,long,44,4.8888888889,11.825,1.1190236537,0.26875,-57.24,0.2065863033,44,0,0.0,9,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
