run_id,parent_run_id,open_time,close_time,direction,source_bucket,source_reason,volume,open_price,close_price,profit_column,swap,commission,net_profit,balance_after,hold_minutes,open_hour,close_hour,close_month,close_date,p_short,p_flat,p_long,claim_boundary
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-06T20:20:00,2025-01-06T20:50:00,long,long_threshold,long_threshold_met,0.1,21527.82,21477.0,-5.08,0.0,0.0,-5.08,482.78,30.0,20,20,2025-01,2025-01-06,0.3497267067,0.29996714,0.3503060639,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-07T16:40:00,2025-01-07T17:10:00,long,long_threshold,long_threshold_met,0.1,21465.33,21329.51,-13.58,0.0,0.0,-13.58,469.2,30.0,16,17,2025-01,2025-01-07,0.3521354496,0.2951333225,0.3527312279,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-07T17:25:00,2025-01-07T17:55:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=17,p_short=0.449526,margin_vs_long=0.080599|threshold_or_margin_not_met",0.1,21365.76,21250.46,11.53,0.0,0.0,11.53,480.73,30.0,17,17,2025-01,2025-01-07,0.4495256841,0.1815479249,0.3689264357,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-07T18:05:00,2025-01-07T18:35:00,long,long_threshold,long_threshold_met,0.1,21308.46,21275.76,-3.27,0.0,0.0,-3.27,477.46,30.0,18,18,2025-01,2025-01-07,0.3958392441,0.2066691369,0.3974915743,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-07T18:45:00,2025-01-07T19:15:00,long,long_threshold,long_threshold_met,0.1,21267.96,21228.38,-3.96,0.0,0.0,-3.96,473.5,30.0,18,19,2025-01,2025-01-07,0.3587136269,0.2395471632,0.4017391503,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-08T16:40:00,2025-01-08T17:10:00,long,long_threshold,long_threshold_met,0.1,21066.86,21115.78,4.89,0.0,0.0,4.89,478.39,30.0,16,17,2025-01,2025-01-08,0.3766064048,0.2453249842,0.3780685663,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-08T17:15:00,2025-01-08T17:45:00,long,long_threshold,long_threshold_met,0.1,21010.11,21072.66,6.26,0.0,0.0,6.26,484.65,30.0,17,17,2025-01,2025-01-08,0.3855528533,0.2051607668,0.4092864096,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-08T18:00:00,2025-01-08T18:30:00,long,long_threshold,long_threshold_met,0.1,21123.11,21100.28,-2.28,0.0,0.0,-2.28,482.37,30.0,18,18,2025-01,2025-01-08,0.3668827116,0.2469615191,0.3861558735,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-08T18:35:00,2025-01-08T19:05:00,long,long_threshold,long_threshold_met,0.1,21125.61,21110.91,-1.47,0.0,0.0,-1.47,480.9,30.0,18,19,2025-01,2025-01-08,0.3720215261,0.2493482977,0.3786303401,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-08T19:35:00,2025-01-08T20:05:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=19,p_short=0.449861,margin_vs_long=0.087550|threshold_or_margin_not_met",0.1,20973.66,21086.11,-11.25,0.0,0.0,-11.25,469.65,30.0,19,20,2025-01,2025-01-08,0.4498614371,0.1878269166,0.362311542,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-08T20:10:00,2025-01-08T20:40:00,long,long_threshold,long_threshold_met,0.1,21084.48,21150.03,6.56,0.0,0.0,6.56,476.21,30.0,20,20,2025-01,2025-01-08,0.3670604527,0.2622946501,0.3706448376,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-08T20:45:00,2025-01-08T21:15:00,long,long_threshold,long_threshold_met,0.1,21142.98,21093.41,-4.96,0.0,0.0,-4.96,471.25,30.0,20,21,2025-01,2025-01-08,0.3461306691,0.2953845263,0.3584847748,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-08T21:30:00,2025-01-08T22:00:00,long,long_threshold,long_threshold_met,0.1,21183.48,21102.03,-8.15,0.0,0.0,-8.15,463.1,30.0,21,22,2025-01,2025-01-08,0.3594577014,0.280584842,0.3599574864,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-10T17:10:00,2025-01-10T17:40:00,short,native_short_threshold,short_threshold_met,0.1,20670.48,20842.81,-17.23,0.0,0.0,-17.23,445.87,30.0,17,17,2025-01,2025-01-10,0.459002763,0.139440462,0.4015567005,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-10T18:30:00,2025-01-10T19:00:00,long,long_threshold,long_threshold_met,0.1,20712.06,20671.61,-4.05,0.0,0.0,-4.05,441.82,30.0,18,19,2025-01,2025-01-10,0.3823927641,0.2347939163,0.3828133345,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-10T19:05:00,2025-01-10T19:35:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=19,p_short=0.458466,margin_vs_long=0.089457|short_threshold_met",0.1,20664.36,20738.68,-7.43,0.0,0.0,-7.43,434.39,30.0,19,19,2025-01,2025-01-10,0.4584659636,0.1725255549,0.3690085709,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-13T17:20:00,2025-01-13T17:50:00,long,long_threshold,long_threshold_met,0.1,20569.78,20660.95,9.12,0.0,0.0,9.12,443.51,30.0,17,17,2025-01,2025-01-13,0.3706609011,0.2465239018,0.3828153014,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-13T18:05:00,2025-01-13T18:35:00,long,long_threshold,long_threshold_met,0.1,20569.4,20557.45,-1.2,0.0,0.0,-1.2,442.31,30.0,18,18,2025-01,2025-01-13,0.3851775527,0.2289916277,0.3858308494,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-13T18:50:00,2025-01-13T19:25:00,long,long_threshold,long_threshold_met,0.1,20589.4,20627.08,3.77,0.0,0.0,3.77,446.08,35.0,18,19,2025-01,2025-01-13,0.3789629936,0.2379266024,0.3831104636,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-13T20:05:00,2025-01-13T20:40:00,long,long_threshold,long_threshold_met,0.1,20670.4,20680.2,0.98,0.0,0.0,0.98,447.06,35.0,20,20,2025-01,2025-01-13,0.3648883402,0.2630713582,0.3720403612,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-13T20:50:00,2025-01-13T21:20:00,long,long_threshold,long_threshold_met,0.1,20691.65,20626.2,-6.55,0.0,0.0,-6.55,440.51,30.0,20,21,2025-01,2025-01-13,0.3499847054,0.2932033539,0.3568119705,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-13T21:55:00,2025-01-14T16:55:00,long,long_threshold,long_threshold_met,0.1,20667.03,20792.77,12.57,0.15,0.0,12.72,453.23,1140.0,21,16,2025-01,2025-01-14,0.3576884568,0.2816541493,0.3606574535,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-14T17:05:00,2025-01-14T17:35:00,long,long_threshold,long_threshold_met,0.1,20802.97,20779.89,-2.31,0.0,0.0,-2.31,450.92,30.0,17,17,2025-01,2025-01-14,0.4015122354,0.1947540641,0.4037338793,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-14T17:50:00,2025-01-14T18:20:00,long,long_threshold,long_threshold_met,0.1,20754.72,20685.27,-6.95,0.0,0.0,-6.95,443.97,30.0,17,18,2025-01,2025-01-14,0.3671633899,0.2223552614,0.4104813039,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-14T20:15:00,2025-01-14T20:50:00,long,long_threshold,long_threshold_met,0.1,20668.34,20777.89,10.96,0.0,0.0,10.96,454.93,35.0,20,20,2025-01,2025-01-14,0.3473523855,0.3003506064,0.3522970974,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-14T20:55:00,2025-01-14T21:30:00,long,long_threshold,long_threshold_met,0.1,20789.34,20767.89,-2.15,0.0,0.0,-2.15,452.78,35.0,20,21,2025-01,2025-01-14,0.3282937407,0.3282198012,0.3434863985,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-15T17:50:00,2025-01-15T18:20:00,long,long_threshold,long_threshold_met,0.1,21143.68,21136.85,-0.68,0.0,0.0,-0.68,452.1,30.0,17,18,2025-01,2025-01-15,0.3400117457,0.2670286298,0.3929596245,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-15T18:25:00,2025-01-15T18:55:00,long,long_threshold,long_threshold_met,0.1,21134.68,21062.35,-7.23,0.0,0.0,-7.23,444.87,30.0,18,18,2025-01,2025-01-15,0.3578334749,0.2677315772,0.374435097,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-15T19:15:00,2025-01-15T19:45:00,long,long_threshold,long_threshold_met,0.1,21102.68,21146.48,4.38,0.0,0.0,4.38,449.25,30.0,19,19,2025-01,2025-01-15,0.3468447924,0.3027466238,0.3504085243,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-15T19:50:00,2025-01-15T20:25:00,long,long_threshold,long_threshold_met,0.1,21151.8,21160.73,0.89,0.0,0.0,0.89,450.14,35.0,19,20,2025-01,2025-01-15,0.3193327487,0.3376668394,0.3430003226,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-16T17:35:00,2025-01-16T18:15:00,long,long_threshold,long_threshold_met,0.1,21162.77,21228.32,6.56,0.0,0.0,6.56,456.7,40.0,17,18,2025-01,2025-01-16,0.374835223,0.2206027806,0.4045619965,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-16T18:20:00,2025-01-16T18:50:00,long,long_threshold,long_threshold_met,0.1,21220.77,21164.2,-5.66,0.0,0.0,-5.66,451.04,30.0,18,18,2025-01,2025-01-16,0.368057996,0.2423704118,0.3895716965,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-01-16T18:55:00,2025-01-16T19:25:00,long,long_threshold,long_threshold_met,0.1,21167.65,21199.07,3.14,0.0,0.0,3.14,454.18,30.0,18,19,2025-01,2025-01-16,0.3524714112,0.2891387939,0.358389765,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
