candidate_id,split,session_bucket,per_session_net_profit_proxy,per_session_pf_proxy,per_session_trade_count_proxy,per_session_drawdown_proxy
c15_session_and_spread_proxy_interaction,validation_is,morning_60_120,0.0,0.0,0,0.0
c16_direction_specific_session_model,oos,cash_open_0_30,0.0,0.0,0,0.0
c16_direction_specific_session_model,oos,early_cash_30_60,0.0,0.0,0,0.0
c16_direction_specific_session_model,oos,late_cash_240_330,0.0,0.0,0,0.0
c16_direction_specific_session_model,oos,midday_lull_120_240,0.0,0.0,0,0.0
c16_direction_specific_session_model,oos,morning_60_120,0.0,0.0,0,0.0
c16_direction_specific_session_model,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c16_direction_specific_session_model,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c16_direction_specific_session_model,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c16_direction_specific_session_model,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c16_direction_specific_session_model,validation_is,morning_60_120,0.0,0.0,0,0.0
c17_session_extreme_stress,oos,cash_open_0_30,0.0,0.0,267,0.0
c17_session_extreme_stress,oos,early_cash_30_60,0.0,0.0,0,0.0
c17_session_extreme_stress,oos,late_cash_240_330,0.0,0.0,0,0.0
c17_session_extreme_stress,oos,midday_lull_120_240,0.0,0.0,0,0.0
c17_session_extreme_stress,oos,morning_60_120,0.0,0.0,0,0.0
c17_session_extreme_stress,validation_is,cash_open_0_30,0.0,0.0,363,0.0
c17_session_extreme_stress,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c17_session_extreme_stress,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c17_session_extreme_stress,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c17_session_extreme_stress,validation_is,morning_60_120,0.0,0.0,0,0.0
