candidate_id,surface_family,label_name,side,entry_mode,fill_order,hold_bars,tp_price_units,sl_price_units,tp_broker_points,sl_broker_points,label_mode,utility_quantile,feature_set,feature_count,model,prob_quantile,prob_threshold,regime,risk_filter,cooldown_bars,contract_pnl_scale,initial_balance,raw_signal_total_diagnostic_only,lifecycle_trade_total,overall_signal_to_trade_ratio_diagnostic_only,scout_clue,materialization_candidate,meaningful_signal,final_like_reference,dual_positive,density_beats_f81g_seed,rank_score,signal_count_claim_boundary,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_calendar_days,val_calendar_trades_day,val_active_days,val_active_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_avg_hold_bars,val_avg_mae_contract,val_avg_spread_cost_contract,val_max_consecutive_loss,val_time_under_water_trades,val_smooth_equity_proxy,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_calendar_days,oos_calendar_trades_day,oos_active_days,oos_active_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_avg_hold_bars,oos_avg_mae_contract,oos_avg_spread_cost_contract,oos_max_consecutive_loss,oos_time_under_water_trades,oos_smooth_equity_proxy
f82b_09395,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,trend_density,28,logistic_l2_balanced,0.68,0.5214930630376666,all,intent_release,0,0.08870965974736267,500.0,3399,3265,0.9605766401882907,1,1,1,0,1,1,2650690.1472141678,diagnostic_only_not_economics,1986,1894,0.9536757301107754,1413,1371,0.970276008492569,329.13590217424985,1385.31665951274,-1056.18075733849,1.3116283835767395,4.62088617623981,1894,271,6.988929889298893,117,16.188034188034187,0.4382259767687434,1.6690562162804097,-0.9926510877241447,1.6814127712357239,0.17377819544574966,14.245574966405261,1.0670538542766632,10.261109104827527,0.10537152582895018,12,193,0,238.3779363833205,993.6253665744421,-755.2474301911215,1.3156289274933344,3.7825798916275515,1371,194,7.06701030927835,94,14.585106382978724,0.42523705324580596,1.7043316750848063,-0.9584358251156364,1.778242872838332,0.17387158014830087,12.603986866791718,1.039387308533917,8.75652663140135,0.0707108515402701,10,199,0
f82b_09413,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,trend_density,28,logistic_l2_balanced,0.68,0.5214930630376666,high_vol,intent_release,0,0.08870965974736267,500.0,3306,3179,0.9615849969751966,1,1,1,0,1,1,2650685.6166882836,diagnostic_only_not_economics,1948,1861,0.9553388090349076,1358,1318,0.9705449189985272,324.53098373676426,1361.9345673965304,-1037.4035836597654,1.312830019915567,4.422176538405711,1861,271,6.867158671586716,117,15.905982905982906,0.4384739387426115,1.6690374600447677,-0.9927307020667612,1.6812590328575583,0.17438526799396253,14.67743229689173,1.0634067705534658,10.362843180093765,0.10542435195070103,10,117,0,227.85697073728332,954.3624711702594,-726.5055004329761,1.3136341990549103,3.399354161518909,1318,194,6.793814432989691,94,14.02127659574468,0.424886191198786,1.7042186985183203,-0.958450528275694,1.7780977194350396,0.17288085791903135,13.405897703549172,1.039453717754173,8.797611566714824,0.07076782818525759,11,151,0
f82b_09653,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,compact_exportable_30,30,extra_trees_d7_l120,0.68,0.5234312462778549,high_vol,intent_release,0,0.08870965974736267,500.0,3734,3582,0.9592929833958221,1,1,1,0,1,1,2650552.332079939,diagnostic_only_not_economics,2065,1964,0.951089588377724,1669,1618,0.969442780107849,313.0120344185692,1418.7921367150047,-1105.7801022964354,1.2830689698327178,5.479595682594254,1964,271,7.247232472324724,127,15.464566929133857,0.43279022403258655,1.6691672196647114,-0.992621276747249,1.681575096933703,0.159374762942245,11.424639792780372,1.074847250509165,10.24018105411782,0.10530884506159675,11,152,0,281.5901858394558,1171.8004923702151,-890.2103065307589,1.3163187212882788,4.499353942386302,1618,194,8.34020618556701,104,15.557692307692308,0.4252163164400494,1.703198390072987,-0.9572153833664074,1.7793261784856091,0.1740359615818639,12.5169164037853,1.0432632880098887,9.361146057715922,0.07049128345721979,10,145,0
f82b_09449,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,trend_density,28,extra_trees_d7_l120,0.58,0.5038995858360106,trend,intent_release,0,0.08870965974736267,500.0,3329,3182,0.9558425953739862,1,1,1,0,1,1,2650457.7777350075,diagnostic_only_not_economics,1850,1734,0.9372972972972973,1479,1448,0.9790398918187965,314.8376792161699,1276.7963585505963,-961.9586793344258,1.3272881527863598,5.869918185482584,1734,271,6.398523985239852,136,12.75,0.4411764705882353,1.6690148477785574,-0.9927334152058058,1.6812316601960557,0.1815672890520011,10.727157322050004,1.099769319492503,8.446976774681469,0.10543455130711339,11,174,0,283.57018544501693,1069.1988999064151,-785.6287144613982,1.3609468190574265,3.5945154129631876,1448,194,7.463917525773196,98,14.775510204081632,0.43370165745856354,1.7025460189592598,-0.9580837981236563,1.7770324707437737,0.1958357634288791,15.777936821322573,1.0414364640883977,9.464428084724176,0.07127343304798635,10,143,0
f82b_09275,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,density_core,27,extra_trees_d7_l120,0.68,0.5185653378111912,all,intent_release,0,0.08870965974736267,500.0,3947,3803,0.963516594882189,1,1,1,0,1,1,2650261.3376467996,diagnostic_only_not_economics,2255,2153,0.9547671840354767,1692,1650,0.975177304964539,372.7207322013241,1573.8929929138912,-1201.1722607125669,1.310297485541513,6.617740617152708,2153,271,7.944649446494465,138,15.601449275362318,0.437993497445425,1.6690275640656322,-0.9927043476963363,1.6812936983088342,0.17311692159838554,11.264289544236858,1.0766372503483512,10.027301127866812,0.10541410482621809,14,195,0,314.76759858496945,1212.7843551734964,-898.0167565885268,1.3505141705604016,4.343224941230937,1650,194,8.505154639175258,107,15.42056074766355,0.4315151515151515,1.7033488134459218,-0.9573739409259348,1.7791886123394054,0.19076824156664815,14.494648692810253,1.0436363636363637,9.490112625588626,0.07052202896194731,9,148,0
f82b_09293,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,density_core,27,extra_trees_d7_l120,0.68,0.5185653378111912,high_vol,intent_release,0,0.08870965974736267,500.0,3892,3750,0.9635149023638232,1,1,1,0,1,1,2649927.378197177,diagnostic_only_not_economics,2226,2126,0.9550763701707098,1666,1624,0.9747899159663865,364.81581442123655,1552.1786424009317,-1187.3628279796949,1.3072488087251082,6.617740617152708,2126,271,7.845018450184502,138,15.405797101449275,0.4374412041392286,1.6690092929042277,-0.992778284263959,1.6811500808980961,0.17159727865533234,11.025388739947292,1.0761994355597366,10.103394756928296,0.10546393523106845,13,195,0,297.06115049939586,1185.5150057671572,-888.4538552677611,1.3343574331273154,4.687418421050689,1624,194,8.371134020618557,106,15.320754716981131,0.42857142857142855,1.7033261577114327,-0.9573856199006047,1.779143244169754,0.18291942764741126,12.6748296744889,1.043103448275862,9.52157867883079,0.0705367430593392,15,148,0
f82b_09479,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,trend_density,28,extra_trees_d7_l120,0.68,0.5107546925381701,trend,intent_release,0,0.08870965974736267,500.0,2790,2700,0.967741935483871,1,1,1,0,1,1,2649881.760669509,diagnostic_only_not_economics,1556,1483,0.9530848329048843,1234,1217,0.986223662884927,306.0288100032568,1115.0360681944753,-809.0072581912182,1.378276964643652,6.260240688370981,1483,271,5.472324723247232,129,11.496124031007753,0.45043830074173974,1.6692156709498134,-0.9926469425659119,1.6815804284200242,0.20635792987407742,9.776902366445293,1.074173971679029,8.690284795669038,0.10529232453169433,12,170,0,256.9218036569092,910.7279637337267,-653.8061600768174,1.3929632654833397,2.5229027232150427,1217,194,6.27319587628866,97,12.54639175257732,0.4396055875102712,1.702295259315377,-0.9586600587636619,1.7757027047843694,0.21111076717905441,20.36715893108259,1.0262941659819227,9.749481716708283,0.07171049807958745,9,103,0
f82b_09269,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,density_core,27,extra_trees_d7_l120,0.58,0.5078798472943071,trend,intent_release,0,0.08870965974736267,500.0,3732,3519,0.9429260450160771,1,1,1,0,1,1,2649579.946515802,diagnostic_only_not_economics,2020,1873,0.9272277227722773,1712,1646,0.9614485981308412,285.98131399695023,1345.2287642729068,-1059.247450275956,1.26998536925668,6.575159980474063,1873,271,6.911439114391144,137,13.671532846715328,0.43032568072610783,1.66901831795646,-0.9927342551789653,1.6812337332467464,0.15268623278000545,8.698839719374591,1.1115856914041644,8.465540095768407,0.10543851127932526,13,176,0,293.1091351576508,1196.5150035758302,-903.4058684181791,1.3244490050422977,3.5590315490642297,1646,194,8.484536082474227,101,16.297029702970296,0.4264884568651276,1.704437327031097,-0.9569977419684101,1.7810254426779613,0.17807359365592396,16.47128614157509,1.0552855407047388,9.338357015558275,0.06983918571094615,10,129,0
f82b_09659,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,compact_exportable_30,30,extra_trees_d7_l120,0.68,0.5234312462778549,trend,intent_release,0,0.08870965974736267,500.0,3017,2885,0.956247928405701,1,1,1,0,1,1,2649436.771282183,diagnostic_only_not_economics,1615,1527,0.9455108359133126,1402,1358,0.9686162624821684,241.22196807482098,1101.771312772452,-860.5493446976308,1.2803116050940446,5.806047230464947,1527,271,5.634686346863469,120,12.725,0.43222003929273084,1.6693504738976543,-0.9925597978058025,1.6818638812371767,0.15797116442358938,8.309335370511754,1.0844793713163066,8.70821947695889,0.1051950167522802,11,159,0,236.70309800729035,983.469884726564,-746.7667867192736,1.3169705753079677,3.6832250727105476,1358,194,7.0,95,14.294736842105262,0.42488954344624447,1.704453873009643,-0.9561674605880583,1.782589288241807,0.17430272312760703,12.853034682080754,1.044918998527246,9.677954091327726,0.06935488427862473,10,123,0
f82b_09629,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,compact_exportable_30,30,extra_trees_d7_l120,0.58,0.5132386329224806,trend,intent_release,0,0.08870965974736267,500.0,3649,3440,0.9427240339819128,1,1,1,0,1,1,2649338.8542560637,diagnostic_only_not_economics,1998,1850,0.9259259259259259,1651,1590,0.9630526953361599,274.35768728025334,1323.5481234306512,-1049.1904361503975,1.2614946513303191,6.3950793711869665,1850,271,6.826568265682657,133,13.909774436090226,0.42864864864864866,1.6690392477057392,-0.9926115763012275,1.6814626058715603,0.14830145258392072,8.580274656679698,1.1108108108108108,8.507042987077012,0.10536022312610546,13,177,0,265.94180186002103,1144.7795300111684,-878.8377281511471,1.3026062643208272,3.7470960277286394,1590,194,8.195876288659793,100,15.9,0.4226415094339623,1.7035409672785244,-0.9573395731493977,1.7794532003668444,0.16725899488051638,14.194554924242269,1.0534591194968554,9.404933407418342,0.07041594255581375,10,131,0
f82b_09503,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,trend_density,28,histgbm_density_shallow,0.58,0.2955100560182935,high_vol,intent_release,0,0.08870965974736267,500.0,4377,4181,0.9552204706419922,1,1,1,0,1,1,2649047.618473471,diagnostic_only_not_economics,2556,2411,0.9432707355242567,1821,1770,0.9719934102141681,368.98960391235,1732.1882839602804,-1363.1986800479297,1.270679255572179,7.310563059779701,2411,271,8.896678966789668,146,16.513698630136986,0.4305267523849025,1.6687748400388058,-0.9928613838659357,1.6807732349716782,0.15304421564178763,10.094697245480548,1.0974699294898382,9.722562151136792,0.10561563837063855,13,206,0,292.9849416340045,1273.745633351884,-980.7606917178792,1.2987323453194466,4.130321757837214,1770,194,9.123711340206185,109,16.238532110091743,0.42259887005649716,1.702868493785941,-0.9596484263384337,1.7744711990861954,0.16552821561243192,14.187027491408902,1.0418079096045199,9.084550769074887,0.07203324608389516,9,256,0
f82b_09299,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,density_core,27,extra_trees_d7_l120,0.68,0.5185653378111912,trend,intent_release,0,0.08870965974736267,500.0,3073,2942,0.9573706475756589,1,1,1,0,1,1,2648451.152929785,diagnostic_only_not_economics,1687,1594,0.944872554831061,1386,1348,0.9725829725829725,243.70317725795468,1145.0997718828564,-901.3965946249014,1.2703617682950836,6.823547027766927,1594,271,5.881918819188192,131,12.16793893129771,0.43036386449184444,1.6692416499750093,-0.9927275271199354,1.6814700956442217,0.15288781509281973,7.143005720229028,1.0915934755332497,8.706956617357429,0.1053385470325019,14,188,0,235.5853562944735,976.6924667218655,-741.1071104273918,1.3178830063560085,4.059354030039367,1348,194,6.948453608247423,99,13.616161616161616,0.4250741839762611,1.7045243747327494,-0.9562672392611508,1.7824770155774983,0.1747665847881851,11.607036713286565,1.0482195845697329,9.88122751129993,0.06938240457584711,9,125,0
f82b_04973,runtime_economic_balance,runtime_economic_balance_long_next_bar_open_control_h10_tp12_sl7_close_direction_economic_balance_q54,long,next_bar_open_control,close_direction,10,12.0,7.0,1200.0,700.0,economic_balance,0.54,density_core,27,extra_trees_d7_l120,0.68,0.5010903491915025,high_vol,intent_release,0,0.08870965974736267,500.0,4494,4469,0.9944370271473075,1,1,1,0,1,1,2648280.7380392076,diagnostic_only_not_economics,2533,2516,0.9932885906040269,1961,1953,0.9959204487506375,248.59374079982695,1181.7004903980205,-933.1067495981936,1.266415113712203,3.0303219769698897,2516,271,9.284132841328413,141,17.843971631205672,0.48966613672496023,0.9591724759724193,-0.7267186523350417,1.3198676996805754,0.09880514340215697,16.407084309133598,1.0123211446740858,7.458709249304588,0.10555144956116341,9,163,0,189.11746232561006,908.4640932169739,-719.3466308913639,1.2629017141447771,4.165805621736138,1953,194,10.06701030927835,109,17.91743119266055,0.4679979518689196,0.993943209208943,-0.6923451692890894,1.4356180317247522,0.09683433810835129,9.079514480408887,1.0061443932411673,7.193242377207262,0.07100088604244494,12,395,0
