side,pnl,entry_hour,entry_month,entry_quarter,source,entry_time,exit_time
long,3.62,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-27 17:20:00,2026-02-27 17:50:00
long,4.22,17,2026-02,2026Q1,parent_kept(부모 유지),2026-02-27 17:55:00,2026-02-27 18:25:00
long,5.32,18,2026-02,2026Q1,parent_kept(부모 유지),2026-02-27 18:40:00,2026-02-27 19:10:00
short,4.94,20,2026-03,2026Q1,synthetic_short(합성 숏),2026-03-05 20:25:00,2026-03-05 20:55:00
short,-3.21,17,2026-03,2026Q1,synthetic_short(합성 숏),2026-03-11 17:40:00,2026-03-11 18:10:00
short,4.515,17,2026-03,2026Q1,synthetic_short(합성 숏),2026-03-12 17:25:00,2026-03-12 17:55:00
short,-0.06,18,2026-03,2026Q1,parent_kept(부모 유지),2026-03-13 18:05:00,2026-03-13 18:35:00
short,-1.86,17,2026-03,2026Q1,synthetic_short(합성 숏),2026-03-20 17:05:00,2026-03-20 17:35:00
short,6.22,19,2026-03,2026Q1,parent_kept(부모 유지),2026-03-23 19:00:00,2026-03-23 19:30:00
short,2.49,19,2026-03,2026Q1,parent_kept(부모 유지),2026-03-23 19:35:00,2026-03-23 20:05:00
short,0.465,17,2026-03,2026Q1,synthetic_short(합성 숏),2026-03-30 17:05:00,2026-03-30 17:35:00
long,-2.76,16,2026-04,2026Q2,parent_kept(부모 유지),2026-04-01 16:40:00,2026-04-01 17:10:00
long,3.97,17,2026-04,2026Q2,parent_kept(부모 유지),2026-04-01 17:15:00,2026-04-01 17:45:00
long,4.27,17,2026-04,2026Q2,parent_kept(부모 유지),2026-04-01 17:50:00,2026-04-01 18:20:00
long,3.33,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-01 18:25:00,2026-04-01 18:55:00
long,-0.99,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-01 19:00:00,2026-04-01 19:30:00
long,3.14,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-01 19:35:00,2026-04-01 20:10:00
long,-3.81,20,2026-04,2026Q2,parent_kept(부모 유지),2026-04-01 20:15:00,2026-04-01 20:50:00
long,-14.71,20,2026-04,2026Q2,parent_kept(부모 유지),2026-04-01 20:55:00,2026-04-01 21:25:00
long,20.64,16,2026-04,2026Q2,parent_kept(부모 유지),2026-04-02 16:50:00,2026-04-02 17:20:00
long,16.07,17,2026-04,2026Q2,parent_kept(부모 유지),2026-04-02 17:25:00,2026-04-02 17:55:00
long,3.09,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-02 19:50:00,2026-04-02 20:25:00
long,-7.46,20,2026-04,2026Q2,parent_kept(부모 유지),2026-04-02 20:30:00,2026-04-02 21:00:00
long,0.64,16,2026-04,2026Q2,parent_kept(부모 유지),2026-04-06 16:50:00,2026-04-06 17:20:00
long,-7.99,17,2026-04,2026Q2,parent_kept(부모 유지),2026-04-06 17:25:00,2026-04-06 17:55:00
long,-2.61,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-06 18:00:00,2026-04-06 18:30:00
long,-1.89,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-06 18:55:00,2026-04-06 19:25:00
long,5.07,20,2026-04,2026Q2,parent_kept(부모 유지),2026-04-06 20:50:00,2026-04-06 21:20:00
long,-0.34,21,2026-04,2026Q2,parent_kept(부모 유지),2026-04-06 21:25:00,2026-04-06 21:55:00
long,-16.31,16,2026-04,2026Q2,parent_kept(부모 유지),2026-04-07 16:45:00,2026-04-07 17:15:00
long,5.69,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-07 18:25:00,2026-04-07 18:55:00
long,1.22,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-07 19:30:00,2026-04-07 20:00:00
long,0.49,20,2026-04,2026Q2,parent_kept(부모 유지),2026-04-07 20:05:00,2026-04-07 20:35:00
long,-4.54,16,2026-04,2026Q2,parent_kept(부모 유지),2026-04-08 16:40:00,2026-04-08 17:10:00
long,-7.29,17,2026-04,2026Q2,parent_kept(부모 유지),2026-04-08 17:25:00,2026-04-08 17:55:00
long,0.57,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-08 18:55:00,2026-04-08 19:25:00
long,4.69,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-08 19:30:00,2026-04-08 20:00:00
long,2.84,20,2026-04,2026Q2,parent_kept(부모 유지),2026-04-08 20:35:00,2026-04-08 21:05:00
long,-10.19,21,2026-04,2026Q2,parent_kept(부모 유지),2026-04-08 21:30:00,2026-04-08 22:00:00
long,-7.81,16,2026-04,2026Q2,parent_kept(부모 유지),2026-04-09 16:50:00,2026-04-09 17:25:00
long,1.69,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-09 18:00:00,2026-04-09 18:30:00
long,11.37,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-09 18:35:00,2026-04-09 19:05:00
long,-4.06,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-09 19:10:00,2026-04-09 19:40:00
long,2.92,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-09 19:55:00,2026-04-09 20:25:00
long,0.27,20,2026-04,2026Q2,parent_kept(부모 유지),2026-04-09 20:30:00,2026-04-09 21:00:00
long,-0.59,21,2026-04,2026Q2,parent_kept(부모 유지),2026-04-09 21:15:00,2026-04-09 21:45:00
long,-1.84,17,2026-04,2026Q2,parent_kept(부모 유지),2026-04-10 17:20:00,2026-04-10 17:50:00
long,-0.56,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-10 18:05:00,2026-04-10 18:35:00
long,-4.06,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-10 18:40:00,2026-04-10 19:10:00
long,1.84,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-10 19:45:00,2026-04-10 20:15:00
long,3.84,20,2026-04,2026Q2,parent_kept(부모 유지),2026-04-10 20:30:00,2026-04-10 21:00:00
long,11.19,16,2026-04,2026Q2,parent_kept(부모 유지),2026-04-13 16:40:00,2026-04-13 17:10:00
long,5.47,17,2026-04,2026Q2,parent_kept(부모 유지),2026-04-13 17:30:00,2026-04-13 18:00:00
long,0.07,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-13 18:05:00,2026-04-13 18:35:00
long,-0.59,18,2026-04,2026Q2,parent_kept(부모 유지),2026-04-13 18:45:00,2026-04-13 19:15:00
long,7.24,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-13 19:20:00,2026-04-13 19:50:00
long,2.07,19,2026-04,2026Q2,parent_kept(부모 유지),2026-04-13 19:55:00,2026-04-13 20:25:00
