variant_id,view,split,control_id,rows,days,trade_count,trades_per_day,net_proxy,gross_profit,gross_loss,proxy_pf,win_rate,avg_win,avg_loss,payoff_ratio,expectancy,max_drawdown,recovery_factor,time_under_water_bars,max_consecutive_loss,long_count,short_count,side_min_share,regime_coverage_count,adverse_first_share,no_event_share,avg_first_hit_bar,avg_bracket_return
logreg_first_hit_full58_q88,tier_a_separate,oos,no_trade,7575,131,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q88,tier_a_separate,oos,trade_all_model_side,7575,131,7575,57.824427,-0.91960865,3.55129226,4.47090091,0.794312,0.506403,0.00092578,-0.00119575,0.774227,-0.0001214,0.93823556,-0.980147,7568,23,3367,4208,0.444488,50,0.460594,0.060594,2.110596,0.00095066
logreg_first_hit_full58_q88,tier_a_separate,oos,random_density_match_single,7575,131,2999,22.89313,-0.47369632,1.37499161,1.84868793,0.743766,0.494498,0.00092717,-0.00121945,0.760317,-0.00015795,0.48375695,-0.979203,2990,14,1326,1673,0.442147,46,0.475158,0.060353,2.134493,0.0009515
logreg_first_hit_full58_q88,tier_a_separate,oos,first_hit_oracle_reference_not_candidate,7575,131,7116,54.320611,5.71721251,5.71721251,-0.0,999.0,1.0,0.00080343,,,0.00080343,0.0,,0,0,3487,3629,0.490022,50,0.0,0.0,2.110596,0.00095343
logreg_first_hit_full58_q88,tier_a_separate,oos,adverse_blind_opposite_side,7575,131,2999,22.89313,-0.39156839,1.21845733,1.61002572,0.756794,0.503168,0.00080746,-0.00108055,0.747265,-0.00013057,0.39676839,-0.986894,2999,18,1971,1028,0.342781,27,0.466822,0.045348,2.461404,0.00094427
logreg_first_hit_full58_q88,tier_b_separate,train,no_trade,8963,555,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q88,tier_b_separate,train,trade_all_model_side,8963,555,8963,16.14955,-1.18994002,3.44719477,4.63713479,0.743389,0.522147,0.00073658,-0.00108268,0.680328,-0.00013276,1.2122351,-0.981608,8961,15,4549,4414,0.492469,50,0.457994,0.032132,2.487147,0.00083483
logreg_first_hit_full58_q88,tier_b_separate,train,random_density_match_single,8963,555,1438,2.590991,-0.19484529,0.54928407,0.74412937,0.738157,0.514604,0.00074228,-0.00106609,0.696261,-0.0001355,0.197866,-0.984734,1436,9,727,711,0.494437,46,0.471488,0.021558,2.461265,0.00083812
logreg_first_hit_full58_q88,tier_b_separate,train,first_hit_oracle_reference_not_candidate,8963,555,8675,15.630631,5.93494081,5.93494081,-0.0,999.0,1.0,0.00068414,,,0.00068414,0.0,,0,0,4383,4292,0.494755,50,0.0,0.0,2.487147,0.00083414
logreg_first_hit_full58_q88,tier_b_separate,train,adverse_blind_opposite_side,8963,555,1438,2.590991,-0.34758035,0.43805538,0.78563573,0.557581,0.44089,0.00069094,-0.00097716,0.70709,-0.00024171,0.34843677,-0.997542,1437,14,668,770,0.464534,23,0.548679,0.017385,2.796886,0.00082515
logreg_first_hit_full58_q88,tier_b_separate,validation,no_trade,2361,148,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q88,tier_b_separate,validation,trade_all_model_side,2361,148,2361,15.952703,-0.27663216,0.81032541,1.08695757,0.745499,0.506565,0.00067753,-0.00093301,0.726176,-0.00011717,0.30215519,-0.91553,2353,16,1052,1309,0.445574,48,0.445997,0.076662,3.34633,0.000816
logreg_first_hit_full58_q88,tier_b_separate,validation,random_density_match_single,2361,148,767,5.182432,-0.1121524,0.25879825,0.37095065,0.697662,0.500652,0.00067395,-0.00096854,0.695845,-0.00014622,0.12641706,-0.887162,763,10,343,424,0.447197,42,0.452412,0.075619,3.393512,0.00081845
logreg_first_hit_full58_q88,tier_b_separate,validation,first_hit_oracle_reference_not_candidate,2361,148,2180,14.72973,1.45356514,1.45356514,-0.0,999.0,1.0,0.00066677,,,0.00066677,0.0,,0,0,1051,1129,0.48211,48,0.0,0.0,3.34633,0.00081677
logreg_first_hit_full58_q88,tier_b_separate,validation,adverse_blind_opposite_side,2361,148,767,5.182432,-0.18290884,0.20974079,0.39264963,0.534168,0.430248,0.00063558,-0.00089851,0.707368,-0.00023847,0.18420884,-0.992943,765,17,471,296,0.385919,23,0.511082,0.083442,3.559033,0.00081219
logreg_first_hit_full58_q88,tier_b_separate,oos,no_trade,1058,120,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q88,tier_b_separate,oos,trade_all_model_side,1058,120,1058,8.816667,-0.05182114,0.42654053,0.47836167,0.89167,0.534972,0.00075361,-0.00097228,0.775091,-4.898e-05,0.09131015,-0.567529,1055,10,437,621,0.413043,49,0.430057,0.085066,3.046488,0.00083825
logreg_first_hit_full58_q88,tier_b_separate,oos,random_density_match_single,1058,120,513,4.275,-0.02593637,0.2068741,0.23281047,0.888594,0.538012,0.00074954,-0.00098232,0.763032,-5.056e-05,0.0454459,-0.570709,508,8,219,294,0.426901,45,0.42885,0.074074,3.115789,0.00084146
logreg_first_hit_full58_q88,tier_b_separate,oos,first_hit_oracle_reference_not_candidate,1058,120,968,8.066667,0.66868191,0.66868191,-0.0,999.0,1.0,0.00069079,,,0.00069079,0.0,,0,0,509,459,0.474174,48,0.0,0.0,3.046488,0.00084079
logreg_first_hit_full58_q88,tier_b_separate,oos,adverse_blind_opposite_side,1058,120,513,4.275,-0.07967049,0.17086469,0.25053518,0.681999,0.493177,0.00067535,-0.0009636,0.700868,-0.0001553,0.08359058,-0.953104,509,14,351,162,0.315789,23,0.452242,0.079922,3.213983,0.00084168
logreg_first_hit_full58_q88,tier_ab_combined,train,no_trade,38180,579,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q88,tier_ab_combined,train,trade_all_model_side,38180,579,38180,65.941278,-4.07669145,17.80591395,21.8826054,0.813702,0.520168,0.00089657,-0.00119447,0.750605,-0.00010678,4.17757495,-0.975851,38139,20,18435,19745,0.482844,53,0.459508,0.038816,1.927871,0.00093894
logreg_first_hit_full58_q88,tier_ab_combined,train,random_density_match_single,38180,579,4582,7.913644,-0.53542119,2.06370835,2.59912954,0.794,0.516805,0.0008715,-0.00117395,0.742363,-0.00011685,0.54499118,-0.98244,4582,10,2177,2405,0.47512,50,0.464208,0.035792,1.899728,0.00093435
logreg_first_hit_full58_q88,tier_ab_combined,train,first_hit_oracle_reference_not_candidate,38180,579,36698,63.381693,28.91681531,28.91681531,-0.0,999.0,1.0,0.00078797,,,0.00078797,0.0,,0,0,18604,18094,0.493051,53,0.0,0.0,1.927871,0.00093797
logreg_first_hit_full58_q88,tier_ab_combined,train,adverse_blind_opposite_side,38180,579,4582,7.913644,-0.89912029,1.70533166,2.60445196,0.654776,0.468354,0.00079466,-0.00106915,0.743259,-0.00019623,0.90484726,-0.993671,4576,21,2285,2297,0.498691,28,0.525316,0.012003,2.35962,0.00091652
logreg_first_hit_full58_q88,tier_ab_combined,validation,no_trade,12198,185,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q88,tier_ab_combined,validation,trade_all_model_side,12198,185,12198,65.935135,-1.92366891,5.74895384,7.67262275,0.749281,0.501476,0.00093983,-0.00126174,0.744872,-0.0001577,1.96752968,-0.977708,12193,22,5326,6872,0.436629,51,0.468929,0.052714,2.299784,0.00099608
logreg_first_hit_full58_q88,tier_ab_combined,validation,random_density_match_single,12198,185,3164,17.102703,-0.36429745,1.50744612,1.87174357,0.80537,0.516119,0.00092311,-0.00122256,0.755065,-0.00011514,0.38823057,-0.938353,3162,15,1383,1781,0.437105,48,0.455752,0.053729,2.320641,0.00099199
logreg_first_hit_full58_q88,tier_ab_combined,validation,first_hit_oracle_reference_not_candidate,12198,185,11555,62.459459,9.76511243,9.76511243,-0.0,999.0,1.0,0.0008451,,,0.0008451,0.0,,0,0,5631,5924,0.487322,51,0.0,0.0,2.299784,0.0009951
logreg_first_hit_full58_q88,tier_ab_combined,validation,adverse_blind_opposite_side,12198,185,3164,17.102703,-0.42210487,1.57884994,2.00095481,0.789048,0.484197,0.00103058,-0.00122608,0.840553,-0.00013341,0.42415487,-0.995167,3164,17,1893,1271,0.401707,28,0.49115,0.037295,2.582731,0.00106971
logreg_first_hit_full58_q88,tier_ab_combined,oos,no_trade,8634,131,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q88,tier_ab_combined,oos,trade_all_model_side,8634,131,8634,65.908397,-0.97457275,3.97688631,4.95145906,0.803175,0.509729,0.00090363,-0.00116973,0.772515,-0.00011288,0.99489966,-0.979569,8625,19,3803,4831,0.440468,51,0.45703,0.063586,2.223871,0.00093686
logreg_first_hit_full58_q88,tier_ab_combined,oos,random_density_match_single,8634,131,3513,26.816794,-0.40802328,1.62924469,2.03726797,0.79972,0.509251,0.0009107,-0.00118171,0.770664,-0.00011615,0.42326131,-0.963999,3496,13,1572,1941,0.447481,50,0.458013,0.060917,2.207942,0.00094638
logreg_first_hit_full58_q88,tier_ab_combined,oos,first_hit_oracle_reference_not_candidate,8634,131,8085,61.717557,6.38654442,6.38654442,-0.0,999.0,1.0,0.00078993,,,0.00078993,0.0,,0,0,3997,4088,0.494372,51,0.0,0.0,2.223871,0.00093993
logreg_first_hit_full58_q88,tier_ab_combined,oos,adverse_blind_opposite_side,8634,131,3513,26.816794,-0.47012886,1.39020203,1.86033089,0.747288,0.50185,0.00078854,-0.00106305,0.741777,-0.00013383,0.47567886,-0.988332,3513,24,2323,1190,0.338742,27,0.46456,0.050384,2.570743,0.00092924
logreg_first_hit_full58_q92,tier_a_separate,train,no_trade,29217,573,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q92,tier_a_separate,train,trade_all_model_side,29217,573,29217,50.989529,-2.88675143,14.35871918,17.24547062,0.832608,0.519561,0.0009459,-0.00122857,0.769916,-9.88e-05,2.97900211,-0.969033,29178,19,13886,15331,0.475271,52,0.459972,0.040867,1.754737,0.00097088
logreg_first_hit_full58_q92,tier_a_separate,train,random_density_match_single,29217,573,2137,3.729494,-0.1958429,1.0421621,1.238005,0.841808,0.525971,0.00092719,-0.00122212,0.758675,-9.164e-05,0.23548498,-0.831658,2122,9,975,1162,0.456247,48,0.4511,0.043519,1.738258,0.00096007
logreg_first_hit_full58_q92,tier_a_separate,train,first_hit_oracle_reference_not_candidate,29217,573,28023,48.905759,22.9818745,22.9818745,-0.0,999.0,1.0,0.00082011,,,0.00082011,0.0,,0,0,14221,13802,0.492524,51,0.0,0.0,1.754737,0.00097011
logreg_first_hit_full58_q92,tier_a_separate,train,adverse_blind_opposite_side,29217,573,2137,3.729494,-0.36353146,0.89175621,1.25528767,0.7104,0.481984,0.00086578,-0.00113395,0.763507,-0.00017011,0.3676153,-0.988891,2133,16,1136,1001,0.468414,27,0.512401,0.010295,2.116312,0.00097902
logreg_first_hit_full58_q92,tier_a_separate,validation,no_trade,9836,183,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q92,tier_a_separate,validation,trade_all_model_side,9836,183,9836,53.748634,-1.64768675,4.93797843,6.58566518,0.749807,0.500203,0.00100365,-0.00133964,0.749197,-0.00016752,1.67237459,-0.985238,9832,15,4273,5563,0.434425,51,0.474481,0.04697,2.056433,0.00103932
logreg_first_hit_full58_q92,tier_a_separate,validation,random_density_match_single,9836,183,1869,10.213115,-0.21194976,0.95997694,1.1719267,0.819144,0.515249,0.00099686,-0.00129352,0.770659,-0.0001134,0.23329034,-0.908523,1855,10,857,1012,0.458534,48,0.457999,0.047084,2.074116,0.00104085
logreg_first_hit_full58_q92,tier_a_separate,validation,first_hit_oracle_reference_not_candidate,9836,183,9374,51.224044,8.31089729,8.31089729,-0.0,999.0,1.0,0.00088659,,,0.00088659,0.0,,0,0,4579,4795,0.488479,51,0.0,0.0,2.056433,0.00103659
logreg_first_hit_full58_q92,tier_a_separate,validation,adverse_blind_opposite_side,9836,183,1869,10.213115,-0.18243432,1.14174591,1.32418023,0.862228,0.495987,0.00123166,-0.00140571,0.87618,-9.761e-05,0.21200074,-0.860536,1859,14,1128,741,0.396469,27,0.489032,0.024077,2.206689,0.0012098
logreg_first_hit_full58_q92,tier_a_separate,oos,no_trade,7575,131,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q92,tier_a_separate,oos,trade_all_model_side,7575,131,7575,57.824427,-0.91960865,3.55129226,4.47090091,0.794312,0.506403,0.00092578,-0.00119575,0.774227,-0.0001214,0.93823556,-0.980147,7568,23,3367,4208,0.444488,50,0.460594,0.060594,2.110596,0.00095066
logreg_first_hit_full58_q92,tier_a_separate,oos,random_density_match_single,7575,131,2592,19.78626,-0.276098,1.22883858,1.50493657,0.816538,0.505401,0.00093804,-0.0011739,0.799086,-0.00010652,0.28804578,-0.958521,2585,10,1146,1446,0.44213,47,0.464892,0.056327,2.061325,0.00094785
logreg_first_hit_full58_q92,tier_a_separate,oos,first_hit_oracle_reference_not_candidate,7575,131,7116,54.320611,5.71721251,5.71721251,-0.0,999.0,1.0,0.00080343,,,0.00080343,0.0,,0,0,3487,3629,0.490022,50,0.0,0.0,2.110596,0.00095343
logreg_first_hit_full58_q92,tier_a_separate,oos,adverse_blind_opposite_side,7575,131,2592,19.78626,-0.34279502,1.06031271,1.40310772,0.755689,0.503086,0.00081312,-0.00108937,0.746416,-0.00013225,0.35036783,-0.978386,2588,14,1738,854,0.329475,27,0.468364,0.042052,2.444623,0.0009521
logreg_first_hit_full58_q92,tier_b_separate,train,no_trade,8963,555,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q92,tier_b_separate,train,trade_all_model_side,8963,555,8963,16.14955,-1.18994002,3.44719477,4.63713479,0.743389,0.522147,0.00073658,-0.00108268,0.680328,-0.00013276,1.2122351,-0.981608,8961,15,4549,4414,0.492469,50,0.457994,0.032132,2.487147,0.00083483
logreg_first_hit_full58_q92,tier_b_separate,train,random_density_match_single,8963,555,916,1.65045,-0.09370679,0.34855981,0.44226659,0.788121,0.533843,0.0007128,-0.00103575,0.688196,-0.0001023,0.09738347,-0.962245,916,8,465,451,0.492358,44,0.453057,0.022926,2.418994,0.00083079
logreg_first_hit_full58_q92,tier_b_separate,train,first_hit_oracle_reference_not_candidate,8963,555,8675,15.630631,5.93494081,5.93494081,-0.0,999.0,1.0,0.00068414,,,0.00068414,0.0,,0,0,4383,4292,0.494755,50,0.0,0.0,2.487147,0.00083414
logreg_first_hit_full58_q92,tier_b_separate,train,adverse_blind_opposite_side,8963,555,916,1.65045,-0.25778575,0.26521615,0.5230019,0.507104,0.418122,0.00069247,-0.00098124,0.705708,-0.00028143,0.25778575,-1.0,916,11,410,506,0.447598,22,0.570961,0.016376,2.785794,0.00082787
logreg_first_hit_full58_q92,tier_b_separate,validation,no_trade,2361,148,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q92,tier_b_separate,validation,trade_all_model_side,2361,148,2361,15.952703,-0.27663216,0.81032541,1.08695757,0.745499,0.506565,0.00067753,-0.00093301,0.726176,-0.00011717,0.30215519,-0.91553,2353,16,1052,1309,0.445574,48,0.445997,0.076662,3.34633,0.000816
logreg_first_hit_full58_q92,tier_b_separate,validation,random_density_match_single,2361,148,533,3.601351,-0.10109459,0.1649975,0.26609209,0.620077,0.476548,0.0006496,-0.00095374,0.681108,-0.00018967,0.11603162,-0.871268,530,11,254,279,0.476548,41,0.470919,0.082552,3.408998,0.00081477
logreg_first_hit_full58_q92,tier_b_separate,validation,first_hit_oracle_reference_not_candidate,2361,148,2180,14.72973,1.45356514,1.45356514,-0.0,999.0,1.0,0.00066677,,,0.00066677,0.0,,0,0,1051,1129,0.48211,48,0.0,0.0,3.34633,0.00081677
logreg_first_hit_full58_q92,tier_b_separate,validation,adverse_blind_opposite_side,2361,148,533,3.601351,-0.11569969,0.15112713,0.26682682,0.566387,0.446529,0.00063499,-0.0009045,0.702034,-0.00021707,0.11699969,-0.988889,531,15,334,199,0.373358,21,0.500938,0.078799,3.553971,0.00081382
logreg_first_hit_full58_q92,tier_b_separate,oos,no_trade,1058,120,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q92,tier_b_separate,oos,trade_all_model_side,1058,120,1058,8.816667,-0.05182114,0.42654053,0.47836167,0.89167,0.534972,0.00075361,-0.00097228,0.775091,-4.898e-05,0.09131015,-0.567529,1055,10,437,621,0.413043,49,0.430057,0.085066,3.046488,0.00083825
logreg_first_hit_full58_q92,tier_b_separate,oos,random_density_match_single,1058,120,432,3.6,-0.02774174,0.17065353,0.19839527,0.860169,0.539352,0.00073242,-0.00099696,0.734651,-6.422e-05,0.04888146,-0.567531,432,8,187,245,0.43287,44,0.425926,0.085648,3.118987,0.00083041
logreg_first_hit_full58_q92,tier_b_separate,oos,first_hit_oracle_reference_not_candidate,1058,120,968,8.066667,0.66868191,0.66868191,-0.0,999.0,1.0,0.00069079,,,0.00069079,0.0,,0,0,509,459,0.474174,48,0.0,0.0,3.046488,0.00084079
logreg_first_hit_full58_q92,tier_b_separate,oos,adverse_blind_opposite_side,1058,120,432,3.6,-0.07656346,0.14041677,0.21698023,0.647141,0.476852,0.00068163,-0.00096009,0.70997,-0.00017723,0.08155962,-0.938742,426,11,296,136,0.314815,23,0.467593,0.083333,3.118687,0.00084429
logreg_first_hit_full58_q92,tier_ab_combined,train,no_trade,38180,579,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q92,tier_ab_combined,train,trade_all_model_side,38180,579,38180,65.941278,-4.07669145,17.80591395,21.8826054,0.813702,0.520168,0.00089657,-0.00119447,0.750605,-0.00010678,4.17757495,-0.975851,38139,20,18435,19745,0.482844,53,0.459508,0.038816,1.927871,0.00093894
logreg_first_hit_full58_q92,tier_ab_combined,train,random_density_match_single,38180,579,3055,5.276339,-0.29521906,1.42348524,1.7187043,0.828232,0.527005,0.00088415,-0.00118941,0.743351,-9.663e-05,0.3293046,-0.896492,3049,10,1474,1581,0.482488,49,0.453682,0.03928,1.905622,0.00093989
logreg_first_hit_full58_q92,tier_ab_combined,train,first_hit_oracle_reference_not_candidate,38180,579,36698,63.381693,28.91681531,28.91681531,-0.0,999.0,1.0,0.00078797,,,0.00078797,0.0,,0,0,18604,18094,0.493051,53,0.0,0.0,1.927871,0.00093797
logreg_first_hit_full58_q92,tier_ab_combined,train,adverse_blind_opposite_side,38180,579,3055,5.276339,-0.62176329,1.15762236,1.77938565,0.650574,0.462848,0.00081869,-0.00108433,0.755016,-0.00020352,0.62584713,-0.993475,3051,18,1548,1507,0.49329,27,0.529951,0.012111,2.315772,0.00093363
logreg_first_hit_full58_q92,tier_ab_combined,validation,no_trade,12198,185,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q92,tier_ab_combined,validation,trade_all_model_side,12198,185,12198,65.935135,-1.92366891,5.74895384,7.67262275,0.749281,0.501476,0.00093983,-0.00126174,0.744872,-0.0001577,1.96752968,-0.977708,12193,22,5326,6872,0.436629,51,0.468929,0.052714,2.299784,0.00099608
logreg_first_hit_full58_q92,tier_ab_combined,validation,random_density_match_single,12198,185,2402,12.983784,-0.43533289,1.10703778,1.54237067,0.717751,0.5,0.00092176,-0.00128424,0.717751,-0.00018124,0.43715168,-0.995839,2402,19,1059,1343,0.440883,50,0.46836,0.055787,2.286155,0.00099733
logreg_first_hit_full58_q92,tier_ab_combined,validation,first_hit_oracle_reference_not_candidate,12198,185,11555,62.459459,9.76511243,9.76511243,-0.0,999.0,1.0,0.0008451,,,0.0008451,0.0,,0,0,5631,5924,0.487322,51,0.0,0.0,2.299784,0.0009951
logreg_first_hit_full58_q92,tier_ab_combined,validation,adverse_blind_opposite_side,12198,185,2402,12.983784,-0.29813401,1.29287304,1.59100704,0.812613,0.485012,0.00110976,-0.00128618,0.862835,-0.00012412,0.30823079,-0.967243,2396,18,1462,940,0.391341,27,0.491674,0.03622,2.492441,0.00112193
logreg_first_hit_full58_q92,tier_ab_combined,oos,no_trade,8634,131,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
logreg_first_hit_full58_q92,tier_ab_combined,oos,trade_all_model_side,8634,131,8634,65.908397,-0.97457275,3.97688631,4.95145906,0.803175,0.509729,0.00090363,-0.00116973,0.772515,-0.00011288,0.99489966,-0.979569,8625,19,3803,4831,0.440468,51,0.45703,0.063586,2.223871,0.00093686
logreg_first_hit_full58_q92,tier_ab_combined,oos,random_density_match_single,8634,131,3025,23.091603,-0.31288348,1.37694541,1.68982889,0.814843,0.515372,0.00088322,-0.00115268,0.766235,-0.00010343,0.36527575,-0.856568,3025,18,1314,1711,0.43438,51,0.450909,0.06314,2.272759,0.00092971
logreg_first_hit_full58_q92,tier_ab_combined,oos,first_hit_oracle_reference_not_candidate,8634,131,8085,61.717557,6.38654442,6.38654442,-0.0,999.0,1.0,0.00078993,,,0.00078993,0.0,,0,0,3997,4088,0.494372,51,0.0,0.0,2.223871,0.00093993
logreg_first_hit_full58_q92,tier_ab_combined,oos,adverse_blind_opposite_side,8634,131,3025,23.091603,-0.41824845,1.20160949,1.61985794,0.741799,0.499504,0.00079524,-0.00106992,0.743272,-0.00013826,0.42670895,-0.980173,3021,20,2035,990,0.327273,27,0.468099,0.047934,2.540625,0.00093665
extra_trees_first_hit_regime_q90,tier_a_separate,train,no_trade,29217,573,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
extra_trees_first_hit_regime_q90,tier_a_separate,train,trade_all_model_side,29217,573,29217,50.989529,-2.54896912,14.47134065,17.02030977,0.85024,0.532327,0.00093045,-0.00124563,0.746973,-8.724e-05,2.58604389,-0.985664,29208,16,11739,17478,0.401787,52,0.446213,0.040867,1.754737,0.00097088
extra_trees_first_hit_regime_q90,tier_a_separate,train,random_density_match_single,29217,573,2215,3.86562,-0.29004158,1.08938133,1.37942291,0.789737,0.530926,0.00092634,-0.00132764,0.697735,-0.00013094,0.29299112,-0.989933,2214,10,848,1367,0.382844,50,0.441986,0.043341,1.790939,0.00097084
extra_trees_first_hit_regime_q90,tier_a_separate,train,first_hit_oracle_reference_not_candidate,29217,573,28023,48.905759,22.9818745,22.9818745,-0.0,999.0,1.0,0.00082011,,,0.00082011,0.0,,0,0,14221,13802,0.492524,51,0.0,0.0,1.754737,0.00097011
extra_trees_first_hit_regime_q90,tier_a_separate,train,adverse_blind_opposite_side,29217,573,2215,3.86562,-0.42136768,0.78168635,1.20305402,0.649752,0.460045,0.00076711,-0.0010059,0.762613,-0.00019023,0.45636803,-0.923307,2206,18,941,1274,0.424831,24,0.535892,0.007675,2.412193,0.00084727
extra_trees_first_hit_regime_q90,tier_a_separate,validation,no_trade,9836,183,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
extra_trees_first_hit_regime_q90,tier_a_separate,validation,trade_all_model_side,9836,183,9836,53.748634,-1.23850497,5.14083129,6.37933626,0.805857,0.501728,0.00104171,-0.00130164,0.800305,-0.00012592,1.2490653,-0.991545,9824,17,4414,5422,0.44876,51,0.473871,0.04697,2.056433,0.00103932
extra_trees_first_hit_regime_q90,tier_a_separate,validation,random_density_match_single,9836,183,894,4.885246,-0.12842521,0.44876482,0.57719003,0.777499,0.504474,0.00099504,-0.00130291,0.763708,-0.00014365,0.13953085,-0.920407,888,7,393,501,0.439597,45,0.470917,0.041387,2.085181,0.00101767
extra_trees_first_hit_regime_q90,tier_a_separate,validation,first_hit_oracle_reference_not_candidate,9836,183,9374,51.224044,8.31089729,8.31089729,-0.0,999.0,1.0,0.00088659,,,0.00088659,0.0,,0,0,4579,4795,0.488479,51,0.0,0.0,2.056433,0.00103659
extra_trees_first_hit_regime_q90,tier_a_separate,validation,adverse_blind_opposite_side,9836,183,894,4.885246,-0.11472008,0.31309613,0.42781621,0.731847,0.508949,0.00068812,-0.00097452,0.706112,-0.00012832,0.11814699,-0.970994,887,14,454,440,0.49217,21,0.465324,0.034676,3.232908,0.00084726
extra_trees_first_hit_regime_q90,tier_a_separate,oos,no_trade,7575,131,0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0,,0,,,,
