variant_id,view,split,bin,rows,event_rate,mean_event_prob,brier_score,event_auc
logreg_first_hit_full58_q92,tier_ab_combined,train,2,7636,0.979439,0.40278,,
logreg_first_hit_full58_q92,tier_ab_combined,train,3,7636,0.982713,0.4245,,
logreg_first_hit_full58_q92,tier_ab_combined,train,4,7636,0.985987,0.454833,,
logreg_first_hit_full58_q92,tier_ab_combined,validation,overall,12198,0.947286,0.395983,0.35575419,0.618858
logreg_first_hit_full58_q92,tier_ab_combined,validation,0,2440,0.893033,0.251541,,
logreg_first_hit_full58_q92,tier_ab_combined,validation,1,2439,0.96146,0.388582,,
logreg_first_hit_full58_q92,tier_ab_combined,validation,2,2440,0.959426,0.420925,,
logreg_first_hit_full58_q92,tier_ab_combined,validation,3,2439,0.96474,0.441661,,
logreg_first_hit_full58_q92,tier_ab_combined,validation,4,2440,0.957787,0.477221,,
logreg_first_hit_full58_q92,tier_ab_combined,oos,overall,8634,0.936414,0.406762,0.34161736,0.615362
logreg_first_hit_full58_q92,tier_ab_combined,oos,0,1727,0.877244,0.252743,,
logreg_first_hit_full58_q92,tier_ab_combined,oos,1,1727,0.95194,0.398326,,
logreg_first_hit_full58_q92,tier_ab_combined,oos,2,1726,0.953071,0.434627,,
logreg_first_hit_full58_q92,tier_ab_combined,oos,3,1727,0.940938,0.457681,,
logreg_first_hit_full58_q92,tier_ab_combined,oos,4,1727,0.958888,0.490451,,
extra_trees_first_hit_regime_q90,tier_a_separate,train,overall,29217,0.959133,0.351876,0.4060756,0.748317
extra_trees_first_hit_regime_q90,tier_a_separate,train,0,5844,0.880903,0.260812,,
extra_trees_first_hit_regime_q90,tier_a_separate,train,1,5843,0.966284,0.349707,,
extra_trees_first_hit_regime_q90,tier_a_separate,train,2,5843,0.980489,0.371035,,
extra_trees_first_hit_regime_q90,tier_a_separate,train,3,5843,0.981345,0.383971,,
extra_trees_first_hit_regime_q90,tier_a_separate,train,4,5844,0.986653,0.393864,,
extra_trees_first_hit_regime_q90,tier_a_separate,validation,overall,9836,0.95303,0.350111,0.40698519,0.693058
extra_trees_first_hit_regime_q90,tier_a_separate,validation,0,1968,0.877033,0.252162,,
extra_trees_first_hit_regime_q90,tier_a_separate,validation,1,1967,0.962379,0.349493,,
extra_trees_first_hit_regime_q90,tier_a_separate,validation,2,1967,0.978139,0.370953,,
extra_trees_first_hit_regime_q90,tier_a_separate,validation,3,1967,0.974581,0.383783,,
extra_trees_first_hit_regime_q90,tier_a_separate,validation,4,1967,0.973055,0.394213,,
extra_trees_first_hit_regime_q90,tier_a_separate,oos,overall,7575,0.939406,0.354291,0.39786397,0.589915
extra_trees_first_hit_regime_q90,tier_a_separate,oos,0,1515,0.863366,0.26006,,
extra_trees_first_hit_regime_q90,tier_a_separate,oos,1,1515,0.966337,0.353895,,
extra_trees_first_hit_regime_q90,tier_a_separate,oos,2,1515,0.978878,0.374556,,
extra_trees_first_hit_regime_q90,tier_a_separate,oos,3,1515,0.963036,0.386783,,
extra_trees_first_hit_regime_q90,tier_a_separate,oos,4,1515,0.925413,0.396162,,
extra_trees_first_hit_regime_q90,tier_b_separate,train,overall,8963,0.967868,0.3623,0.39655354,0.723681
extra_trees_first_hit_regime_q90,tier_b_separate,train,0,1793,0.910206,0.271238,,
extra_trees_first_hit_regime_q90,tier_b_separate,train,1,1792,0.979353,0.367905,,
extra_trees_first_hit_regime_q90,tier_b_separate,train,2,1793,0.981595,0.383427,,
extra_trees_first_hit_regime_q90,tier_b_separate,train,3,1792,0.982143,0.39077,,
extra_trees_first_hit_regime_q90,tier_b_separate,train,4,1793,0.986057,0.398178,,
extra_trees_first_hit_regime_q90,tier_b_separate,validation,overall,2361,0.923338,0.375883,0.37331663,0.39079
extra_trees_first_hit_regime_q90,tier_b_separate,validation,0,473,0.94926,0.319005,,
extra_trees_first_hit_regime_q90,tier_b_separate,validation,1,472,0.944915,0.378983,,
extra_trees_first_hit_regime_q90,tier_b_separate,validation,2,472,0.934322,0.388574,,
extra_trees_first_hit_regime_q90,tier_b_separate,validation,3,472,0.90678,0.393676,,
extra_trees_first_hit_regime_q90,tier_b_separate,validation,4,472,0.881356,0.3993,,
extra_trees_first_hit_regime_q90,tier_b_separate,oos,overall,1058,0.914934,0.366459,0.38349608,0.378134
extra_trees_first_hit_regime_q90,tier_b_separate,oos,0,212,0.957547,0.278349,,
extra_trees_first_hit_regime_q90,tier_b_separate,oos,1,211,0.924171,0.374473,,
extra_trees_first_hit_regime_q90,tier_b_separate,oos,2,212,0.938679,0.387568,,
extra_trees_first_hit_regime_q90,tier_b_separate,oos,3,211,0.900474,0.393336,,
extra_trees_first_hit_regime_q90,tier_b_separate,oos,4,212,0.853774,0.398734,,
extra_trees_first_hit_regime_q90,tier_ab_combined,train,overall,38180,0.961184,0.354323,0.40384023,0.744905
extra_trees_first_hit_regime_q90,tier_ab_combined,train,0,7636,0.887768,0.262511,,
extra_trees_first_hit_regime_q90,tier_ab_combined,train,1,7636,0.969094,0.353484,,
extra_trees_first_hit_regime_q90,tier_ab_combined,train,2,7636,0.981404,0.374331,,
extra_trees_first_hit_regime_q90,tier_ab_combined,train,3,7636,0.98088,0.386089,,
extra_trees_first_hit_regime_q90,tier_ab_combined,train,4,7636,0.986773,0.3952,,
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,overall,12198,0.947286,0.355101,0.40046767,0.585483
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,0,2440,0.891803,0.262207,,
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,1,2439,0.96597,0.355295,,
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,2,2440,0.973361,0.375261,,
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,3,2439,0.96433,0.386847,,
extra_trees_first_hit_regime_q90,tier_ab_combined,validation,4,2440,0.940984,0.395906,,
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,overall,8634,0.936414,0.355787,0.39609925,0.546265
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,0,1727,0.874928,0.261889,,
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,1,1727,0.966416,0.355898,,
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,2,1726,0.973349,0.376477,,
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,3,1727,0.954256,0.388,,
extra_trees_first_hit_regime_q90,tier_ab_combined,oos,4,1727,0.913144,0.396684,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,overall,29217,0.959133,4.7e-05,0.95904445,0.470978
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,0,5844,0.966804,7e-06,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,1,5843,0.957214,2.1e-05,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,2,5843,0.962006,3.6e-05,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,3,5843,0.958925,5.8e-05,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,train,4,5844,0.950719,0.000112,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,overall,9836,0.95303,5.8e-05,0.95291983,0.472633
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,0,1968,0.960366,7e-06,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,1,1967,0.94967,2.3e-05,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,2,1967,0.959837,4.2e-05,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,3,1967,0.953737,6.6e-05,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,validation,4,1967,0.941535,0.000153,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,overall,7575,0.939406,5.4e-05,0.93930392,0.490748
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,0,1515,0.945215,8e-06,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,1,1515,0.940594,2.5e-05,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,2,1515,0.928053,4.5e-05,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,3,1515,0.945215,7e-05,,
ridge_signed_hit_edge_full58_q90,tier_a_separate,oos,4,1515,0.937954,0.000124,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,overall,8963,0.967868,4.1e-05,0.96779102,0.373036
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,0,1793,0.982153,6e-06,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,1,1792,0.977121,1.8e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,2,1793,0.96821,3.1e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,3,1792,0.972098,4.9e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,train,4,1793,0.939766,9.9e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,overall,2361,0.923338,3.9e-05,0.92326579,0.42323
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,0,473,0.94926,6e-06,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,1,472,0.938559,1.8e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,2,472,0.930085,3.1e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,3,472,0.887712,5e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,validation,4,472,0.911017,9.2e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,overall,1058,0.914934,4.8e-05,0.91484755,0.416081
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,0,212,0.933962,7e-06,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,1,211,0.933649,2.2e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,2,212,0.943396,4e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,3,211,0.876777,6.2e-05,,
ridge_signed_hit_edge_full58_q90,tier_b_separate,oos,4,212,0.886792,0.000108,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,overall,38180,0.961184,4.5e-05,0.96109777,0.449728
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,0,7636,0.970534,7e-06,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,1,7636,0.962939,2e-05,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,2,7636,0.961891,3.5e-05,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,3,7636,0.962022,5.6e-05,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,train,4,7636,0.948533,0.000109,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,overall,12198,0.947286,5.5e-05,0.94718396,0.468736
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,0,2440,0.954918,7e-06,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,1,2439,0.947929,2.2e-05,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,2,2440,0.95,3.9e-05,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,3,2439,0.945879,6.3e-05,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,validation,4,2440,0.937705,0.000142,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,overall,8634,0.936414,5.4e-05,0.93631407,0.481059
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,0,1727,0.943254,8e-06,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,1,1727,0.940359,2.4e-05,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,2,1726,0.927578,4.4e-05,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,3,1727,0.941517,6.9e-05,,
ridge_signed_hit_edge_full58_q90,tier_ab_combined,oos,4,1727,0.929357,0.000123,,
