attempt_name,artifact_slug,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,max_drawdown
m48_plain_rf,m48_plain,rate_regime,us10yr_mid,54,38.67,162.2,-123.53,1.313041,0.716111,0.592593,32.61
u42_bal_rf,u42_bal,rate_regime,us10yr_missing,323,8.66,829.99,-821.33,1.010544,0.026811,0.510836,158.45
u42_plain_rf,u42_plain,rate_regime,us10yr_missing,326,119.91,824.25,-704.34,1.170244,0.367822,0.564417,95.53
c56_bal_rf,c56_bal,rate_change_regime,us10yr_change_down,28,-50.52,119.74,-170.26,0.703277,-1.804286,0.5,69.45
c56_bal_rf,c56_bal,rate_change_regime,us10yr_change_flat,18,-7.47,62.35,-69.82,0.893011,-0.415,0.444444,51.08
c56_bal_rf,c56_bal,rate_change_regime,us10yr_change_up,29,59.44,160.81,-101.37,1.586367,2.049655,0.586207,46.69
c56_plain_rf,c56_plain,rate_change_regime,us10yr_change_down,27,13.49,99.22,-85.73,1.157354,0.49963,0.481481,34.72
c56_plain_rf,c56_plain,rate_change_regime,us10yr_change_flat,18,55.21,85.6,-30.39,2.816716,3.067222,0.722222,13.02
c56_plain_rf,c56_plain,rate_change_regime,us10yr_change_up,32,78.36,181.07,-102.71,1.762925,2.44875,0.625,59.01
m48_bal_rf,m48_bal,rate_change_regime,us10yr_change_down,101,-8.09,322.76,-330.85,0.975548,-0.080099,0.534653,137.66
m48_bal_rf,m48_bal,rate_change_regime,us10yr_change_flat,76,96.67,222.13,-125.46,1.770524,1.271974,0.486842,19.79
m48_bal_rf,m48_bal,rate_change_regime,us10yr_change_up,100,-30.74,229.75,-260.49,0.881992,-0.3074,0.5,113.03
m48_plain_rf,m48_plain,rate_change_regime,us10yr_change_down,88,64.25,263.22,-198.97,1.322913,0.730114,0.545455,92.86
m48_plain_rf,m48_plain,rate_change_regime,us10yr_change_flat,83,150.48,261.6,-111.12,2.354212,1.813012,0.566265,18.05
m48_plain_rf,m48_plain,rate_change_regime,us10yr_change_up,98,55.15,298.23,-243.08,1.22688,0.562755,0.591837,73.83
u42_bal_rf,u42_bal,rate_change_regime,us10yr_change_missing,323,8.66,829.99,-821.33,1.010544,0.026811,0.510836,158.45
u42_plain_rf,u42_plain,rate_change_regime,us10yr_change_missing,326,119.91,824.25,-704.34,1.170244,0.367822,0.564417,95.53
c56_bal_rf,c56_bal,spread_regime,spread_low,75,1.45,342.9,-341.45,1.004247,0.019333,0.52,106.45
c56_plain_rf,c56_plain,spread_regime,spread_low,77,147.06,365.89,-218.83,1.672029,1.90987,0.597403,53.23
m48_bal_rf,m48_bal,spread_regime,spread_low,277,57.84,774.64,-716.8,1.080692,0.208809,0.509025,133.91
m48_plain_rf,m48_plain,spread_regime,spread_low,269,269.88,823.05,-553.17,1.487879,1.003271,0.568773,68.57
u42_bal_rf,u42_bal,spread_regime,spread_low,323,8.66,829.99,-821.33,1.010544,0.026811,0.510836,158.45
u42_plain_rf,u42_plain,spread_regime,spread_low,326,119.91,824.25,-704.34,1.170244,0.367822,0.564417,95.53
